faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set	supports_upgrades
ovn_emp_grudgebringers_CB	false	wh_dlc03_emp_cha_wizard_beasts_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_beasts_campaign_01_0.png	wh_dlc03_uniform_emp_amber_wizard_01	wh_dlc03_emp_cha_wizard_beasts_0	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc03_emp_cha_wizard_beasts_3	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_beasts_campaign_01_0.png	wh_dlc03_uniform_emp_amber_wizard_01	wh_dlc03_emp_cha_wizard_beasts_0	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc03_emp_cha_wizard_beasts_4	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_beasts_campaign_01_0.png	wh_dlc03_uniform_emp_amber_wizard_01	wh_dlc03_emp_cha_wizard_beasts_0	false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_heavens_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_heavens_0.png	wh_main_uniform_emp_celestial_wizard	wh_main_emp_cha_wizard_heavens_0	false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_heavens_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_heavens_0.png	wh_main_uniform_emp_celestial_wizard	wh_main_emp_cha_wizard_heavens_1	false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_heavens_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_heavens_0.png	wh_main_uniform_emp_celestial_wizard	wh_main_emp_cha_wizard_heavens_2	false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_heavens_4	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_heavens_0.png	wh_main_uniform_emp_celestial_wizard	wh_main_emp_cha_wizard_heavens_4	false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_light_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_light_campaign_01_0.png	wh_main_uniform_emp_light_wizard_01	wh_main_emp_cha_wizard_light_0	false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_light_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_light_campaign_01_0.png	wh_main_uniform_emp_light_wizard_01	wh_main_emp_cha_wizard_light_1	false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_light_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_light_campaign_01_0.png	wh_main_uniform_emp_light_wizard_01	wh_main_emp_cha_wizard_light_2	false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_light_4	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_light_campaign_01_0.png	wh_main_uniform_emp_light_wizard_01	wh_main_emp_cha_wizard_light_4	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc05_emp_cha_wizard_life_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_life_campaign_01_0.png	wh_dlc05_uniform_emp_jade_wizard_01	wh_dlc05_emp_cha_wizard_life_0	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc05_emp_cha_wizard_life_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_life_campaign_01_0.png	wh_dlc05_uniform_emp_jade_wizard_01	wh_dlc05_emp_cha_wizard_life_1	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc05_emp_cha_wizard_life_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_life_campaign_01_0.png	wh_dlc05_uniform_emp_jade_wizard_01	wh_dlc05_emp_cha_wizard_life_2	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc05_emp_cha_wizard_life_3	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_life_campaign_01_0.png	wh_dlc05_uniform_emp_jade_wizard_01	wh_dlc05_emp_cha_wizard_life_3	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc05_emp_cha_wizard_shadows_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_shadow_wizard_campaign_01_0.png	wh_dlc05_uniform_emp_grey_wizard_01	wh_dlc05_emp_cha_wizard_shadows_0	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc05_emp_cha_wizard_shadows_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_shadow_wizard_campaign_01_0.png	wh_dlc05_uniform_emp_grey_wizard_01	wh_dlc05_emp_cha_wizard_shadows_1	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc05_emp_cha_wizard_shadows_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_shadow_wizard_campaign_01_0.png	wh_dlc05_uniform_emp_grey_wizard_01	wh_dlc05_emp_cha_wizard_shadows_2	false		false
ovn_emp_grudgebringers_CB	false	wh_dlc05_emp_cha_wizard_shadows_3	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_shadow_wizard_campaign_01_0.png	wh_dlc05_uniform_emp_grey_wizard_01	wh_dlc05_emp_cha_wizard_shadows_3	false		false
ovn_emp_grudgebringers_CB	false	wh2_pro07_emp_cha_wizard_death_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_amethyst_campaign_01_0.png	wh2_pro07_uniform_emp_amethyst_wizard_01	wh_pro07_emp_cha_wizard_death_0	false		false
ovn_emp_grudgebringers_CB	false	wh2_pro07_emp_cha_wizard_death_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_amethyst_campaign_01_0.png	wh2_pro07_uniform_emp_amethyst_wizard_01	wh_pro07_emp_cha_wizard_death_1	false		false
ovn_emp_grudgebringers_CB	false	wh2_pro07_emp_cha_wizard_death_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_amethyst_campaign_01_0.png	wh2_pro07_uniform_emp_amethyst_wizard_01	wh_pro07_emp_cha_wizard_death_2	false		false
ovn_emp_grudgebringers_CB	false	wh2_pro07_emp_cha_wizard_death_3	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_amethyst_campaign_01_0.png	wh2_pro07_uniform_emp_amethyst_wizard_01	wh_pro07_emp_cha_wizard_death_3	false		false
ovn_emp_grudgebringers_CB	false	flagellants_eusebio_the_bleak	true	true				false		false
ovn_emp_grudgebringers_CB	false	ice_mage_vladimir_stormbringer	true	true				false		false
ovn_emp_grudgebringers_CB	false	uter_blomkwist_imperial_mortar	true	true				false		false
ovn_emp_grudgebringers_CB	false	helmgart_bowmen	true	true				false		false
ovn_emp_grudgebringers_CB	false	keelers_longbows	true	true				false		false
ovn_emp_grudgebringers_CB	false	treeman_knarlroot	true	true				false		false
ovn_emp_grudgebringers_CB	false	black_avangers	true	true				false		false
ovn_emp_grudgebringers_CB	false	carlsson_cavalry	true	true				false		false
ovn_emp_grudgebringers_CB	false	carlsson_guard	true	true				false		false
ovn_emp_grudgebringers_CB	false	vannheim_75th	true	true				false		false
ovn_emp_grudgebringers_CB	false	treeman_gnarl_fist	true	true				false		false
ovn_emp_grudgebringers_CB	false	countess_guard	true	true				false		false
ovn_emp_grudgebringers_CB	false	dieter_schaeffer_carroburg_greatswords	true	true				false		false
ovn_emp_grudgebringers_CB	false	jurgen_muntz_outlaw_infantry	true	true				false		false
ovn_emp_grudgebringers_CB	false	boris_von_raukov_4th_nuln_halberdiers	true	true				false		false
ovn_emp_grudgebringers_CB	false	stephan_weiss_outlaw_pistoliers	true	true				false		false
ovn_emp_grudgebringers_CB	false	azguz_bloodfist_dwarf_warriors	true	true				false		false
ovn_emp_grudgebringers_CB	false	dargrimm_firebeard_dwarf_warriors	true	true				false		false
ovn_emp_grudgebringers_CB	false	urblab_rotgut_mercenary_ogres	true	true				false		false
ovn_emp_grudgebringers_CB	false	grudgebringer_cavalry	true	true				false		false
ovn_emp_grudgebringers_CB	false	grudgebringer_infantry	true	true				false		false
ovn_emp_grudgebringers_CB	false	ceridan	true	true	ui/portraits/portholes/no_culture/ceridan.png	ceridan	ceridan	false		false
ovn_emp_grudgebringers_CB	false	dwarf_envoy	true	true	ui/portraits/portholes/no_culture/dwarf_envoy.png	dwarf_envoy	dwarf_envoy	false		false
ovn_emp_grudgebringers_CB	true	morgan_bernhardt	true	true	ui/portraits/portholes/no_culture/morgan_bernhardt.png	morgan_bernhardt	morgan_bernhardt	false		false
ovn_emp_grudgebringers_CB	false	grudgebringer_cannon	true	true				false		false
ovn_emp_grudgebringers_CB	false	grudgebringer_crossbow	true	true				false		false
ovn_emp_grudgebringers_CB	false	elrod_wood_elf_glade_guards	true	true				false		false
ovn_emp_grudgebringers_CB	false	galed_elf_archers	true	true				false		false
ovn_emp_grudgebringers_CB	false	grail_knights_tristan_de_la_tourtristan_de_la_tour	true	true				false		false
ovn_emp_grudgebringers_CB	false	knights_of_the_realm_bertrand_le_grande	true	true				false		false
ovn_emp_grudgebringers_CB	false	ragnar_wolves	true	true				false		false
ovn_emp_grudgebringers_CB	false	imperial_cannon_darius_flugenheim	true	true				false		false
ovn_emp_grudgebringers_CB	false	ludwig_uberdorf	true	true	ui/portraits/portholes/no_culture/ludwig_uberdorf.png	ludwig_uberdorf_agent_uniforms		false		false
ovn_emp_grudgebringers_CB	false	ludwig_uberdorf_mount_main_units	true	true	ui/portraits/portholes/no_culture/ludwig_uberdorf_mount.png	ludwig_uberdorf_mount_agent_uniforms		false		false
ovn_emp_grudgebringers_CB	false	ludwig_uberdorf_steam_tank_main_units	true	true	ui/portraits/portholes/no_culture/ludwig_uberdorf_steam_tank.png	ludwig_uberdorf_steam_tank_agent_uniforms		false		false
ovn_emp_grudgebringers_CB	true	morgan_bernhardt_mount	true	true	ui/portraits/portholes/no_culture/morgan_bernhardt.png	morgan_bernhardt	morgan_bernhardt	false		false
ovn_emp_grudgebringers_CB	false	dwarf_envoy_dwarf_warriors	true	true				false		false
ovn_emp_grudgebringers_CB	false	grudgebringers_wagon	true	true				false		false
ovn_emp_grudgebringers_CB	false	matthias	true	true	ui/portraits/portholes/no_culture/matthias.png	matthias	matthias	false		false
ovn_emp_grudgebringers_CB	false	luther_flamenstrike	true	true	ui/portraits/portholes/no_culture/luther_flamenstrike.png	luther_flamenstrike	luther_flamenstrike	false		false
ovn_emp_grudgebringers_CB	false	luther_flamenstrike_mount	true	true	ui/portraits/portholes/no_culture/luther_flamenstrike.png	luther_flamenstrike	luther_flamenstrike	false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_inf_halberdiers_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_inf_swordsmen_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_inf_spearmen_0_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_inf_crossbowmen_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh2_dlc13_emp_inf_archers_0_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_inf_handgunners_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh3_main_ogr_inf_ogres_0_ovn_gru	true	true				true		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_inf_greatswords_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_dlc04_emp_inf_free_company_militia_0_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cav_empire_knights_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_cav_pistoliers_1_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_dlc04_emp_inf_flagellants_0_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_dwf_inf_dwarf_warrior_0_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_dwf_inf_slayers_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh3_main_ogr_inf_maneaters_0_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh3_main_ogr_inf_maneaters_2_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh3_main_ogr_inf_maneaters_3_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_dwf_inf_dwarf_warrior_1_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_art_mortar_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh_main_emp_art_great_cannon_ovn_gru	true	true				false		false
ovn_emp_grudgebringers_CB	false	wh3_main_ogr_inf_maneaters_1_ovn_gru	true	true				false		false
