technology	effect	effect_scope	value
araby_tech_good_civ_6	ovn_effect_force_stat_melee_attack_arb_myth_tech	faction_to_force_own_unseen	5.0000
araby_tech_good_civ_6	ovn_effect_force_stat_ward_save_arb_myth_tech	faction_to_force_own_unseen	5.0000
araby_tech_good_civ_7	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	10.0000
araby_tech_good_civ_7	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	5.0000
araby_tech_good_civ_8	ovn_effect_tech_arb_building_construction_cost_mod_infrastructure	faction_to_region_own_unseen	-20.0000
araby_tech_good_civ_8	wh_main_effect_building_construction_time_mod_settlement	faction_to_region_own_unseen	-2.0000
araby_tech_good_mil_0	wh_main_effect_force_stat_leadership_siege_defence	faction_to_force_own_unseen	8.0000
araby_tech_good_mil_0	wh_main_effect_force_stat_ammunition_siege_defence	faction_to_force_own_unseen	15.0000
araby_tech_good_mil_1	ovn_effect_tech_missile_strength_arb_bow_units	faction_to_force_own_unseen	10.0000
araby_tech_good_mil_1	ovn_effect_force_stat_ammunition_arb_bow_units	faction_to_force_own_unseen	10.0000
araby_tech_good_mil_2	ovn_effect_tech_reload_time_reduction_arb_gunpowder	faction_to_force_own_unseen	15.0000
araby_tech_good_mil_3	ovn_effect_tech_melee_attack_arb_palace_guard_arabyan_knights	faction_to_force_own_unseen	5.0000
araby_tech_good_mil_3	ovn_effect_force_stat_missile_resistance_arb_palace_guard_arabyan_knights	faction_to_force_own_unseen	10.0000
araby_tech_good_mil_4	wh2_dlc09_effect_unit_cap_tmb_inf_tomb_guard_0	faction_to_faction_own_unseen	2.0000
araby_tech_good_mil_4	wh2_dlc09_effect_unit_cap_tmb_inf_tomb_guard_1	faction_to_faction_own_unseen	2.0000
araby_tech_good_mil_4	ovn_effect_tech_melee_defense_arb_tomb_king_units	faction_to_force_own_unseen	6.0000
araby_tech_good_mil_5	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	5.0000
araby_tech_good_mil_5	wh_main_effect_force_stat_leadership_lords_and_heroes	faction_to_force_own_unseen	5.0000
araby_tech_good_mil_6	wh_main_effect_force_all_campaign_experience_base_all	faction_to_force_own_unseen	2.0000
araby_tech_good_mil_6	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	10.0000
araby_tech_good_mil_7	ovn_effect_tech_speed_arb_arabyan_knights_camel_cataphracts	faction_to_force_own_unseen	10.0000
araby_tech_good_mil_7	ovn_effect_tech_melee_defence_arb_arabyan_knights_camel_cataphracts	faction_to_force_own_unseen	5.0000
araby_tech_good_mil_8	wh2_dlc09_faction_political_diplomacy_mod_technology_tomb_kings	faction_to_faction_own_unseen	10.0000
araby_tech_good_mil_8	ovn_scythan_numas_diplo	faction_to_faction_own_unseen	20.0000
araby_tech_good_mil_8	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_0	faction_to_faction_own_unseen	1.0000
araby_tech_good_mil_8	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_1	faction_to_faction_own_unseen	1.0000
araby_tech_good_final_0	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	10.0000
araby_tech_good_final_0	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	10.0000
araby_tech_bad_civ_0	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	10.0000
araby_tech_bad_civ_1	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own_unseen	5.0000
araby_tech_bad_civ_1	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own_unseen	10.0000
araby_tech_bad_civ_1	wh_main_effect_force_army_campaign_ambush_defence_success_chance	faction_to_force_own_unseen	10.0000
araby_tech_bad_civ_2	wh2_dlc09_effect_force_stat_leadership_vs_tomb_kings	faction_to_force_own_unseen	10.0000
araby_tech_bad_civ_2	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	10.0000
araby_tech_bad_civ_3	wh_main_effect_force_army_campaign_attrition_all_resistance	faction_to_force_own_unseen	-33.0000
araby_tech_bad_civ_3	wh3_main_effect_winds_of_magic_technology	faction_to_force_own	3.0000
araby_tech_bad_civ_4	roy_effect_agent_recruitment_xp_arb_nomad	faction_to_province_own_unseen	2.0000
araby_tech_bad_civ_4	wh_main_effect_agent_action_success_chance_enemy	faction_to_character_own_unseen	-10.0000
araby_tech_bad_civ_4	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	faction_to_character_own_agents	5.0000
araby_tech_bad_civ_5	ovn_araby_tech_corasir_units_upkeep	faction_to_force_own_unseen	-15.0000
araby_tech_bad_civ_5	ovn_effect_force_stat_weapon_strength_corsairs	faction_to_force_own_unseen	15.0000
araby_tech_bad_civ_5	wh_main_effect_economy_gdp_mod_trade_sea	faction_to_region_own_unseen	10.0000
araby_tech_bad_civ_6	roy_effect_agent_cap_increase_arb_nomad	faction_to_faction_own_unseen	1.0000
araby_tech_bad_civ_6	roy_effect_agent_action_success_chance_arb_nomad	faction_to_character_own_unseen	8.0000
araby_tech_bad_civ_6	roy_effect_agent_action_cost_mod_arb_nomad	faction_to_character_own_unseen	-20.0000
araby_tech_bad_civ_7	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	25.0000
araby_tech_bad_civ_7	wh_main_effect_force_all_campaign_sacking_income	faction_to_character_own_unseen	20.0000
araby_tech_bad_civ_8	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	5.0000
araby_tech_bad_civ_8	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	5.0000
araby_tech_bad_civ_8	wh_main_effect_force_army_campaign_siege_defend_attrition	faction_to_force_own_unseen	-10.0000
araby_tech_bad_mil_0	wh_main_effect_character_stat_leadership_aura_size	faction_to_character_own	15.0000
araby_tech_bad_mil_0	wh_main_effect_force_stat_leadership	faction_to_force_own_unseen	3.0000
araby_tech_bad_mil_1	ovn_effect_tech_melee_defence_arb_basic_infantry	faction_to_force_own_unseen	5.0000
araby_tech_bad_mil_1	ovn_effect_tech_armour_arb_basic_infantry	faction_to_force_own_unseen	10.0000
araby_tech_bad_mil_2	ovn_effect_tech_melee_attack_arb_nomads	faction_to_force_own_unseen	5.0000
araby_tech_bad_mil_2	ovn_effect_tech_speed_arb_nomads	faction_to_force_own_unseen	10.0000
araby_tech_bad_mil_3	ovn_effect_tech_armour_arb_camels	faction_to_force_own_unseen	15.0000
araby_tech_bad_mil_3	ovn_effect_tech_upkeep_arb_camels	faction_to_force_own_unseen	-10.0000
araby_tech_bad_mil_4	wh2_dlc10_effect_character_stat_miscast_vs_chaos_norsca	faction_to_character_own	-10.0000
araby_tech_bad_mil_4	wh3_main_effect_force_stat_magic_resistance_vs_tzeentch	faction_to_force_own	10.0000
araby_tech_bad_mil_4	wh3_main_effect_winds_of_magic_increase_chance_mod	faction_to_region_own	10.0000
araby_tech_bad_mil_5	ovn_effect_tech_missile_strength_arb_gunpowder	faction_to_force_own_unseen	10.0000
araby_tech_bad_mil_6	ovn_effect_ability_enable_guardian_dervishers	faction_to_force_own_unseen	1.0000
araby_tech_bad_mil_6	wh_main_effect_agent_recruitment_xp_wizard_arb_2	faction_to_province_own_unseen	4.0000
araby_tech_bad_mil_7	ovn_effect_tech_unit_xp_arb_elephants	faction_to_province_own	3.0000
araby_tech_bad_mil_7	wh2_dlc09_effect_melee_attack_arb_ovn_elephant	faction_to_force_own_unseen	5.0000
araby_tech_bad_mil_7	wh2_dlc09_effect_melee_defence_arb_ovn_elephant	faction_to_force_own_unseen	5.0000
araby_tech_bad_mil_8	wh_main_effect_character_wound_recovery_time_mod	faction_to_character_own	-1.0000
araby_tech_bad_mil_8	wh_main_effect_force_stat_magic_resistance	faction_to_force_own	10.0000
araby_tech_bad_final_0	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	15.0000
araby_tech_bad_final_0	wh2_dlc12_effect_magic_cooldown_all_lores	faction_to_force_own	-10.0000
