id	duration	effect_type	requested_stance	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount	remove_magical	execute_ratio
ovn_arb_baz_wep_10_vengeful_sword_heal	-1.0000	positive		false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0060	0.0000	false	0.0000
ovn_arb_baz_wep_10_vengeful_sword_damage_self	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	8	1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_baz_wep_08_matyr_shard_ability	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_baz_heal	13.0000	positive		false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0			wh_ability_positive_banner	false	true	true	0.0000			false	0.0020	0.0000	false	0.0000
ovn_arb_baz_arm_09_faith_shield_ability	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_baz_arm_08_gorgon_shield_ability	17.0000	negative		true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		ovn_arb_baz_arm_08_gorgon_shield_ability	wh_main_spell_light_net_of_amyntok	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_baz_escape	25.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_dlc09_army_abilities_sand_veil	wh2_dlc09_ability_sand_veil_one_shot	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
smokeleaf_smokescreen	21.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_unit_passive_djinn_strong_binding	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_unit_passive_djinn_instability	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	66	4	false	0.0000	0.0000	false	0		ovn_arb_djinn_instability_I		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_unit_passive_djinn_instability_ii	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	133	12	false	0.0000	0.0000	false	0		ovn_arb_djinn_instability_II		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_passive_djinn_carriage_power_of_djinn	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.2000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_dervish_dance_1	30.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
arb_guard_ror_jaffar_elite	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
arb_ror_bombard_contact_efffect_spawn_dummy	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				true	false	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_loyal_guards	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_pitfighters_enrage	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_al_muktar	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_defence_attack_morale_passive	wh_main_character_abilities_foe_seeker	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_passive_impetuous_charge	30.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_rope_1	10.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0	ovn_arb_rope_contact_1	wh_main_generic_buff_defence_morale_passive		false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_rope_2	10.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0	ovn_arb_rope_contact_2	wh_main_generic_buff_defence_morale_passive		false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_rope_3	10.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0	ovn_arb_rope_contact_3	wh_main_generic_buff_defence_morale_passive		false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_rope_contact_1	5.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_rope_contact_2	5.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_rope_contact_3	10.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_carrion_hunger	-1.0000	positive		false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0010	0.0000	false	0.0000
ovn_unit_abilities_doomed_vulture	35.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_defence	wh_ability_negative	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_arb_passive_camel	-1.0000	positive		false	false	-0.0100	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_incarnate_curse_of_the_djinn	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		ovn_spell_desert_curse_of_the_djinn		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_incarnate_regrowth	-1.0000	positive		false	false	-0.0100	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc05_spell_life_regrowth		false	true	true	0.0000			false	0.0008	0.0000	false	0.0000
ovn_unit_passive_incarnate_curse_of_the_midnight_wind	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_incarnate_quicksand	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_dlc14_abilities_seismic_snare		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_incarnate_cascading_fire_cloak	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_fire_cascading_fire_cloak		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_incarnate_curse_of_hashut	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	8	2	false	0.0000	0.0000	false	0		wh3_dlc23_hashut_curse_of_hashut		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_incarnate_death_frost	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	8	2	false	0.0000	0.0000	false	0		wh3_main_ice_death_frost		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_incarnate_swiftwing	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_tempest_swiftwing		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_incarnate_blessing_of_the_djinn	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_metal_glittering_robe		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_unbinding_arb_spearmen_mirage	45.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	70.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_unbinding_djinn	72.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_unbinding_ovn_arb_cha_nomad_0_1	60.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0			wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unit_passive_unbinding_ovn_arb_cha_nomad_0_2	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	85	-1	false	0.0000	0.0000	false	0			wh2_dlc13_ability_summon_unbinding_generic_small_phase_02	true	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_mehmed_massacre_them	24.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_defence	wh_ability_negative	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_djinn_carriage_djinn_blessing	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	true	0		wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_contact_bloodhowl	10.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_passive_jaffar_djinn_casting_drain	25.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	-1.0000	-0.6000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_golden_scimitar_ability	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	true	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_weeping_blade_ability	25.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0	wh_main_unit_contact_poison	wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
