agent	faction	subtype	mod_disabled
champion	mixer_arb_araby_dummy	arb_champion	false
champion	mixer_arb_araby_dummy	arb_champion_wazar	false
general	mixer_arb_araby_dummy	arb_sheikh	false
general	mixer_arb_araby_dummy	arb_vizier_fire	false
general	mixer_arb_araby_dummy	arb_vizier_life	false
general	mixer_arb_araby_dummy	arb_vizier_heavens	false
general	mixer_arb_araby_dummy	arb_vizier_desert	false
general	mixer_arb_araby_dummy	arb_caravan_master	false
colonel	ovn_arb_sultanate_of_all_araby	arb_sheikh	false
colonel	ovn_arb_aswad_scythans	arb_sheikh	false
colonel	ovn_arb_golden_fleet	arb_sheikh	false
colonel	ovn_arb_sultanate_of_el_kalabad	arb_sheikh	false
colonel	mixer_arb_araby_dummy	arb_sheikh	false
wizard	ovn_arb_araby_rebels	arb_magician_life	false
wizard	ovn_arb_araby_rebels	arb_magician_desert	false
wizard	ovn_arb_araby_rebels	arb_magician_fire	false
wizard	ovn_arb_araby_rebels	arb_magician_heavens	false
spy	ovn_arb_araby_rebels	arb_nomad	false
champion	ovn_arb_araby_rebels	arb_champion	false
champion	ovn_arb_araby_rebels	arb_champion_wazar	false
general	ovn_arb_araby_rebels	arb_sheikh	false
general	ovn_arb_araby_rebels	arb_vizier_fire	false
general	ovn_arb_araby_rebels	arb_vizier_life	false
general	ovn_arb_araby_rebels	arb_vizier_heavens	false
general	ovn_arb_araby_rebels	arb_vizier_desert	false
colonel	ovn_arb_araby_rebels	arb_sheikh	false
wizard	ovn_arb_sultanate_ind	arb_magician_life	false
wizard	ovn_arb_sultanate_ind	arb_magician_desert	false
wizard	ovn_arb_sultanate_ind	arb_magician_fire	false
wizard	ovn_arb_sultanate_ind	arb_magician_heavens	false
spy	ovn_arb_sultanate_ind	arb_nomad	false
champion	ovn_arb_sultanate_ind	arb_champion	false
champion	ovn_arb_sultanate_ind	arb_champion_wazar	false
general	ovn_arb_sultanate_ind	arb_sheikh	false
general	ovn_arb_sultanate_ind	arb_sheikh_mehmed	false
general	ovn_arb_sultanate_ind	arb_vizier_fire	false
general	ovn_arb_sultanate_ind	arb_vizier_life	false
general	ovn_arb_sultanate_ind	arb_vizier_heavens	false
general	ovn_arb_sultanate_ind	arb_vizier_desert	false
colonel	ovn_arb_sultanate_ind	arb_sheikh	false
wizard	ovn_arb_cult_of_the_djinns	arb_magician_life	false
wizard	ovn_arb_cult_of_the_djinns	arb_magician_desert	false
wizard	ovn_arb_cult_of_the_djinns	arb_magician_fire	false
wizard	ovn_arb_cult_of_the_djinns	arb_magician_heavens	false
spy	ovn_arb_cult_of_the_djinns	arb_nomad	false
champion	ovn_arb_cult_of_the_djinns	arb_champion	false
champion	ovn_arb_cult_of_the_djinns	arb_champion_wazar	false
general	ovn_arb_cult_of_the_djinns	arb_sheikh	false
general	ovn_arb_cult_of_the_djinns	arb_sheikh_mehmed	false
general	ovn_arb_cult_of_the_djinns	arb_vizier_fire	false
general	ovn_arb_cult_of_the_djinns	arb_vizier_life	false
general	ovn_arb_cult_of_the_djinns	arb_vizier_heavens	false
general	ovn_arb_cult_of_the_djinns	arb_vizier_desert	false
colonel	ovn_arb_cult_of_the_djinns	arb_sheikh	false
