event	group	target	flavour_text	image	secondary_detail	layout	layout_data	sound_event	context_located	override_icon	instant_open	ignore_instant_open_filters
army_loaning_time_expired	event_feed_cult_ovn_araby	event_feed_target_agent_faction	wh_event_feed_string_all_null	arb/generic	wh3_main_event_feed_string_army_loaning_time_expired_secondary_detail	hostile_action	event_feed_location_data_loaned_army_returned_after_alliance_broke	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
character_ancillary_gained	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/army_morale_up	wh_event_feed_string_character_ancillary_gained_secondary_detail	trait_ancillary_gained	event_feed_layout_data_ancillary_gained	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_character		false	false
character_ancillary_lost_stolen	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/army_morale_down	wh_event_feed_string_character_ancillary_lost_secondary_detail	trait_ancillary_gained	event_feed_layout_data_ancillary_gained	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_character		false	false
character_ancillary_lost	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/army_morale_down	wh_event_feed_string_character_ancillary_lost_secondary_detail	trait_ancillary_gained	event_feed_layout_data_ancillary_gained	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_character		false	false
character_dies_battle	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/army_morale_down	wh_event_feed_string_character_dies_battle_secondary_detail	hostile_action	event_feed_layout_data_character_dies_battle	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
character_dies_battle	event_feed_cult_ovn_araby	event_feed_target_opponent	wh_event_feed_string_all_null	arb/army_morale_down	wh_event_feed_string_character_dies_battle_secondary_detail_theirs	hostile_action	event_feed_layout_data_character_dies_battle	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
character_dies_in_action	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/army_morale_down	wh_event_feed_string_character_dies_action_description	hostile_action	event_feed_layout_data_character_dies_in_action	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
character_dies_suspicious	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/army_morale_down	wh_event_feed_string_character_dies_hostile_secondary_detail	hostile_action	event_feed_layout_data_character_dies_in_action	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
character_rank_gained	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/celebration	wh_event_feed_string_character_rank_gained_secondary_detail	hostile_action	event_feed_layout_data_character_rank_gained	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_character		false	false
character_ready_for_duty_starting_general	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/land_victory	wh_event_feed_string_character_ready_for_duty_starting_general_secondary_detail_male	hostile_action	event_feed_layout_data_character_ready_for_duty	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
character_ready_for_duty	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/messenger	wh_event_feed_string_character_ready_for_duty_secondary_detail_male	hostile_action	event_feed_layout_data_character_ready_for_duty	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
character_trait_gained	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/celebration	wh_event_feed_string_character_trait_gained_secondary_detail	trait_ancillary_gained	event_feed_layout_data_trait_gained	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_character		false	false
character_trait_lost	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/generic	wh_event_feed_string_character_trait_lost_secondary_detail	trait_ancillary_gained	event_feed_layout_data_trait_gained	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_character		false	false
character_wounded	event_feed_cult_ovn_araby	event_feed_target_character_faction	wh_event_feed_string_all_null	arb/army_morale_down	wh_event_feed_string_character_wounded_description	hostile_action	event_feed_layout_data_character_wounded	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
conquest_battle	event_feed_cult_ovn_araby_battle_attack_outcome_defeat	event_feed_target_conquest_battle_defender	wh_event_feed_string_conquest_battle_secondary_detail_defender_winner	arb/land_victory	wh_event_feed_string_conquest_battle_description_winner	battle_result	event_feed_layout_data_conquest_battle	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
conquest_battle	event_feed_cult_ovn_araby_battle_attack_outcome_draw	event_feed_target_conquest_battle_defender	wh_event_feed_string_conquest_battle_secondary_detail_defender_winner	arb/army_morale_down	wh_event_feed_string_conquest_battle_description_draw	battle_result	event_feed_layout_data_conquest_battle	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
conquest_battle	event_feed_cult_ovn_araby_battle_attack_outcome_victory	event_feed_target_conquest_battle_defender	wh_event_feed_string_conquest_battle_secondary_detail_defender_loser	arb/land_defeat	wh_event_feed_string_conquest_battle_description_loser	battle_result	event_feed_layout_data_conquest_battle	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
conquest_enemy_raid_settlement	event_feed_cult_ovn_araby	event_feed_target_raided_faction	wh_event_feed_string_all_null	arb/besieged	wh_event_feed_string_conquest_enemy_raid_secondary_detail	hostile_action	event_feed_layout_data_conquest_enemy_raid_settlement	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_raider_general		false	false
conquest_province_contested	event_feed_cult_ovn_araby	event_feed_target_owner	wh_event_feed_string_all_null	arb/messenger	wh_event_feed_string_conquest_province_contested_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_contesting_region_province		false	false
conquest_province_secured	event_feed_cult_ovn_araby	event_feed_target_province_faction	wh_event_feed_string_all_null	arb/celebration	wh_event_feed_string_conquest_province_secured_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
conquest_sea_region_contested	event_feed_cult_ovn_araby	event_feed_target_owner	wh_event_feed_string_all_null	arb/generic	wh_event_feed_string_conquest_sea_region_contested_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_settlement_captured_region_province		false	false
conquest_sea_region_controlled	event_feed_cult_ovn_araby	event_feed_target_owner	wh_event_feed_string_all_null	arb/generic	wh_event_feed_string_conquest_sea_region_controlled_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_settlement_captured_region_province		false	false
conquest_settlement_capital_captured	event_feed_cult_ovn_araby	event_feed_target_conquest_captured_from	wh_event_feed_string_all_null	arb/besieged	wh_event_feed_string_conquest_capital_lost_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
conquest_settlement_capital_captured	event_feed_cult_ovn_araby	event_feed_target_conquest_occupier_faction	wh_event_feed_string_all_null	arb/besieged	wh_event_feed_string_conquest_settlement_captured_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
conquest_settlement_captured	event_feed_cult_ovn_araby	event_feed_target_conquest_captured_from	wh_event_feed_string_all_null	arb/besieged	wh_event_feed_string_conquest_settlement_lost_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
conquest_settlement_captured	event_feed_cult_ovn_araby	event_feed_target_conquest_occupier_faction	wh_event_feed_string_all_null	arb/besieged	wh_event_feed_string_conquest_settlement_captured_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
conquest_settlement_surrender_warning	event_feed_cult_ovn_araby	event_feed_target_settlement_faction	wh_event_feed_string_conquest_settlement_surrender_warning_description	arb/besieged	wh_event_feed_string_conquest_settlement_surrender_warning_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
conquest_siege_established	event_feed_cult_ovn_araby	event_feed_target_conquest_besieged_faction	wh_event_feed_string_all_null	arb/besieged	wh_event_feed_string_conquest_siege_established_secondary_detail_theirs	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
conquest_siege_established	event_feed_cult_ovn_araby	event_feed_target_conquest_besieger_faction	wh_event_feed_string_all_null	arb/besieged	wh_event_feed_string_conquest_siege_established_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
conquest_siege_lifted	event_feed_cult_ovn_araby	event_feed_target_conquest_besieged_faction	wh_event_feed_string_all_null	arb/besieged	wh_event_feed_string_conquest_siege_lifted_secondary_detail_theirs	hostile_action	event_feed_layout_data_conquest_siege_lifted	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
conquest_siege_lifted	event_feed_cult_ovn_araby	event_feed_target_conquest_besieger_faction	wh_event_feed_string_all_null	arb/besieged	wh_event_feed_string_conquest_siege_lifted_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
diplomacy_faction_emerges	event_feed_cult_ovn_araby	event_feed_target_faction_known_to	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_faction_emerges_description	faction	event_feed_layout_data_diplomacy_faction_destroyed	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
diplomacy_faction_joins_war	event_feed_cult_ovn_araby	event_feed_target_diplomacy_war_faction_1_b	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_faction_joins_war_description_enemy	diplomacy_notification	event_feed_layout_data_diplomatic_war_faction_1_left_joining_faction_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_faction_joins_war	event_feed_cult_ovn_araby	event_feed_target_diplomacy_war_faction_2	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_faction_joins_war_description_yours	diplomacy_notification	event_feed_layout_data_diplomatic_joining_faction_left_war_faction_1_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_region_trade	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh3_main_event_feed_main_string_diplomacy_region_trade_description_actor	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_region_trade	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh3_main_event_feed_main_string_diplomacy_region_trade_description_recipient	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_broken_defensive_alliance_manipulated	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_diplomacy_treaty_broken_defensive_alliance_manipulated_description	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_all_manipulated_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_defensive_alliance	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_defensive_alliance_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
diplomacy_treaty_broken_defensive_alliance	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_defensive_alliance_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_military_alliance_manipulated	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_diplomacy_treaty_broken_military_alliance_manipulated_description	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_all_manipulated_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_military_alliance	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_military_alliance_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
diplomacy_treaty_broken_military_alliance	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_military_alliance_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_non_aggression_pact_manipulated	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_diplomacy_treaty_broken_non_aggression_pact_manipulated_description	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_all_manipulated_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_non_aggression_pact	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_non_aggression_pact_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
diplomacy_treaty_broken_non_aggression_pact	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_non_aggression_pact_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_soft_military_access_manipulated	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_diplomacy_treaty_broken_military_access_pact_manipulated_description	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_all_manipulated_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_soft_military_access	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_military_access_pact_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
diplomacy_treaty_broken_trade_dissolved	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_trade_agreement_dissolved_description_theirs	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
diplomacy_treaty_broken_trade_dissolved	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_trade_agreement_dissolved_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_trade_manipulated	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_diplomacy_treaty_broken_trade_agreement_manipulated_description	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_all_manipulated_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_trade	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_trade_agreement_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
diplomacy_treaty_broken_trade	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_trade_agreement_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_vassal_manipulated	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_diplomacy_treaty_broken_vassal_manipulated_description	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_all_manipulated_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_vassal	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_vassal_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_treaty_broken_vassal	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_broken_vassal_description_them	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
diplomacy_treaty_negotiated_defensive_alliance	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_defensive_alliance_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_defensive_alliance	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_defensive_alliance_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_military_alliance	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_military_alliance_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_military_alliance	event_feed_cult_ovn_araby	event_feed_target_diplomacy_known_to	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_military_alliance_description_theirs	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_military_alliance	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_military_alliance_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_non_aggression_pact	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_non_aggression_pact_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_non_aggression_pact	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_non_aggression_pact_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_peace	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_peace_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_peace	event_feed_cult_ovn_araby	event_feed_target_diplomacy_known_to	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_peace_description_theirs	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_peace	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_peace_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_soft_military_access	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_military_access_pact_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_trade	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_trade_agreement_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_trade	event_feed_cult_ovn_araby	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_treaty_negotiated_trade_agreement_description	diplomacy_notification	event_feed_layout_data_diplomatic_recipient_left_actor_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_treaty_negotiated_vassal	event_feed_cult_ovn_araby	event_feed_target_diplomacy_actor	wh_event_feed_string_diplomacy_treaty_negotiated_vassal_description	arb/diplomacy	wh_event_feed_string_diplomacy_secondary_detail_recipient_region_province	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false	false
diplomacy_trespassing	event_feed_cult_ovn_araby	event_feed_target_faction	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_trespassing_secondary_detail_theirs	hostile_action	event_feed_layout_data_diplomacy_trespassing	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_trespassing	event_feed_cult_ovn_araby	event_feed_target_military_force_faction	wh_event_feed_string_all_null	arb/diplomacy	wh_event_feed_string_diplomacy_trespassing_description	hostile_action	event_feed_layout_data_diplomacy_trespassing	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false	false
diplomacy_war_coordination_defensive_target_force_invalidated	event_feed_cult_ovn_araby	event_feed_target_ally	wh_event_feed_string_all_null	arb/diplomacy	wh3_main_event_feed_string_diplomacy_war_coordination_defensive_target_force_invalidated_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomacy_war_coordination_target_force_success	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false	false
