campaign	source	target	attitude_base	negative_attitude_multiplier	positive_attitude_multiplier
	wh_main_sc_teb_teb	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh_main_sc_grn_savage_orcs	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh_main_sc_grn_greenskins	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh_main_sc_emp_empire	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh_main_sc_dwf_dwarfs	ovn_sc_arb_araby	0.0000	1.0000	1.0000
	wh_main_sc_chs_chaos	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh_main_sc_brt_bretonnia	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh_dlc08_sc_nor_norsca	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	wh_dlc05_sc_wef_wood_elves	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	wh_dlc03_sc_bst_beastmen	ovn_sc_arb_araby	-100.0000	1.5000	0.5000
	wh3_main_sc_tze_tzeentch	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh3_main_sc_sla_slaanesh	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh3_main_sc_ogr_ogre_kingdoms	ovn_sc_arb_araby	0.0000	1.0000	1.0000
	wh3_main_sc_nur_nurgle	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh3_main_sc_ksl_kislev	ovn_sc_arb_araby	0.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh3_main_sc_dae_daemons	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh3_main_sc_cth_cathay	ovn_sc_arb_araby	0.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	wh2_main_sc_skv_skaven	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	ovn_sc_arb_araby	0.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	wh2_dlc11_sc_cst_vampire_coast	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	wh2_dlc09_sc_tmb_tomb_kings	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	ovn_sc_ama_amazon	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	ovn_sc_fim_fimir	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	ovn_sc_halflings	ovn_sc_arb_araby	0.0000	1.0000	1.0000
	ovn_sc_troll_troll	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	ovn_sc_alb_albion	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	ovn_sc_mar_marienburg	ovn_sc_arb_araby	0.0000	1.0000	1.0000
	mixer_nip_nippon	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	mixer_vmp_jade_vampires	ovn_sc_arb_araby	-10.0000	1.0000	1.0000
	mixer_teb_southern_realms	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
	mixer_gnob_gnoblar_horde	ovn_sc_arb_araby	-40.0000	1.2500	0.7500
