variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
ovn_mtl_poultry_lord_general	VariantMeshes\wh_variantmodels\rp3\mtl\mtl_poultry\tech	mtl_poultry_barded		1.0000	1.0000	0.0000	
halfling_knights_kitchentable_ror		halfling_knights_kitchentable_ror		1.0000	0.8000	0.0500	
halfling_pantry_guards_ror		halfling_pantry_guards_ror		1.0000	0.8000	0.0500	
halfling_lords_of_harvest_rider_ror		halfling_lords_of_harvest_rider_ror		1.0000	0.8000	0.0000	
ovn_mtl_chuckwagon_rider_0		mtl_chuckwagon_rider_0		1.0000	0.8000	0.0000	
ovn_mtl_chuckwagon_rider_1		mtl_chuckwagon_rider_1		1.0000	0.8000	0.0000	
ovn_hlf_glibfoot		halfling_glibfoot		1.0000	0.9000	0.0000	
ovn_hlf_moot_general_1_poultry		halfling_moot_general		1.0000	0.9000	0.0000	
ovn_hlf_moot_general_2_poultry		halfling_moot_general_1		1.0000	0.9000	0.0000	
ovn_hlf_bee_throwers		ovn_hlf_bee_throwers		1.0000	0.8000	0.0500	
hlf_sheepdogs		halfling_sheepdogs		1.0000	1.0000	0.0500	
cr_mtl_cha_matron		mtl_matron		1.0000	0.9000	0.0500	
cr_mtl_cha_matron_1		mtl_matron_1		1.0000	0.9000	0.0500	
cr_mtl_cha_matron_2		mtl_matron_2		1.0000	0.9000	0.0500	
