id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount
ovn_hlf_ammo	5.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	false	0.0100			false	0.0000	0.0000
ovn_feast	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_thief	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_take_bite	15.0000	positive		false	false	false	-0.1000	0.0000	0.0000	0.5000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_hp_regen	wh_main_item_abilities_potion_of_healing	false	true	true	0.0000			false	10.0000	0.0000
ovn_fight_eat	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_attack	wh_ability_positive_aoe	false	true	true	0.0000			false	0.0000	0.0000
ovn_dont_abandon	20.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
ammo_supply	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0100			false	0.0000	0.0000
equipment_maintanance	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_attack		false	true	true	0.0000			false	0.0000	0.0000
smokeleaf_smokescreen	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh2_dlc15_ability_envelop_in_mist		false	true	true	0.0000			false	0.0000	0.0000
elo_superfood	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_attack		false	true	true	0.0000			false	0.0000	0.0000
hlf_gatherers_yank	18.0000	negative		false	true	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh2_dlc11_ability_spearfishers_net	wh_ability_negative	false	false	true	0.0000			false	0.0000	0.0000
wh_main_unit_contact_souped	120.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_character_passive_sobriety	-1.0000	positive		true	false	false	0.0000	0.0000	0.0000	0.5000	9	1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_character_abilities_hair_of_the_dog	33.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.5000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_hp_regen	wh_main_item_abilities_potion_of_healing	false	true	true	0.0000			false	24.0000	0.0000
ovn_character_passive_unlikely_friendship	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all		false	true	true	0.0000			false	0.0000	0.0000
ovn_character_passive_self_preservation	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all		false	true	true	0.0000			false	0.0000	0.0000
ovn_unit_passive_running_with_the_herd	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale		false	false	false	0.0000			false	0.0000	0.0000
wh_main_unit_contact_teefin	10.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000
cr_lore_passive_whiff_of_home_and_hearth	25.0000	positive		false	false	false	-0.1500	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
cr_spell_moot_40_goulashes	30.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_light_net_of_amyntok	wh_main_spell_light_net_of_amyntok	false	true	true	0.0000			false	0.0000	0.0000
cr_spell_moot_40_goulashes_upgraded	30.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_light_net_of_amyntok	wh_main_spell_light_net_of_amyntok	false	true	true	0.0000			false	0.0000	0.0000
cr_spell_moot_esmeraldas_last_course	20.0000	negative		false	true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0	cr_spell_moot_esmeraldas_last_course_heal	cr_spell_moot_esmeraldas_last_course	wh_main_spell_light_net_of_amyntok	false	true	true	0.0000			false	0.0000	0.0000
cr_spell_moot_esmeraldas_last_course_upgraded	20.0000	negative		false	true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0	cr_spell_moot_esmeraldas_last_course_heal	cr_spell_moot_esmeraldas_last_course	wh_main_spell_light_net_of_amyntok	false	true	true	0.0000			false	0.0000	0.0000
cr_spell_moot_esmeraldas_last_course_heal	20.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.5000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	24.0000	0.0000
cr_spell_moot_haffenlyver	60.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_harmonic_convergence	wh_main_spell_heavens_harmonic_convergence	false	true	true	0.0000			false	0.0000	0.0000
cr_spell_moot_haffenlyver_upgraded	60.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_harmonic_convergence	wh_main_spell_heavens_harmonic_convergence	false	true	true	0.0000			false	0.0000	0.0000
