unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed
ovn_mtl_cav_poultry_riders_0		-1	melee_cavalry	2	false	ovn_mtl_cav_poultry_riders_0	60	0	725	wh_main_shp_transport	1	1	60	725	210	medium		0	2864342125	true	wh_main_vo_culture_Empire	poultry	4	false	liz_cold_one_riders		false		1000.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true
ovn_mtl_cav_swine_riders_0		-1	melee_cavalry	1	false	ovn_mtl_cav_swine_riders_0	60	0	650	wh_main_shp_transport	1	1	60	650	162	heavy		0	6324141111	true	wh_main_vo_culture_Empire	pigalry	3	false	bst_razorgor_herd		false		650.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true
ovn_com_cha_olorin_the_grey_wizard_0		-1	lord	1	false	ovn_com_cha_olorin_the_grey_wizard_0	1	0	1200	wh_main_shp_transport	1	1	1	1200	300	medium		0	876371310	false	wh_main_vo_culture_Empire	ovn_com_olorin_the_grey_wizard	0	true	emp_soldier_15_degrees		true		1200.0000	0.0000	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	0	false	false		0.0000	true
ovn_com_cha_aragand_the_layabout_0		-1	hero	1	false	ovn_com_cha_aragand_the_layabout_0	1	0	1000	wh_main_shp_transport	1	1	1	1000	250	medium		0	876371311	false	wh_main_vo_culture_Empire	ovn_com_aragand_the_layabout	0	true	emp_general_foot		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Captain	0	true	false	0	false	false		0.0000	true
ovn_com_cha_aragand_the_layabout_1		-1	hero	1	false	ovn_com_cha_aragand_the_layabout_1	1	0	1000	wh_main_shp_transport	1	1	1	1000	250	medium		0	876371312	false	wh_main_vo_culture_Empire	ovn_com_aragand_the_true_king	0	true	emp_general_foot		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Captain	0	true	false	0	false	false		0.0000	true
ovn_com_cha_legles_the_elf_0		-1	hero	1	false	ovn_com_cha_legles_the_elf_0	1	0	1000	wh_main_shp_transport	1	1	1	1000	250	heavy		0	876371313	false	wh_dlc05_vo_culture_Wood_Elves	ovn_com_legles_the_elf	0	true	wef_general_foot		true		500.0000	500.0000	false	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	0	true	false	0	false	false		0.0000	true
ovn_com_cha_giblit_the_dwarf_0		-1	hero	1	false	ovn_com_cha_giblit_the_dwarf_0	1	0	1000	wh_main_shp_transport	1	1	1	1000	250	heavy		0	876371314	false	wh_main_vo_culture_Dwarf	ovn_com_giblit_the_dwarf	0	true	dwf_warrior_45_degrees		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Dwarf_UngrimIronfist	0	true	false	0	false	false		0.0000	true
ovn_mtl_veh_reaper		-1	chariot	1	false	ovn_mtl_veh_reaper	12	0	800	wh_main_shp_transport	1	1	12	800	200	heavy		0	5114212311	true	wh_main_vo_culture_Empire	farm_machine	1	false	mtl_chuckwagon		false	composite_scene/porthole/mtl_reaper_chariot_porthole_01.csc	800.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true
halfling_housewives		-1	melee_infantry	1	false	halfling_housewives	60	0	550	wh_main_shp_transport	1	1	60	550	120	light		0	931688999	false	wh2_main_vo_culture_Dark_Elves	infantry_axe	4	false	dwf_warrior_30_degrees		false		750.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Witch_Elves_Inf	0	true	false	2	false	false		0.0000	true
ovn_mtl_art_hotpot_emp		-1	warmachine	1	false	ovn_mtl_art_hotpot	44	0	750	wh_main_shp_transport	1	1	44	750	185	heavy		0	7647363121	true	wh_main_vo_culture_Empire	catapult	2	false	emp_soldier_15_degrees		false		60.0000	540.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_spear_emp		-1	melee_infantry	1	false	halfling_spear	100	0	250	wh_main_shp_transport	1	1	100	250	62	light		0	230689000	false	wh_main_vo_culture_Empire	infantry_spear	1	false	dwf_warrior_15_degrees		false		225.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_militia_emp		-1	melee_infantry	1	false	halfling_militia	100	0	250	wh_main_shp_transport	1	1	100	250	62	light		0	230688997	false	wh_main_vo_culture_Empire	vmp_crypt_ghouls	1	false	dwf_warrior_15_degrees		false		225.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_milittia_arch_emp		-1	missile_infantry	1	false	halfling_milittia_arch	80	0	350	wh_main_shp_transport	1	1	80	350	90	light		0	1414542	false	wh_main_vo_culture_Empire	missile_infantry_bow	3	false	dwf_warrior_15_degrees		false		100.0000	250.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_milittia_great_emp		-1	melee_infantry	1	false	halfling_milittia_great	100	0	375	wh_main_shp_transport	1	1	100	375	131	light		0	1414543	false	wh_main_vo_culture_Empire	vmp_infantry_scythe	2	false	dwf_warrior_30_degrees		false		350.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_cook_emp		-1	melee_infantry	1	false	halfling_cook	48	0	600	wh_main_shp_transport	1	1	48	600	140	light		0	230688999	false	wh_main_vo_culture_Empire	infantry_axe	4	false	dwf_warrior_30_degrees		false		750.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	2	false	false		0.0000	true
ovn_hlf_bee_throwers		0	melee_infantry	1	false	ovn_hlf_bee_throwers	28	0	500	wh_main_shp_transport	1	1	28	500	125	light		0	1414546	false	wh_main_vo_culture_Empire	ovn_hlf_bee_throwers	2	true	dwf_warrior_30_degrees		false		150.0000	200.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
ovn_hlf_sheep_dogs		-1	war_beast	1	false	ovn_hlf_sheep_dogs	80	0	350	wh_main_shp_transport	1	1	80	350	70	heavy		0	787878096	false	wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	1	false	vamp_dire_wolf		false		350.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true
ovn_mtl_cav_swan_riders_0		-1	missile_cavalry	1	false	ovn_mtl_cav_swan_riders_0	24	0	1000	wh_main_shp_transport	1	1	24	1000	250	heavy		0	76346521	false	wh_main_vo_culture_Empire	wh_dlc05_wef_hawk_riders	3	false	mtl_swan		false		200.0000	800.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_knights_kitchentable_ror		1	melee_infantry	1	false	halfling_knights_kitchentable_ror	100	0	650	wh_main_shp_transport	1	1	100	650	110	light		0	250589002	false	wh_main_vo_culture_Empire	infantry_spear	2	false	dwf_warrior_30_degrees		false		650.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_pantry_guards_ror		1	melee_infantry	1	false	halfling_pantry_guards_ror	48	0	825	wh_main_shp_transport	1	1	48	825	155	light		0	230688999	false	wh_main_vo_culture_Empire	infantry_spear_halberd	4	false	dwf_warrior_30_degrees		false		825.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	2	false	false		0.0000	true
halfling_lords_of_harvest_ror		1	melee_cavalry	1	false	halfling_lords_of_harvest_ror	35	0	900	wh_main_shp_transport	1	1	35	900	135	heavy		0	68959142181	false	wh_main_vo_culture_Empire	hlf_piggyback	3	false	bst_razorgor_herd		false		900.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true
ovn_hlf_mislead_summoned		-1	lord	1	false	ovn_hlf_mislead_summoned	1	0	600	wh_main_shp_transport	1	1	120	1000	250	heavy		0	250588998	false	wh_main_vo_culture_Empire	lord_wizard_shadows	0	true	dwf_warrior_15_degrees		true		5900.0000	0.0000	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	6	false	false	smoke_clip	0.0000	true
ovn_hlf_ll		-1	lord	1	false	ovn_hlf_ll	1	0	600	wh_main_shp_transport	1	1	120	1000	250	heavy		0	250588998	false	wh_main_vo_culture_Empire	lord_wizard_shadows	0	true	dwf_warrior_15_degrees		true		5900.0000	0.0000	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	6	false	false		0.0000	true
ovn_hlf_ll_battle_ram		-1	lord	1	false	ovn_hlf_ll_battle_ram	1	0	850	wh_main_shp_transport	1	1	1	1200	300	medium		0	68959142182	false	wh_main_vo_culture_Empire	lord_cavalry	0	true	dwf_warrior_15_degrees	hlf_mnt_battleram_cam	true		1000.0000	0.0000	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	6	false	false		0.0000	true
ovn_hlf_ll_swan		-1	lord	1	false	ovn_hlf_ll_swan	1	0	1150	wh_main_shp_transport	1	1	1	1350	337	heavy		0	68959142183	false	wh_main_vo_culture_Empire	lord_cavalry	0	true	dwf_warrior_15_degrees	ovn_cam_mnt_mtl_swan	true		1000.0000	0.0000	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	0	false	false		0.0000	true
ovn_hlf_fieldwarden_0		-1	hero	1	false	ovn_hlf_fieldwarden_0	1	0	500	wh_main_shp_transport	1	1	1	1000	250	heavy		0	251598998	false	wh_main_vo_culture_Empire	wh_dlc05_wef_waystalker	0	true	dwf_warrior_30_degrees		true		0.0000	450.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	0	false	false		0.0000	true
ovn_hlf_fieldwarden_1		-1	hero	1	false	ovn_hlf_fieldwarden_1	1	0	975	wh_main_shp_transport	1	1	1	1100	300	heavy		0	76346522	false	wh_main_vo_culture_Empire	wh_dlc05_wef_waystalker	0	true	dwf_warrior_30_degrees	ovn_cam_mnt_mtl_swan	true		0.0000	450.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	0	false	false		0.0000	true
ovn_hlf_moot_general_0		-1	lord	1	false	ovn_hlf_moot_general_0	1	0	600	wh_main_shp_transport	1	1	1	1000	250	heavy		0	251588998	false	wh_main_vo_culture_Empire	lord_infantry_sword	0	true	dwf_warrior_15_degrees		true		5900.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false		0.0000	true
ovn_hlf_moot_general_2		-1	lord	1	false	ovn_hlf_moot_general_2	1	0	850	wh_main_shp_transport	1	1	1	1200	300	medium		0	276989999	false	wh_main_vo_culture_Empire	poultry	0	true	dwf_warrior_15_degrees	ovn_mtl_mnt_poultry_general_lord	true		1000.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false		0.0000	true
ovn_hlf_moot_general_3		-1	lord	1	false	ovn_hlf_moot_general_3	1	0	1150	wh_main_shp_transport	1	1	1	1350	337	heavy		0	68959142184	false	wh_main_vo_culture_Empire	lord_cavalry	0	true	dwf_warrior_15_degrees	ovn_cam_mnt_mtl_swan_megenral	true		1000.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	0	false	false		0.0000	true
ovn_hlf_master_chef_0		-1	hero	1	false	ovn_hlf_master_chef_0	1	0	350	wh_main_shp_transport	1	1	1	1000	250	heavy		0	251689998	false	wh_main_vo_culture_Empire	hlf_master_chef	0	true	dwf_warrior_30_degrees		true		750.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	2	false	false		0.0000	true
ovn_hlf_master_chef_1		-1	hero	1	false	ovn_hlf_master_chef_1	2	0	750	wh_main_shp_transport	1	1	4	1200	300	medium		0	976598489	false	wh_main_vo_culture_Empire	hlf_master_chef	0	true	dwf_warrior_15_degrees	ovn_mtl_mnt_master_chef_wagon	true		1550.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	0	false	false		0.0000	true
ovn_hlf_sheriff_0		-1	hero	1	false	ovn_hlf_sheriff_0	1	0	350	wh_main_shp_transport	1	1	1	1000	250	heavy		0	251789998	false	wh_main_vo_culture_Empire	emp_captain	0	true	dwf_warrior_30_degrees		true		500.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	2	false	false		0.0000	true
ovn_hlf_sheriff_1		-1	hero	1	false	ovn_hlf_sheriff_1	1	0	550	wh_main_shp_transport	1	1	1	1100	275	heavy		0	278268998	false	wh_main_vo_culture_Empire	emp_captain	0	true	dwf_warrior_30_degrees	ovn_mtl_mnt_swine_general_lord	true		1000.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	2	false	false		0.0000	true
halfling_inf		-1	melee_infantry	1	false	halfling_inf	100	0	450	wh_main_shp_transport	1	1	100	450	95	light		0	250589002	false	wh_main_vo_culture_Empire	infantry_sword	2	false	dwf_warrior_30_degrees		false		425.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_warden_great		-1	melee_infantry	1	false	halfling_warden_great	100	0	550	wh_main_shp_transport	1	1	100	550	131	medium		0	1414544	false	wh_main_vo_culture_Empire	infantry_axe_great	2	false	dwf_warrior_30_degrees		false		500.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
hlf_roast_pig		-1	melee_infantry	2	false	hlf_roast_pig	1	0	800	wh_main_shp_transport	1	1	1	800	125	heavy		0	1414546	false	wh_main_vo_culture_Empire	wh_dlc07_brt_grail_relique	2	true	hlf_roast_pig		true	composite_scene/porthole/hlf_roastpig_porthole_01.csc	0.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	0	false	false		0.0000	true
elo_supply_wagon		-1	chariot	1	false	elo_supply_wagon	8	0	1000	wh_main_shp_transport	1	1	8	1000	250	heavy		0	8645338991	false	wh_main_vo_culture_Empire	chariot	4	false	mtl_chuckwagon		false	composite_scene\porthole\chuckwagon01_porthole_01.csc	2000.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	0	false	false		0.0000	true
ovn_mtl_cav_battleram_riders_0		-1	melee_cavalry	2	false	ovn_mtl_cav_battleram_riders_0	60	0	750	wh_main_shp_transport	1	1	60	750	220	heavy		0	20211012131	false	wh_main_vo_culture_Empire	cavalry	4	false	grn_orc_boar_rider		false		750.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true
hlf_gatherers		-1	melee_cavalry	1	false	hlf_gatherers	35	0	700	wh_main_shp_transport	1	1	35	700	115	heavy		0	68959142181	true	wh_main_vo_culture_Empire	hlf_piggyback	3	false	bst_razorgor_herd		false		650.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true
cr_mtl_cha_matron_moot_0		-1	hero	1	false	cr_mtl_cha_matron_moot_0	1	0	250	wh_main_shp_transport	1	1	1	1000	250	light		0	74521412341	false	wh_main_vo_culture_Bretonnian	mtl_matron_moot	0	true	dwf_warrior_30_degrees		true		250.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Kislev_Ice_Witch	0	true	false	2	false	false		0.0000	true
