key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time
crossbow_light_halfling	arrow	small_arm_default		none	1	dual_low_fixed	160	0	88	45.0	25.0	0.0	18	4	false	false	0.1	11.0	120.0	3.7	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0	false		-1.0	1	0.0	4.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	1.0		false	0.933	0.4
ovn_baby_dragon_breath	misc	artillery_explosive	ovn_baby_dragon_breath_explo	none	1	low	90	0	88	52.0	60.0	0.0	33	22	false	false	1.0	6.0	80.0	35.0	0	0	wh2_hef_sun_dragon_breath		wh_dragon_breath_flame	1.0	true		3.0	1	0.0	45.0			1.0	false	true	true	45	medium	140	false	true	false	true	15	true	true	true	true	1.0		false	0.808	0.4
hlf_glibfoot_hyshia_bolt	arrow	small_arm_default		none	2	dual_low_fixed	180	0	88	60.0	70.0	1.65	40	140	false	false	0.1	12.0	100.0	0.5	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal_LH	0.1	false		-1.0	1	0.0	5.0			0.0	false	true	true	45	medium	300	false	false	false	false	1	false	false	false	false	1.0		false	0.7	0.4
hlf_glibfoot_hyshia_spell_bolt	misc	artillery_explosive	wh2_main_character_abilities_volley_of_high_arrows	none	2	dual_low_fixed	200	0	88	90.0	100.0	3.0	285	150	false	false	1.0	9.0	200.0	0.5	0	75	wh2_main_character_abilities_volley_of_high_arrows		wh2_main_ability_volley_of_high_arrows	3.0	false		5.0	1	1.0	25.0	wh_main_magic_missile		10.0	false	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false	1.0		false	0.467	0.4
hlf_crossbow_fieldwarden_arrow	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	60.0	20.0	0.0	50	180	false	false	0.1	12.0	120.0	2.0	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0	false		-1.0	1	0.0	5.0			0.0	false	true	true	45	medium	300	false	false	false	false	1	false	false	false	false	1.0		false	0.7	0.4
ovn_hlf_bee_throwers	grenade	explosives	ovn_hlf_bee_throwers	grenade_spin	1	dual_low_fixed	60	7	88	28.0	10.0	0.0	1	0	true	false	0.2	9.0	50.0	2.0	0	0	ovn_hlf_bee_throwers		wh_miners_blasting_charge	-1.0	false	ovn_hlf_bee_throwers_contact	-1.0	1	0.0	3.0			0.0	false	false	true	35	very_low	-1	false	false	true	false	1	false	false	false	false	1.0		false	1.5	0.4
militia_crossbow	arrow	small_arm_default		none	1	dual_low_fixed	120	0	88	45.0	10.0	0.0	20	2	false	false	0.1	13.0	90.0	3.7	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0	false		-1.0	1	0.0	3.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	1.0		false	0.933	0.4
cr_spell_moot_josiass_bodily_cleanse	misc	small_arm_default	cr_spell_moot_josiass_bodily_cleanse	none	1	low	40	0	88	10.0	0.0	5.0	24	12	false	false	0.4	1.0	250.0	10.0	0	0	cr_spell_moot_josiass_bodily_cleanse		wh_magic_searing_doom	1.0	false		-1.0	1	0.0	50.0			0.0	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false	1.0		false	1.4	0.4
cr_spell_moot_josiass_bodily_cleanse_upgraded	misc	small_arm_default	cr_spell_moot_josiass_bodily_cleanse_upgraded	none	1	low	40	0	88	10.0	0.0	5.0	24	12	false	false	0.4	1.0	250.0	10.0	0	0	cr_spell_moot_josiass_bodily_cleanse		wh_magic_searing_doom	1.0	false		-1.0	1	0.0	50.0			0.0	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false	1.0		false	1.4	0.4
hlf_sling_bullet	sling	small_arm_default		grenade_spin	1	dual_low_fixed	120	0	88	50.0	10.0	0.0	7	1	false	false	0.1	9.0	85.0	4.8	0	0	wh2_main_skv_sling_bullet		wh2_slingshot_rock_small	-1.0	false		-1.0	1	0.0	1.0			0.0	false	true	true	50	very_low	300	false	false	false	false	1	false	false	false	true	1.0		false	0.84	0.4
