effect	icon	priority	icon_negative	category	is_positive_value_good
ovn_skill_effect_upkeep_cost_reduction_feast_carriers	military_spending.png	105	military_spending.png	campaign	false
ovn_skill_effect_armour_increase_feast_carriers	armour.png	110	armour.png	battle	true
ovn_skill_effect_ability_enable_passive_self_preservation	general_ability.png	600	general_ability.png	battle	true
ovn_skill_effect_recruit_time_baby_dragons	turns.png	130	turns.png	campaign	false
ovn_skill_effect_physical_resistance_baby_dragons	resistance_physical.png	14	resistance_physical.png	battle	true
ovn_skill_effect_vigour_loss_reduction_baby_dragons	vigour.png	101	vigour.png	campaign	false
ovn_skill_effect_melee_defence_increase_halfling_infantry	defence.png	111	defence.png	battle	true
ovn_skill_effect_charge_bonus_increase_halfling_infantry	charge.png	121	charge.png	battle	true
ovn_skill_effect_state_mod_bonus_v_large_halfling_infantry	bonus_vs_large.png	55	bonus_vs_large.png	battle	true
elo_hlf_militia_up	military_spending.png	100	military_spending.png	campaign	false
elo_hlf_militia_armour	armour.png	100	armour.png	battle	true
elo_hlf_militia_dmg	weapon_damage.png	100	weapon_damage.png	battle	true
elo_hlf_militia_xp	experience.png	100	experience.png	battle	true
elo_hlf_militia_dmg_ap	armour_piercing.png	100	armour_piercing.png	battle	true
elo_hlf_militia_mattk	melee.png	100	melee.png	battle	true
elo_hlf_reaper_cb	charge.png	100	charge.png	battle	true
elo_hlf_reaper_ai	bonus_vs_small.png	100	bonus_vs_small.png	battle	true
elo_hlf_doggo_speed	battle_movement.png	100	battle_movement.png	battle	true
elo_hlf_piggies_mdef	defence.png	100	defence.png	battle	true
elo_hlf_cocks_charge	charge.png	100	charge.png	battle	true
elo_hlf_cocks_mattk	melee.png	100	melee.png	battle	true
elo_hlf_cav_dmg	weapon_damage.png	100	weapon_damage.png	battle	true
enable_expandable_animals	attribute_expendable.png	100	attribute_expendable.png	battle	true
elo_all_hlf_morale	morale.png	100	morale.png	battle	true
elo_hlf_thieves_mattk	melee.png	100	melee.png	battle	true
enable_unspottable_thieves	attribute_stalk.png	100	attribute_stalk.png	battle	true
elo_hlf_warden_morale	morale.png	100	morale.png	battle	true
elo_hlf_warden_armour	armour.png	100	armour.png	battle	true
elo_hlf_warden_xp	experience.png	100	experience.png	battle	true
elo_hlf_militia_archer_range	accuracy.png	100	accuracy.png	battle	true
elo_hlf_rangers_dmg	ranged_damage.png	100	ranged_damage.png	battle	true
elo_hlf_archers_all_reload	icon_stat_reload_time_force.png	100	icon_stat_reload_time_force.png	battle	true
elo_hlf_trees_mdef	defence.png	100	defence.png	battle	true
elo_hlf_trees_mattk	melee.png	100	melee.png	battle	true
elo_hlf_trees_resist	resistance_ward_save.png	100	resistance_ward_save.png	battle	true
elo_hlf_monster_cost	treasury.png	100	treasury.png	campaign	false
elo_hlf_dragon_morale	morale.png	100	morale.png	battle	true
elo_hlf_dragon_xp	experience.png	100	experience.png	battle	true
elo_hlf_dragon_res	resistance_physical.png	100	resistance_physical.png	battle	true
elo_hlf_ogre_morale	morale.png	100	morale.png	battle	true
elo_hlf_ogre_xp	experience.png	100	experience.png	battle	true
elo_hlf_ogre_dmg	weapon_damage.png	100	weapon_damage.png	battle	true
elo_eagle_fatigue_res	vigour.png	100	vigour.png	battle	false
elo_hlf_monster_missile_res	resistance_missile.png	100	resistance_missile.png	battle	true
sheriff_taunt	general_ability.png	100	general_ability.png	battle	true
elo_sheriff_attk	melee_character.png	100	melee_character.png	battle	true
elo_sheriff_def	defence_character.png	100	defence_character.png	battle	true
elo_battle_cooks	general_ability.png	100	general_ability.png	battle	true
elo_hlf_cooks_vsL	bonus_vs_large.png	100	bonus_vs_large.png	battle	true
elo_hlf_artillery_ammo	ammo.png	100	ammo.png	battle	true
elo_hlf_artillery_dmg	ranged_damage.png	100	ranged_damage.png	battle	true
elo_hlf_emp_upkeep	military_spending.png	100	military_spending.png	campaign	false
elo_hlf_emp_rank	experience.png	100	experience.png	battle	true
elo_hlf_emp_morale	morale.png	100	morale.png	battle	true
elo_hlf_emp_armour	armour.png	100	armour.png	battle	true
elo_hlf_emp_dmg	weapon_damage.png	100	weapon_damage.png	battle	true
elo_hlf_emp_ranged_dmg	ranged_damage.png	100	ranged_damage.png	battle	true
supply_cart_loose	general_ability.png	100	general_ability.png	battle	true
elo_hlf_supply_speed	battle_movement.png	100	battle_movement.png	battle	true
elo_superfood	general_ability.png	100	general_ability.png	battle	true
tobacco_effect_produce_res_tobacco	res_tobacco.png	2	res_tobacco.png	campaign	true
ovn_create_restaurant_enable		0		campaign	true
ovn_create_restaurant_disable	edict_host_festag.png	1	edict_host_festag.png	campaign	true
ovn_create_restaurant_cost_mod	edict_host_festag.png	1	edict_host_festag.png	campaign	false
ovn_create_restaurant_cost_mod_hidden		0		campaign	false
ovn_restaurant_exclusive_food_chains	construction.png	102	construction.png	campaign	false
ovn_restaurant_faction_effect_dummy	skaven_food.png	1	skaven_food.png	campaign	true
ovn_hlf_restaurant_chaos_corruption	religion_chaos.png	104	religion_chaos.png	campaign	false
ovn_hlf_restaurant_chaos_corruption_meat	religion_chaos.png	104	religion_chaos.png	campaign	false
ovn_enable_unit_passive_running_with_the_herd	spell_ability.png	0	spell_ability.png	battle	true
wh_main_effect_agent_cap_increase_spy_fieldwarden	agent.png	2	agent.png	campaign	true
wh_main_effect_agent_enable_recruitment_fieldwarden	agent.png	2	agent.png	campaign	true
wh_main_effect_agent_cap_increase_fieldwarden_level	agent.png	3	agent.png	campaign	true
wh_main_effect_agent_cap_increase_dignatary_master_chef	agent.png	2	agent.png	campaign	true
wh_main_effect_agent_enable_recruitment_master_chef	agent.png	2	agent.png	campaign	true
wh_main_effect_agent_cap_increase_master_chef_level	agent.png	3	agent.png	campaign	true
ovn_feast_aura_enable	spell_ability.png	600	spell_ability.png	battle	true
hlf_master_chef_regen_aura_enable	general_ability.png	1	general_ability.png	battle	true
hlf_master_chef_enable_regeneration_passive_aura	general_ability.png	1	general_ability.png	battle	true
hlf_master_chef_enable_ability_earth_blood	general_ability.png	1	general_ability.png	battle	true
hlf_master_chef_disable_ability_earth_blood	general_ability.png	2	general_ability.png	battle	true
hlf_master_chef_enable_ability_earth_blood_upgraded	general_ability.png	1	general_ability.png	battle	true
hlf_master_chef_uses_ability_earth_blood_upgraded	general_ability.png	2	general_ability.png	battle	true
hlf_master_chef_enable_hot_spices_aura	spell_ability.png	600	spell_ability.png	battle	true
wh_main_effect_agent_cap_increase_champion_sheriff	agent.png	2	agent.png	campaign	true
wh_main_effect_agent_enable_recruitment_sheriff	agent.png	2	agent.png	campaign	true
wh_main_effect_agent_cap_increase_sheriff_level	agent.png	3	agent.png	campaign	true
hlf_master_chef_enable_flush_soup	spell_ability.png	600	spell_ability.png	battle	true
hlf_moot_general_enable_poultry_mount	mount.png	3	mount.png	campaign	true
hlf_master_chef_enable_wagon_mount	mount.png	3	mount.png	campaign	true
hlf_sheriff_enable_pig_mount	mount.png	3	mount.png	campaign	true
ovn_enable_hlf_mislead	general_ability.png	600	general_ability.png	battle	true
hlf_ll_battleram_mount	mount.png	50	mount.png	both	true
hlf_ll_swan_mount	mount.png	50	mount.png	both	true
hlf_glibfoot_hlf_thieves	experience.png	120	experience.png	campaign	true
hlf_glibfoot_reduce_inf_upkeep	military_spending.png	105	military_spending.png	campaign	false
hlf_glibfoot_morale_inf	morale.png	61	morale.png	battle	true
ovn_glibfoot_enable_adv_continues	general_ability.png	600	general_ability.png	battle	true
hlf_glibfoot_inf_xp_inc	experience.png	15	experience.png	campaign	true
hlf_glibfoot_ranged_xp_inc	experience.png	15	experience.png	campaign	true
hlf_glibfoot_cav_xp_inc	experience.png	15	experience.png	campaign	true
hlf_glibfoot_warden_xp_inc	experience.png	15	experience.png	campaign	true
hlf_glibfoot_rangers_xp_inc	experience.png	15	experience.png	campaign	true
hlf_glibfoot_warden_melee_inc	weapon_damage.png	15	experience.png	campaign	true
hlf_glibfoot_rangers_ranged_inc	ranged_damage.png	15	experience.png	campaign	true
ovn_glibfoot_enable_for_the_moot	general_ability.png	600	general_ability.png	battle	true
ovn_glibfoot_enable_hyshia_charged_shot	general_ability.png	600	general_ability.png	battle	true
ovn_glibfoot_enable_willowblade_ability	general_ability.png	600	general_ability.png	battle	true
ovn_glibfoot_enable_thief_tactics_ability	general_ability.png	600	general_ability.png	battle	true
hlf_reduce_all_units_upkeep	military_spending.png	105	military_spending.png	campaign	false
ovn_hlf_bee_throwers_cap	edict_state_troop_levy.png	1	edict_state_troop_levy.png	campaign	true
cr_effect_ability_enable_whiff_of_home_and_hearth	spell_ability.png	3	spell_ability.png	battle	true
cr_effect_magic_moot_cooldown_40_goulashes	magic_cooldown.png	60	magic_cooldown.png	battle	false
cr_effect_magic_moot_cooldown_barnyard_stampede	magic_cooldown.png	60	magic_cooldown.png	battle	false
cr_effect_magic_moot_cooldown_esmeraldas_last_course	magic_cooldown.png	60	magic_cooldown.png	battle	false
cr_effect_magic_moot_cooldown_haffenlyver	magic_cooldown.png	60	magic_cooldown.png	battle	false
cr_effect_magic_moot_cooldown_josiass_bodily_cleanse	magic_cooldown.png	60	magic_cooldown.png	battle	false
cr_effect_magic_moot_cooldown_phineas_wrath	magic_cooldown.png	60	magic_cooldown.png	battle	false
cr_effect_magic_moot_enable_40_goulashes	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_40_goulashes_upgraded	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_barnyard_stampede	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_barnyard_stampede_upgraded	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_esmeraldas_last_course	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_esmeraldas_last_course_upgraded	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_haffenlyver	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_haffenlyver_upgraded	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_josiass_bodily_cleanse	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_josiass_bodily_cleanse_upgraded	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_phineas_wrath	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_enable_phineas_wrath_upgraded	spell_ability.png	4	spell_ability.png	battle	true
cr_effect_magic_moot_miscast_reduction_40_goulashes_upgraded	spell_ability.png	111	spell_ability.png	battle	false
cr_effect_magic_moot_miscast_reduction_barnyard_stampede_upgraded	spell_ability.png	111	spell_ability.png	battle	false
cr_effect_magic_moot_miscast_reduction_esmeraldas_last_course_upgraded	spell_ability.png	111	spell_ability.png	battle	false
cr_effect_magic_moot_miscast_reduction_haffenlyver_upgraded	spell_ability.png	111	spell_ability.png	battle	false
cr_effect_magic_moot_miscast_reduction_josiass_bodily_cleanse_upgraded	spell_ability.png	111	spell_ability.png	battle	false
cr_effect_magic_moot_miscast_reduction_phineas_wrath_upgraded	spell_ability.png	111	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_40_goulashes	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_40_goulashes_upgraded	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_barnyard_stampede	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_barnyard_stampede_upgraded	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_esmeraldas_last_course	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_esmeraldas_last_course_upgraded	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_haffenlyver	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_haffenlyver_upgraded	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_josiass_bodily_cleanse	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_josiass_bodily_cleanse_upgraded	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_phineas_wrath	spell_ability.png	68	spell_ability.png	battle	false
cr_effect_magic_moot_reduce_wom_cost_phineas_wrath_upgraded	spell_ability.png	68	spell_ability.png	battle	false
ovn_buff_soup_art	ranged_damage.png	4	ranged_damage.png	battle	true
ovn_buff_halfling_welf	defence.png	4	defence.png	battle	true
ovn_halfling_hlf_r7_morale	morale.png	4	morale.png	battle	true
ovn_halfling_hlf_r7_melee	melee.png	4	general_ability.png	battle	true
ovn_halfling_ogre_r7_morale	morale.png	4	morale.png	battle	true
ovn_halfling_ogre_r7_resistance_physical	resistance_physical.png	4	resistance_physical.png	battle	true
ovn_halfling_welf_r7_morale	morale.png	4	morale.png	battle	true
ovn_halfling_welf_r7_speed	battle_movement.png	4	general_ability.png	battle	true
ovn_soup_art_r7_range	ranged_damage.png	4	ranged_damage.png	battle	true
ovn_soup_art_r7_reload	ranged_damage.png	4	ranged_damage.png	battle	true
elo_ogres_trait	morale.png	4	morale.png	battle	true
wh_main_effect_agent_cap_increase_matron	agent.png	2	agent.png	campaign	true
wh_main_effect_agent_enable_recruitment_matron	agent.png	2	agent.png	campaign	true
wh_main_effect_agent_level_increase_matron	agent.png	3	agent.png	campaign	true
