key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
elo_halfling_hyacinth			12	elo_halfling_hyacinth	ovn_halflings_tech	4	800	0	0			0	0	0
elo_halfling_josias			12	elo_halfling_josias	ovn_halflings_tech	5	1000	0	0			0	0	0
elo_halfling_rangers			12	elo_halfling_rangers	ovn_halflings_tech	6	800	0	0			0	0	0
elo_halfling_ranged			12	elo_halfling_ranged	ovn_halflings_tech	7	1000	0	0			0	0	0
elo_halfling_ogres			12	elo_halfling_ogres	ovn_halflings_tech	8	800	0	0			0	0	0
elo_halfling_ogres_2			12	elo_halfling_ogres_2	ovn_halflings_tech	9	1000	0	0			0	0	0
elo_halfling_trade_1			13	elo_halfling_trade_1	ovn_halflings_tech	2	1000	0	0			0	0	0
elo_halfling_trade_2			13	elo_halfling_trade_2	ovn_halflings_tech	3	1500	0	0			0	0	0
elo_halfling_quinsberry			13	elo_halfling_quinsberry	ovn_halflings_tech	4	1000	0	0			0	0	0
elo_halfling_esmeralda			13	elo_halfling_esmeralda	ovn_halflings_tech	5	1500	0	0			0	0	0
elo_halfling_trees			13	elo_halfling_trees	ovn_halflings_tech	6	1000	0	0			0	0	0
elo_halfling_better_trees			13	elo_halfling_better_trees	ovn_halflings_tech	7	1500	0	0			0	0	0
elo_halfling_baby_dragon			13	elo_halfling_baby_dragon	ovn_halflings_tech	8	1000	0	0			0	0	0
elo_halfling_monsters			13	elo_halfling_monsters	ovn_halflings_tech	9	1500	0	0			0	0	0
