key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
halfling_warfoot	10	wh2_main_chainmail_80	2100	inf_melee	12	inf_mel	unit_long_text_halfling_warfoot	hu3_dwarf_axe_and_shield	wh_main_dwf_inf_dwarfs_blood_dismembers	34	47	74	72		0	wh_main_emp_greatsword		8	wh_missile_block_55_wood	halfling_warfoot	wh_main_dwf_infantry_standard_shield	trained			true	40.0	1500.0	halfling_warfoot_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.8	small	0	0	0	15	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
halfling_spear	10	wh2_main_leather_25	2100	inf_melee	4	inf_mel	unit_long_text_halfling_spear	hu3_dwarf_axe_and_shield	wh_main_dwf_inf_dwarfs_blood_dismembers	18	32	50	62		0	wh_main_brt_spear		7	wh_missile_block_30_wood	halfling_spear	wh_main_dwf_infantry_standard	trained			true	40.0	1500.0	halfling_spear_attributes	60	80	0	vo_sel_miners	vo_sel_generic	vo_sel_generic_short	0.9	small	0	0	0	15	0	0	0	0	melee	false	true	false	false	low	low	domination_infantry		
halfling_cook	10	wh2_main_leather_20	2100	inf_melee	18	inf_mel	unit_long_text_halfling_cook	hu3_dwarf_dual_axe_slayer	wh_main_dwf_inf_dwarfs_rangers_blood_dismembers	30	36	60	92		0	wh_main_dwf_slayer_axe_dual		4	wh_missile_block_20_metal	halfling_cook	wh_main_dwf_infantry_slayers	trained			true	40.0	1500.0	halfling_cook_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.9	small	0	0	0	15	0	0	0	0	melee_highvalue	false	true	false	false	low	low	domination_infantry		
halfling_thief	10	wh2_main_leather_20	2100	inf_melee	6	inf_mel	unit_long_text_halfling_thief	hu3_dwarf_axe_and_shield	wh_main_dwf_inf_dwarfs_blood_dismembers	20	42	54	64		0	halfling_thief_sword		8	none	halfling_thief	wh_main_dwf_infantry_standard_shield	trained			true	40.0	1500.0	halfling_thief_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.7	small	0	0	0	15	0	0	0	0	melee_flanker	false	true	false	false	low	low	domination_infantry		
halfling_cook_ror	10	wh2_main_leather_30	2100	inf_melee	18	inf_mel	unit_long_text_halfling_cook_ror	hu3_dwarf_dual_axe_slayer	wh_main_dwf_inf_slayers_blood_dismembers	39	42	84	112		0	wh_dlc10_dwf_slayer_axe_great		4	wh_missile_block_20_metal	halfling_cook_ror	wh_main_dwf_infantry_slayers	trained			true	40.0	1500.0	halfling_cook_ror_attributes	60	80	0	vo_sel_slayers	vo_sel_generic	vo_sel_generic_short	0.9	small	0	0	0	15	0	0	0	0	melee_highvalue	false	true	false	false	low	low	domination_infantry		
halfling_militia	10	wh2_main_leather_25	2100	inf_melee	10	inf_mel	unit_long_text_halfling_militia	hu3_dwarf_axe_and_shield	wh_main_dwf_inf_dwarfs_blood_dismembers	22	30	50	62		0	wh_dlc07_brt_sword		7	wh_missile_block_30_wood	halfling_spear	wh_main_dwf_infantry_standard	trained			true	40.0	1500.0	halfling_militia_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.9	small	0	0	0	15	0	0	0	0	melee_gatecrusher	false	true	false	false	low	low	domination_infantry		
ovn_hlf_ll	10	wh2_main_leather_20	2100	inf_melee	21	inf_mel	unit_long_text_ovn_hlf_ll	hu3_halfling_caster	wh_main_dwf_cha_dwarf_hero_blood_dismembers	29	32	70	3850		0	wh_main_emp_sword_caster		7	none	ovn_hlf_ll	wh_main_hero	trained			true	40.0	1500.0	ovn_hlf_ll_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_generic_short	0.8	small	0	0	0	20	0	0	15	0	melee_mage_highvalue	false	true	false	false	high	high	domination_characters		
ovn_hlf_moot_general_0	10	wh2_main_chainmail_80	2100	inf_melee	35	inf_mel	unit_long_text_ovn_hlf_moot_general_0	hu3_dwarf_axe_and_shield_thane	wh_main_dwf_cha_dwarf_hero_blood_dismembers	45	60	70	4884		0	wh_main_emp_sword_hero_general		1	wh_missile_block_35_wood	ovn_hlf_wolf_moot_general_desc	wh_main_hero	trained			true	40.0	1500.0	ovn_hlf_moot_general_0_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_generic_short	0.8	small	0	0	0	15	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
ovn_hlf_master_chef_0	10	wh2_main_leather_50	2100	inf_melee	16	com	unit_long_text_ovn_hlf_master_chef_0	hu3_hlf_masterchef_dualweapons	wh_main_dwf_cha_dwarf_hero_blood_dismembers	45	36	65	3680		0	wh_main_emp_sword_hero		1	none	ovn_hlf_wolf_master_chef_desc	wh_main_hero	trained			true	40.0	1500.0	ovn_hlf_master_chef_0_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.9	small	0	0	0	15	0	0	15	0	melee_mage	false	true	false	false	high	high	domination_characters		
ovn_hlf_sheriff_0	10	wh2_main_leather_80	2100	inf_melee	30	com	unit_long_text_ovn_hlf_sheriff_0	hu3_dwarf_2handed_axe	wh_main_dwf_cha_dwarf_hero_blood_dismembers	40	50	65	4160		0	hlf_sheriff_bigstick		1	none	ovn_hlf_wolf_sheriff_desc	wh_main_hero	trained			true	40.0	1500.0	ovn_hlf_sheriff_0_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	0	0	0	15	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
ovn_hlf_mislead_summoned	10	wh2_main_leather_80	2100	inf_melee	30	inf_mel	unit_long_text_ovn_hlf_mislead_summoned	hu3_dwarf_dual_axe_slayer	wh_main_dwf_inf_dwarfs_blood_dismembers	42	58	72	3900		0	ovn_hlf_mislead_summoned_weapon		7	none	ovn_hlf_ll	wh_main_dwf_infantry_standard_shield	trained			true	40.0	1500.0	ovn_hlf_mislead_summoned_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_generic_short	0.8	small	0	0	0	20	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
ovn_hlf_bee_throwers	20	wh2_main_leather_25	2100	inf_melee	14	inf_mel	unit_long_text_ovn_hlf_bee_throwers	hu3_dwarf_2handed_axe_blasting_charges	wh_main_dwf_inf_dwarfs_blood_dismembers	22	30	50	135		0	halfling_great_weapons_militia_bees	ovn_hlf_bee_throwers	3	none	ovn_hlf_bee_throwers	wh_main_dwf_infantry_standard	trained			true	40.0	1500.0	ovn_hlf_bee_throwers_attributes	60	80	20	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.9	small	0	10	0	15	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
halfling_milittia_arch	10	wh2_main_leather_20	2100	inf_ranged	4	inf_mis	unit_long_text_halfling_milittia_arch	hu3_hlf_sword_shield_and_sling	wh_main_dwf_inf_dwarfs_blood_dismembers	12	20	50	60		0	wh_main_emp_sword_short	hlf_militia_sling	4	none	halfling_milittia_arch	wh_main_infantry_ranged	trained			true	40.0	1500.0	halfling_milittia_arch_attributes	60	80	10	vo_sel_archers	vo_sel_ranged	vo_sel_generic_short	1.0	small	0	22	0	15	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry		
halfling_archer	10	wh2_main_leather_20	2100	inf_ranged	4	inf_mis	unit_long_text_halfling_archer	hu3_dwarf_axe_shield_and_bow	wh_main_dwf_inf_dwarfs_rangers_blood_dismembers	16	32	60	52		0	wh_dlc04_emp_free_company_sword	crossbow_light_halfling	5	none	halfling_archer	wh_main_infantry_ranged	trained			true	40.0	1500.0	halfling_archer_attributes	60	80	10	vo_sel_default	vo_sel_missile	vo_sel_culture	0.8	small	0	22	0	15	0	0	0	0	ranged_stalkers	true	true	false	false	medium	medium	domination_infantry		
halfling_cock	10	wh2_main_leather_80	2100	inf_ranged	10	inf_mis	unit_long_text_halfling_cock	hu3_dwarf_axe_shield_and_bow	wh_main_dwf_inf_dwarfs_rangers_blood_dismembers	26	38	74	68		0	wh_main_emp_sword	crossbow_light_halfling	5	none	halfling_cock	wh_main_infantry_ranged	trained			true	40.0	1500.0	halfling_cock_attributes	60	80	10	vo_sel_archers	vo_sel_ranged	vo_sel_generic_short	0.8	small	0	22	0	15	0	0	0	0	ranged_stalkers	true	true	false	false	medium	medium	domination_infantry		
ovn_hlf_fieldwarden_0	10	wh2_main_chainmail_80	2100	inf_ranged	18	com	unit_long_text_ovn_hlf_fieldwarden_0	hu3_dwarf_axe_shield_and_bow	wh_main_dwf_cha_dwarf_hero_blood_dismembers	36	52	60	3780		0	wh_main_emp_sword_hero	hlf_crossbow_fieldwarden	1	none	ovn_hlf_wolf_fieldwarden_desc	wh_main_hero	trained			true	40.0	1500.0	ovn_hlf_fieldwarden_0_attributes	60	80	10	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	0	33	0	15	0	0	15	0	ranged_no_skirmish	true	true	false	false	high	high	domination_characters		
ovn_hlf_glibfoot	15	wh2_main_leather_50	2100	inf_ranged	30	com	unit_long_text_ovn_hlf_glibfoot	hu3_glibfoot_sword_and_crossbow	hlf_glibfoot_entity	50	40	75	4260		0	wh_main_emp_sword_hero_general	hlf_glibfoot_hyshia_weapon	7	none	ovn_hlf_wolf_glibfoot_desc	wh_main_dwf_infantry_standard_shield	trained			true	40.0	1500.0	ovn_hlf_glibfoot_attributes	60	80	10	vo_sel_default	vo_sel_melee	vo_sel_generic_short	0.8	small	0	45	0	20	0	0	15	0	hybrid_highvalue	true	true	false	false	high	high	domination_characters		
ovn_mtl_cav_swan_riders_0	10	wh2_main_body_15	2100	cavalry	42	cav_mis	unit_long_text_ovn_mtl_cav_swan_riders_0	hu3_halfling_bi1_swan_sword_bow	wh_dlc05_hawk_rider_blood	25	18	60	174	ovn_mtl_mnt_swan	24	wh_dlc05_wef_hawk_talons	crossbow_light_halfling	5	none	ovn_unit_short_text_mtl_cav_swan_riders_0	wh_dlc05_cavalry_hawk_riders	trained			true	40.0	1500.0	ovn_mtl_cav_swan_riders_0_attributes	60	80	10	vo_sel_archers	vo_sel_ranged	vo_sel_generic_short	1.0	aquatic_large	0	22	0	15	0	0	0	0	flying_ranged_harasser_flanker	true	false	false	false	cant_capture	cant_capture	cant_capture		
ovn_mtl_veh_reaper	10	wh2_main_leather_50	2100	war_machine	60	chariot	unit_long_text_ovn_mtl_veh_reaper	hu3_dwarf_axe_and_shield	wh_main_dwf_inf_dwarfs_blood_dismembers	23	25	60	1250	ovn_mtl_auroch	2	ovn_mtl_reaper		1	none	ovn_unit_short_text_mtl_reaper	wh2_dlc09_tmb_chariot	trained	ovn_mtl_reaper	ovn_mtl_veh_reaper	true	40.0	1500.0	ovn_mtl_veh_reaper_attributes	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	0	0	0	4	0	0	0	melee_cav_shock	false	false	false	false	low	low	domination_cav		
half_pig	10	wh2_main_body_15	2100	inf_melee	32	spcl	unit_long_text_half_pig	bo1_razorgor	bl_half_pig	22	18	40	100		0	halfling_pigs		2	none	half_pig	wh_dlc03_bst_razorgor	trained			true	40.0	1500.0	half_pig_attributes	60	80	0	vo_sel_beastmen_razorgor	vo_sel_default	vo_sel_culture	1.0	small	0	0	0	0	0	0	0	0	melee_flanker_shock	false	true	false	false	low	low	domination_cav		
hlf_baby_dragon	10	wh2_main_body_60	2100	inf_melee	50	inf_mel	unit_long_text_hlf_baby_dragon	dr1_dragon	baby_dragon	40	38	60	4500		0	baby_sun_dragon		1	none	hlf_baby_dragon	wh_main_monster	trained			true	40.0	1500.0	hlf_baby_dragon_attributes	60	80	10	vo_sel_hef_Sun_Dragon	vo_sel_melee	vo_sel_culture	1.0	large	0	0	0	0	0	0	25	0	flying_melee_flanker	false	true	false	false	cant_capture	cant_capture	cant_capture		
hlf_roast_pig	10	wh2_main_chainmail_40	2100	inf_melee	0	spcl	unit_long_text_hlf_roast_pig	th1_dwarf_throneofpower	plate_food	0	30	75	3500		0	roasted_pig		1	none	hlf_roast_pig	wh_main_dwf_infantry_standard	trained			true	40.0	1500.0	hlf_roast_pig_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	large	0	0	0	15	0	0	15	0	melee_highvalue	false	true	false	false	medium	medium	domination_infantry		
elo_supply_wagon	0	wh2_main_body_70	2100	war_machine	28	spcl	unit_long_text_elo_supply_wagon	hu3_dwarf_hammer	wh_main_infantry_rider	20	16	60	1000	ovn_mtl_auroch	2	supply_wagon_elo		1	none	elo_supply_wagon	wh_main_chariot	trained	ovn_mtl_chuckwagon	ovn_mtl_veh_chuckwagon	false	40.0	1500.0	elo_supply_wagon_attributes	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0	large	0	0	0	15	4	0	15	0	melee_cav_shock_highvalue	false	false	false	false	low	low	domination_cav		
sr_ogre	10	wh2_main_body_40	2100	inf_melee	44	inf_mel	unit_long_text_sr_ogre	hu13_wh3_ogre_sword	wh3_main_ogr_monster_ogre_blood	30	23	60	355		0	wh3_main_ogr_ogre_sword		3	none	sr_ogre	wh_main_monstrous_trolls	trained			true	40.0	1500.0	sr_ogre_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_generic	1.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
sr_ogre_ror	10	wh2_main_body_40	2100	inf_melee	50	inf_mel	unit_long_text_sr_ogre_ror	hu13_hlf_ogr_ror_2hammer	wh3_main_ogr_monster_ogre_blood	42	37	80	602		0	hlf_ogr_ror_great_weapon		3	none	sr_ogre_ror	wh3_main_ogr_maneaters_great_weapons	trained			true	40.0	1500.0	sr_ogre_ror_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_generic	1.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
halfling_cat	10	wh2_main_leather_15	2100	artillery	5	art_fld	unit_long_text_halfling_cat	hu3_dwarf_dual_axe_slayer	wh_main_grn_inf_goblin_blood_dismembers	10	14	45	55		0	wh_main_sword_short		5	none	halfling_cat	wh_main_artillery	trained		halfling_cat	true	40.0	1500.0	halfling_cat_attributes	60	80	10	vo_sel_default	vo_sel_artillery	vo_sel_culture	1.0	small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		
halfling_cat_ror	10	wh2_main_leather_20	2100	artillery	5	art_fld	unit_long_text_halfling_cat_ror	hu3_dwarf_dual_axe_slayer	wh_main_grn_inf_goblin_blood_dismembers	16	28	56	68		0	wh_main_emp_sword		5	none	halfling_cat_ror	wh_main_artillery	trained		halfling_cat	true	40.0	1500.0	halfling_cat_ror_attributes	60	80	20	vo_sel_default	vo_sel_artillery	vo_sel_culture	1.0	small	0	30	0	0	4	0	5	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		
wh_main_mtl_veh_soupcart	10	wh2_main_heavy_metal_160	2100	war_machine	80	chariot	unit_long_text_wh_main_mtl_veh_soupcart	hu3_dwarf_axe_and_shield	wh_main_grn_inf_goblin_blood_dismembers	36	10	100	9052	wh_mtl_halftank	1	ovn_souptank	wh_main_mtl_soup_cannon	1	none	wh_main_unit_short_text_mtl_soupcart	wh_main_monster	trained	wh_main_mtl_soupcart	wh_main_mtl_veh_soupcart	true	40.0	1500.0	wh_main_mtl_veh_soupcart_attributes	60	80	10	vo_sel_steam_tank	vo_sel_generic	vo_sel_generic_short	1.0	large	0	100	0	0	1	0	0	0	ranged_direct_flanker	false	false	false	false	medium	medium	domination_artillery		
ovn_mtl_art_hotpot	10	wh2_main_leather_15	2100	artillery	5	art_fld	unit_long_text_ovn_mtl_art_hotpot	hu3_dwarf_dual_axe_slayer	wh_main_grn_inf_goblin_blood_dismembers	10	14	45	55		0	wh_main_sword_short		5	none	ovn_unit_short_text_mtl_hotpot	wh_main_artillery	trained		ovn_mtl_art_hotpot	true	40.0	1500.0	ovn_mtl_art_hotpot_attributes	60	80	10	vo_sel_default	vo_sel_artillery	vo_sel_culture	1.0	small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		
ovn_mtl_art_hotpot_ror	10	wh2_main_leather_20	2100	artillery	5	art_fld	unit_long_text_ovn_mtl_art_hotpot_ror	hu3_dwarf_dual_axe_slayer	wh_main_grn_inf_goblin_blood_dismembers	16	28	60	68		0	wh_main_emp_sword		5	none	ovn_unit_short_text_mtl_hotpot_ror	wh_main_artillery	trained		ovn_mtl_art_hotpot_ror	true	40.0	1500.0	ovn_mtl_art_hotpot_ror_attributes	60	80	20	vo_sel_default	vo_sel_artillery	vo_sel_culture	1.0	small	0	30	0	0	4	0	5	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		
ovn_mtl_cav_swine_riders_0	10	wh2_main_leather_30	2100	cavalry	38	cav_shk	unit_long_text_ovn_mtl_cav_swine_riders_0	hu3_halfling_bo1_axe_and_shield	wh_main_infantry_rider_blood	22	18	55	115	ovn_mtl_mnt_swine	60	halfling_pig_cav		5	wh_missile_block_30_wood	ovn_unit_short_text_mtl_cav_swine_riders	wh_main_cavalry_very_chaotic	trained			true	40.0	1500.0	ovn_mtl_cav_swine_riders_0_attributes	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	0	0	15	0	0	0	0	melee_flanker	false	false	false	false	low	low	domination_cav		
ovn_hlf_moot_general_2	10	wh2_main_chainmail_80	2100	cavalry	60	com	unit_long_text_ovn_hlf_moot_general_2	hu3_halfling_rp3_axe_and_shield	ovn_mtl_cavalry_poultry_hero_blood	60	30	70	5800	ovn_mtl_mnt_poultry_general_lord	1	wh_main_emp_sword_hero_general		1	wh_missile_block_35_wood	ovn_hlf_wolf_moot_general_desc	wh_main_cavalry_very_chaotic	trained			true	40.0	1500.0	ovn_hlf_moot_general_2_attributes	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	0	0	15	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
ovn_hlf_master_chef_1	10	wh2_main_body_70	2100	war_machine	50	com	unit_long_text_ovn_hlf_master_chef_1	hu3_hlf_masterchef_dualweapons	wh_main_infantry_standard_hero_blood	30	20	65	5600	ovn_mtl_auroch	2	supply_wagon_elo		1	none	ovn_hlf_wolf_master_chef_desc	wh_main_chariot	trained	ovn_mtl_chuckwagon	ovn_mtl_veh_chuckwagon	true	40.0	1500.0	ovn_hlf_master_chef_1_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	0	0	0	15	1	0	15	0	mage	false	false	false	false	high	high	domination_characters		
ovn_hlf_sheriff_1	10	wh2_main_leather_80	2100	cavalry	50	com	unit_long_text_ovn_hlf_sheriff_1	hu3_halfling_bo1_twohand	wh_main_infantry_rider_blood	60	20	65	5700	ovn_mtl_mnt_swine_general_lord	1	hlf_sheriff_bigstick		1	none	ovn_hlf_wolf_sheriff_desc	wh_main_cavalry_very_chaotic	trained			true	40.0	1500.0	ovn_hlf_sheriff_1_attributes	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	0	0	15	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
ovn_com_cha_olorin_the_grey_wizard_0	10	wh2_main_leather_20	2100	inf_ranged	15	com	unit_long_text_ovn_com_cha_olorin_the_grey_wizard_0	hu1_empire_fireworks_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	25	30	55	3412		0	wh_main_emp_sword_caster	ovn_com_firework_rocket	1	none	ovn_unit_short_text_com_olorin_the_grey_wizard	wh_main_infantry	trained			true	40.0	1500.0	ovn_com_cha_olorin_the_grey_wizard_0_attributes	60	80	10	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	0	30	0	0	0	0	15	0	mage_highvalue	true	true	false	false	high	high	domination_characters		
ovn_com_cha_aragand_the_layabout_0	10	wh2_main_leather_50	2100	inf_melee	40	com	unit_long_text_ovn_com_cha_aragand_the_layabout_0	hu1_empire_drunkard_sword	ovn_com_aragand_the_layabout	50	40	65	3680		0	wh_main_emp_sword_hero		1	none	ovn_unit_short_text_com_aragand_the_layabout	wh_main_infantry	trained			true	40.0	1500.0	ovn_com_cha_aragand_the_layabout_0_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
ovn_com_cha_aragand_the_layabout_1	10	wh2_main_plate_85	2100	inf_melee	65	com	unit_long_text_ovn_com_cha_aragand_the_layabout_1	hu1_empire_2handed_sword	wh_main_infantry_standard_hero_blood	75	65	65	7000		0	wh_main_emp_sword_hero		1	none	ovn_unit_short_text_com_aragand_the_layabout_sober	wh_main_infantry	trained			true	40.0	1500.0	ovn_com_cha_aragand_the_layabout_1_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
