key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constant	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies
wh_main_vehicle_soupcart	chariot	2.0000	5.0000	3.0000	6.0000	9.0000	35.0000	30.0000	25.0000	5.0000	capsule	0.2000	1250.0000	4.0000	60.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	large	1.0000	rotation	wh2_dlc13_war_machine_warwagon	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8500	3			0.5000	1.4500	85	true		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000		true
wh_main_vehicle_soupcart_articulation	chariot	2.0000	5.0000	3.0000	6.0000	9.0000	35.0000	30.0000	25.0000	5.0000	capsule	0.2000	1250.0000	4.0000	60.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	large	1.0000	rotation	wh2_chariot_articulation_wood	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8500	3			0.5000	1.4500	0	true		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false
ovn_mtl_art_hotpot	artillery	1.4000	2.0000	3.0000	4.0000	2.4000	30.0000	20.0000	20.0000	2.1000	capsule	0.5000	2000.0000	1.8000	60.0000	65.0000	375	false	false	0.0000	0.0000	0.0000	very_large	1.2000	rotation	wh_war_machine_wood_small	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	5		dwf_cannon	0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		true
ovn_mtl_art_hotpot_ror	artillery	1.4000	2.0000	3.0000	4.0000	2.4000	30.0000	20.0000	20.0000	2.1000	capsule	0.5000	2000.0000	1.8000	60.0000	65.0000	450	false	false	0.0000	0.0000	0.0000	very_large	1.2000	rotation	wh_war_machine_wood_small	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	5		dwf_cannon	0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		true
bl_half_pig	horse	1.5000	6.6000	5.5000	6.0000	9.5000	35.0000	30.0000	30.0000	1.0000	ellipse	0.4000	300.0000	2.0000	60.0000	120.0000	8	true	true	0.7500	0.0000	0.0000	small	1.0000	rotation_x	wh_boar	6.0000	infantry_effects	0	0	0.0000	false	1.0000	0.9000	2			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	large_entity	false	1.0000	1.0000	1.0000	1.0000		false
baby_dragon	giant	2.2000	7.0000	8.0000	10.0000	10.0000	35.0000	35.0000	35.0000	2.3000	capsule	0.3500	1600.0000	3.0000	120.0000	120.0000	8	true	true	0.7500	8.8000	13.0000	large	1.0000	rotation_x	wh_dragon_large_default	3.0000	war_beast_effects	40	40	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	70	large_entity	false	1.0000	1.0000	1.0000	1.0000		false
plate_food	giant	1.3000	2.8000	2.0000	4.0000	4.0000	30.0000	30.0000	30.0000	1.6000	capsule	0.8500	900.0000	3.4000	60.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	large	1.0000	rotation	wh_dwarf_throne_of_power_LH	3.0000	infantry_effects_noblood	70	70	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000		false
ovn_pig_mount_entity	horse	1.5000	6.0000	5.0000	6.0000	8.5000	35.0000	30.0000	30.0000	1.0000	ellipse	0.4000	600.0000	3.0000	60.0000	100.0000	8	true	true	0.7500	0.0000	0.0000	large	1.0000	rotation_x	wh_boar	4.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.9000	2			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	large_entity	false	1.0000	1.0000	1.0000	1.0000		false
ovn_hlf_ll	man	1.5000	3.8000	3.0000	4.0000	4.4000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	700.0000	2.2000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	75	70	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false
hlf_glibfoot_entity	man	1.5000	4.6000	4.0000	5.0000	5.6000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1100.0000	1.5000	60.0000	240.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	none	2.0000	infantry_light_effects	75	75	0.0000	true	1.0000	0.9000	2	wh_main_generic_character_aura		0.5000	1.4500	46	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false
ovn_mtl_cavalry_poultry_hero_blood	horse	2.0000	8.8000	5.0000	6.0000	10.0000	40.0000	35.0000	35.0000	1.5000	ellipse	0.5000	1500.0000	1.9000	360.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	medium	1.0000	rotation_x	wh_dlc_wef_medium_bird_eagle	4.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	3			0.5000	1.6000	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	70	large_entity	false	1.0000	1.0000	1.0000	1.0000		false
ovn_pig_mount_entity_hero	horse	1.5000	6.2000	5.5000	6.0000	10.0000	35.0000	30.0000	30.0000	1.5000	ellipse	0.5200	1800.0000	1.7500	60.0000	60.0000	8	true	true	1.0000	0.0000	0.0000	medium	1.0000	rotation_x	wh_boar	4.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false		-1.0000	-1.0000	70	large_entity	false	1.0000	1.0000	1.0000	1.0000		false
