building	campaign_group	unit
wh3_main_ogr_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_ogr_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_ogr_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_ogr_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_ogr_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_ogr_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_ogr_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_ogr_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_skv_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_skv_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_skv_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_skv_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_skv_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_skv_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_skv_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_skv_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_skv_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_skv_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_skv_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_skv_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_sla_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_sla_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_sla_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_sla_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_sla_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_sla_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_sla_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_sla_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_sla_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_sla_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_sla_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_sla_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_tmb_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_tmb_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_tmb_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_tmb_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_tmb_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_tmb_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_tmb_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_tmb_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_tmb_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_tmb_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_tmb_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_tmb_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_tze_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_tze_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_tze_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_tze_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_tze_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_tze_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_tze_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_tze_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_tze_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_tze_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_tze_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_tze_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_vmp_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_vmp_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_vmp_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_vmp_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_vmp_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_vmp_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_vmp_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_vmp_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_vmp_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_vmp_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_vmp_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_vmp_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_wef_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_wef_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_wef_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_wef_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_wef_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_wef_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_wef_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_wef_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_wef_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_wef_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_wef_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_wef_allied_outpost_3	ovn_halflings	hlf_roast_pig
