faction	stance
ovn_arb_sultanate_of_el_kalabad	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_arb_sultanate_of_el_kalabad	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_arb_sultanate_of_el_kalabad	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
mixer_arb_araby_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
mixer_arb_araby_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
mixer_arb_araby_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
mixer_arb_araby_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
mixer_arb_araby_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
mixer_arb_araby_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
mixer_arb_araby_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
mixer_arb_araby_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
mixer_arb_araby_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
ovn_arb_araby_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_arb_araby_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_arb_araby_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_arb_araby_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_arb_araby_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_arb_araby_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
ovn_arb_araby_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_arb_araby_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_arb_araby_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_FIXED_CAMP
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_arb_sultanate_ind	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_FIXED_CAMP
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_arb_cult_of_the_djinns	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
