ability	land_unit
wh_main_character_abilities_deadly_onslaught	albion_chief
war_fury_2	albion_chief_horse
war_fury	albion_chief_horse
wh_main_character_abilities_foe_seeker	albion_chief_horse
wh3_main_unit_passive_single_entity	albion_chief_horse
wh_main_character_abilities_deadly_onslaught	albion_chief_horse
war_fury_2	albion_chief_chariot
war_fury	albion_chief_chariot
wh_main_character_abilities_foe_seeker	albion_chief_chariot
wh_main_character_abilities_deadly_onslaught	albion_chief_chariot
wh3_main_unit_passive_single_entity	albion_chief_chariot
devestating_charge	albion_chief_chariot
wh3_main_unit_passive_single_entity	albion_truthsayer_beast
wh_main_character_abilities_arcane_conduit	albion_truthsayer_beast
wh3_main_unit_passive_single_entity	albion_truthsayer_life
wh_main_character_abilities_arcane_conduit	albion_truthsayer_life
wh3_main_unit_passive_single_entity	albion_truthsayer_light
wh_main_character_abilities_arcane_conduit	albion_truthsayer_light
wh3_main_unit_passive_single_entity	albion_truthsayer_beast_horse
wh_main_character_abilities_arcane_conduit	albion_truthsayer_beast_horse
wh_main_character_abilities_arcane_conduit	albion_truthsayer_life_horse
wh3_main_unit_passive_single_entity	albion_truthsayer_light_horse
wh_main_character_abilities_arcane_conduit	albion_truthsayer_light_horse
wh3_main_unit_passive_single_entity	albion_truthsayer_truth
wh_main_character_abilities_arcane_conduit	albion_truthsayer_truth
wh3_main_unit_passive_single_entity	albion_truthsayer_truth_horse
wh_main_character_abilities_arcane_conduit	albion_truthsayer_truth_horse
omen_of_doom	albion_morrigan
omen_of_war	albion_morrigan
wh_main_character_abilities_arcane_conduit	albion_morrigan
murder_crows	albion_morrigan
spell_truth_wings_fate_bound	albion_morrigan
spell_truth_wings_fate_bound	albion_morrigan_bird
omen_of_doom	albion_morrigan_bird
omen_of_war	albion_morrigan_bird
wh_main_character_abilities_arcane_conduit	albion_morrigan_bird
murder_crows	albion_morrigan_bird
war_fury_2	albion_half_giants
war_fury	albion_half_giants
war_fury_2	albion_wyrd_druid
war_fury	albion_wyrd_druid
woad_paint	albion_wyrd_druid
wh3_main_unit_passive_single_entity	albion_wyrd_druid
wh_main_character_passive_evasion	albion_wyrd_druid
wh3_main_unit_passive_single_entity	albion_morrigan_bird
wh_main_character_passive_evasion	albion_morrigan_bird
wh3_main_unit_passive_single_entity	albion_morrigan
wh_main_character_passive_evasion	albion_morrigan
war_fury_2	albion_wyrd_druid_horse
war_fury	albion_wyrd_druid_horse
woad_paint	albion_wyrd_druid_horse
wh3_main_unit_passive_single_entity	albion_wyrd_druid_horse
wh_main_character_passive_evasion	albion_wyrd_druid_horse
wh_main_unit_passive_frenzy	elo_albion_barghest
elo_albion_freedom	albion_hearthguard_2h
wh_main_unit_passive_unstable	ovn_barrow_wight
wh_main_unit_passive_unstable_mark_ii	ovn_barrow_wight
war_fury	albion_shieldmaiden_ror
wh_pro04_unit_passive_guardian	albion_shieldmaiden_ror
elo_champion_of_albion	albion_bologs_giant_ror
elo_albion_bologs	albion_bologs_giant_ror
elo_hengus_blessing	albion_bologs_giant_ror
wh3_main_unit_passive_single_entity	albion_bologs_giant_ror
woad_paint	albion_bologs_giant_ror
wh_main_unit_passive_regeneration	elo_fly_infested_rotwood
wh_main_unit_passive_unstable	elo_fly_infested_rotwood
wh_main_unit_passive_unstable_mark_ii	elo_fly_infested_rotwood
wh_main_hero_passive_swarm_of_flies	elo_fly_infested_rotwood
magic_siphon	elo_fly_infested_rotwood
war_fury	albion_woadraider_sworn_ror
wh_main_unit_passive_frenzy	albion_woadraider_sworn_ror
woad_paint	albion_woadraider_sworn_ror
war_fury	alb_cav_noble_first_ror
devestating_charge	alb_cav_noble_first_ror
elo_albion_something_prove	alb_cav_noble_first_ror
war_fury	albion_warriors_lugh
war_fury	albion_huntresses_warden_ror
war_fury	albion_centaur_hunter_ror
woad_paint	albion_centaur_hunter_ror
wh_dlc03_unit_passive_drunken	albion_centaur_hunter_ror
war_fury_2	albion_centaur_hunter_ror
woad_paint	albion_cachtorr_stonethrower
wh3_main_unit_passive_single_entity	albion_cachtorr_stonethrower
elo_hengus_blessing	albion_cachtorr_stonethrower
war_fury	albion_highlander_ror
wh_main_unit_passive_deathblow	albion_highlander_ror
elo_albion_freedom	albion_highlander_ror
wh3_main_unit_passive_single_entity	bl_elo_dural_durak
wh3_main_unit_passive_single_entity	bl_elo_dural_durak_horse
wh3_main_unit_passive_single_entity	bl_elo_dural_durak_chariot
