attribute	attribute_group
guerrilla_deploy	ovn_attribute_albion_huntresses
mounted_fire_move	ovn_attribute_albion_huntresses
guerrilla_deploy	ovn_attribute_albion_riders
hide_forest	ovn_attribute_albion_riders
guerrilla_deploy	ovn_attribute_albion_riders_javelins
hide_forest	ovn_attribute_albion_riders_javelins
mounted_fire_move	ovn_attribute_albion_riders_javelins
hide_forest	ovn_attribute_albion_hearthguard
immune_to_psychology	ovn_attribute_albion_hearthguard
hide_forest	ovn_attribute_albion_hearthguard_halberd
immune_to_psychology	ovn_attribute_albion_hearthguard_halberd
charge_defense_vs_large	ovn_attribute_albion_hearthguard_halberd
charge_reflection	ovn_attribute_albion_hearthguard_halberd
hide_forest	ovn_attribute_albion_hearthguard_2h
hide_forest	ovn_attribute_albion_swordmaiden
encourages	ovn_attribute_albion_swordmaiden
hide_forest	ovn_attribute_albion_chariot
encourages	ovn_attribute_albion_truthsayer_beast
hide_forest	ovn_attribute_albion_truthsayer_beast
encourages	ovn_attribute_albion_truthsayer_beast_horse
hide_forest	ovn_attribute_albion_truthsayer_beast_horse
encourages	ovn_attribute_albion_truthsayer_life
hide_forest	ovn_attribute_albion_truthsayer_life
encourages	ovn_attribute_albion_truthsayer_life_horse
hide_forest	ovn_attribute_albion_truthsayer_life_horse
encourages	ovn_attribute_albion_truthsayer_light
hide_forest	ovn_attribute_albion_truthsayer_light
encourages	ovn_attribute_albion_truthsayer_light_horse
hide_forest	ovn_attribute_albion_truthsayer_light_horse
encourages	ovn_attribute_albion_truthsayer_truth
hide_forest	ovn_attribute_albion_truthsayer_truth
encourages	ovn_attribute_albion_truthsayer_truth_horse
hide_forest	ovn_attribute_albion_truthsayer_truth_horse
causes_fear	ovn_attribute_albion_centaurs
hide_forest	ovn_attribute_albion_centaurs
encourages	ovn_attribute_albion_warleader
hide_forest	ovn_attribute_albion_warleader
encourages	ovn_attribute_albion_warleader_horse
hide_forest	ovn_attribute_albion_warleader_horse
encourages	ovn_attribute_albion_warleader_chariot
encourages	ovn_attribute_albion_chief
hide_forest	ovn_attribute_albion_chief
charge_defense_vs_large	ovn_attribute_albion_chief
encourages	ovn_attribute_albion_chief_horse
hide_forest	ovn_attribute_albion_chief_horse
encourages	ovn_attribute_albion_chief_chariot
hide_forest	ovn_attribute_albion_morrigan
encourages	ovn_attribute_albion_morrigan
encourages	ovn_attribute_albion_morrigan_bird
causes_fear	ovn_attribute_albion_morrigan_bird
flying	ovn_attribute_albion_morrigan_bird
causes_fear	ovn_attribute_albion_half_giants
hide_forest	ovn_attribute_albion_half_giants
encourages	ovn_attribute_albion_wyrd_druid
hide_forest	ovn_attribute_albion_wyrd_druid
encourages	ovn_attribute_albion_wyrd_druid_horse
hide_forest	ovn_attribute_albion_wyrd_druid_horse
encourages	ovn_attribute_bl_elo_dural_durak
hide_forest	ovn_attribute_bl_elo_dural_durak
encourages	ovn_attribute_bl_elo_dural_durak_horse
hide_forest	ovn_attribute_bl_elo_dural_durak_horse
encourages	ovn_attribute_bl_elo_dural_durak_chariot
causes_fear	ovn_attribute_ovn_barrow_wight
hide_forest	ovn_attribute_ovn_barrow_wight
undead	ovn_attribute_ovn_barrow_wight
immune_to_psychology	ovn_attribute_albion_shieldmaiden_ror
hide_scrub_and_forest	ovn_attribute_albion_shieldmaiden_ror
charge_reflection	ovn_attribute_albion_shieldmaiden_ror
encourages	ovn_attribute_albion_shieldmaiden_ror
causes_terror	ovn_attribute_albion_bologs_giant_ror
wallbreaker	ovn_attribute_albion_bologs_giant_ror
causes_fear	ovn_attribute_albion_bologs_giant_ror
construct	ovn_attribute_elo_fly_infested_rotwood
causes_fear	ovn_attribute_elo_fly_infested_rotwood
hide_forest	ovn_attribute_elo_fly_infested_rotwood
undead	ovn_attribute_elo_fly_infested_rotwood
hide_forest	ovn_attribute_albion_woadraider_sworn_ror
unbreakable	ovn_attribute_albion_woadraider_sworn_ror
causes_fear	ovn_attribute_albion_woadraider_sworn_ror
hide_forest	ovn_attribute_alb_cav_noble_first_ror
hide_forest	ovn_attribute_albion_warriors_lugh
hide_forest	ovn_attribute_albion_huntresses_warden_ror
guerrilla_deploy	ovn_attribute_albion_huntresses_warden_ror
charge_defense_vs_large	ovn_attribute_albion_huntresses_warden_ror
stalk	ovn_attribute_albion_huntresses_warden_ror
causes_fear	ovn_attribute_albion_centaur_hunter_ror
guerrilla_deploy	ovn_attribute_albion_centaur_hunter_ror
mounted_fire_move	ovn_attribute_albion_centaur_hunter_ror
hide_forest	ovn_attribute_albion_centaur_hunter_ror
causes_fear	ovn_attribute_albion_cachtorr_stonethrower
causes_terror	ovn_attribute_albion_cachtorr_stonethrower
hide_forest	ovn_attribute_albion_highlander_ror
hide_forest	ovn_attribute_elo_fenbeast
construct	ovn_attribute_elo_fenbeast
causes_fear	ovn_attribute_elo_fenbeast
construct	ovn_attribute_albion_fenhulk
causes_terror	ovn_attribute_albion_fenhulk
hide_forest	ovn_attribute_elo_summon_fenbeasts
construct	ovn_attribute_elo_summon_fenbeasts
causes_fear	ovn_attribute_elo_summon_fenbeasts
