level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
ovn_Waystone_beacon	ovn_Waystone_beacon	0	2	3000	0		false	false		true	ovn_Waystone_beacon	false	0.0	0	true	3		true	0	0		0
ovn_albion_walls_1	ovn_albion_walls	0	2	1000	0		false	false		true	ovn_albion_walls	true	0.0	0	true	1		true	0	0		0
ovn_albion_walls_2	ovn_albion_walls	1	3	1500	0		false	false		true	ovn_albion_walls	true	0.0	0	true	2		true	0	0		0
ovn_albion_walls_3	ovn_albion_walls	2	4	2000	0		false	false		true	ovn_albion_walls	true	0.0	0	true	3		true	0	0		0
ovn_albion_foreign_slot_discovery_1	ovn_albion_foreign_slot_discovery	0	4	2000	0		false	false		true	ovn_albion_foreign_slot_discovery	false	0.0	0	true	3		true	0	0		0
alb_resource_marble	alb_resource_marble	0	4	3200	0		false	false		true	alb_resource_marble	false	0.0	0	true	2		true	0	0		0
alb_resource_gold	alb_resource_gold	0	5	4000	0		false	false		true	alb_resource_gold	false	0.0	0	true	2		true	0	0		0
alb_resource_iron	alb_resource_iron	0	4	3200	0		false	false		true	alb_resource_iron	false	0.0	0	true	2		true	0	0		0
alb_resource_pottery_1	alb_resource_pottery	0	2	800	0		false	false		true	alb_resource_pottery	false	0.0	0	true	1		true	0	0		0
alb_resource_pottery_2	alb_resource_pottery	1	3	1600	0		false	false		true	alb_resource_pottery	false	0.0	0	true	2		true	0	0		0
alb_resource_pottery_3	alb_resource_pottery	2	4	3200	0		false	false		true	alb_resource_pottery	false	0.0	0	true	3		true	0	0		0
alb_resource_wood_1	alb_resource_wood	0	2	800	0		false	false		true	alb_resource_wood	false	0.0	0	true	1		true	0	0		0
alb_resource_wood_2	alb_resource_wood	1	3	1600	0		false	false		true	alb_resource_wood	false	0.0	0	true	2		true	0	0		0
alb_resource_wood_3	alb_resource_wood	2	4	3200	0		false	false		true	alb_resource_wood	false	0.0	0	true	3		true	0	0		0
alb_resource_medicine_1	alb_resource_medicine	0	2	800	0		false	false		true	alb_resource_medicine	false	0.0	0	true	1		true	0	0		0
alb_resource_medicine_2	alb_resource_medicine	1	3	1600	0		false	false		true	alb_resource_medicine	false	0.0	0	true	2		true	0	0		0
alb_resource_medicine_3	alb_resource_medicine	2	4	3200	0		false	false		true	alb_resource_medicine	false	0.0	0	true	3		true	0	0		0
ovn_albion_settlement_major_1	ovn_albion_settlement_major	1	3	1000	0		false	false		true	ovn_albion_settlement_major	true	0.0	0	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_albion_settlement_major_2	ovn_albion_settlement_major	2	4	2000	0		false	false		true	ovn_albion_settlement_major	true	0.0	1	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_albion_settlement_major_3	ovn_albion_settlement_major	3	5	4000	0		false	false		true	ovn_albion_settlement_major	true	0.0	2	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_albion_settlement_major_4	ovn_albion_settlement_major	4	6	8000	0		false	false		true	ovn_albion_settlement_major	true	0.0	4	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_albion_settlement_major_5	ovn_albion_settlement_major	5	7	16000	0		false	false		true	ovn_albion_settlement_major	true	0.0	5	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_albion_settlement_major_ruin	ovn_albion_settlement_major	0	1	0	0		false	false		true	ovn_albion_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
ovn_albion_settlement_minor_1	ovn_albion_settlement_minor	1	3	1000	0		false	false		true	ovn_albion_settlement_minor	false	0.0	0	true	0	wh_cam_settlement_minor_empire	true	0	0		0
ovn_albion_settlement_minor_2	ovn_albion_settlement_minor	2	4	2000	0		false	false		true	ovn_albion_settlement_minor	false	0.0	1	true	0	wh_cam_settlement_minor_empire	true	0	0		0
ovn_albion_settlement_minor_3	ovn_albion_settlement_minor	3	5	4000	0		false	false		true	ovn_albion_settlement_minor	false	0.0	2	true	0	wh_cam_settlement_minor_empire	true	0	0		0
ovn_albion_settlement_minor_ruin	ovn_albion_settlement_minor	0	1	0	0		false	false		true	ovn_albion_settlement_minor	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
