building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
ovn_albion_resource_ivory_3	wh3_main_effect_region_resource_ivory_production		building_to_building_own	35.0000	17.0000	0.0000
ovn_albion_resource_ivory_3	wh_main_effect_economy_gdp_agriculture_animal_husbandry		building_to_building_own	300.0000	150.0000	0.0000
ovn_albion_resource_pastures	wh_main_effect_economy_gdp_mining		building_to_building_own	50.0000	25.0000	0.0000
ovn_albion_resource_pastures	wh_main_effect_province_growth_building		region_to_province_own	20.0000	10.0000	0.0000
ovn_albion_resource_pastures	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	4.0000	2.0000	0.0000
ovn_albion_resource_pastures_2	wh_main_effect_economy_gdp_mining		building_to_building_own	75.0000	40.0000	0.0000
ovn_albion_resource_pastures_2	wh_main_effect_province_growth_building		region_to_province_own	40.0000	20.0000	0.0000
ovn_albion_resource_pastures_2	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	6.0000	3.0000	0.0000
ovn_albion_resource_pastures_3	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
ovn_albion_resource_pastures_3	wh_main_effect_province_growth_building		region_to_province_own	60.0000	30.0000	0.0000
ovn_albion_resource_pastures_3	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	10.0000	5.0000	0.0000
ovn_albion_resource_salt	wh2_main_effect_force_army_campaign_attrition_all_sea_resistance		building_to_force_own_factionwide	-15.0000	-5.0000	0.0000
ovn_albion_resource_salt	wh_main_effect_economy_gdp_mining		building_to_building_own	150.0000	75.0000	0.0000
ovn_albion_resource_salt	wh_main_effect_province_growth_building		region_to_province_own	40.0000	20.0000	0.0000
ovn_albion_resource_salt	wh_main_effect_region_resource_salt_production		building_to_building_own	25.0000	13.0000	0.0000
ovn_albion_resource_spices	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	100.0000	0.0000
ovn_albion_resource_spices	wh_main_effect_public_order_base		province_to_province_own_unseen	5.0000	3.0000	0.0000
ovn_albion_resource_spices	wh_main_effect_region_resource_spices_production		building_to_building_own	25.0000	13.0000	0.0000
ovn_albion_resource_wine	wh2_dlc17_effect_ability_enable_rowdy		building_to_army_own_provincewide	1.0000	1.0000	0.0000
ovn_albion_resource_wine	wh_main_effect_economy_gdp_culture		building_to_building_own	150.0000	75.0000	0.0000
ovn_albion_resource_wine	wh_main_effect_region_resource_wine_production		building_to_building_own	25.0000	13.0000	0.0000
ovn_albion_resource_obsidian	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
ovn_albion_resource_obsidian	wh_main_effect_region_resource_obsidian_production		building_to_building_own	25.0000	13.0000	0.0000
