ancillary	effect	effect_scope	value
albion_hardened_warrior	wh_main_effect_force_stat_leadership	general_to_force_own	4.0
albion_hardened_warrior	wh_main_effect_force_army_campaign_siege_attack_holdout_time	character_to_character_own	-1.0
anc_albion_staff_of_light	wh2_main_effect_ability_enable_arcane_unforging	character_to_character_own	1.0
anc_albion_staff_of_light	wh_main_effect_force_stat_magic_resistance_bad	general_to_force_enemy_regionwide	-5.0
anc_albion_talisman_triskele	wh_main_effect_character_stat_ward_save	character_to_character_own	20.0
anc_albion_talisman_triskele	wh_main_effect_character_stat_missile_resistance	character_to_character_own	10.0
anc_albion_hammer_giant	wh2_dlc10_effect_character_stat_enable_sundering_attacks	character_to_character_own	1.0
anc_albion_hammer_giant	wh_main_effect_character_stat_ap_damage	character_to_character_own	15.0
anc_albion_hammer_giant	wh_main_effect_character_stat_weapon_strength	character_to_character_own	15.0
anc_albion_sun_shield	wh_main_effect_character_stat_missile_resistance	character_to_character_own	30.0
anc_albion_sun_shield	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0
anc_hunter_spear	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	25.0
anc_hunter_spear	wh_main_effect_character_stat_ap_damage	character_to_character_own	20.0
anc_dagger_shadow	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0
anc_dagger_shadow	wh_main_effect_character_stat_melee_attack	character_to_character_own	20.0
anc_dagger_shadow	wh_main_effect_character_stat_missile_resistance	character_to_character_own	-15.0
anc_dagger_shadow	wh3_main_effect_corruption_chaos_characters	character_to_character_own_provincetext	5.0
anc_dagger_shadow	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1.0
anc_albion_chainmail	wh_main_effect_character_stat_armour	character_to_character_own	15.0
anc_albion_chainmail	wh_main_effect_character_stat_missile_resistance	character_to_character_own	8.0
anc_albion_helmet_leader	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	8.0
anc_albion_helmet_leader	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	30.0
anc_albion_helmet_leader	wh_main_effect_attribute_enable_immune_to_psychology	character_to_character_own	1.0
anc_albion_helmet_leader	wh_main_effect_character_stat_leadership	character_to_character_own	8.0
anc_albion_talisman_danu	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0
anc_albion_talisman_danu	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0
anc_albion_talisman_belakor	wh_dlc08_effect_ability_enable_frenzy	character_to_character_own	1.0
anc_albion_talisman_belakor	wh3_main_effect_corruption_chaos_characters	character_to_character_own_provincetext	15.0
anc_albion_talisman_belakor	wh_main_effect_character_stat_bonus_vs_infantry	character_to_character_own	35.0
anc_albion_talisman_belakor	wh_main_effect_character_stat_weapon_strength	character_to_character_own	30.0
anc_albion_scepter_old_ones	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod	general_to_force_own	10.0
anc_albion_scepter_old_ones	wh2_main_effect_ability_enable_shield_of_saphery	character_to_character_own	1.0
anc_albion_staff_of_darkness	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-10.0
anc_albion_staff_of_darkness	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod	general_to_force_own	15.0
anc_albion_staff_of_darkness	wh_main_effect_attribute_enable_causes_fear	character_to_character_own	1.0
anc_albion_staff_of_darkness	wh_main_effect_ability_enable_forbidden_rod	character_to_character_own	1.0
anc_albion_staff_of_darkness	wh3_main_effect_corruption_chaos_characters	character_to_character_own_provincetext	5.0
anc_albion_ogham_shard	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod	character_to_force_own_unseen	5.0
anc_albion_ogham_shard	wh_main_effect_character_stat_magic_resistance	character_to_character_own	15.0
anc_albion_ogham_shard	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-2.0
anc_albion_hound_statue	wh_main_effect_attribute_enable_stalk	character_to_character_own	1.0
anc_albion_hound_statue	wh_main_effect_attribute_enable_vanguard_deployment	character_to_character_own	1.0
anc_albion_hound_statue	wh_main_effect_character_stat_speed	character_to_character_own	10.0
anc_albion_skull_trophies	wh2_main_effect_ability_enable_skv_trophy_heads_assassin	character_to_character_own	1.0
elo_staff_of_dural_durak	elo_staff_of_dural_durak	character_to_character_own	1.0
elo_staff_of_dural_durak	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod	character_to_force_own_unseen	20.0
elo_staff_of_dural_durak	wh_main_effect_force_stat_magic_resistance_bad	general_to_force_enemy_regionwide	-10.0
elo_amulet_old_ones	elo_amulet_old_ones	character_to_character_own	1.0
elo_amulet_old_ones	wh_main_effect_character_stat_unit_health	character_to_character_own	10.0
elo_amulet_old_ones	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0
elo_amulet_old_ones	wh_main_effect_character_stat_missile_resistance	character_to_character_own	5.0
