chain	chain_set	slot_template	super_chain	remove
	ovn_Waystone_beacon	wh3_main_special_drackle_spire_secondary		false
	ovn_Waystone_beacon	wh3_main_special_fire_mouth_secondary_furs		false
	ovn_Waystone_beacon	wh3_main_special_fortress_of_the_damned_secondary_marble		false
	ovn_Waystone_beacon	wh3_main_special_great_hall_of_greasus_secondary_gold		false
	ovn_Waystone_beacon	wh3_main_special_gristle_valley_secondary_ivory		false
	ovn_Waystone_beacon	wh3_main_special_khazid_bordkarag_secondary		false
	ovn_Waystone_beacon	wh3_main_special_li_temple_secondary		false
	ovn_Waystone_beacon	wh3_main_special_misty_mountain_secondary		false
	ovn_Waystone_beacon	wh3_main_special_palace_of_princes_secondary		false
	ovn_Waystone_beacon	wh3_main_special_shiyamas_rest_secondary		false
	ovn_Waystone_beacon	wh3_main_special_the_challenge_stone_secondary		false
	ovn_Waystone_beacon	wh3_main_special_the_sky_monolith_secondary		false
	ovn_Waystone_beacon	wh3_main_special_the_twisted_towers_secondary		false
	ovn_Waystone_beacon	wh3_main_special_weng_chang_secondary_iron		false
	ovn_Waystone_beacon	wh3_main_special_xing_po_secondary_gems		false
	ovn_Waystone_beacon	wh_dlc15_special_plain_of_bones_darkhold_secondary		false
	ovn_Waystone_beacon	wh_dlc15_special_plain_of_bones_fortress_of_vorag_secondary		false
	ovn_Waystone_beacon	wh_main_dwarf_orc_minor_secondary_savage		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_dyes		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_furs		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_gold		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_iron		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_marble		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_pastures		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_pottery		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_salt		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_timber		false
	ovn_Waystone_beacon	wh_main_human_minor_secondary_wine		false
	ovn_Waystone_beacon	wh_main_norsca_minor_secondary		false
	ovn_Waystone_beacon	wh_main_norsca_minor_secondary_iron		false
	ovn_Waystone_beacon	wh_main_norsca_minor_secondary_marble		false
	ovn_Waystone_beacon	wh_main_norsca_minor_secondary_obsidian		false
	ovn_Waystone_beacon	wh_main_special_bay_of_blades_secondary		false
	ovn_Waystone_beacon	wh_main_special_carroburg_secondary		false
	ovn_Waystone_beacon	wh_main_special_karag_dromar_secondary		false
	ovn_Waystone_beacon	wh_main_special_karak_ungor_secondary		false
	ovn_Waystone_beacon	wh_main_special_luccini_secondary		false
	ovn_Waystone_beacon	wh_main_special_moot_secondary		false
	ovn_Waystone_beacon	wh_main_special_sjoktraken_secondary		false
	ovn_Waystone_beacon	wh_main_special_tobaro_secondary		false
	ovn_Waystone_beacon	wh_main_special_tower_of_khrakk_secondary		false
	ovn_Waystone_beacon	wh_main_special_ubersreik_secondary		false
	ovn_Waystone_marker	wh2_dlc09_special_black_tower_of_arkhan_secondary		false
	ovn_Waystone_marker	wh2_dlc09_special_ka_sabar_secondary		false
	ovn_Waystone_marker	wh2_dlc14_special_gnoblar_country_pigbarter_secondary		false
	ovn_Waystone_marker	wh2_dlc14_special_the_broken_teeth_nagashizar_secondary		false
	ovn_Waystone_marker	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary		false
	ovn_Waystone_marker	wh2_dlc15_special_grom_peak_secondary		false
	ovn_Waystone_marker	wh2_dlc15_special_morgheim_secondary		false
	ovn_Waystone_marker	wh2_dlc17_mine_of_bearded_skulls_major_secondary		false
	ovn_Waystone_marker	wh2_main_human_major_secondary_animals		false
	ovn_Waystone_marker	wh2_main_human_major_secondary_gems		false
	ovn_Waystone_marker	wh2_main_human_major_secondary_medicine		false
	ovn_Waystone_marker	wh2_main_human_major_secondary_obsidian		false
	ovn_Waystone_marker	wh2_main_human_major_secondary_spices		false
	ovn_Waystone_marker	wh2_main_special_altar_of_ultimate_darkness_secondary		false
	ovn_Waystone_marker	wh2_main_special_galbaraz_secondary		false
	ovn_Waystone_marker	wh2_main_special_galleons_graveyard_secondary		false
	ovn_Waystone_marker	wh2_main_special_ghrond_secondary		false
	ovn_Waystone_marker	wh2_main_special_hag_graef_secondary		false
	ovn_Waystone_marker	wh2_main_special_hef_vauls_anvil_secondary		false
	ovn_Waystone_marker	wh2_main_special_hellpit_secondary		false
	ovn_Waystone_marker	wh2_main_special_hexoatl_secondary		false
	ovn_Waystone_marker	wh2_main_special_itza_secondary		false
	ovn_Waystone_marker	wh2_main_special_karag_orrud_secondary		false
	ovn_Waystone_marker	wh2_main_special_karak_izor_secondary		false
	ovn_Waystone_marker	wh2_main_special_karak_zorn_secondary		false
	ovn_Waystone_marker	wh2_main_special_khemri_secondary		false
	ovn_Waystone_marker	wh2_main_special_kraka_drak_secondary		false
	ovn_Waystone_marker	wh2_main_special_lahmia_secondary		false
	ovn_Waystone_marker	wh2_main_special_lothern_secondary		false
	ovn_Waystone_marker	wh2_main_special_naggarond_secondary		false
	ovn_Waystone_marker	wh2_main_special_oyxl_secondary		false
	ovn_Waystone_marker	wh2_main_special_parravon_secondary		false
	ovn_Waystone_marker	wh2_main_special_pyramid_of_nagash_secondary		false
	ovn_Waystone_marker	wh2_main_special_quintex_secondary		false
	ovn_Waystone_marker	wh2_main_special_sartosa_secondary		false
	ovn_Waystone_marker	wh2_main_special_skavenblight_secondary		false
	ovn_Waystone_marker	wh2_main_special_skeggi_secondary_major		false
	ovn_Waystone_marker	wh2_main_special_the_awakening_secondary		false
	ovn_Waystone_marker	wh2_main_special_tlaxtlan_secondary		false
	ovn_Waystone_marker	wh2_main_special_tor_achare_secondary		false
	ovn_Waystone_marker	wh2_main_special_tor_anlec_secondary		false
	ovn_Waystone_marker	wh2_main_special_tor_anroc_secondary		false
	ovn_Waystone_marker	wh2_main_special_tor_elyr_secondary		false
	ovn_Waystone_marker	wh2_main_special_tor_koruali_secondary		false
	ovn_Waystone_marker	wh2_main_special_tor_yvresse_secondary		false
	ovn_Waystone_marker	wh2_main_special_tower_of_hoeth_secondary		false
	ovn_Waystone_marker	wh2_main_special_xlanhuapec_secondary		false
	ovn_Waystone_marker	wh3_dlc20_chaos_dark_fortress_secondary		false
	ovn_Waystone_marker	wh3_dlc20_chaos_fortress_secondary		false
	ovn_Waystone_marker	wh3_dlc20_combi_special_bloodwind_keep_secondary_ivory		false
	ovn_Waystone_marker	wh3_dlc20_combi_special_the_crystal_spires_secondary		false
	ovn_Waystone_marker	wh3_dlc20_combi_special_the_writhing_fortress_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_aeslings_conclave_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_ashrak_major_secondary_obsidian		false
	ovn_Waystone_marker	wh3_dlc20_special_baersonlings_camp_secondary_iron		false
	ovn_Waystone_marker	wh3_dlc20_special_bjornlings_gathering_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_black_rock_secondary_obsidian		false
	ovn_Waystone_marker	wh3_dlc20_special_blood_haven_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_brass_keep_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_city_of_splinters_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_daemons_gate_secondary_obsidian		false
	ovn_Waystone_marker	wh3_dlc20_special_doomkeep_secondary_marble		false
	ovn_Waystone_marker	wh3_dlc20_special_fortress_of_the_damned_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_frozen_landing_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_godless_crater_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_graeling_moot_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_icedrake_fjord_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_ironfrost_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_karak_dum_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_okkams_forever_maze_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_plains_of_zanbaijin_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_red_fortress_secondary_obsidian		false
	ovn_Waystone_marker	wh3_dlc20_special_the_forbidden_citadel_secondary_iron		false
	ovn_Waystone_marker	wh3_dlc20_special_the_gallows_tree_secondary_timber		false
	ovn_Waystone_marker	wh3_dlc20_special_the_howling_citadel_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_the_lost_palace_secondary_furs		false
	ovn_Waystone_marker	wh3_dlc20_special_the_palace_of_ruin_secondary_spices		false
	ovn_Waystone_marker	wh3_dlc20_special_the_shifting_monolith_secondary_gold		false
	ovn_Waystone_marker	wh3_dlc20_special_the_silvered_tower_of_sorcerers_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_the_twisted_towers_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_tower_of_khrakk_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_troll_fjord_secondary_salt		false
	ovn_Waystone_marker	wh3_dlc20_special_uzkulak_major_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_varg_camp_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_zerulous_secondary		false
	ovn_Waystone_marker	wh3_dlc20_special_zharr_naggrund_secondary_obsidian		false
	ovn_Waystone_marker	wh3_main_human_major_secondary_ivory		false
	ovn_Waystone_marker	wh3_main_prologue_dervingard_secondary		false
	ovn_Waystone_marker	wh3_main_special_fu_hung_secondary_dyes		false
	ovn_Waystone_marker	wh3_main_special_infernius_major_secondary		false
	ovn_Waystone_marker	wh3_main_special_karak_azorn_secondary		false
	ovn_Waystone_marker	wh3_main_special_karak_vrag_secondary		false
	ovn_Waystone_marker	wh3_main_special_nan_gau_secondary_pottery		false
	ovn_Waystone_marker	wh3_main_special_nuln_secondary_iron		false
	ovn_Waystone_marker	wh3_main_special_red_fortress_secondary_ivory		false
	ovn_Waystone_marker	wh3_main_special_sabre_mountain_secondary		false
	ovn_Waystone_marker	wh3_main_special_shang_yang_secondary_spices		false
	ovn_Waystone_marker	wh3_main_special_the_crystal_spires_secondary		false
	ovn_Waystone_marker	wh3_main_special_the_palace_of_ruin_secondary_marble		false
	ovn_Waystone_marker	wh3_main_special_the_sunken_sewers_secondary		false
	ovn_Waystone_marker	wh3_main_special_the_volary_secondary		false
	ovn_Waystone_marker	wh3_main_special_the_writhing_fortress_secondary		false
	ovn_Waystone_marker	wh3_main_special_tower_of_gorgoth_secondary		false
	ovn_Waystone_marker	wh3_main_special_wei_jin_secondary_spices		false
	ovn_Waystone_marker	wh_dlc15_special_plain_of_bones_fortress_of_vorag_secondary_major		false
	ovn_Waystone_marker	wh_main_dwarf_orc_major_secondary_savage		false
	ovn_Waystone_marker	wh_main_human_major_secondary		false
	ovn_Waystone_marker	wh_main_human_major_secondary_dyes		false
	ovn_Waystone_marker	wh_main_human_major_secondary_furs		false
	ovn_Waystone_marker	wh_main_human_major_secondary_gold		false
	ovn_Waystone_marker	wh_main_human_major_secondary_iron		false
	ovn_Waystone_marker	wh_main_human_major_secondary_marble		false
	ovn_Waystone_marker	wh_main_human_major_secondary_pastures		false
	ovn_Waystone_marker	wh_main_human_major_secondary_pottery		false
	ovn_Waystone_marker	wh_main_human_major_secondary_salt		false
	ovn_Waystone_marker	wh_main_human_major_secondary_timber		false
	ovn_Waystone_marker	wh_main_human_major_secondary_wine		false
	ovn_Waystone_marker	wh_main_norsca_major_secondary		false
	ovn_Waystone_marker	wh_main_norsca_major_secondary_dervingard_special		false
	ovn_Waystone_marker	wh_main_norsca_major_secondary_iron		false
	ovn_Waystone_marker	wh_main_norsca_major_secondary_salt		false
	ovn_Waystone_marker	wh_main_special_black_crag_secondary		false
	ovn_Waystone_marker	wh_main_special_bordeleux_secondary		false
	ovn_Waystone_marker	wh_main_special_carcassonne_secondary		false
	ovn_Waystone_marker	wh_main_special_castle_drakenhof_secondary		false
	ovn_Waystone_marker	wh_main_special_doomkeep_secondary		false
	ovn_Waystone_marker	wh_main_special_eight_peaks_secondary		false
	ovn_Waystone_marker	wh_main_special_karak_azgal_secondary		false
	ovn_Waystone_marker	wh_main_special_karak_azul_secondary		false
	ovn_Waystone_marker	wh_main_special_karak_hirn_secondary		false
	ovn_Waystone_marker	wh_main_special_karak_kadrin_2_secondary		false
	ovn_Waystone_marker	wh_main_special_karak_norn_secondary		false
	ovn_Waystone_marker	wh_main_special_karaz_a_karak_secondary		false
	ovn_Waystone_marker	wh_main_special_magritta_secondary		false
	ovn_Waystone_marker	wh_main_special_middenheim_secondary		false
	ovn_Waystone_marker	wh_main_special_miragliano_secondary		false
	ovn_Waystone_marker	wh_main_special_monolith_of_katam_secondary		false
	ovn_Waystone_marker	wh_main_special_mount_gunbad_secondary		false
	ovn_Waystone_marker	wh_main_special_nuln_secondary		false
	ovn_Waystone_marker	wh_main_special_pfeildorf_secondary		false
	ovn_Waystone_marker	wh_main_special_talabheim_secondary		false
	ovn_Waystone_marker	wh_main_special_zhufbar_secondary		false
	ovn_Waystone_beacon	mixer_roc_minor_secondary_animals_chimera_plateau		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_aarnau		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_altar_of_facades		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_amblepeak		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_animals_caverns_of_sotek		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_animals_eagle_eyries		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_animals_palace_of_princes		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_animals_scarpels_lair		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_animals_shang_wu		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_animals_tor_sethai		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_animals_verdanos		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_antoch		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_aquitaine		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_ash_ridge_mountains		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_ashrak		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_avethir		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_barag_dawazbag		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_bilious_cliffs		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_bitterstone_mine		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_black_creek_spire		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_black_fang		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_bleak_hold_fortress		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_bloodpeak		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_castle_alexandronov		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_castle_von_rauken		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_chill_road		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_chimai		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_circle_of_destruction		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_city_of_the_shugengan		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dai_cheng		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dawns_light		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_desolation_of_drakenmoor		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_doom_glade		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dragonhorn_mines		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dragons_crossroad		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dragons_death		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dusk_peaks		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dyes_cairn_thel		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dyes_el_kalabad		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dyes_gnashraks_lair		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dyes_karak_ziflin		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_dyes_the_black_pillar		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_eilhart		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_eldar_spire		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_evershale		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_fallen_king_mountain		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_fateweavers_crevasse		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_flensburg		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_floating_village		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_fort_oberstyre		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_fort_ostrosk		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_fort_straghov		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_foundry_of_bones		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_fu_chow		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_furs_bridge_of_heaven		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_furs_dietershafen		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_furs_gisoreux		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_furs_plain_of_tuskers		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_furs_varenka_hills		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_furs_venom_glade		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_gems_eye_of_the_panther		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_gems_whitefire_tor		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_glacier_encampment		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_gnobbly_gorge		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_gold_chupayotl		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_gold_the_skull_carvers_abode		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_golden_ziggurat		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_gorger_rock		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_granite_spikes		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_grey_rock_point		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_grimhold		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_grimtop		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_grotrilexs_glare_lighthouse		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_har_kaldra		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_howling_rock		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_icespewer		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_infernius		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_black_iron_mine		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_blood_mountain		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_castle_of_splendour		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_dotternbach		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_fort_jakova		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_hoteks_column		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_ironspike		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_martek		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_montfort		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_storm		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_temple_of_heimkel		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_the_high_sentinel		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_iron_tor_finu		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_ivory_cliff_of_beasts		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_ivory_jade_wind_mountain		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_ivory_karak_krakaten		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_ivory_pillar_of_skulls		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_ivory_the_sinhall_monolith		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_karak_azorn		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_karak_raziak		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_kauark		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_kemperbad		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_kradtommen		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_krugenheim		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_lost_plateau		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_mahrak		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_crucible_of_delights		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_floating_mountain		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_grung_zint		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_macu_peaks		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_springs_of_eternal_life		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_the_monoliths		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_the_sentinels		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_whitepeak		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_wissenburg		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marble_zvorak		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_marks_of_the_old_ones		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_medicine_dragon_fang_mount		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_medicine_mangrove_coast		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_medicine_the_cursed_jungle		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_medicine_the_folly_of_malofex		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_medicine_village_of_the_tigermen		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_medicine_xahutec		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_medicine_yuatek		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_middenstag		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_mighdal_vongalbarak		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_ming_zhu		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_mistnar		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_monolith_of_bubonicus		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_monument_of_izzatal		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_monument_of_the_moon		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_mount_athull		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_mount_grey_hag		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_mount_squighorn		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_mount_thug		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_nagenhof		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_nan_li		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_niedling		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_norden		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_novchozy		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_oakenhammer		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_obsidian_dargoth		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_obsidian_plain_of_spiders		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_pastures_baleful_hills		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_pastures_essen		false
	ovn_Waystone_beacon	mixer_ime_minor_secondary_pastures_great_skull_lakes		false
