bullet_point	unit_key
charge_reflector_vs_large	dwarf_envoy_dwarf_warriors
armour_piercing	vannheim_75th
armoured_and_shielded	grudgebringer_cavalry
anti_infantry	grudgebringer_cavalry
anti_infantry	ragnar_wolves
eric_ragnar	ragnar_wolves
armour_piercing	ludwig_uberdorf_steam_tank_main_units
armoured	ludwig_uberdorf_steam_tank_main_units
terror	ludwig_uberdorf_steam_tank_main_units
unbreakable	ludwig_uberdorf_steam_tank_main_units
anti_infantry	ludwig_uberdorf_gyrobomber_main_units
armour_piercing_ranged	ludwig_uberdorf_gyrobomber_main_units
armoured	ludwig_uberdorf_gyrobomber_main_units
improved_bombing	ludwig_uberdorf_gyrobomber_main_units
armour_piercing_ranged	ludwig_uberdorf
duellist	ludwig_uberdorf
fire_whilst_moving	ludwig_uberdorf
armour_piercing_ranged	ludwig_uberdorf_mount_main_units
fire_whilst_moving	ludwig_uberdorf_mount_main_units
anti_large	wh_main_emp_inf_halberdiers_ovn_gru
armour_piercing	wh_main_emp_inf_halberdiers_ovn_gru
charge_reflector_vs_large	wh_main_emp_inf_halberdiers_ovn_gru
good_range	wh_main_emp_inf_crossbowmen_ovn_gru
decent_melee	wh_dlc04_emp_inf_free_company_militia_0_ovn_gru
hybrid	wh_dlc04_emp_inf_free_company_militia_0_ovn_gru
vanguard_deployment	wh_dlc04_emp_inf_free_company_militia_0_ovn_gru
weak_anti_armour	wh_dlc04_emp_inf_free_company_militia_0_ovn_gru
weak_anti_armour	wh2_dlc13_emp_inf_archers_0_ovn_gru
anti_infantry	wh_main_emp_inf_greatswords_ovn_gru
armour_piercing	wh_main_emp_inf_greatswords_ovn_gru
armoured	wh_main_emp_inf_greatswords_ovn_gru
anti_infantry	wh_main_emp_cav_empire_knights_ovn_gru
armoured_and_shielded	wh_main_emp_cav_empire_knights_ovn_gru
armour_piercing_ranged	wh_main_emp_inf_handgunners_ovn_gru
vanguard_deployment	wh_main_emp_cav_pistoliers_1_ovn_gru
very_fast	wh_main_emp_cav_pistoliers_1_ovn_gru
weak_anti_armour	wh_main_emp_cav_pistoliers_1_ovn_gru
damage_dealer	wh3_main_ogr_inf_ogres_0_ovn_gru
ogre_charge	wh3_main_ogr_inf_ogres_0_ovn_gru
weak_anti_armour	wh3_main_ogr_inf_ogres_0_ovn_gru
armoured_and_shielded	wh_main_dwf_inf_dwarf_warrior_0_ovn_gru
charge_reflector_vs_large	wh_main_dwf_inf_dwarf_warrior_0_ovn_gru
shielded	wh_main_emp_inf_swordsmen_ovn_gru
anti_large	wh_main_emp_inf_spearmen_0_ovn_gru
charge_reflector_vs_large	wh_main_emp_inf_spearmen_0_ovn_gru
anti_large	wh_main_dwf_inf_slayers_ovn_gru
deathblow	wh_main_dwf_inf_slayers_ovn_gru
fast_dwarf	wh_main_dwf_inf_slayers_ovn_gru
whirling_axes	wh_main_dwf_inf_slayers_ovn_gru
armour_piercing	wh3_main_ogr_inf_maneaters_0_ovn_gru
ogre_charge	wh3_main_ogr_inf_maneaters_0_ovn_gru
anti_large	wh3_main_ogr_inf_maneaters_2_ovn_gru
armour_piercing	wh3_main_ogr_inf_maneaters_2_ovn_gru
ogre_charge	wh3_main_ogr_inf_maneaters_2_ovn_gru
armour_piercing	wh3_main_ogr_inf_maneaters_3_ovn_gru
fire_whilst_moving	wh3_main_ogr_inf_maneaters_3_ovn_gru
hybrid	wh3_main_ogr_inf_maneaters_3_ovn_gru
ogre_charge	wh3_main_ogr_inf_maneaters_3_ovn_gru
armour_piercing	wh_main_dwf_inf_dwarf_warrior_1_ovn_gru
armoured	wh_main_dwf_inf_dwarf_warrior_1_ovn_gru
anti_infantry	ovn_grudge_grn_mon_giant_boss
armour_piercing	ovn_grudge_grn_mon_giant_boss
terror	ovn_grudge_grn_mon_giant_boss
armour_piercing	wh3_main_ogr_inf_maneaters_1_ovn_gru
ogr_ironfist	wh3_main_ogr_inf_maneaters_1_ovn_gru
ogre_charge	wh3_main_ogr_inf_maneaters_1_ovn_gru
anti_infantry	wh_main_emp_art_mortar_ovn_gru
anti_large	wh_main_emp_art_great_cannon_ovn_gru
armour_piercing_ranged	wh_main_emp_art_great_cannon_ovn_gru
good_range	wh_main_emp_art_great_cannon_ovn_gru
armour_piercing_ranged	matthias
duellist	matthias
fire_whilst_moving	matthias
decent_melee	luther_flamenstrike
spellcaster	luther_flamenstrike
decent_melee	luther_flamenstrike_mount
spellcaster	luther_flamenstrike_mount
armour_piercing_ranged	grudgebringers_wagon
armoured	grudgebringers_wagon
fire_whilst_moving	grudgebringers_wagon
