building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip	building_frame_override
ovn_arb_city_barracks_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_cityinfantry	false	ovn_arb_city_barracks_1	true	
ovn_arb_city_barracks_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_cityinfantry	false	ovn_arb_city_barracks_2	true	
ovn_arb_city_barracks_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_cityinfantry	false	ovn_arb_city_barracks_3	true	
ovn_arb_city_barracks_4		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_cityinfantry	false	ovn_arb_city_barracks_4	true	
ovn_arb_nomad_infantry_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_nomadinfantry	false	ovn_arb_nomad_infantry_1	true	
ovn_arb_nomad_infantry_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_nomadinfantry	false	ovn_arb_nomad_infantry_2	true	
ovn_arb_nomad_infantry_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_nomadinfantry	false	ovn_arb_nomad_infantry_3	true	
ovn_arb_nomad_cavalry_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_cavalry	false	ovn_arb_nomad_cavalry_1	true	
ovn_arb_nomad_cavalry_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_cavalry	false	ovn_arb_nomad_cavalry_2	true	
ovn_arb_nomad_cavalry_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_cavalry	false	ovn_arb_nomad_cavalry_3	true	
ovn_arb_nomad_cavalry_4		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_cavalry	false	ovn_arb_nomad_cavalry_4	true	
ovn_arb_djinn_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_djinn	false	ovn_arb_djinn_1	true	
ovn_arb_djinn_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_djinn	false	ovn_arb_djinn_2	true	
ovn_arb_djinn_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_djinn	false	ovn_arb_djinn_3	true	
ovn_arb_elephants_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_elephants	false	ovn_arb_elephants_1	true	
ovn_arb_elephants_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_elephants	false	ovn_arb_elephants_2	true	
ovn_arb_artillery_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_artillery	false	ovn_arb_artillery_1	true	
ovn_arb_artillery_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_artillery	false	ovn_arb_artillery_2	true	
ovn_arb_artillery_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_artillery	false	ovn_arb_artillery_3	true	
ovn_arb_defence_major_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_walls	false	ovn_arb_defence_major_1	true	
ovn_arb_defence_major_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_walls	false	ovn_arb_defence_major_2	true	
ovn_arb_defence_major_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_walls	false	ovn_arb_defence_major_3	true	
ovn_arb_defence_minor_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	empire_garrison	false	ovn_arb_defence_minor_1	true	
ovn_arb_defence_minor_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	empire_garrison	false	ovn_arb_defence_minor_2	true	
ovn_arb_growth_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_growth	false	ovn_arb_growth_1	true	
ovn_arb_growth_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_growth	false	ovn_arb_growth_2	true	
ovn_arb_growth_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_growth	false	ovn_arb_growth_3	true	
ovn_arb_income_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_income	false	ovn_arb_income_1	true	
ovn_arb_income_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_income	false	ovn_arb_income_2	true	
ovn_arb_income_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_income	false	ovn_arb_income_3	true	
ovn_arb_order_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_order	false	ovn_arb_order_1	true	
ovn_arb_order_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_order	false	ovn_arb_order_2	true	
ovn_arb_order_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_order	false	ovn_arb_order_3	true	
ovn_arb_slaves_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_slaves	false	ovn_arb_slaves_1	true	
ovn_arb_slaves_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_slaves	false	ovn_arb_slaves_2	true	
ovn_arb_slaves_1			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_slaves	true	ovn_arb_slaves_1	true	
ovn_arb_slaves_2			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_slaves	true	ovn_arb_slaves_2	true	
ovn_arb_healing_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_healing	false	ovn_arb_healing_1	true	
ovn_arb_healing_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_healing	false	ovn_arb_healing_2	true	
wh3_main_foreign_slot_discovery_arb_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	dlc12_patrols	false	wh3_main_foreign_slot_discovery_arb_1	true	
wh3_main_foreign_slot_discovery_arb_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	dlc12_patrols	false	wh3_main_foreign_slot_discovery_arb_2	true	
wh3_main_foreign_slot_discovery_arb_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	dlc12_patrols	false	wh3_main_foreign_slot_discovery_arb_3	true	
ovn_arb_defence_norsca_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	empire_garrison	false	ovn_arb_defence_minor_1	true	
ovn_arb_defence_major_1_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	tmb_ walls	false	wh2_dlc09_tmb_walls_1	true	
ovn_arb_defence_major_2_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	tmb_ walls	false	wh2_dlc09_tmb_walls_2	true	
ovn_arb_defence_major_3_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	tmb_ walls	false	wh2_dlc09_tmb_walls_3	true	
ovn_arb_defence_minor_1_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	tmb_ garrison	false	wh2_dlc09_tmb_garrison_1	true	
ovn_arb_defence_minor_2_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	tmb_ garrison	false	wh2_dlc09_tmb_garrison_2	true	
ovn_arb_growth_1			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_growth	true	ovn_arb_growth_1	true	
ovn_arb_growth_2			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_growth	true	ovn_arb_growth_2	true	
ovn_arb_growth_3			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_growth	true	ovn_arb_growth_3	true	
ovn_arb_income_1			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_income	true	ovn_arb_income_1	true	
ovn_arb_income_2			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_income	true	ovn_arb_income_2	true	
ovn_arb_income_3			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_income	true	ovn_arb_income_3	true	
ovn_arb_order_1			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_order	true	ovn_arb_order_1	true	
ovn_arb_order_2			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_order	true	ovn_arb_order_2	true	
ovn_arb_order_3			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_order	true	ovn_arb_order_3	true	
ovn_arb_growth_1_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_growth	false	ovn_arb_growth_1	true	
ovn_arb_growth_2_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_growth	false	ovn_arb_growth_2	true	
ovn_arb_growth_3_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_growth	false	ovn_arb_growth_3	true	
ovn_arb_income_1_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_income	false	ovn_arb_income_1	true	
ovn_arb_income_2_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_income	false	ovn_arb_income_2	true	
ovn_arb_income_3_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_income	false	ovn_arb_income_3	true	
ovn_arb_order_1_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_order	false	ovn_arb_order_1	true	
ovn_arb_order_2_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_order	false	ovn_arb_order_2	true	
ovn_arb_order_3_scythans			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	araby_order	false	ovn_arb_order_3	true	
