building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip	building_frame_override
ovn_special_copher_port_araby_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	copher_special_port	false	ovn_special_copher_port_araby	true	
ovn_special_copher_port_araby_ruin		ovn_sc_arb_araby		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin	false	ovn_special_copher_port_araby	true	
ovn_special_college_of_sorcerers		ovn_sc_arb_araby		wh_main_PLACEHOLDER	empire_altdorf_college	false	ovn_special_college_of_sorcerers	true	
ovn_special_great_slave_market		ovn_sc_arb_araby		wh_main_PLACEHOLDER	slave_bazaar	false	ovn_special_great_slave_market	true	
ovn_special_great_slave_market			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	slave_bazaar	true	ovn_special_great_slave_market	true	
ovn_special_atalan_mountain_peaks		ovn_sc_arb_araby		wh_main_PLACEHOLDER	atalan_peaks	false	ovn_special_atalan_mountain_peaks	true	
wh_main_special_settlement_couronne_1_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	ovn_arb_settlement_major_1	true	
wh_main_special_settlement_couronne_2_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	ovn_arb_settlement_major_2	true	
wh_main_special_settlement_couronne_3_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	ovn_arb_settlement_major_3	true	
wh_main_special_settlement_couronne_4_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	ovn_arb_settlement_major_4	true	
wh_main_special_settlement_couronne_5_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	ovn_arb_settlement_major_5	true	
wh_main_special_settlement_miragliano_1_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	tilea_city_miragliano	false	ovn_arb_settlement_major_1	true	
wh_main_special_settlement_miragliano_2_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	tilea_city_miragliano	false	ovn_arb_settlement_major_2	true	
wh_main_special_settlement_miragliano_3_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	tilea_city_miragliano	false	ovn_arb_settlement_major_3	true	
wh_main_special_settlement_miragliano_4_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	tilea_city_miragliano	false	ovn_arb_settlement_major_4	true	
wh_main_special_settlement_miragliano_5_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	tilea_city_miragliano	false	ovn_arb_settlement_major_5	true	
wh_main_special_settlement_castle_drakenhof_1_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	ovn_arb_settlement_major_1	true	
wh_main_special_settlement_castle_drakenhof_2_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	ovn_arb_settlement_major_2	true	
wh_main_special_settlement_castle_drakenhof_3_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	ovn_arb_settlement_major_3	true	
wh_main_special_settlement_castle_drakenhof_4_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	ovn_arb_settlement_major_4	true	
wh_main_special_settlement_castle_drakenhof_5_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	ovn_arb_settlement_major_5	true	
wh2_main_special_settlement_sartosa_emp_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	sartosa_settlement	false	ovn_arb_settlement_major_1	true	
wh2_main_special_settlement_sartosa_emp_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	sartosa_settlement	false	ovn_arb_settlement_major_2	true	
wh2_main_special_settlement_sartosa_emp_3		ovn_sc_arb_araby		wh_main_PLACEHOLDER	sartosa_settlement	false	ovn_arb_settlement_major_3	true	
wh2_main_special_settlement_sartosa_emp_4		ovn_sc_arb_araby		wh_main_PLACEHOLDER	sartosa_settlement	false	ovn_arb_settlement_major_4	true	
wh2_main_special_settlement_sartosa_emp_5		ovn_sc_arb_araby		wh_main_PLACEHOLDER	sartosa_settlement	false	ovn_arb_settlement_major_5	true	
wh_main_special_settlement_altdorf_1_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	empire_city_altdorf	false	ovn_arb_settlement_major_1	true	
wh_main_special_settlement_altdorf_2_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	empire_city_altdorf	false	ovn_arb_settlement_major_2	true	
wh_main_special_settlement_altdorf_3_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	empire_city_altdorf	false	ovn_arb_settlement_major_3	true	
wh_main_special_settlement_altdorf_4_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	empire_city_altdorf	false	ovn_arb_settlement_major_4	true	
wh_main_special_settlement_altdorf_5_emp		ovn_sc_arb_araby		wh_main_PLACEHOLDER	empire_city_altdorf	false	ovn_arb_settlement_major_5	true	
