faction	unit	name	variant	unit_card
ovn_emp_grudgebringers	wh_main_emp_inf_spearmen_0	wh_main_emp_inf_spearmen_0_gru	wh_main_emp_inf_spearmen_0_gru	wh_main_emp_spearmen_gru
ovn_emp_grudgebringers	wh_main_emp_inf_crossbowmen	wh_main_emp_inf_crossbowmen_gru	wh_main_emp_inf_crossbowmen_gru	wh_main_emp_crossbowmen_gru
ovn_emp_grudgebringers	wh2_dlc13_emp_inf_archers_0	wh2_dlc13_emp_inf_archers_0_gru	wh2_dlc13_emp_inf_archers_0_gru	wh2_dlc13_emp_archers_gru
ovn_emp_grudgebringers	wh_main_emp_inf_handgunners	wh_main_emp_inf_handgunners_gru	wh_main_emp_inf_handgunners_gru	wh_main_emp_handgunners_gru
ovn_emp_grudgebringers	wh_main_emp_inf_greatswords	wh_main_emp_inf_greatswords_gru	wh_main_emp_inf_greatswords_gru	wh_main_emp_greatswords_gru
ovn_emp_grudgebringers	wh_main_emp_cav_empire_knights	wh_main_emp_cav_empire_knights_gru	wh_main_emp_cav_empire_knights_gru	wh_main_emp_empire_knights_gru
ovn_emp_grudgebringers	wh_main_emp_cav_pistoliers_1	wh_main_emp_cav_pistoliers_1_gru	wh_main_emp_cav_pistoliers_1_gru	wh_main_emp_pistoliers_brace_pistols_gru
ovn_emp_grudgebringers	wh_dlc04_emp_inf_free_company_militia_0	wh_dlc04_emp_inf_free_company_militia_0_gru	wh_dlc04_emp_inf_free_company_militia_0_gru	wh_dlc04_emp_inf_free_company_militia_0_gru
ovn_emp_grudgebringers_CB	wh_main_emp_inf_halberdiers	wh_main_emp_inf_halberdiers_gru	wh_main_emp_inf_halberdiers_gru	wh_main_emp_halberdiers_gru
ovn_emp_grudgebringers_CB	wh_main_emp_inf_spearmen_0	wh_main_emp_inf_spearmen_0_gru	wh_main_emp_inf_spearmen_0_gru	wh_main_emp_spearmen_gru
ovn_emp_grudgebringers_CB	wh_main_emp_inf_crossbowmen	wh_main_emp_inf_crossbowmen_gru	wh_main_emp_inf_crossbowmen_gru	wh_main_emp_crossbowmen_gru
ovn_emp_grudgebringers_CB	wh2_dlc13_emp_inf_archers_0	wh2_dlc13_emp_inf_archers_0_gru	wh2_dlc13_emp_inf_archers_0_gru	wh2_dlc13_emp_archers_gru
ovn_emp_grudgebringers_CB	wh_main_emp_inf_handgunners	wh_main_emp_inf_handgunners_gru	wh_main_emp_inf_handgunners_gru	wh_main_emp_handgunners_gru
ovn_emp_grudgebringers_CB	wh_main_emp_inf_greatswords	wh_main_emp_inf_greatswords_gru	wh_main_emp_inf_greatswords_gru	wh_main_emp_greatswords_gru
ovn_emp_grudgebringers_CB	wh_main_emp_cav_empire_knights	wh_main_emp_cav_empire_knights_gru	wh_main_emp_cav_empire_knights_gru	wh_main_emp_empire_knights_gru
ovn_emp_grudgebringers_CB	wh_main_emp_cav_pistoliers_1	wh_main_emp_cav_pistoliers_1_gru	wh_main_emp_cav_pistoliers_1_gru	wh_main_emp_pistoliers_brace_pistols_gru
ovn_emp_grudgebringers_CB	wh_dlc04_emp_inf_free_company_militia_0	wh_dlc04_emp_inf_free_company_militia_0_gru	wh_dlc04_emp_inf_free_company_militia_0_gru	wh_dlc04_emp_inf_free_company_militia_0_gru
ovn_emp_grudgebringers	wh_main_emp_art_great_cannon	wh_main_emp_art_great_cannon_crew_gru	wh_emp_artillery_crew_gru	wh_main_emp_cannon
ovn_emp_grudgebringers_CB	wh_main_emp_art_great_cannon	wh_main_emp_art_great_cannon_crew_gru	wh_emp_artillery_crew_gru	wh_main_emp_cannon
ovn_emp_grudgebringers	wh_main_emp_art_mortar	wh_main_emp_art_mortar_crew_gru	wh_emp_artillery_crew_gru	wh_main_emp_mortar
ovn_emp_grudgebringers_CB	wh_main_emp_art_mortar	wh_main_emp_art_mortar_crew_gru	wh_emp_artillery_crew_gru	wh_main_emp_mortar
ovn_emp_grudgebringers_CB	wh3_main_ogr_inf_maneaters_0	wh3_main_ogr_gru_inf_maneaters_0	sr_ogre_gru_maneaters_00	wh3_main_ogr_inf_maneaters_0
ovn_emp_grudgebringers	wh3_main_ogr_inf_maneaters_0	wh3_main_ogr_gru_inf_maneaters_0	sr_ogre_gru_maneaters_00	wh3_main_ogr_inf_maneaters_0
ovn_emp_grudgebringers_CB	wh3_main_ogr_inf_maneaters_1	wh3_main_ogr_gru_inf_maneaters_1	sr_ogre_gru_maneaters_01	wh3_main_ogr_inf_maneaters_1
ovn_emp_grudgebringers	wh3_main_ogr_inf_maneaters_1	wh3_main_ogr_gru_inf_maneaters_1	sr_ogre_gru_maneaters_01	wh3_main_ogr_inf_maneaters_1
ovn_emp_grudgebringers_CB	wh3_main_ogr_inf_maneaters_2	wh3_main_ogr_gru_inf_maneaters_2	sr_ogre_gru_maneaters_02	wh3_main_ogr_inf_maneaters_2
ovn_emp_grudgebringers	wh3_main_ogr_inf_maneaters_2	wh3_main_ogr_gru_inf_maneaters_2	sr_ogre_gru_maneaters_02	wh3_main_ogr_inf_maneaters_2
ovn_emp_grudgebringers_CB	wh3_main_ogr_inf_maneaters_3	wh3_main_ogr_gru_inf_maneaters_3	sr_ogre_gru_maneaters_03	wh3_main_ogr_inf_maneaters_3
ovn_emp_grudgebringers	wh3_main_ogr_inf_maneaters_3	wh3_main_ogr_gru_inf_maneaters_3	sr_ogre_gru_maneaters_03	wh3_main_ogr_inf_maneaters_3
ovn_emp_grudgebringers_CB	wh_main_dwf_inf_dwarf_warrior_0	wh_main_dwf_inf_dwarf_warrior_gru	wh_main_dwf_inf_dwarf_warrior_0_gru	wh_main_dwf_warriors
ovn_emp_grudgebringers	wh_main_dwf_inf_dwarf_warrior_0	wh_main_dwf_inf_dwarf_warrior_gru	wh_main_dwf_inf_dwarf_warrior_0_gru	wh_main_dwf_warriors
ovn_emp_grudgebringers_CB	wh_main_dwf_inf_dwarf_warrior_1	wh_main_dwf_inf_dwarf_warrior_gru	wh_main_dwf_inf_dwarf_warrior_1_gru	wh_main_dwf_warriors_great_weapons
ovn_emp_grudgebringers	wh_main_dwf_inf_dwarf_warrior_1	wh_main_dwf_inf_dwarf_warrior_gru	wh_main_dwf_inf_dwarf_warrior_1_gru	wh_main_dwf_warriors_great_weapons
