attribute	attribute_group
causes_fear	ovn_arb_cha_sultan_jaffar_0_attributes
immune_to_psychology	ovn_arb_cha_sultan_jaffar_0_attributes
guerrilla_deploy	ovn_arb_cha_sultan_jaffar_0_attributes
encourages	ovn_arb_cha_sultan_jaffar_1_attributes
causes_fear	ovn_arb_cha_sultan_jaffar_1_attributes
immune_to_psychology	ovn_arb_cha_sultan_jaffar_1_attributes
guerrilla_deploy	ovn_arb_cha_sultan_jaffar_1_attributes
encourages	ovn_arb_cha_sultan_jaffar_2_attributes
causes_fear	ovn_arb_cha_sultan_jaffar_2_attributes
causes_terror	ovn_arb_cha_sultan_jaffar_2_attributes
mounted_fire_move	ovn_arb_cha_sultan_jaffar_2_attributes
encourages	ovn_arb_cha_sultan_jaffar_3_attributes
causes_fear	ovn_arb_cha_sultan_jaffar_3_attributes
causes_terror	ovn_arb_cha_sultan_jaffar_3_attributes
flying	ovn_arb_cha_sultan_jaffar_3_attributes
causes_fear	ovn_arb_inf_arabyan_ogres_attributes
ogre_charge	ovn_arb_inf_arabyan_ogres_attributes
cant_run	ovn_arb_art_grand_bombard_attributes
guerrilla_deploy	ovn_arb_cav_flying_carpets_attributes
mounted_fire_move	ovn_arb_cav_flying_carpets_attributes
flying	ovn_arb_cav_flying_carpets_attributes
causes_fear	ovn_arb_mon_elephant_attributes
rampage	ovn_arb_mon_elephant_attributes
causes_fear	ovn_arb_mon_war_elephant_attributes
causes_terror	ovn_arb_mon_war_elephant_attributes
rampage	ovn_arb_mon_war_elephant_attributes
encourages	ovn_arb_cha_sheikh_3_attributes
causes_fear	ovn_arb_cha_sheikh_3_attributes
causes_terror	ovn_arb_cha_sheikh_3_attributes
mounted_fire_move	ovn_arb_cha_sheikh_3_attributes
hide_forest	ovn_arb_cav_jezzail_camel_attributes
guerrilla_deploy	ovn_arb_cav_jezzail_camel_attributes
mounted_fire_move	ovn_arb_cav_jezzail_camel_attributes
hide_forest	ovn_arb_cav_archer_camel_attributes
guerrilla_deploy	ovn_arb_cav_archer_camel_attributes
mounted_fire_move	ovn_arb_cav_archer_camel_attributes
hide_forest	ovn_arb_cav_lancer_camel_attributes
causes_fear	ovn_arb_mon_war_elephant_ror_2_2_attributes
causes_terror	ovn_arb_mon_war_elephant_ror_2_2_attributes
mounted_fire_move	ovn_arb_mon_war_elephant_ror_2_2_attributes
causes_fear	ovn_arb_cav_scorpion_riders_attributes
hide_forest	ovn_arb_cav_scorpion_riders_attributes
immune_to_psychology	ovn_arb_cav_scorpion_riders_attributes
guerrilla_deploy	ovn_arb_cav_scorpion_riders_attributes
hide_forest	ovn_arb_mon_genie_attributes
strider	ovn_arb_mon_genie_attributes
causes_fear	ovn_arb_mon_genie_attributes
causes_terror	ovn_arb_mon_genie_attributes
daemonic	ovn_arb_mon_genie_attributes
hide_forest	ovn_arb_mon_sea_nymph_attributes
strider	ovn_arb_mon_sea_nymph_attributes
causes_fear	ovn_arb_mon_sea_nymph_attributes
causes_terror	ovn_arb_mon_sea_nymph_attributes
daemonic	ovn_arb_mon_sea_nymph_attributes
hide_forest	ovn_arb_mon_desert_spirit_attributes
causes_fear	ovn_arb_mon_desert_spirit_attributes
causes_terror	ovn_arb_mon_desert_spirit_attributes
daemonic	ovn_arb_mon_desert_spirit_attributes
hide_forest	ovn_arb_mon_fire_efreet_attributes
causes_fear	ovn_arb_mon_fire_efreet_attributes
causes_terror	ovn_arb_mon_fire_efreet_attributes
daemonic	ovn_arb_mon_fire_efreet_attributes
hide_forest	ovn_arb_mon_tempest_djinn_attributes
causes_fear	ovn_arb_mon_tempest_djinn_attributes
causes_terror	ovn_arb_mon_tempest_djinn_attributes
daemonic	ovn_arb_mon_tempest_djinn_attributes
encourages	ovn_arb_cha_magician_life_0_attributes
hide_forest	ovn_arb_cha_magician_life_0_attributes
always_flying	ovn_arb_cha_golden_magus_2_attributes
mounted_fire_move	ovn_arb_cha_golden_magus_2_attributes
encourages	ovn_arb_cha_magician_desert_0_attributes
hide_forest	ovn_arb_cha_magician_desert_0_attributes
encourages	ovn_arb_cha_magician_fire_0_attributes
hide_forest	ovn_arb_cha_magician_fire_0_attributes
encourages	ovn_arb_cha_magician_heavens_0_attributes
hide_forest	ovn_arb_cha_magician_heavens_0_attributes
encourages	ovn-arb_djinn_carriage_attributes
hide_forest	ovn-arb_djinn_carriage_attributes
encourages	ovn_arb_cha_magician_desert_1_attributes
hide_forest	ovn_arb_cha_magician_desert_1_attributes
encourages	ovn_arb_cha_magician_fire_1_attributes
hide_forest	ovn_arb_cha_magician_fire_1_attributes
encourages	ovn_arb_cha_magician_heavens_1_attributes
hide_forest	ovn_arb_cha_magician_heavens_1_attributes
encourages	ovn_arb_cha_magician_life_2_attributes
flying	ovn_arb_cha_magician_life_2_attributes
encourages	ovn_arb_cha_magician_desert_2_attributes
flying	ovn_arb_cha_magician_desert_2_attributes
encourages	ovn_arb_cha_magician_fire_2_attributes
flying	ovn_arb_cha_magician_fire_2_attributes
encourages	ovn_arb_cha_magician_heavens_2_attributes
flying	ovn_arb_cha_magician_heavens_2_attributes
encourages	ovn_arb_cha_golden_magus_0_attributes
encourages	ovn_arb_cha_golden_magus_1_attributes
encourages	ovn_arb_cha_golden_magus_2_attributes
hide_forest	ovn_arb_mon_genie_summoned_attributes
strider	ovn_arb_mon_genie_summoned_attributes
causes_fear	ovn_arb_mon_genie_summoned_attributes
causes_terror	ovn_arb_mon_genie_summoned_attributes
encourages	roy_arb_cha_nomad_attributes
guerrilla_deploy	roy_arb_cha_nomad_attributes
hide_forest	roy_arb_cha_nomad_attributes
mounted_fire_move	roy_arb_cha_nomad_attributes
immune_to_psychology	roy_arb_cha_nomad_attributes
encourages	ovn_arb_cha_nomad_1_attributes
guerrilla_deploy	ovn_arb_cha_nomad_1_attributes
hide_forest	ovn_arb_cha_nomad_1_attributes
mounted_fire_move	ovn_arb_cha_nomad_1_attributes
immune_to_psychology	ovn_arb_cha_nomad_1_attributes
encourages	ovn_arb_cha_nomad_2_attributes
guerrilla_deploy	ovn_arb_cha_nomad_2_attributes
hide_forest	ovn_arb_cha_nomad_2_attributes
mounted_fire_move	ovn_arb_cha_nomad_2_attributes
immune_to_psychology	ovn_arb_cha_nomad_2_attributes
encourages	ovn_arb_cha_champion_0_attributes
hide_forest	ovn_arb_cha_champion_0_attributes
encourages	ovn_arb_cha_champion_1_attributes
hide_forest	ovn_arb_cha_champion_1_attributes
encourages	ovn_arb_cha_champion_2_attributes
hide_forest	ovn_arb_cha_champion_2_attributes
encourages	ovn_arb_cha_champion_3_attributes
causes_fear	ovn_arb_cha_champion_3_attributes
causes_terror	ovn_arb_cha_champion_3_attributes
mounted_fire_move	ovn_arb_cha_champion_3_attributes
encourages	ovn_arb_cha_sheikh_1_attributes
hide_forest	ovn_arb_cha_sheikh_1_attributes
encourages	ovn_arb_cha_nomad_3_attributes
guerrilla_deploy	ovn_arb_cha_nomad_3_attributes
hide_forest	ovn_arb_cha_nomad_3_attributes
stalk	ovn_arb_cha_nomad_3_attributes
immune_to_psychology	ovn_arb_cha_nomad_3_attributes
encourages	ovn_arb_cha_nomad_3_summoned_attributes
guerrilla_deploy	ovn_arb_cha_nomad_3_summoned_attributes
hide_forest	ovn_arb_cha_nomad_3_summoned_attributes
stalk	ovn_arb_cha_nomad_3_summoned_attributes
immune_to_psychology	ovn_arb_cha_nomad_3_summoned_attributes
encourages	arb_fatandira_attributes
charge_defense_vs_large	arb_fatandira_attributes
hide_forest	arb_fatandira_attributes
encourages	ovn_arb_cha_fatandira_1_attributes
hide_forest	ovn_arb_cha_fatandira_1_attributes
mounted_fire_move	ovn_arb_cha_fatandira_1_attributes
encourages	ovn_arb_cha_fatandira_2_attributes
causes_fear	ovn_arb_cha_fatandira_2_attributes
mounted_fire_move	ovn_arb_cha_fatandira_2_attributes
flying	ovn_arb_cha_fatandira_2_attributes
hide_forest	ovn_arb_inf_arabyan_spearmen_summoned_0_attributes
unbreakable	ovn_arb_inf_arabyan_spearmen_summoned_0_attributes
charge_defense_vs_large	ovn_arb_inf_arabyan_spearmen_summoned_0_attributes
hide_forest	ovn_arb_inf_arabyan_spearmen_summoned_1_attributes
unbreakable	ovn_arb_inf_arabyan_spearmen_summoned_1_attributes
charge_defense_vs_large	ovn_arb_inf_arabyan_spearmen_summoned_1_attributes
causes_fear	ovn_arb_mon_war_elephant_ror_1_attributes
causes_terror	ovn_arb_mon_war_elephant_ror_1_attributes
mounted_fire_move	ovn_arb_mon_war_elephant_ror_1_attributes
causes_fear	ovn_arb_mon_necrofex_colossus_attributes
causes_terror	ovn_arb_mon_necrofex_colossus_attributes
mounted_fire_move	ovn_arb_mon_necrofex_colossus_attributes
undead	ovn_arb_mon_necrofex_colossus_attributes
guerrilla_deploy	ovn_arb_cav_flying_carpets_ror_attributes
mounted_fire_move	ovn_arb_cav_flying_carpets_ror_attributes
flying	ovn_arb_cav_flying_carpets_ror_attributes
encourages	arb_vizier_fire_0_attributes
hide_forest	arb_vizier_fire_0_attributes
encourages	arb_vizier_fire_1_attributes
hide_forest	arb_vizier_fire_1_attributes
encourages	arb_vizier_fire_2_attributes
flying	arb_vizier_fire_2_attributes
encourages	arb_vizier_life_0_attributes
hide_forest	arb_vizier_life_0_attributes
encourages	arb_vizier_life_1_attributes
hide_forest	arb_vizier_life_1_attributes
encourages	arb_vizier_life_2_attributes
flying	arb_vizier_life_2_attributes
encourages	arb_vizier_heavens_0_attributes
hide_forest	arb_vizier_heavens_0_attributes
encourages	arb_vizier_heavens_1_attributes
hide_forest	arb_vizier_heavens_1_attributes
encourages	arb_vizier_heavens_2_attributes
flying	arb_vizier_heavens_2_attributes
encourages	arb_vizier_desert_0_attributes
hide_forest	arb_vizier_desert_0_attributes
encourages	arb_vizier_desert_1_attributes
hide_forest	arb_vizier_desert_1_attributes
encourages	arb_vizier_desert_2_attributes
flying	arb_vizier_desert_2_attributes
flying	ovn_arb_mon_giant_vulture_feral_attributes
causes_fear	ovn_arb_mon_giant_vulture_feral_attributes
causes_terror	ovn_arb_mon_giant_vulture_feral_attributes
rampage	ovn_arb_mon_giant_vulture_feral_attributes
causes_fear	ovn_arb_cav_waghzen_attributes
causes_terror	ovn_arb_cav_waghzen_attributes
hide_forest	ovn_arb_cav_waghzen_attributes
hide_forest	ovn_arb_mon_enchanted_rope_attributes
stalk	ovn_arb_mon_enchanted_rope_attributes
hide_forest	ovn_arb_mon_enchanted_rope_summoned_attributes
stalk	ovn_arb_mon_enchanted_rope_summoned_attributes
cant_run	ovn_arb_art_naphtha_thrower_attributes
unbreakable	ovn_arb_veh_naphtha_thrower_ror_attributes
hide_forest	ovn_arb_cav_lancer_camel_ror_attributes
cant_run	ovn_arb_art_quadballista_attributes
hide_forest	ovn_arb_art_quadballista_attributes
cant_run	ovn_arb_art_quadballista_ror_attributes
hide_forest	ovn_arb_art_quadballista_ror_attributes
