variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
ovn_arb_cha_nomad_03		ovn_arb_cha_nomad_03		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_assassin		ovn_arb_cha_nomad_assassin		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_assassin_01		ovn_arb_cha_nomad_assassin_01		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_assassin_02		ovn_arb_cha_nomad_assassin_02		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_assassin_03		ovn_arb_cha_nomad_assassin_03		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_jezzail_01		ovn_arb_cha_nomad_jezzail_01		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_jezzail_02		ovn_arb_cha_nomad_jezzail_02		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_jezzail_03		ovn_arb_cha_nomad_jezzail_03		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_jezzail_campaign_01		ovn_arb_cha_nomad_jezzail_campaign_01		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_jezzail_campaign_02		ovn_arb_cha_nomad_jezzail_campaign_02		1.0000	1.0000	0.0000	
ovn_arb_cha_nomad_jezzail_campaign_03		ovn_arb_cha_nomad_jezzail_campaign_03		1.0000	1.0000	0.0000	
ovn_arb_cha_sheikh_01		ovn_arb_cha_sheikh_01		1.0000	1.1500	0.0000	
ovn_arb_cha_sheikh_02		ovn_arb_cha_sheikh_02		1.0000	1.1500	0.0000	
ovn_arb_cha_sheikh_03		ovn_arb_cha_sheikh_03		1.0000	1.1500	0.0000	
ovn_arb_cha_sultan_jaffar_0		arb_sultan_jaffar		1.0500	1.0500	0.0000	
ovn_arb_cha_sultan_jaffar_1		arb_sultan_jaffar_mounted		1.0500	1.0500	0.0000	
ovn_arb_corsairs		aarb_corsair_dual_swords		1.0000	1.0000	0.0500	
ovn_arb_dervishers		aarb_dervisher_dual_clubs		1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
ovn_arb_desert_spirit		arb_desert_spirit		1.0000	0.6000	0.0500	
ovn_arb_kharmel_ror		aarb_kharmel_ror		1.0000	3.0000	0.0500	
ovn_arb_djinn_vessel_01		arb_djinn_vessel_01		1.0000	1.0000	0.0000	
ovn_arb_djinn_vessel_02		arb_djinn_vessel_02		1.0000	1.0000	0.0000	
ovn_arb_elephant_cannon		arb_elephant_cannon		1.3000	1.2000	0.0000	
ovn_arb_fire_efreet		arb_fire_efreet		1.0000	1.0000	0.0500	
ovn_arb_fire_efreet_ror		arb_fire_efreet_ror		1.0000	1.2000	0.0500	
ovn_arb_flying_carpet_rider		aarb_carpet_rider_sword_bow		1.0000	1.0000	0.0500	
ovn_arb_flying_carpet_rider_ror		aarb_carpet_rider_ror_sword_bomb		1.0000	1.0000	0.0500	
ovn_arb_genie		arb_genie		1.0000	3.0000	0.0000	
ovn_arb_jaffar_genie		arb_jaffar_djinn		1.0000	3.2000	0.0500	
ovn_arb_giant_scorpion		arb_giant_scorpion		1.0000	0.6000	0.0500	
ovn_arb_giant_vulture_feral	VariantMeshes\wh_variantmodels\bi2\grn\grn_wyvern\tech	aarb_giant_vulture		1.0000	1.0000	0.0500	
ovn_arb_jaguar_champions		aarb_jaguar_champion_sword_shield		1.0000	1.0000	0.0500	
ovn_arb_jaguar_champions_ror		aarb_jaguar_champion_ror_sword_shield		1.0000	1.0000	0.0500	
ovn_arb_jaguar_champions_ror_mullah_officer		aarb_jaguar_champion_ror_aklan_officer		1.0000	1.0000	0.0000	
ovn_arb_jezzails		aarb_skirmisher_jezzail_sword		1.0000	1.0000	0.0500	
ovn_arb_jezzails_ror		aarb_rifleman_ror_jezzail_sword		1.0000	1.0000	0.0500	
ovn_arb_mnt_camel	variantmeshes/wh_variantmodels/cm1/arb/arb_camel/tech	arb_camel	hr1\emp\emp_horse\low_poly\emp_horse_lowlod	1.0000	1.0000	0.0000	
ovn_arb_mnt_camel_armoured	variantmeshes/wh_variantmodels/cm1/arb/arb_camel/tech	arb_camel_armoured	hr1\emp\emp_horse\low_poly\emp_horse_lowlod	1.0000	1.0000	0.0000	
ovn_arb_mnt_camel_armoured_ror	variantmeshes/wh_variantmodels/cm1/arb/arb_camel/tech	arb_camel_armoured_ror	hr1\emp\emp_horse\low_poly\emp_horse_lowlod	1.0000	1.0000	0.0000	
ovn_arb_mnt_djinn_siff_campaign	warmachines/chariot/arb_golden_magus_ship/tech_campaign	arb_golden_magus_djinn_skiff_campaign		1.0500	1.0500	0.0000	
ovn_arb_mnt_elephant	variantmeshes/wh_variantmodels/el1/arb/arb_war_elephant/tech	arb_elephant		1.2000	1.2000	0.0000	
ovn_arb_mnt_fatandira_roc	VariantMeshes\wh_variantmodels\bi1\wef\wef_great_eagle\body\tech	arb_fatandira_roc		1.0000	1.0000	0.0000	
ovn_arb_mnt_fatandira_warhorse	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	arb_fatandira_warhorse	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	0.9500	0.9500	0.0000	
ovn_arb_mnt_flying_carpet	VariantMeshes/wh_variantmodels/fc2/arb/arb_flying_carpet/tech/	arb_flying_carpet		0.6000	1.0000	0.0000	
ovn_arb_mnt_giant_vulture_mir	VariantMeshes\wh_variantmodels\bi2\grn\grn_wyvern\tech	aarb_giant_vulture_mir		1.0000	1.0000	0.0500	
ovn_arb_mnt_knight_warhorse	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	arb_knight_warhorse	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	1.0000	1.0000	0.0500	
ovn_arb_mnt_knight_warhorse_ror	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	arb_knight_warhorse_ror	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	1.0000	1.0000	0.0500	
ovn_arb_mnt_royal_war_elephant	variantmeshes/wh_variantmodels/el1/arb/arb_war_elephant/tech_royal	arb_royal_war_elephant		1.4000	1.4000	0.0000	
ovn_arb_mnt_scorpion		arb_giant_scorpion		1.0000	0.6000	0.0500	
ovn_arb_mnt_sipahis_warhorse	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	arb_sipahis_warhorse	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	1.0000	1.0000	0.0500	
ovn_arb_mnt_sipahis_warhorse_ror	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	arb_sipahis_warhorse_ror	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	1.0000	1.0000	0.0500	
ovn_arb_mnt_sheikh_warhorse	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	arb_sheikh_warhorse	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	1.0000	1.0000	0.0500	
ovn_arb_mnt_war_elephant	variantmeshes/wh_variantmodels/el1/arb/arb_war_elephant/tech	arb_war_elephant		1.3000	1.3000	0.0000	
ovn_arb_mnt_war_elephant_ror_1	variantmeshes/wh_variantmodels/el1/arb/arb_ravager_kasabar/tech	arb_kasabar_elephant		1.3000	2.1000	0.0000	
ovn_arb_mnt_war_elephant_ror_2	variantmeshes/wh_variantmodels/el1/arb/arb_war_elephant/tech_ror	arb_cannon_elephant		1.3000	1.3000	0.0000	
ovn_arb_necrofex_colossus	VariantMeshes\wh_variantmodels\gi2\cst\cst_necrofex_colossus\tech	cst_necrofex_colossus		1.0000	1.0000	0.0500	
ovn_arb_pit_fighters		aarb_pit_fighter_sword_shield		1.0000	0.9500	0.0500	
ovn_arb_promethean_hatchlings		cst_rotting_promethean		1.0000	0.6000	0.0500	
ovn_arb_sea_nymph_ror		arb_sea_nymph_ror		1.0000	3.5000	0.0500	
ovn_arb_sea_nymph		arb_sea_nymph		1.0000	3.0000	0.0500	
ovn_arb_sharkas_slaves		arb_sharkas_slaves		1.0000	1.0000	0.0500	
ovn_arb_sipahis		aarb_sipahi_mace_shield		1.0000	1.0000	0.0500	
ovn_arb_sipahis_ror		aarb_sipahi_ror_mace_shield		1.0000	1.0000	0.0500	
ovn_arb_southland_warriors		aarb_southland_warriors_sword		1.0000	1.0000	0.0500	
ovn_arb_tempest_djinn		arb_tempest_djinn		1.0000	1.0000	0.0500	
ovn_arb_tempest_djinn_ror		arb_tempest_djinn_ror		1.0000	1.2000	0.0500	
ovn_arb_tempest_djinn_gm_skiff		arb_tempest_djinn_oarsman		1.0000	1.0000	0.0500	
ovn_arb_tuareg_riders		aarb_mounted_skirmisher_bow_sword		1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
ovn_campaign_arb_ship_agent		campaign_arb_ship_agent		1.0000	0.5000	0.0000	
ovn_campaign_arb_ship_army		campaign_arb_ship_army		1.0000	0.6000	0.0000	
ovn_campaign_arb_ship_flaming_scimitar_army		arb_ship_flaming_scimitar		1.0000	0.8000	0.0000	
ovn_arb_artillery_crew		arb_artillery_crew		1.0000	1.0000	0.0500	
scythan_archers		ovn_arb_scy_archers		1.0000	1.0000	0.0500	
scythan_cataphracts		ovn_arb_scy_cataphracts		1.0000	1.0000	0.0500	
scythan_guard		ovn_arb_scy_guard		1.0000	1.0000	0.0500	
scythan_knights		ovn_arb_scy_knights		1.0000	1.0000	0.0500	
scythan_ranger		ovn_arb_scy_rangers		1.0000	1.0000	0.0500	
scythan_spearmen		ovn_arb_scy_spearmen		1.0000	1.0000	0.0500	
scythan_swordsmen		ovn_arb_scy_swordsmen		1.0000	1.0000	0.0500	
ovn_arb_elephant_mahout		aarb_mahout		1.0000	1.0000	0.0500	
ovn_arb_mnt_hippo	variantmeshes/wh_variantmodels/bo1/arb/arb_hippo/tech	arb_hippo		1.0000	1.5000	0.0000	
ovn_arb_waghzen		aarb_waghzen_dual_clubs		1.0000	1.0000	0.0500	
ovn_arb_enchanted_rope		aarb_enchanted_rope		1.0000	0.9000	0.0500	
ovn_arb_horse	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	arb_horse	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	1.0000	1.0000	0.0500	
ovn_arb_horse_desert_dogs	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	arb_desert_dog_horse	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	1.0000	1.0000	0.0500	
ovn_arb_mnt_flying_carpet_ror	VariantMeshes/wh_variantmodels/fc2/arb/arb_flying_carpet/tech/	arb_flying_carpet_ror		0.6000	1.0000	0.0000	
ovn_arb_djinn_carriage_djinn_cultist		arb_djinn_carriage_djinn_cultist		1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
ovn_arb_ravager_kasabar_crew_whip		aarb_ravager_kasabar_crew_whip		1.0000	1.0000	0.0500	
ovn_arb_ravager_kasabar_crew		aarb_ravager_kasabar_crew_jezzails		1.0000	1.0000	0.0500	
ovn_arb_ravager_kasabar_crew_naffatun		aarb_ravager_kasabar_crew_naffatun		1.0000	1.0000	0.0500	
ovn_arb_veh_air_skiff	warmachines/aircraft/arb_air_skiff/tech/	arb_air_skiff		1.0000	1.0000	0.0000	
ovn_mon_book_djinn		ovn_arb_djinnbook		1.0000	0.2100	0.0500	
