key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time
ovn_arb_inf_jezzails_bullet	musket	small_arm_default		none	1	low	275	0	90	110.0000	10.0000	0.0000	11	22	false	false	0.0500	18.0000	100.0000	1.8000	0	0	wh_emp_rifle_bullet		wh_bullet	-1.0000	false	wh2_dlc09_unit_contact_shieldbreaker	-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	medium	360	false	false	false	false	1	false	false	false	false	1.0000		false	0.3820	0.4000
ovn_arb_inf_jezzails_bullet_ror	musket	small_arm_default		none	1	low	275	0	90	110.0000	10.0000	0.0000	13	24	false	false	0.0500	18.0000	100.0000	1.8000	0	0	wh_emp_rifle_bullet		wh_bullet	-1.0000	false	wh_dlc06_unit_contact_blinded	-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	medium	360	false	false	false	false	1	false	false	false	false	1.0000		false	0.3820	0.4000
araby_nomad_ranger_arrow	arrow	small_arm_default		none	1	dual_low_fixed	170	0	88	50.0000	15.0000	0.0000	10	15	false	false	0.1000	11.0000	120.0000	3.6000	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	4.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	1.0000		false	0.8400	0.4000
roy_arb_nomad_bow_arrow	arrow	small_arm_default		none	1	low	80	0	88	55.0000	70.0000	0.0000	165	40	false	false	0.1000	5.0000	50.0000	0.8000	0	0	ovn_arb_handbow_hashishin		wh_crossbow_bolt_normal	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	very_low	170	false	false	false	false	1	false	false	false	true	1.0000		false	0.7600	0.4000
ovn_arb_inf_jezzails_bullet_nomad	musket	small_arm_default		none	1	low	275	0	90	120.0000	25.0000	0.0000	111	333	false	false	0.0500	13.0000	100.0000	1.8000	0	0	wh_emp_rifle_bullet		wh_bullet	-1.0000	false	wh2_dlc09_unit_contact_shieldbreaker	-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	high	360	false	false	false	false	1	false	false	false	false	1.0000		false	0.3500	0.4000
arb_fatandira_bow_arrow	arrow	small_arm_default		none	1	dual_low_fixed	140	0	88	60.0000	100.0000	0.0000	100	200	false	false	0.1000	8.0000	150.0000	1.0000	0	110	wh2_dlc13_emp_bow_arrow		wh_crossbow_bolt_normal_LH_multi_impact	0.1000	false		-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	medium	300	false	false	false	false	1	false	false	false	false	1.0000		false	0.7000	0.4000
ovn_arb_tempest_djinn_shot	artillery	artillery_default		none	1	low	360	35	75	60.0000	10.0000	0.0000	30	70	false	false	0.2000	16.0000	300.0000	80.0000	0	0	ovn_arb_tempest_djinn_shot		ovn_arb_tempest_djinn_shot	1.0000	true		-1.0000	1	0.0000	25.0000			0.0000	true	true	true	45	high	700	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000
ovn_arb_tempest_djinn_shot_ror	artillery	artillery_default		none	1	low	380	35	75	60.0000	10.0000	0.0000	40	80	false	false	0.2000	16.0000	300.0000	80.0000	0	0	ovn_arb_tempest_djinn_shot_ror		ovn_arb_tempest_djinn_shot	1.0000	true		-1.0000	1	0.0000	25.0000			0.0000	true	true	true	45	high	700	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000
ovn_arb_naphtha_thrower_shot	artillery	artillery_flammable	wh_main_dwf_flamecannon_explosion	none	1	fixed	230	7	35	43.0000	20.0000	0.0000	260	140	false	false	1.0000	10.0000	120.0000	9.9000	0	0	wh_dwf_flame_cannon_blast		wh_flame_cannon_flame	1.6000	true	wh_main_unit_contact_morale	10.0000	1	0.0000	300.0000			1.0000	false	true	true	23	very_low	350	false	false	false	true	3	false	true	false	true	2.0000		false	0.0000	0.4000
ovn_arb_naphtha_thrower_shot_ror	artillery	artillery_flammable	wh_main_dwf_flamecannon_explosion	none	1	fixed	230	7	35	43.0000	20.0000	0.0000	260	140	false	false	1.0000	10.0000	120.0000	9.9000	0	0	wh_dwf_flame_cannon_blast		wh_flame_cannon_flame	1.6000	true	wh_main_unit_contact_morale	10.0000	1	0.0000	300.0000			1.0000	false	true	true	23	very_low	350	false	false	false	true	3	true	true	false	true	2.0000		false	0.0000	0.4000
arb_ballista_projectile	artillery	artillery_default		none	1	low	340	8	40	70.0000	30.0000	0.0000	28	160	false	false	0.1000	13.0000	265.0000	2.9000	0	30	arb_ballista_projectile		wh_bolt_thrower	-1.0000	true		-1.0000	1	0.0000	50.0000			0.0000	false	true	true	45	very_high	700	false	false	false	false	1	false	false	false	true	1.0000		false	0.0000	0.4000
arb_nomad_rider_javelin	javelin	small_arm_default		none	1	dual_low_fixed	80	0	75	46.0000	10.0000	0.0000	15	5	false	false	0.1000	9.0000	50.0000	2.3000	0	15	arb_javelin_projectile		wh_javelin	-1.0000	false		-1.0000	1	0.0000	1.0000			0.0000	false	true	true	50	low	140	false	false	false	false	1	false	false	false	true	1.0000		false	0.9100	0.4000
arb_napthta_bomb	javelin	explosives	arb_naphtha_bomb	grenade_spin	1	low	65	5	60	28.0000	10.0000	0.0000	1	0	false	false	0.2000	9.0000	50.0000	2.3000	0	0	arb_napthta_bomb		wh_miners_blasting_charge	-1.0000	false		-1.0000	1	0.0000	2.0000			10.0000	false	true	true	50	very_low	-1	false	false	false	false	1	false	false	false	true	1.0000		false	1.5000	0.4000
arb_efreet_asscannon_rock	misc	artillery_default	wh3_main_abilities_bellow_of_fury_explosion	grenade_spin	3	low	225	0	88	50.0000	60.0000	0.0000	165	85	false	false	1.0000	6.0000	80.0000	20.0000	0	0	ovn_arb_efreet_asscannon_projectiledisplay		wh3_main_kho_abilities_bellow_of_fury	1.0000	false		3.0000	1	0.0000	45.0000			1.0000	false	true	true	45	medium	700	false	true	false	true	8	false	true	true	true	2.0000		false	0.8000	0.4000
arb_djinn_skiff_cannon_ball	artillery	artillery_default		none	1	low	390	0	65	110.0000	30.0000	0.0000	88	352	true	false	0.3000	11.0000	275.0000	8.0000	0	0	wh_emp_steamtank_cannon_ball		wh_cannon_cannonball_normal	0.3000	true		-1.0000	1	0.0000	340.0000			0.0000	false	true	true	45	very_high_low_entity	500	false	false	true	false	1	true	false	true	true	1.0000		false	0.0000	0.4000
ovn_arb_quadballista_bolts	artillery	artillery_default		none	1	low	380	8	45	80.0000	40.0000	0.0000	30	120	false	false	0.1000	12.0000	275.0000	4.0000	0	50	ovn_arb_quadballista_bolt		wh2_bolt_thrower_eagle_claw	-1.0000	true		-1.0000	1	0.0000	50.0000			0.0000	false	true	true	45	large_2	700	false	false	false	true	1	false	false	false	true	1.0000		false	0.0000	0.4000
ovn_arb_quadballista_bolts_ror	artillery	artillery_default		none	1	low	4000	8	45	80.0000	40.0000	0.0000	30	120	false	false	0.1000	12.0000	275.0000	4.0000	20	50	ovn_arb_quadballista_bolt_ror		wh2_bolt_thrower_eagle_claw	-1.0000	true		-1.0000	1	0.0000	50.0000	wh_grn_doomdiver_goblin	doom_diver	0.0000	true	true	true	45	large_2	900	false	false	false	true	1	false	false	false	true	1.0000		false	0.0000	0.4000
ovn_arb_bombard_cannon_ability_projectile	artillery	artillery_default	wh2_dlc14_skv_poison_wind_mortar	axe_spin	1	low	900	0	56	90.0000	10.0000	0.0000	88	352	false	false	0.1600	14.0000	175.0000	300.0000	20	50	wh2_dlc14_skv_poison_wind_mortar_globe		wh2_dlc14_skv_poison_wind_mortar_globe	0.2000	false	arb_ror_bombard_contact_efffect_spawn_dummy	-1.0000	1	0.0000	25.0000			0.0000	true	true	true	50	low_magic	900	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000
