bullet_point	unit_key
melee_expert	ovn_arb_cha_fatandira_0
anti_large	ovn_arb_cha_fatandira_0
armour_piercing_ranged	ovn_arb_cha_fatandira_1
anti_large	ovn_arb_cha_fatandira_1
fire_whilst_moving	ovn_arb_cha_fatandira_1
armour_piercing_ranged	ovn_arb_cha_fatandira_2
melee_expert	ovn_arb_cha_fatandira_2
anti_large	ovn_arb_cha_fatandira_2
fire_whilst_moving	ovn_arb_cha_fatandira_2
very_fast	ovn_arb_cha_fatandira_2
spellcaster	ovn_arb_cha_golden_magus_0
spellcaster	ovn_arb_cha_golden_magus_1
spellcaster	ovn_arb_cha_golden_magus_2
armoured	ovn_arb_cha_golden_magus_2
magical_aura	ovn_arb_cha_golden_magus_2
golden_magus_djinn_skiff_bodyguards	ovn_arb_cha_golden_magus_2
armour_piercing	ovn_arb_mon_genie_summoned
terror	ovn_arb_mon_giant_vulture_feral
anti_large	ovn_arb_mon_giant_vulture_feral
aquatic	ovn_arb_cav_waghzen
terror	ovn_arb_cav_waghzen
anti_infantry	ovn_arb_cav_waghzen
stalk	ovn_arb_mon_enchanted_rope
snare_net	ovn_arb_mon_enchanted_rope
anti_large	ovn_arb_mon_enchanted_rope
stalk	ovn_arb_mon_enchanted_rope_summoned
snare_net	ovn_arb_mon_enchanted_rope_summoned
anti_large	ovn_arb_mon_enchanted_rope_summoned
anti_infantry	ovn_arb_art_naphtha_thrower
flaming_attacks	ovn_arb_veh_naphtha_thrower_ror
unbreakable	ovn_arb_veh_naphtha_thrower_ror
anti_infantry	ovn_arb_veh_naphtha_thrower_ror
anti_large	ovn_arb_cav_lancer_camels_ror
shielded	ovn_arb_cav_lancer_camels_ror
magical_aura	ovn_arb_djinn_carriage
djinn_carriage	ovn_arb_djinn_carriage
