key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
ovn_arb_cha_golden_magus_2_djinn1	gh1_cairn_wraith	ovn_arb_tempest_djinn_gm_skiff	ovn_arb_mon_tempest_djinn	ovn_arb_cha_golden_magus_2_djinn_oarmen	false	true	false
ovn_arb_cha_golden_magus_2_djinn2	gh1_cairn_wraith	ovn_arb_tempest_djinn_gm_skiff	ovn_arb_mon_tempest_djinn	ovn_arb_cha_golden_magus_2_djinn_oarmen	false	true	false
ovn_arb_cha_golden_magus_2_djinn3	gh1_cairn_wraith	ovn_arb_tempest_djinn_gm_skiff	ovn_arb_mon_tempest_djinn	ovn_arb_cha_golden_magus_2_djinn_oarmen	false	true	false
ovn_arb_cha_golden_magus_2_djinn4	gh1_cairn_wraith	ovn_arb_tempest_djinn_gm_skiff	ovn_arb_mon_tempest_djinn	ovn_arb_cha_golden_magus_2_djinn_oarmen	false	true	false
ovn_arb_cha_golden_magus_2_djinn5	gh1_cairn_wraith	ovn_arb_tempest_djinn_gm_skiff	ovn_arb_mon_tempest_djinn	ovn_arb_cha_golden_magus_2_djinn_oarmen	false	true	false
ovn_arb_flying_carpet_rider_0	hu1_araby_fc2_carpet_halberd_and_bow	ovn_arb_flying_carpet_rider	wh_main_war_beast_rider_standard_blood	ovn_arb_flying_carpet_rider	false	false	true
ovn_arb_flying_carpet_rider_ror	hu1_fc7_arb_sword_naffatun_ror	ovn_arb_flying_carpet_rider_ror	wh_main_war_beast_rider_standard_blood	ovn_arb_flying_carpet_ror_rider	false	false	true
ovn_vizier_life_rider	hu1_araby_fc2_carpet_staff_and_sword	arb_vizier_life_01	ovn_infantry_magician_blood_dismembers_life	ovn_arb_cha_magician_rider	true	true	true
ovn_vizier_desert_rider	hu1_araby_fc2_carpet_staff_and_sword	arb_vizier_desert_01	ovn_infantry_magician_blood_dismembers_desert	ovn_arb_cha_magician_rider	true	true	true
ovn_vizier_fire_rider	hu1_araby_fc2_carpet_staff_and_sword	arb_vizier_fire_01	ovn_infantry_magician_blood_dismembers_fire	ovn_arb_cha_magician_rider	true	true	true
ovn_vizier_heavens_rider	hu1_araby_fc2_carpet_staff_and_sword	arb_vizier_heavens_01	ovn_infantry_magician_blood_dismembers_heavens	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_vizier_life_djinncarriage	hu1_arb_sorcerer_staff_and_sword	arb_vizier_life_01	ovn_infantry_magician_blood_dismembers_life	ovn_arb_cha_magician_life	true	true	true
ovn_arb_cha_vizier_desert_djinncarriage	hu1_arb_sorcerer_staff_and_sword	arb_vizier_desert_01	ovn_infantry_magician_blood_dismembers_desert	ovn_arb_cha_magician_desert	true	true	true
ovn_arb_cha_vizier_fire_djinncarriage	hu1_arb_sorcerer_staff_and_sword	arb_vizier_fire_01	ovn_infantry_magician_blood_dismembers_fire	ovn_arb_cha_magician_fire	true	true	true
ovn_arb_cha_vizier_heavens_djinncarriage	hu1_arb_sorcerer_staff_and_sword	arb_vizier_heavens_01	ovn_infantry_magician_blood_dismembers_heavens	ovn_arb_cha_magician_heavens	true	true	true
ovn_arb_djinn_carriage_rider_0	arb_djinn_carriage_djinn_cultist	ovn_arb_djinn_carriage_djinn_cultist	wh2_main_infantry_standard_wizard_blood_dismembers_fire	ovn_arb_cha_magician_fire	true	false	false
ovn_arb_djinn_carriage_rider_1	hu1_empire_dual_hammer	ovn_arb_dervishers	wh2_dlc09_tmb_chariot_rider_bow_360		false	true	false
ovn_arb_djinn_carriage_rider_2	hu1_empire_dual_hammer	ovn_arb_dervishers	wh2_dlc09_tmb_chariot_rider_bow_360		false	true	false
ovn_arb_djinn_carriage_rider_3	hu1_empire_dual_hammer	ovn_arb_dervishers	wh2_dlc09_tmb_chariot_rider_bow_360		false	true	false
ovn_arb_djinn_carriage_rider_dummy	hu1_empire_spear	dummy_variant	wh_main_cavalry_rider_standard_blood		false	false	false
ovn_arb_cav_waghzen_rider	hu2_waghzen_bo1_hippo_club	ovn_arb_waghzen	wh_main_grn_inf_orc_boar_rider_blood		false	false	false
ovn_arb_cav_lancer_camel_rider	hu1_araby_cm1_camel_spear_and_shield	ovn_arb_camel_rider_lancer	wh_main_cavalry_rider_standard_blood		false	false	false
ovn_arb_cav_archer_camel_rider	hu1_araby_cm1_camel_sword_and_bow	ovn_arb_camel_rider_archer	wh_main_cavalry_rider_standard_blood		false	false	false
ovn_arb_cav_jezzail_camel_rider	hu1_araby_cm1_camel_sword_and_jezzail	ovn_arb_camel_rider_jezzail	wh_main_cavalry_rider_standard_blood		false	false	false
ovn_arb_veh_naphtha_thrower_ror	hu1_empire_spear	dummy_variant	wh_main_cavalry_rider_standard_blood		false	true	false
ovn_arb_desert_dogs_almuktar	hu1_empire_hr1_warhorse_sword_and_shield	ovn_arabyan_knights_ror_almuktar_officer	wh_main_cavalry_fast_blood	arb_desert_dogs_officer	false	true	false
ovn_arb_desert_dogs_shufti	hu1_empire_hr1_warhorse_sword_and_shield	ovn_arabyan_knights_ror_shufti_officer	wh_main_cavalry_fast_blood	arb_desert_dogs_officer	false	true	false
ovn_arb_jaguar_champions_ror_mullah_officer	hu1_empire_sword_and_shield	ovn_arb_jaguar_champions_ror_mullah_officer	wh_dlc04_infantry_flagellants_blood_dismembers	arb_desert_dogs_officer	false	true	false
ovn_arb_copher_sipahi_riders	hu1_hr1_arb_sipahi_ror_lance	ovn_arb_sipahis_ror	wh_main_cavalry_rider_standard_blood		false	true	false
ovn_arb_ravager_kasabar_crew_jezzails_1	hu1_dlc13_wagon01_crew_rifle01	ovn_arb_ravager_kasabar_crew	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
ovn_arb_ravager_kasabar_crew_jezzails_2	hu1_dlc13_wagon01_crew_rifle01	ovn_arb_ravager_kasabar_crew	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
ovn_arb_ravager_kasabar_crew_jezzails_3	hu1_ravager_kasabar_crew_naffatun	ovn_arb_ravager_kasabar_crew_naffatun	wh_main_infantry_rider	ovn_arb_flying_carpet_ror_rider	false	true	false
ovn_arb_ravager_kasabar_crew_jezzails_4	hu1_ravager_kasabar_crew_naffatun	ovn_arb_ravager_kasabar_crew_naffatun	wh_main_infantry_rider	ovn_arb_flying_carpet_ror_rider	false	true	false
ovn_arb_ravager_kasabar_crew_jezzails_5	hu1_dlc13_wagon01_crew_rifle01	ovn_arb_ravager_kasabar_crew	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
ovn_arb_ravager_kasabar_crew_jezzails_6	hu1_dlc13_wagon01_crew_rifle01	ovn_arb_ravager_kasabar_crew	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
ovn_arb_ravager_kasabar_crew_whip	hu1_tomb_wm_tomb_chariot01_whip	ovn_arb_ravager_kasabar_crew_whip	wh2_dlc09_tmb_skeleton		false	true	false
ovn_arb_air_skiff_rider_0	arb_hu1_golden_magus_sword_lamp	ovn_arb_cha_golden_magus_0	wh_main_infantry_rider		true	true	false
ovn_arb_air_skiff_rider_1	hu1_dlc13_wagon01_crew_rifle01	ovn_arb_jezzails	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
ovn_arb_air_skiff_rider_2	hu1_dlc13_wagon01_crew_rifle01	ovn_arb_jezzails	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
ovn_arb_air_skiff_rider_3	hu1_dlc13_wagon01_crew_rifle01	ovn_arb_jezzails	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
ovn_arb_air_skiff_rider_4	hu1_dlc13_wagon01_crew_rifle01	ovn_arb_jezzails	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
wh_main_arb_sheikh_rider	hu1e_hr1_warhorse_sword_lord	ovn_arb_cha_sheikh_01	wh_main_infantry_rider		true	true	true
ovn_air_skiff_rider_5	ba1_bat	ovn_mon_book_djinn	wh_main_infantry_rider		false	false	false
ovn_air_skiff_rider_6	ba1_bat	ovn_mon_book_djinn	wh_main_infantry_rider		false	false	false
ovn_air_skiff_rider_7	ba1_bat	ovn_mon_book_djinn	wh_main_infantry_rider		false	false	false
ovn_air_skiff_rider_8	ba1_bat	ovn_mon_book_djinn	wh_main_infantry_rider		false	false	false
