key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
ovn_arb_cav_bedouin_scouts	10	wh2_main_leather_25	2100	cavalry	20	cav_mis	ovn_unit_long_text_arb_cav_bedouin_scouts	hu1_hr1_arb_javelin_shield	wh_main_brt_cavalry_fast_blood	22	16	44	70	ovn_arb_mnt_horse	60	wh_main_brt_cavalry_spear	arb_nomad_rider_javelin	4	none	ovn_unit_short_text_arb_cav_bedouin_scouts	wh_main_cavalry_very_chaotic	trained			true	40.0	1500.0	ovn_arb_cav_tuareg_riders_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	large	0	17	0	0	0	0	0	0	ranged_harasser_flanker	true	false	false	false	low	low	domination_cav		
ovn_arb_cav_jezzail_camels	10	wh2_main_leather_30	2100	cavalry	12	cav_mis	ovn_unit_long_text_arb_jezzail_camel	hu1_araby_cm1_camel_sword_and_jezzail	wh_main_cavalry_rider_standard_blood	18	14	50	78	ovn_arb_mnt_camel	60	wh_main_emp_sword_cav	ovn_arb_inf_jezzails	3	none	ovn_unit_short_text_arb_jezzail_camel	wh_main_cavalry_chaotic	trained			true	40.0	1500.0	ovn_arb_cav_jezzail_camel_attributes	60	80	5	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	large	0	16	0	0	0	0	0	0	ranged_direct_flanker_harasser	true	false	false	false	low	low	domination_cav		
ovn_arb_cav_arabyan_knights	10	wh2_main_plate_70	2100	cavalry	41	cav_shk	ovn_unit_long_text_arb_cav_arabyan_knights	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_cavalry_fast_blood	29	27	69	88	ovn_arb_mnt_knight_warhorse	60	wh_main_emp_lance		5	wh_missile_block_30_metal	ovn_unit_short_text_arb_cav_arabyan_knights	wh_main_cavalry_ordered	trained			true	40.0	1500.0	ovn_arb_cav_arabyan_knights_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav		
ovn_arb_cav_arabyan_knights_ror	10	wh2_main_plate_80	2100	cavalry	67	cav_mel	ovn_unit_long_text_arb_cav_arabyan_knights_ror	hu1_empire_hr1_warhorse_sword_and_shield	wh_main_cavalry_fast_blood	35	39	79	89	ovn_arb_mnt_horse_desert_dog	60	wh_main_emp_lance		5	wh_missile_block_30_metal	ovn_unit_short_text_arb_cav_arabyan_knights_ror	wh_main_cavalry_ordered	trained			true	40.0	1500.0	ovn_arb_cav_arabyan_knights_ror_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav		
ovn_arb_cav_sipahis	10	wh2_main_plate_105	2100	cavalry	44	cav_shk	ovn_unit_long_text_arb_cav_sipahis	hu1_araby_cm1_camel_spear_and_shield	wh_main_cavalry_rider_standard_blood	22	38	69	100	ovn_arb_mnt_camel_armoured	60	wh_dlc04_emp_mace		5	wh_missile_block_35_metal	ovn_unit_short_text_arb_cav_sipahis	wh_main_cavalry_ordered	trained			true	40.0	1500.0	ovn_arb_cav_sipahis_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav		
ovn_arb_cav_sipahis_ror	10	wh2_main_plate_130	2100	cavalry	48	cav_shk	ovn_unit_long_text_arb_cav_sipahis_ror	hu1_hr1_arb_sipahi_ror_lance	wh_main_cavalry_rider_standard_blood	43	30	79	100	ovn_arb_mnt_sipahis_warhorse_ror	60	wh_main_brt_lance		5	none	ovn_unit_short_text_arb_cav_sipahis_ror	wh_main_cavalry_ordered	trained			true	40.0	1500.0	ovn_arb_cav_sipahis_ror_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav		
ovn_arb_cha_champion_0	10	wh2_main_chainmail_70	2100	inf_melee	40	com	ovn_unit_long_text_arb_champion	arb_hu1_emir_2h_halberd	wh_main_infantry_standard_hero_blood_dismembers	45	42	65	3660		0	roy_arb_champion_sword		1	none	ovn_unit_short_text_arb_champion	wh_main_infantry	trained			true	40.0	1500.0	ovn_arb_cha_champion_0_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
ovn_arb_cha_champion_1	10	wh2_main_chainmail_70	2100	cavalry	55	com	ovn_unit_long_text_arb_champion	hu1_bretonnian_hr1_warhorse_2handed_sword	wh_main_infantry_standard_hero_blood_dismembers	50	38	65	4080	ovn_arb_mnt_horse	1	roy_arb_champion_sword		1	none	ovn_unit_short_text_arb_champion	wh_main_cavalry_chaotic	trained			true	40.0	1500.0	ovn_arb_cha_champion_1_attributes	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
ovn_arb_cha_champion_2	10	wh2_main_chainmail_95	2100	cavalry	65	com	ovn_unit_long_text_arb_champion	hu1_bretonnian_hr1_warhorse_2handed_sword	wh_main_infantry_standard_hero_blood_dismembers	50	42	65	4200	ovn_arb_mnt_sipahis_warhorse	1	roy_arb_champion_sword		1	none	ovn_unit_short_text_arb_champion	wh_main_cavalry_chaotic	trained			true	40.0	1500.0	ovn_arb_cha_champion_2_attributes	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
ovn_arb_cha_champion_3	10	wh2_main_chainmail_80	2100	war_beast	70	com	ovn_unit_long_text_arb_champion	arb_hu1_emir_2h_halberd	wh_main_infantry_rider	34	30	60	10700	ovn_arb_mnt_royal_war_elephant	1	wh_dlc08_nor_mammoth_tusks		1	none	ovn_unit_short_text_arb_champion	wh_main_monster	trained			true	40.0	1500.0	ovn_arb_cha_champion_3_attributes	60	80	10	vo_sel_default	vo_sel_default	vo_sel_culture	1.0	large	0	200	0	0	0	0	15	0	melee_gatecrusher_highvalue	false	false	false	false	high	high	domination_characters		
ovn_arb_cha_fatandira_0	10	wh2_main_chainmail_50	2100	inf_ranged	30	com	ovn_unit_long_text_arb_fatandira	hu1b_fatandira_dualswords_bow	wh2_main_hef_infantry_hero_princess_blood	55	45	70	4060		0	arb_fatandira_dual_khopesh	arb_fatandira_bow	1	none	ovn_unit_short_text_arb_fatandira	wh_main_infantry	trained			false	40.0	1500.0	arb_fatandira_attributes	60	80	10	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	small	0	40	0	0	0	0	15	0	hybrid_highvalue	true	true	false	false	high	high	domination_characters		
ovn_arb_cha_fatandira_1	10	wh2_main_chainmail_50	2100	cavalry	50	com	ovn_unit_long_text_arb_fatandira	hu1b_hr1_fatandira_dualswords_bow	wh_main_infantry_standard_hero_blood	55	40	70	4664	ovn_arb_mnt_fatandira_warhorse	1	arb_fatandira_dual_khopesh	arb_fatandira_bow	1	none	ovn_unit_short_text_arb_fatandira	wh_main_cavalry_ordered	trained			false	40.0	1500.0	ovn_arb_cha_fatandira_1_attributes	60	80	10	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	40	0	0	0	0	15	0	hybrid_cav_highvalue	true	false	false	false	high	high	domination_characters		
ovn_arb_cha_fatandira_2	10	wh2_main_body_50	2100	war_beast	80	com	ovn_unit_long_text_arb_fatandira	hu1b_fatandira_bi1_eagle_wb_sword_and_bow	wh_main_infantry_standard_hero_blood	55	35	70	4840	ovn_arb_mnt_fatandira_roc	1	wh2_main_hef_lord_great_eagle	arb_fatandira_bow	1	none	ovn_unit_short_text_arb_fatandira	wh_main_monster	trained			false	40.0	1500.0	ovn_arb_cha_fatandira_2_attributes	60	80	10	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	40	0	0	0	0	15	0	flying_hybrid_highvalue	true	false	false	false	cant_capture	cant_capture	cant_capture		
ovn_arb_cha_golden_magus_0	10	wh2_main_leather_20	2100	inf_melee	30	com	ovn_unit_long_text_arb_golden_magus	arb_hu1_golden_magus_sword_lamp	wh_main_infantry_standard_hero_blood	34	38	77	3412		0	ovn_arb_cha_golden_magus_0_flaming_scimitar		7	none	ovn_unit_short_text_arb_golden_magus	wh_main_infantry	trained			true	40.0	1500.0	ovn_arb_cha_golden_magus_0_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	0	0	0	15	0	0	20	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
ovn_arb_cha_golden_magus_1	10	wh2_main_leather_20	2100	cavalry	55	com	ovn_unit_long_text_arb_golden_magus	hu1_araby_cm1_camel_spear_and_shield	ovn_infantry_standard_magician_rider_blood_dismembers_gmagus	34	38	77	3780	ovn_arb_mnt_camel_armoured_ror	1	ovn_arb_cha_golden_magus_0_flaming_scimitar		1	none	ovn_unit_short_text_arb_golden_magus	wh_main_cavalry_chaotic	trained			true	40.0	1500.0	ovn_arb_cha_golden_magus_1_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	large	0	0	0	15	0	0	20	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
ovn_arb_cha_golden_magus_2	10	wh2_main_heavy_metal_40	2100	war_beast	12	com	ovn_unit_long_text_arb_golden_magus	hu1_dlc13_wagon01_crew_rifle01	wh_main_infantry_rider	30	13	77	10000	ovn_arb_mnt_air_skiff	1	ovn_arb_cha_golden_magus_0_djinn_skiff	arb_magus_skiff_cannons	1	none	ovn_unit_short_text_arb_golden_magus	wh_main_monster	trained			true	40.0	1500.0	ovn_arb_cha_golden_magus_2_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	large	70	200	0	0	0	0	15	0	sky_junk	false	false	false	false	cant_capture	cant_capture	cant_capture		
ovn_arb_cha_magician_desert_0	10	wh2_main_leather_20	2100	inf_ranged	15	com	ovn_unit_long_text_arb_magician_desert	hu1_arb_sorcerer_staff_and_sword	ovn_infantry_magician_blood_dismembers_desert	25	30	55	3412		0	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_desert	wh_main_hero	trained			true	40.0	1500.0	ovn_arb_cha_magician_desert_0_attributes	60	80	0	vo_sel_generic_short	vo_sel_generic_short	vo_sel_generic_short	1.0	small	0	0	0	0	0	0	15	0	mage	false	true	false	false	high	high	domination_characters		
ovn_arb_cha_magician_desert_1	10	wh2_main_plate_50	2100	cavalry	15	com	ovn_unit_long_text_arb_magician_desert	hu1_araby_cm1_camel_spear_and_shield	ovn_infantry_standard_magician_rider_blood_dismembers_desert	25	30	55	5652	ovn_arb_mnt_camel	1	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_desert	wh_main_chariot	trained			true	40.0	1500.0	ovn_arb_cha_magician_desert_1_attributes	60	80	0	vo_sel_generic_short	vo_sel_generic_short	vo_sel_generic_short	1.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
ovn_arb_cha_magician_desert_2	10	wh2_main_leather_50	2100	war_beast	12	com	ovn_unit_long_text_arb_magician_desert	hu1_araby_fc2_carpet_staff_and_sword	ovn_infantry_standard_magician_rider_blood_dismembers_desert	50	13	55	3832	ovn_arb_mnt_flying_carpet	1	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_desert	wh_main_monstrous_cavalry	trained			true	40.0	1500.0	ovn_arb_cha_magician_desert_2_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
ovn_arb_cha_magician_fire_0	10	wh2_main_leather_20	2100	inf_ranged	15	com	ovn_unit_long_text_arb_magician_fire	hu1_arb_sorcerer_staff_and_sword	ovn_infantry_magician_blood_dismembers_fire	25	30	55	3412		0	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_fire	wh_main_hero	trained			true	40.0	1500.0	ovn_arb_cha_magician_fire_0_attributes	60	80	0	vo_sel_generic_short	vo_sel_generic_short	vo_sel_generic_short	1.0	small	0	0	0	0	0	0	15	0	mage	false	true	false	false	high	high	domination_characters		
ovn_arb_cha_magician_fire_1	10	wh2_main_plate_50	2100	cavalry	15	com	ovn_unit_long_text_arb_magician_fire	hu1_araby_cm1_camel_spear_and_shield	ovn_infantry_standard_magician_rider_blood_dismembers_fire	25	30	55	5652	ovn_arb_mnt_camel	1	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_fire	wh_main_chariot	trained			true	40.0	1500.0	ovn_arb_cha_magician_fire_1_attributes	60	80	0	vo_sel_generic_short	vo_sel_generic_short	vo_sel_generic_short	1.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
ovn_arb_cha_magician_fire_2	10	wh2_main_leather_50	2100	war_beast	12	com	ovn_unit_long_text_arb_magician_fire	hu1_araby_fc2_carpet_staff_and_sword	ovn_infantry_standard_magician_rider_blood_dismembers_fire	50	13	55	3832	ovn_arb_mnt_flying_carpet	1	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_fire	wh_main_monstrous_cavalry	trained			true	40.0	1500.0	ovn_arb_cha_magician_fire_2_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
ovn_arb_cha_magician_heavens_0	10	wh2_main_leather_20	2100	inf_ranged	15	com	ovn_unit_long_text_arb_magician_heavens	hu1_arb_sorcerer_staff_and_sword	ovn_infantry_magician_blood_dismembers_heavens	25	30	55	3412		0	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_heavens	wh_main_hero	trained			true	40.0	1500.0	ovn_arb_cha_magician_heavens_0_attributes	60	80	0	vo_sel_generic_short	vo_sel_generic_short	vo_sel_generic_short	1.0	small	0	0	0	0	0	0	15	0	mage	false	true	false	false	high	high	domination_characters		
ovn_arb_cha_magician_heavens_1	10	wh2_main_plate_50	2100	cavalry	15	com	ovn_unit_long_text_arb_magician_heavens	hu1_araby_cm1_camel_spear_and_shield	ovn_infantry_standard_magician_rider_blood_dismembers_heavens	25	30	55	5652	ovn_arb_mnt_camel	1	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_heavens	wh_main_chariot	trained			true	40.0	1500.0	ovn_arb_cha_magician_heavens_1_attributes	60	80	0	vo_sel_generic_short	vo_sel_generic_short	vo_sel_generic_short	1.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
ovn_arb_cha_magician_heavens_2	10	wh2_main_leather_50	2100	war_beast	12	com	ovn_unit_long_text_arb_magician_heavens	hu1_araby_fc2_carpet_staff_and_sword	ovn_infantry_standard_magician_rider_blood_dismembers_heavens	50	13	55	3832	ovn_arb_mnt_flying_carpet	1	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_heavens	wh_main_monstrous_cavalry	trained			true	40.0	1500.0	ovn_arb_cha_magician_heavens_2_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
ovn_arb_cha_magician_life_0	10	wh2_main_leather_20	2100	inf_ranged	15	com	ovn_unit_long_text_arb_magician_life	hu1_arb_sorcerer_staff_and_sword	ovn_infantry_magician_blood_dismembers_life	25	30	55	3412		0	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_life	wh_main_hero	trained			true	40.0	1500.0	ovn_arb_cha_magician_life_0_attributes	60	80	0	vo_sel_generic_short	vo_sel_generic_short	vo_sel_generic_short	1.0	small	0	0	0	0	0	0	15	0	mage	false	true	false	false	high	high	domination_characters		
ovn_arb_cha_magician_life_1	10	wh2_main_plate_50	2100	cavalry	15	com	ovn_unit_long_text_arb_magician_life	hu1_araby_cm1_camel_spear_and_shield	ovn_infantry_standard_magician_rider_blood_dismembers_life	25	30	55	5652	ovn_arb_mnt_camel	1	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_life	wh_main_chariot	trained			true	40.0	1500.0	ovn_arb_cha_magician_life_1_attributes	60	80	0	vo_sel_generic_short	vo_sel_generic_short	vo_sel_generic_short	1.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
ovn_arb_cha_magician_life_2	10	wh2_main_leather_50	2100	war_beast	12	com	ovn_unit_long_text_arb_magician_life	hu1_araby_fc2_carpet_staff_and_sword	ovn_infantry_standard_magician_rider_blood_dismembers_life	50	13	55	3832	ovn_arb_mnt_flying_carpet	1	wh_main_emp_sword_caster		1	none	ovn_unit_short_text_arb_magician_life	wh_main_monstrous_cavalry	trained			true	40.0	1500.0	ovn_arb_cha_magician_life_2_attributes	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
ovn_arb_cha_nomad_0	10	wh2_main_leather_30	2100	inf_ranged	25	com	ovn_unit_long_text_arb_nomad	hu1_arb_dual_words_handbow_hashishin	wh2_main_infantry_standard_hero_360_blood_dismembers	42	35	60	3580		0	roy_arb_nomad_sword	roy_arb_nomard_bow	1	none	ovn_unit_short_text_arb_nomad	wh_main_infantry	trained			true	40.0	1500.0	roy_arb_cha_nomad_attributes	60	80	10	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.8	small	0	36	0	0	0	0	15	0	ranged_direct_highvalue	true	true	false	false	high	high	domination_characters		
ovn_arb_cha_nomad_1	10	wh2_main_leather_50	2100	cavalry	30	com	ovn_unit_long_text_arb_nomad	hu1_empire_hr1_warhorse_sword_and_bow	wh2_main_infantry_standard_hero_360_blood_dismembers	46	38	60	4050	ovn_arb_mnt_camel	1	roy_arb_nomad_camel_spear	roy_arb_nomard_bow	1	none	ovn_unit_short_text_arb_nomad	wh_main_cavalry_chaotic	trained			true	40.0	1500.0	ovn_arb_cha_nomad_1_attributes	60	80	10	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	44	0	0	0	0	15	0	ranged_cav_highvalue	true	false	false	false	high	high	domination_characters		
ovn_arb_cha_nomad_2	10	wh2_main_leather_50	2100	cavalry	28	com	ovn_unit_long_text_arb_nomad	hu1_empire_hr1_warhorse_sword_and_repeater_rifle	wh_main_cavalry_rider_standard_blood	44	35	60	4050	ovn_arb_mnt_camel	1	roy_arb_nomad_camel_spear	ovn_arb_inf_jezzails_nomad	1	none	ovn_unit_short_text_arb_nomad	wh_main_cavalry_chaotic	trained			true	40.0	1500.0	ovn_arb_cha_nomad_2_attributes	60	80	10	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	large	0	28	0	0	0	0	15	0	ranged_cav_highvalue	true	false	false	false	high	high	domination_characters		
ovn_arb_cha_nomad_3	10	wh2_main_leather_30	2100	inf_melee	35	com	ovn_unit_long_text_arb_nomad_assassin	hu1_empire_dual_hammer	wh2_main_def_infantry_hero_fast_blood_khainite_assassin	60	46	65	3580		0	roy_arb_nomad_sword_assassin		1	none	ovn_unit_short_text_arb_nomad_assassin	wh_main_infantry	trained			true	40.0	1500.0	ovn_arb_cha_nomad_3_attributes	60	80	10	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.7	small	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	true	false	false	high	high	domination_characters		
ovn_arb_cha_nomad_3_summoned	10	wh2_main_leather_30	2100	inf_melee	35	com	ovn_unit_long_text_arb_nomad_assassin	hu1_empire_dual_hammer	wh2_main_def_infantry_hero_fast_blood_khainite_assassin	60	46	65	3580		0	roy_arb_nomad_sword_assassin_summoned		1	none	ovn_unit_short_text_arb_nomad_assassin	wh_main_infantry	trained			true	40.0	1500.0	ovn_arb_cha_nomad_3_summoned_attributes	60	80	10	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.7	small	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	true	false	false	high	high	domination_characters		
