key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_override	ai_usage_template_group
roy_unit_active_arb_strike_from_the_shadows	55.0000	90.0000	1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	7878059				0.0000	0.0000	wh_abilities_generic_full_hide_no_ring					0.0000		flanking_opportunity	wh_group_unit		vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
roy_unit_active_arb_doppelgang	60.0000	90.0000	2	0.0000	false	1	0	false	0.0000		true	false	true	60.0000	false	false	0.0000	false	7878138		ovn_arb_cha_nomad_3_summoned		0.0000	0.0000	wh_abilities_generic_spawn_skaven	wh_abilities_generic_spawn				1.0000	wh2_dlc14_unit_abilities_doppelgang_miscast	threatened	wh_group_unit		vo_battle_special_ability_generic_response	80.0000	80.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	false	true				false	false	false	true	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_fatandira_aimed_shot	-1.0000	120.0000	2	0.0000	false	0	0	false	0.0000	wh_dlc03_spell_beasts_the_amber_spear	false	true	false	250.0000	false	false	2.0000	false	7878089			killshot	0.0000	5.0000	wh_spell_generic_missile	wh2_dlc13_weapon_abilities_kill_shot				0.0000		projectile_single	wh_group_lord_ability		vo_battle_special_ability_generic_response	0.0000	240.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_fatandira_desert_feint	35.0000	90.0000	3	40.0000	true	0	0	false	0.0000		false	false	false	60.0000	false	false	0.0000	false	7878090				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_morale	wh_group_lord_ability		vo_battle_special_ability_generic_response	81.0000	81.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_golden_magus_master_djinn	-1.0000	-1.0000	1	0.0000	false	0	0	true	0.0000		false	true	true	60.0000	false	false	0.0000	false	7878187		ovn_arb_mon_genie_summoned	cast_up_long	0.0000	0.0000	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0000		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	126.0000	126.0000			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_golden_magus_mistral	-1.0000	-1.0000	-1	40.0000	true	-1	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878182				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	79.0000	79.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_golden_magus_scirocco	-1.0000	-1.0000	-1	40.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878183				0.0000	0.0000	wh_abilities_generic_direct_damage					0.0000					vo_battle_special_ability_generic_response	119.0000	119.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_sultan_flame_bound_firestorm	27.0000	25.0000	3	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	0.0000	false	7878184			cast_up_long	0.0000	20.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh_main_spell_fire_flame_storm	0.0000		vortex	wh_main_spell_fire_flame_storm	fire_long	vo_battle_special_ability_spell_cast_negative	0.0000	244.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_sultan_flame_bound_fireburst	2.0000	90.0000	1	0.0000	false	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	7878185	wh2_dlc15_unit_abilities_arachneruption			0.0000	0.0000	wh_spell_generic_bombardment					0.0000		aoe_bombardment	wh_group_unit	fire_long	vo_battle_special_ability_generic_response	0.0000	237.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_golden_magus_wrath_djinn_passive	-1.0000	-1.0000	-1	0.0000	true	0	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878186				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	0.0000	82.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_mirage	1.0000	45.0000	7	0.0000	false	1	0	true	0.0000		true	false	true	60.0000	false	false	1.0000	false	7878140		ovn_arb_inf_arabyan_spearmen_summoned_0	cast_up_short	3.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		threatened	wh_group_unit	nehekhara_short	vo_battle_special_ability_spell_cast_negative	80.0000	0.0000			wh_main_targeting_pre_aa_spawn_group_ui_central	false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_mirage_upgraded	1.0000	45.0000	7	0.0000	false	1	0	true	0.0000		true	false	true	60.0000	false	false	1.0000	false	7878141		ovn_arb_inf_arabyan_spearmen_summoned_1	cast_up_short	4.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.5000	wh_main_generic_miscast	threatened	wh_group_unit	nehekhara_short	vo_battle_special_ability_spell_cast_negative	80.0000	0.0000			wh_main_targeting_pre_aa_spawn_group_ui_central	false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_sunstrike	-1.0000	30.0000	-1	0.0000	false	0	0	false	0.0000	ovn_spell_desert_sunstrike	false	true	false	200.0000	false	false	1.0000	false	7878142			cast_forward_short	4.0000	0.0000	wh_spell_generic_missiles	wh_spell_generic_missiles				0.0000		projectile_single_ap	wh_main_spell_light_shems_burning_gaze	heavens_short	vo_battle_special_ability_spell_cast_negative	0.0000	85.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_sunstrike_upgraded	-1.0000	30.0000	-1	0.0000	false	0	0	false	0.0000	ovn_spell_desert_sunstrike_upgraded	false	true	false	200.0000	false	false	1.0000	false	7878143			cast_forward_short	7.0000	0.0000	wh_spell_generic_missiles	wh_spell_generic_missiles				0.5000	wh_main_generic_miscast	projectile_single_ap	wh_main_spell_light_shems_burning_gaze_upgraded	heavens_short	vo_battle_special_ability_spell_cast_negative	0.0000	85.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_sandstorm	14.0000	45.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	100.0000	false	false	3.0000	false	7878144			cast_up_medium	6.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			ovn_spell_desert_sandstorm	0.0000		hex_ranged_area	wh_group_unit_click	nehekhara_medium	vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_sandstorm_upgraded	28.0000	45.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	100.0000	false	false	3.0000	false	7878145			cast_up_medium	10.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			ovn_spell_desert_sandstorm_upgraded	0.5000	wh_main_generic_miscast	hex_ranged_area	wh_group_unit_click	nehekhara_medium	vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_quicksand	38.0000	50.0000	-1	0.0000	false	0	1	true	0.0000		false	true	false	100.0000	false	false	3.0000	false	7878146			cast_up_medium	13.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh2_dlc14_abilities_seismic_snare			0.0000		hex_speed	wh_group_unit	nehekhara_medium	vo_battle_special_ability_spell_cast_negative	0.0000	246.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_quicksand_upgraded	38.0000	50.0000	-1	30.0000	false	0	-1	true	0.0000		false	true	true	100.0000	false	false	3.0000	false	7878147			cast_up_medium	18.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh2_dlc14_abilities_seismic_snare			0.5000	wh_main_generic_miscast	hex_speed	wh_group_unit	nehekhara_medium	vo_battle_special_ability_spell_cast_negative	0.0000	246.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_burning_hands	6.0000	32.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	20.0000	false	false	5.0000	false	7878148			cast_up_long	6.0000	0.0000	wh_abilities_generic_breath	wh_abilities_generic_breath			ovn_spell_desert_burning_hands	0.0000		vortex_breath	wh_group_unit	fire_long	vo_battle_special_ability_spell_cast_negative	81.0000	164.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_burning_hands_upgraded	6.0000	32.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	20.0000	false	false	5.0000	false	7878149			cast_up_long	11.0000	0.0000	wh_abilities_generic_breath	wh_abilities_generic_breath			ovn_spell_desert_burning_hands_upgraded	0.5000	wh_main_generic_miscast	vortex_breath	wh_group_unit	fire_long	vo_battle_special_ability_spell_cast_negative	81.0000	164.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_curse_of_the_djinn	24.0000	50.0000	-1	0.0000	false	0	1	false	0.0000		false	true	false	100.0000	false	false	5.0000	false	7878150			cast_up_long	5.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000		hex_melee	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	nehekhara_long	vo_battle_special_ability_spell_cast_negative	246.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_spell_desert_curse_of_the_djinn_upgraded	24.0000	50.0000	-1	30.0000	false	0	-1	true	0.0000		false	true	true	100.0000	false	false	5.0000	false	7878151			cast_up_long	9.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.5000	wh_main_generic_miscast	hex_melee_area	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded	nehekhara_long	vo_battle_special_ability_spell_cast_negative	246.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_lore_passive_blessing_of_the_elements	-1.0000	-1.0000	-1	-1.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878139				0.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000					vo_battle_special_ability_generic_response	39.0000	39.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
Black_Book_Of_Ibn_Naggazar	30.0000	28.0000	3	0.0000	true	1	0	false	0.0000		true	false	false	200.0000	false	false	0.0000	false	7878217				0.0000	0.0000	wh_abilities_generic_buff_wom_no_ring	wh_abilities_generic_buff_wom_no_ring				0.0000		augment_spellcasting	wh2_main_spell_dark_magic_power_of_darkness	dark_magic_short	vo_battle_special_ability_spell_cast_positive	41.0000	41.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
wh2_dlc12_army_abilities_great_invocation_of_djinn	6.0000	120.0000	1	0.0000	false	0	0	false	45.0000		false	true	true	-1.0000	false	false	5.0000	false	7878210				0.0000	0.0000	wh_army_abilities_generic_wind	wh_army_abilities_generic_wind			wh2_dlc12_army_abilities_great_invocation_of_djinn	0.0000		vortex_wind	wh2_dlc12_abilities_invocation_of_sotek		vo_battle_special_ability_generic_response	80.0000	161.0000				false	false	true	false		wh2_dlc12_abilities_invocation_of_djinn		false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_jaffar_serpent_djinn	6.0000	120.0000	1	0.0000	false	0	0	false	45.0000		false	true	true	-1.0000	false	false	5.0000	false	7878218				0.0000	0.0000	wh_army_abilities_generic_wind	wh_army_abilities_generic_wind			wh2_dlc12_army_abilities_great_invocation_of_djinn	0.0000		vortex_wind	wh2_dlc12_abilities_invocation_of_sotek		vo_battle_special_ability_generic_response	80.0000	161.0000				false	false	true	false		wh2_dlc12_abilities_invocation_of_djinn		false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_baz_ei_12_twilight_mirror_shard_ability	1.0000	120.0000	2	0.0000	false	0	1	false	5.0000		false	true	true	60.0000	false	false	5.0000	false	7878062		wh_dlc03_bst_mon_chaos_spawn_0_summoned		0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		threatened	wh_dlc05_lord_abilities_spirit_essence_of_chaos		vo_battle_special_ability_generic_response	121.0000	121.0000			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_baz_wep_10_vengeful_sword_heal	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878063				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_spell_cast_negative	120.0000	120.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_baz_wep_10_vengeful_sword_damage_self	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878064				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_spell_cast_negative	120.0000	120.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_baz_wep_08_matyr_shard_ability	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878065				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	55.0000	27.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_baz_heal	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878066				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_spell_cast_negative	120.0000	120.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_baz_arm_09_faith_shield_ability	-1.0000	-1.0000	-1	25.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878067				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_spell_cast_negative	81.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_baz_arm_08_gorgon_shield_ability	16.0000	60.0000	-1	0.0000	false	0	1	false	0.0000		false	true	false	60.0000	false	false	3.0000	false	7878068				0.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000		aoe	wh_main_spell_light_net_of_amyntok	light_medium	vo_battle_special_ability_spell_cast_negative	79.0000	82.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_baz_escape	25.0000	90.0000	3	40.0000	true	0	0	false	0.0000		false	false	false	60.0000	false	false	0.0000	false	7878069				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_morale			vo_battle_special_ability_generic_response	81.0000	81.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
smokeleaf_smokescreen	30.0000	90.0000	2	40.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	7878088				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_defense_ranged	wh_group_dark_magic		vo_battle_special_ability_generic_response	79.0000	79.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_fatandira_blades_demise_skill	40.0000	120.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	7878221				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee	wh_group_item		vo_battle_special_ability_generic_response	243.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_golden_magus_burning_scimitar_ability	22.0000	44.0000	-1	40.0000	true	-1	0	true	0.0000		true	false	true	200.0000	false	false	0.0000	false	7878178			cast_up_medium	0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff	wh_abilities_generic_buff			0.0000		augment_melee	wh_main_spell_fire_flaming_sword_of_rhuin	fire_medium	vo_battle_special_ability_spell_cast_positive	79.0000	79.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_golden_magus_flaming_scimitar_bolts_of_burning	9.0000	47.0000	3	0.0000	false	0	0	false	45.0000		false	true	true	-1.0000	false	false	0.0000	false	7878179	wh_main_spell_fire_piercing_bolts_of_burning			0.0000	0.0000	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.0000		aoe_bombardment	wh_main_spell_fire_piercing_bolts_of_burning	fire_long	vo_battle_special_ability_spell_cast_negative	0.0000	237.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_golden_magus_flaming_scimitar_hurricane_blades	14.0000	38.0000	3	0.0000	false	0	0	false	45.0000		false	true	true	-1.0000	false	false	0.0000	false	7878180			cast_up_medium	0.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_main_spell_dark_magic_bladewind_upgraded	0.0000		vortex	wh2_main_spell_dark_magic_bladewind_upgraded	dark_magic_medium	vo_battle_special_ability_spell_cast_negative	0.0000	165.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
arb_golden_magus_flaming_scimitar_royal_djinn	-1.0000	-1.0000	1	0.0000	false	0	0	true	45.0000		false	true	true	-1.0000	false	false	0.0000	false	7878181		ovn_arb_mon_fire_efreet	cast_up_long	0.0000	0.0000	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0000		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	0.0000	126.0000			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_unit_passive_djinn_instability	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	99966866				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false		daemonic_instability	false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_unit_passive_djinn_instability_ii	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	99966877				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false		daemonic_instability	false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_arb_passive_djinn_carriage_power_of_djinn	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878382				0.0000	0.0000	wh_abilities_generic_buff_wom_no_ring					0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_djinn_carriage_summon_desert_spirit	1.0000	200.0000	1	0.0000	false	0	0	true	-1.0000		false	true	true	60.0000	false	false	5.0000	false	15187880		ovn_arb_mon_desert_spirit	cast_up_long	0.0000	0.0000	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0000		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	126.0000	126.0000		unit_position_offset	wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false	wh3_main_daemon_gate			false	false	false	false	false			false	false	true	999999.0000	false	default	1	false	1.0000		true			
