ancillary	subculture
wh2_dlc14_anc_follower_malus_nagaira	ovn_sc_arb_araby
wh2_dlc14_anc_follower_malus_lurhan	ovn_sc_arb_araby
wh2_dlc14_anc_follower_malus_isilvar	ovn_sc_arb_araby
wh2_dlc14_anc_follower_malus_hauclir	ovn_sc_arb_araby
wh2_dlc14_anc_follower_malus_engvin	ovn_sc_arb_araby
wh2_dlc14_anc_follower_malus_edlire	ovn_sc_arb_araby
wh2_dlc14_anc_follower_malus_balneth_bale	ovn_sc_arb_araby
wh2_dlc14_anc_follower_malus_arleth_vann	ovn_sc_arb_araby
wh2_dlc09_anc_follower_tmb_ushabti_bodyguard	ovn_sc_arb_araby
wh2_dlc09_anc_follower_tmb_tombfleet_taskmaster	ovn_sc_arb_araby
wh2_dlc09_anc_follower_tmb_skeletal_labourer	ovn_sc_arb_araby
wh2_dlc09_anc_follower_tmb_priest_of_ptra	ovn_sc_arb_araby
wh2_dlc09_anc_follower_tmb_legionnaire_of_asaph	ovn_sc_arb_araby
wh2_dlc09_anc_follower_tmb_high_born_of_khemri	ovn_sc_arb_araby
wh2_dlc09_anc_follower_tmb_cultist_of_usirian	ovn_sc_arb_araby
wh2_dlc09_anc_follower_tmb_charnel_valley_necrotect	ovn_sc_arb_araby
wh2_dlc09_anc_follower_tmb_acolyte_of_sokth	ovn_sc_arb_araby
wh_main_anc_follower_undead_warp_stone_hunter	ovn_sc_arb_araby
wh_main_anc_follower_undead_warlock	ovn_sc_arb_araby
wh_main_anc_follower_undead_possessed_mirror	ovn_sc_arb_araby
wh_main_anc_follower_undead_poltergeist	ovn_sc_arb_araby
wh_main_anc_follower_undead_mortal_informer	ovn_sc_arb_araby
wh_main_anc_follower_undead_manservant	ovn_sc_arb_araby
wh_main_anc_follower_undead_corpse_thief	ovn_sc_arb_araby
wh_main_anc_follower_undead_carrion	ovn_sc_arb_araby
wh_main_anc_follower_undead_black_cat	ovn_sc_arb_araby
wh_main_anc_follower_halfling_fieldwarden	ovn_sc_arb_araby
wh_main_anc_follower_empire_woodsman	ovn_sc_arb_araby
wh_main_anc_follower_empire_watchman	ovn_sc_arb_araby
wh_main_anc_follower_empire_tradesman	ovn_sc_arb_araby
wh_main_anc_follower_empire_thief	ovn_sc_arb_araby
wh_main_anc_follower_empire_seaman	ovn_sc_arb_araby
wh_main_anc_follower_empire_scribe	ovn_sc_arb_araby
wh_main_anc_follower_empire_road_warden	ovn_sc_arb_araby
wh_main_anc_follower_empire_rat_catcher	ovn_sc_arb_araby
wh_main_anc_follower_empire_peasant	ovn_sc_arb_araby
wh_main_anc_follower_empire_noble	ovn_sc_arb_araby
wh_main_anc_follower_empire_messenger	ovn_sc_arb_araby
wh_main_anc_follower_empire_marine	ovn_sc_arb_araby
wh_main_anc_follower_empire_light_college_acolyte	ovn_sc_arb_araby
wh_main_anc_follower_empire_jailer	ovn_sc_arb_araby
wh_main_anc_follower_empire_hunter	ovn_sc_arb_araby
wh_main_anc_follower_empire_ferryman	ovn_sc_arb_araby
wh_main_anc_follower_empire_entertainer	ovn_sc_arb_araby
wh_main_anc_follower_empire_coachman	ovn_sc_arb_araby
wh_main_anc_follower_empire_charcoal_burner	ovn_sc_arb_araby
wh_main_anc_follower_empire_camp_follower	ovn_sc_arb_araby
wh_main_anc_follower_empire_burgher	ovn_sc_arb_araby
wh_main_anc_follower_empire_bone_picker	ovn_sc_arb_araby
wh_main_anc_follower_empire_barber_surgeon	ovn_sc_arb_araby
wh_main_anc_follower_empire_apprentice_wizard	ovn_sc_arb_araby
wh_main_anc_follower_empire_agitator	ovn_sc_arb_araby
wh_main_anc_follower_bretonnia_squire	ovn_sc_arb_araby
wh_main_anc_follower_bretonnia_court_jester	ovn_sc_arb_araby
wh_main_anc_follower_all_student	ovn_sc_arb_araby
wh_main_anc_follower_all_men_zealot	ovn_sc_arb_araby
wh_main_anc_follower_all_men_valet	ovn_sc_arb_araby
wh_main_anc_follower_all_men_vagabond	ovn_sc_arb_araby
wh_main_anc_follower_all_men_tomb_robber	ovn_sc_arb_araby
wh_main_anc_follower_all_men_tollkeeper	ovn_sc_arb_araby
wh_main_anc_follower_all_men_thug	ovn_sc_arb_araby
wh_main_anc_follower_all_men_soldier	ovn_sc_arb_araby
wh_main_anc_follower_all_men_smuggler	ovn_sc_arb_araby
wh_main_anc_follower_all_men_servant	ovn_sc_arb_araby
wh_main_anc_follower_all_men_rogue	ovn_sc_arb_araby
wh_main_anc_follower_all_men_protagonist	ovn_sc_arb_araby
wh_main_anc_follower_all_men_outrider	ovn_sc_arb_araby
wh_main_anc_follower_all_men_outlaw	ovn_sc_arb_araby
wh_main_anc_follower_all_men_ogres_pit_fighter	ovn_sc_arb_araby
wh_main_anc_follower_all_men_militiaman	ovn_sc_arb_araby
wh_main_anc_follower_all_men_mercenary	ovn_sc_arb_araby
wh_main_anc_follower_all_men_kislevite_kossar	ovn_sc_arb_araby
wh_main_anc_follower_all_men_initiate	ovn_sc_arb_araby
wh_main_anc_follower_all_men_grave_robber	ovn_sc_arb_araby
wh_main_anc_follower_all_men_fisherman	ovn_sc_arb_araby
wh_main_anc_follower_all_men_bounty_hunter	ovn_sc_arb_araby
wh_main_anc_follower_all_men_bodyguard	ovn_sc_arb_araby
wh_main_anc_follower_all_men_boatman	ovn_sc_arb_araby
wh_main_anc_follower_all_men_bailiff	ovn_sc_arb_araby
wh_main_anc_follower_all_hedge_wizard	ovn_sc_arb_araby
wh_dlc08_anc_follower_whalers	ovn_sc_arb_araby
wh_dlc08_anc_follower_slave_worker	ovn_sc_arb_araby
wh_dlc08_anc_follower_skaeling_trader	ovn_sc_arb_araby
wh_dlc08_anc_follower_seer	ovn_sc_arb_araby
wh_dlc08_anc_follower_mountain_scout	ovn_sc_arb_araby
wh_dlc08_anc_follower_mammoth	ovn_sc_arb_araby
wh_dlc08_anc_follower_kurgan_slave_merchant	ovn_sc_arb_araby
wh_dlc08_anc_follower_dragonbone_raiders	ovn_sc_arb_araby
wh_dlc08_anc_follower_cathy_slave_dancers	ovn_sc_arb_araby
wh_dlc08_anc_follower_beserker	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_troll_slayer	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_treasure_hunter	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_teller_of_tales	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_stonemason	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_shipwright	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_sapper	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_runebearer	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_reckoner	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_prospector	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_powder_mixer	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_miner	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_jewelsmith	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_guildmaster	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_grudgekeeper	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_goldsmith	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_dwarfen_tattooist	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_dwarf_bride	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_daughter_of_valaya	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_cooper	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_choir_master	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_candle_maker	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_brewmaster	ovn_sc_arb_araby
wh_main_anc_follower_dwarfs_archivist	ovn_sc_arb_araby
wh_dlc03_anc_follower_beastmen_spawn_wrangler	ovn_sc_arb_araby
wh_dlc03_anc_follower_beastmen_pox_carrier	ovn_sc_arb_araby
wh_dlc03_anc_follower_beastmen_mannish_thrall	ovn_sc_arb_araby
wh_dlc03_anc_follower_beastmen_flying_spy	ovn_sc_arb_araby
wh_dlc03_anc_follower_beastmen_flayer	ovn_sc_arb_araby
wh_dlc03_anc_follower_beastmen_chieftains_pet	ovn_sc_arb_araby
wh_dlc03_anc_follower_beastmen_bray_shamans_familiar	ovn_sc_arb_araby
wh_dlc01_anc_follower_chaos_slave_master	ovn_sc_arb_araby
wh_dlc01_anc_follower_chaos_possessed	ovn_sc_arb_araby
wh_dlc01_anc_follower_chaos_oar_slave	ovn_sc_arb_araby
wh_dlc01_anc_follower_chaos_mutant	ovn_sc_arb_araby
wh_dlc01_anc_follower_chaos_kurgan_chieftain	ovn_sc_arb_araby
wh_dlc01_anc_follower_chaos_huscarl	ovn_sc_arb_araby
wh_dlc01_anc_follower_chaos_collector	ovn_sc_arb_araby
wh_dlc01_anc_follower_chaos_beast_tamer	ovn_sc_arb_araby
wh_dlc01_anc_follower_chaos_barbarian	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_swindla	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_snotling_scavengers	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_serial_loota	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_pit_boss	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_idol_carva	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_gobbo_ranta	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_dung_collector	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_dog_boy_scout	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_bully	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_bat-winged_loony	ovn_sc_arb_araby
wh_main_anc_follower_greenskins_backstabba	ovn_sc_arb_araby
wh_dlc05_anc_follower_young_stag	ovn_sc_arb_araby
wh_dlc05_anc_follower_vauls_anvil_smith	ovn_sc_arb_araby
wh_dlc05_anc_follower_royal_standard_bearer	ovn_sc_arb_araby
wh_dlc05_anc_follower_hunting_hound	ovn_sc_arb_araby
wh_dlc05_anc_follower_hawk_companion	ovn_sc_arb_araby
wh_dlc05_anc_follower_forest_spirit	ovn_sc_arb_araby
wh_dlc05_anc_follower_elder_scout	ovn_sc_arb_araby
wh_dlc05_anc_follower_dryad_spy	ovn_sc_arb_araby
wh2_main_anc_follower_sea_cucumber	ovn_sc_arb_araby
wh2_dlc11_anc_follower_cst_travelling_necromancer	ovn_sc_arb_araby
wh2_dlc11_anc_follower_cst_sartosa_navigator	ovn_sc_arb_araby
