technology	effect	effect_scope	value
araby_tech_neu_1	wh2_dlc12_effect_magic_cooldown_all_lores	faction_to_force_own_unseen	-15.0000
araby_tech_bad_5	ovn_effect_tech_missile_strength_arb_gunpowder	faction_to_force_own_unseen	8.0000
araby_tech_bad_5	ovn_effect_tech_reload_time_reduction_arb_gunpowder	faction_to_force_own_unseen	8.0000
araby_tech_neu_5	ovn_effect_tech_missile_strength_arb_gunpowder	faction_to_force_own_unseen	10.0000
araby_tech_neu_5	ovn_effect_tech_reload_time_reduction_arb_gunpowder	faction_to_force_own_unseen	10.0000
araby_tech_neu_4	ovn_effect_tech_melee_defence_arb_basic_infantry	faction_to_force_own_unseen	6.0000
araby_tech_neu_4	ovn_effect_tech_armour_arb_basic_infantry	faction_to_force_own_unseen	10.0000
araby_tech_neu_3	ovn_effect_tech_melee_attack_arb_nomads	faction_to_force_own_unseen	6.0000
araby_tech_neu_3	ovn_effect_tech_speed_arb_nomads	faction_to_force_own_unseen	10.0000
araby_tech_neu_6	ovn_effect_tech_missile_strength_arb_bow_units	faction_to_force_own_unseen	8.0000
araby_tech_neu_eco_3	roy_effect_agent_recruitment_xp_arb_nomad	faction_to_province_own	3.0000
araby_tech_neu_eco_3	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	faction_to_character_own_agents	10.0000
araby_tech_neu_eco_3	wh_main_effect_agent_action_cost_mod	faction_to_character_own_unseen	-15.0000
araby_tech_neu_eco_4	roy_effect_agent_cap_increase_arb_nomad	faction_to_faction_own_unseen	2.0000
araby_tech_neu_eco_4	roy_effect_agent_action_success_chance_arb_nomad	faction_to_character_own_unseen	15.0000
araby_tech_neu_eco_4	roy_effect_agent_action_cost_mod_arb_nomad	faction_to_character_own_unseen	-10.0000
scythan_tech_neu_7	wh2_dlc09_effect_unit_cap_tmb_cav_necropolis_knights_0	faction_to_faction_own_unseen	1.0000
scythan_tech_neu_7	wh2_dlc09_effect_unit_cap_tmb_inf_nehekhara_warriors_0	faction_to_faction_own_unseen	2.0000
scythan_tech_neu_7	wh2_dlc09_effect_unit_cap_tmb_inf_tomb_guard_1	faction_to_faction_own_unseen	1.0000
scythan_tech_neu_7	ovn_effect_tech_upkeep_arb_tomb_king_units	faction_to_force_own_unseen	6.0000
scythan_tech_neu_7	ovn_effect_tech_melee_defense_arb_tomb_king_units	faction_to_force_own_unseen	6.0000
scythan_tech_neu_8	wh2_dlc09_faction_political_diplomacy_mod_technology_tomb_kings	faction_to_faction_own_unseen	5.0000
scythan_tech_neu_8	ovn_effect_tech_weapon_strength_arb_tomb_king_units	faction_to_force_own_unseen	10.0000
scythan_tech_neu_8	ovn_scythan_numas_diplo	faction_to_faction_own_unseen	20.0000
scythan_tech_neu_8	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_0	faction_to_faction_own_unseen	1.0000
scythan_tech_neu_8	wh2_dlc09_effect_unit_cap_tmb_veh_skeleton_chariot_0	faction_to_faction_own_unseen	1.0000
scimitar_tech_neu_7	ovn_effect_tech_weapon_strength_arb_sea_units	faction_to_force_own_unseen	6.0000
scimitar_tech_neu_7	ovn_effect_tech_speed_arb_sea_units	faction_to_force_own_unseen	6.0000
scimitar_tech_neu_8	ovn_effect_tech_armour_arb_sea_units	faction_to_force_own_unseen	10.0000
scimitar_tech_neu_7	wh2_main_effect_force_stat_leadership_at_sea	faction_to_force_own_unseen	10.0000
scimitar_tech_neu_8	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	20.0000
