ability	land_unit
roy_unit_active_arb_doppelgang	ovn_arb_cha_nomad_3
wh_main_hero_abilities_slippery	ovn_arb_cha_nomad_3_summoned
roy_unit_active_arb_strike_from_the_shadows	ovn_arb_cha_nomad_3_summoned
wh_main_character_abilities_deadly_onslaught	ovn_arb_cha_sheikh_0
wh_main_character_abilities_foe_seeker	ovn_arb_cha_sheikh_0
wh_main_character_abilities_stand_your_ground	ovn_arb_cha_sheikh_0
wh_main_character_abilities_deadly_onslaught	ovn_arb_cha_sheikh_1
wh_main_character_abilities_foe_seeker	ovn_arb_cha_sheikh_1
wh_main_character_abilities_stand_your_ground	ovn_arb_cha_sheikh_1
wh_main_character_abilities_deadly_onslaught	ovn_arb_cha_sheikh_2
wh_main_character_abilities_foe_seeker	ovn_arb_cha_sheikh_2
wh_main_character_abilities_stand_your_ground	ovn_arb_cha_sheikh_2
wh_main_character_abilities_deadly_onslaught	ovn_arb_cha_sheikh_3
wh_main_character_abilities_foe_seeker	ovn_arb_cha_sheikh_3
wh_main_character_abilities_stand_your_ground	ovn_arb_cha_sheikh_3
arb_jaffar_aura_will	ovn_arb_cha_sultan_jaffar_0
arb_jaffar_to_djinn_transformation	ovn_arb_cha_sultan_jaffar_0
arb_jaffar_aura_will	ovn_arb_cha_sultan_jaffar_1
arb_jaffar_aura_will	ovn_arb_cha_sultan_jaffar_2
arb_jaffar_aura_will	ovn_arb_cha_sultan_jaffar_3
arb_djinn_to_jaffar_transformation	ovn_arb_cha_sultan_jaffar_djinn
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_desert_0
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_desert_1
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_desert_2
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_fire_0
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_fire_1
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_fire_2
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_heavens_0
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_heavens_1
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_heavens_2
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_life_0
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_life_1
wh_main_character_abilities_arcane_conduit	ovn_arb_cha_vizier_life_2
ovn_hero_abilities_summon_sea_nymph	ovn_arb_cha_vizier_life_3
ovn_arb_passive_djinn_carriage_power_of_djinn	ovn_arb_cha_vizier_life_3
ovn_hero_abilities_summon_desert_spirit	ovn_arb_cha_vizier_desert_3
ovn_arb_passive_djinn_carriage_power_of_djinn	ovn_arb_cha_vizier_desert_3
ovn_hero_abilities_summon_tempest_djinn	ovn_arb_cha_vizier_heavens_3
ovn_arb_passive_djinn_carriage_power_of_djinn	ovn_arb_cha_vizier_heavens_3
ovn_hero_abilities_summon_fire_efreet	ovn_arb_cha_vizier_fire_3
ovn_arb_passive_djinn_carriage_power_of_djinn	ovn_arb_cha_vizier_fire_3
wh2_dlc09_unit_passive_guardian	ovn_arb_inf_arabyan_guard
wh2_dlc09_unit_passive_guardian	ovn_arb_inf_arabyan_guard_ror
arb_guard_ror_jaffar_elite	ovn_arb_inf_arabyan_guard_ror
wh_main_unit_passive_deathblow	ovn_arb_inf_arabyan_ogres
ovn_unit_passive_unbinding_arb_spearmen_mirage	ovn_arb_inf_arabyan_spearmen_summoned_0
ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	ovn_arb_inf_arabyan_spearmen_summoned_1
blood_howl	ovn_arb_inf_jaguar_champions
wh_main_unit_passive_deathblow	ovn_arb_inf_jaguar_champions_ror
wh_main_unit_passive_frenzy	ovn_arb_inf_jaguar_champions_ror
blood_howl	ovn_arb_inf_jezzails_ror
wh_main_unit_passive_deathblow	ovn_arb_inf_pit_fighters
wh_pro04_unit_abilities_enrage	ovn_arb_inf_pit_fighters
wh2_dlc09_lord_abilities_sand_storm	ovn_arb_mon_desert_spirit
wh3_main_unit_passive_single_entity	ovn_arb_mon_desert_spirit
ovn_arb_unit_passive_djinn_instability	ovn_arb_mon_desert_spirit
ovn_arb_unit_passive_djinn_instability_ii	ovn_arb_mon_desert_spirit
ovn_unit_passive_unbinding_djinn	ovn_arb_mon_desert_spirit_summoned
wh2_dlc09_lord_abilities_sand_storm	ovn_arb_mon_desert_spirit_summoned
wh3_main_unit_passive_single_entity	ovn_arb_mon_desert_spirit_summoned
ovn_arb_efreet_asscannon	ovn_arb_mon_fire_efreet
arb_sultan_flame_bound_fireburst	ovn_arb_mon_fire_efreet
wh3_main_unit_passive_single_entity	ovn_arb_mon_fire_efreet
ovn_arb_unit_passive_djinn_instability	ovn_arb_mon_fire_efreet
ovn_arb_unit_passive_djinn_instability_ii	ovn_arb_mon_fire_efreet
ovn_unit_passive_unbinding_djinn	ovn_arb_mon_fire_efreet_summoned
ovn_arb_efreet_asscannon	ovn_arb_mon_fire_efreet_summoned
wh3_main_unit_passive_single_entity	ovn_arb_mon_fire_efreet_summoned
wh_main_spell_bound_chain_lightning_ror	ovn_arb_mon_genie
wh2_dlc09_lord_abilities_sand_storm	ovn_arb_mon_genie
wh_main_spell_bound_fireball	ovn_arb_mon_genie
wh3_main_unit_passive_single_entity	ovn_arb_mon_genie
ovn_arb_unit_passive_djinn_instability	ovn_arb_mon_genie
ovn_arb_unit_passive_djinn_instability_ii	ovn_arb_mon_genie
wh2_dlc09_lord_abilities_sand_storm	ovn_arb_mon_genie_summoned
wh_main_spell_bound_fireball	ovn_arb_mon_genie_summoned
ovn_unit_passive_unbinding_djinn	ovn_arb_mon_genie_summoned
wh3_main_unit_passive_single_entity	ovn_arb_mon_genie_summoned
wh2_dlc11_unit_passive_abandon_ship	ovn_arb_mon_necrofex_colossus
wh2_dlc11_unit_passive_extra_powder	ovn_arb_mon_necrofex_colossus
wh_main_unit_passive_unstable	ovn_arb_mon_necrofex_colossus
wh_main_unit_passive_unstable_mark_ii	ovn_arb_mon_necrofex_colossus
wh3_main_unit_passive_single_entity	ovn_arb_mon_necrofex_colossus
wh2_dlc11_lord_abilities_wraith_storm	ovn_arb_mon_sea_nymph
wh3_main_unit_passive_single_entity	ovn_arb_mon_sea_nymph
ovn_arb_unit_passive_djinn_instability	ovn_arb_mon_sea_nymph
ovn_arb_unit_passive_djinn_instability_ii	ovn_arb_mon_sea_nymph
ovn_unit_passive_unbinding_djinn	ovn_arb_mon_sea_nymph_summoned
wh2_dlc11_lord_abilities_wraith_storm	ovn_arb_mon_sea_nymph_summoned
wh3_main_unit_passive_single_entity	ovn_arb_mon_sea_nymph_summoned
wh_main_spell_bound_chain_lightning_ror	ovn_arb_mon_tempest_djinn
wh3_main_unit_passive_single_entity	ovn_arb_mon_tempest_djinn
ovn_arb_unit_passive_djinn_instability	ovn_arb_mon_tempest_djinn
ovn_arb_unit_passive_djinn_instability_ii	ovn_arb_mon_tempest_djinn
ovn_unit_passive_unbinding_djinn	ovn_arb_mon_tempest_djinn_summoned
wh_main_spell_bound_chain_lightning_ror	ovn_arb_mon_tempest_djinn_summoned
wh3_main_unit_passive_single_entity	ovn_arb_mon_tempest_djinn_summoned
wh3_main_unit_passive_single_entity	ovn_arb_mon_giant_vulture_feral
wh3_main_unit_passive_single_entity	ovn_arb_mon_enchanted_rope
wh2_dlc14_unit_abilities_seismic_snare	ovn_arb_mon_enchanted_rope
wh3_main_unit_passive_single_entity	ovn_arb_mon_enchanted_rope_summoned
wh2_dlc14_unit_abilities_seismic_snare	ovn_arb_mon_enchanted_rope_summoned
wh3_main_unit_passive_single_entity	ovn_arb_djinn_carriage
ovn_arb_passive_djinn_carriage_power_of_djinn	ovn_arb_djinn_carriage
ovn_arb_people_nomads	ovn_arb_inf_alrahem_nomads
