level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
ovn_arb_barracks_2	ovn_arb_barracks	1	2	2000	0		false	false		true	ovn_arb_barracks	true	0.0000	0	true	2		true	0	0		0
ovn_arb_barracks_3	ovn_arb_barracks	2	3	4000	0		false	false		true	ovn_arb_barracks	true	0.0000	0	true	3		true	0	0		0
ovn_arb_industry_basic_1	ovn_arb_industry_basic	0	2	750	0		false	false		true	ovn_arb_industry_basic	false	0.0000	0	true	2		true	0	0		0
ovn_arb_industry_basic_2	ovn_arb_industry_basic	1	3	1500	0		false	false		true	ovn_arb_industry_basic	false	0.0000	0	true	3		true	0	0		0
ovn_arb_industry_basic_3	ovn_arb_industry_basic	2	4	2500	0		false	false		true	ovn_arb_industry_basic	false	0.0000	0	true	4		true	0	0		0
ovn_arb_stables_1	ovn_arb_stables	0	2	2500	0		false	false		true	ovn_arb_stables	true	0.0000	0	true	2		true	0	0		0
ovn_arb_stables_2	ovn_arb_stables	1	3	5000	0		false	false		true	ovn_arb_stables	true	0.0000	0	true	3		true	0	0		0
ovn_arb_stables_3	ovn_arb_stables	2	4	7500	0		false	false		true	ovn_arb_stables	true	0.0000	0	true	4		true	0	0		0
ovn_arb_tavern_1	ovn_arb_tavern	0	2	1500	0		false	false		true	ovn_arb_tavern	false	0.0000	0	true	2		true	0	0		0
ovn_arb_tavern_2	ovn_arb_tavern	1	3	3000	0		false	false		true	ovn_arb_tavern	false	0.0000	0	true	3		true	0	0		0
ovn_arb_tavern_3	ovn_arb_tavern	2	4	4500	0		false	false		true	ovn_arb_tavern	false	0.0000	0	true	4		true	0	0		0
ovn_arb_worship_1	ovn_arb_worship	0	3	4000	0		false	false		true	ovn_arb_worship	false	0.0000	0	true	3		true	0	0		0
ovn_arb_worship_2	ovn_arb_worship	1	4	6000	0		false	false		true	ovn_arb_worship	false	0.0000	0	true	4		true	0	0		0
ovn_araby_walls_1	ovn_araby_walls	0	3	2500	0		false	false		true	ovn_araby_walls	false	0.0000	0	true	2		true	0	0		0
ovn_araby_walls_2	ovn_araby_walls	1	4	5000	0		false	false		true	ovn_araby_walls	false	0.0000	0	true	3		true	0	0		0
ovn_araby_walls_3	ovn_araby_walls	2	5	7500	0		false	false		true	ovn_araby_walls	false	0.0000	0	true	4		true	0	0		0
ovn_araby_coffee_1	ovn_araby_ch_coffee	0	1	500	0		false	false		true	ovn_araby_coffee	false	0.0000	0	true	1		true	0	0		0
ovn_araby_coffee_2	ovn_araby_ch_coffee	1	2	750	0		false	false		true	ovn_araby_coffee	false	0.0000	0	true	2		true	0	0		0
ovn_araby_coffee_3	ovn_araby_ch_coffee	2	3	1000	0		false	false		true	ovn_araby_coffee	false	0.0000	0	true	3		true	0	0		0
arb_fatandira_landmark	arb_fatandira_landmark	0	6	10000	0		false	false		true	arb_fatandira_landmark	false	0.0000	0	true	5		true	0	0		0
ovn_arb_scy_tmb	ovn_arb_scy_tmb	0	5	5000	100		false	false		true	ovn_arb_scy_tmb	false	0.0000	0	true	3		true	0	0		0
arb_flaming_scimitar_main_1	arb_flaming_scimitar_main	0	1	800	0		false	false		true	arb_flaming_scimitar_main	false	0.0000	0	true	0		true	0	0		0
arb_flaming_scimitar_main_2	arb_flaming_scimitar_main	1	1	1600	0		false	false		true	arb_flaming_scimitar_main	false	0.0000	2	true	1		true	0	0		0
arb_flaming_scimitar_main_3	arb_flaming_scimitar_main	2	1	3200	0		false	false		true	arb_flaming_scimitar_main	false	0.0000	4	true	2		true	0	0		0
arb_flaming_scimitar_main_4	arb_flaming_scimitar_main	3	1	4800	0		false	false		true	arb_flaming_scimitar_main	false	0.0000	6	true	3		true	0	0		0
arb_flaming_scimitar_main_5	arb_flaming_scimitar_main	4	1	7200	0		false	false		true	arb_flaming_scimitar_main	false	0.0000	8	true	4		true	0	0		0
arb_flaming_scimitar_barracks_1	arb_flaming_scimitar_barracks	0	1	1000	0		false	false		true	arb_flaming_scimitar_barracks	false	0.0000	0	true	0		true	0	0		0
arb_flaming_scimitar_barracks_2	arb_flaming_scimitar_barracks	1	1	2000	0		false	false		true	arb_flaming_scimitar_barracks	false	0.0000	0	true	2		true	0	0		0
arb_flaming_scimitar_barracks_3	arb_flaming_scimitar_barracks	2	1	4000	0		false	false		true	arb_flaming_scimitar_barracks	false	0.0000	0	true	4		true	0	0		0
arb_flaming_scimitar_support_monsters_1	arb_flaming_scimitar_support_monsters	0	1	1000	0		false	false		true	arb_flaming_scimitar_support_monsters	false	0.0000	0	true	1		true	0	0		0
arb_flaming_scimitar_support_monsters_2	arb_flaming_scimitar_support_monsters	1	1	3000	0		false	false		true	arb_flaming_scimitar_support_monsters	false	0.0000	0	true	3		true	0	0		0
arb_flaming_scimitar_support_monsters_3	arb_flaming_scimitar_support_monsters	2	1	4000	0		false	false		true	arb_flaming_scimitar_support_monsters	false	0.0000	0	true	4		true	0	0		0
arb_flaming_scimitar_support_mages_1	arb_flaming_scimitar_support_mages	0	1	2000	0		false	false		true	arb_flaming_scimitar_support_mages	false	0.0000	0	true	2		true	0	0		0
arb_flaming_scimitar_support_mages_2	arb_flaming_scimitar_support_mages	1	1	4000	0		false	false		true	arb_flaming_scimitar_support_mages	false	0.0000	0	true	4		true	0	0		0
arb_flaming_scimitar_structure_movement_1	arb_flaming_scimitar_structure_movement	0	1	500	0		false	false		true	arb_flaming_scimitar_structure_movement	false	0.0000	0	true	0		true	0	0		0
arb_flaming_scimitar_structure_movement_2	arb_flaming_scimitar_structure_movement	1	1	1000	0		false	false		true	arb_flaming_scimitar_structure_movement	false	0.0000	0	true	1		true	0	0		0
arb_flaming_scimitar_structure_movement_3	arb_flaming_scimitar_structure_movement	2	1	3000	0		false	false		true	arb_flaming_scimitar_structure_movement	false	0.0000	0	true	3		true	0	0		0
arb_flaming_scimitar_structure_upkeep_1	arb_flaming_scimitar_structure_upkeep	0	1	1000	0		false	false		true	arb_flaming_scimitar_structure_upkeep	false	0.0000	0	true	1		true	0	0		0
arb_flaming_scimitar_structure_upkeep_2	arb_flaming_scimitar_structure_upkeep	1	1	2000	0		false	false		true	arb_flaming_scimitar_structure_upkeep	false	0.0000	0	true	2		true	0	0		0
arb_flaming_scimitar_structure_upkeep_3	arb_flaming_scimitar_structure_upkeep	2	1	4000	0		false	false		true	arb_flaming_scimitar_structure_upkeep	false	0.0000	0	true	4		true	0	0		0
arb_flaming_scimitar_structure_replenishment_1	arb_flaming_scimitar_structure_replenishment	0	1	500	0		false	false		true	arb_flaming_scimitar_structure_replenishment	false	0.0000	0	true	0		true	0	0		0
arb_flaming_scimitar_structure_replenishment_2	arb_flaming_scimitar_structure_replenishment	1	1	2000	0		false	false		true	arb_flaming_scimitar_structure_replenishment	false	0.0000	0	true	2		true	0	0		0
arb_flaming_scimitar_structure_replenishment_3	arb_flaming_scimitar_structure_replenishment	2	1	3000	0		false	false		true	arb_flaming_scimitar_structure_replenishment	false	0.0000	0	true	3		true	0	0		0
arb_flaming_scimitar_structure_growth_1	arb_flaming_scimitar_structure_growth	0	1	500	0		false	false		true	arb_flaming_scimitar_structure_growth	false	0.0000	0	true	0		true	0	0		0
arb_flaming_scimitar_structure_growth_2	arb_flaming_scimitar_structure_growth	1	1	1000	0		false	false		true	arb_flaming_scimitar_structure_growth	false	0.0000	0	true	1		true	0	0		0
arb_flaming_scimitar_structure_growth_3	arb_flaming_scimitar_structure_growth	2	1	3000	0		false	false		true	arb_flaming_scimitar_structure_growth	false	0.0000	0	true	3		true	0	0		0
arb_flaming_scimitar_defense_bombardment_1	arb_flaming_scimitar_defense_bombardment	0	1	2000	0		false	false		true	arb_flaming_scimitar_defense_bombardment	false	0.0000	0	true	2		true	0	0		0
arb_flaming_scimitar_defense_magical_bombardment_1	arb_flaming_scimitar_defense_magical_bombardment	0	1	3000	0		false	false		true	arb_flaming_scimitar_defense_magical_bombardment	false	0.0000	0	true	3		true	0	0		0
arb_flaming_scimitar_defense_magical_bombardment_2	arb_flaming_scimitar_defense_magical_bombardment	1	1	4000	0		false	false		true	arb_flaming_scimitar_defense_magical_bombardment	false	0.0000	0	true	4		true	0	0		0
arb_flaming_scimitar_unique_minaret_1	arb_flaming_scimitar_unique_minaret	0	1	5000	0		false	false		true	arb_flaming_scimitar_unique_minaret	false	0.0000	0	true	4		true	0	0		0
arb_golden_magus_special_galleon_graveyard_1	arb_golden_magus_special_galleon_graveyard	1	1	5000	0		false	false		true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh2_dlc11_cam_settlement_galleons_graveyard_vampire_coast	true	0	0		0
arb_golden_magus_special_galleon_graveyard_ruin	arb_golden_magus_special_galleon_graveyard	0	1	0	0		false	false		true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	false	0	wh2_dlc11_cam_settlement_galleons_graveyard_vampire_coast	true	0	0		0
ovn_araby_settlement_major_1	ovn_araby_settlement_major	1	3	1000	0		false	false		true	ovn_araby_settlement_major	true	0.0000	0	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_araby_settlement_major_2	ovn_araby_settlement_major	2	4	2000	0		false	false		true	ovn_araby_settlement_major	true	0.0000	1	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_araby_settlement_major_3	ovn_araby_settlement_major	3	5	4000	0		false	false		true	ovn_araby_settlement_major	true	0.0000	2	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_araby_settlement_major_4	ovn_araby_settlement_major	4	6	8000	0		false	false		true	ovn_araby_settlement_major	true	0.0000	4	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_araby_settlement_major_5	ovn_araby_settlement_major	5	7	16000	0		false	false		true	ovn_araby_settlement_major	true	0.0000	5	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_araby_settlement_major_ruin	ovn_araby_settlement_major	0	1	0	0		false	false		true	ovn_araby_settlement_major	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
ovn_araby_settlement_minor_1	ovn_araby_settlement_minor	1	3	1000	0		false	false		true	ovn_araby_settlement_minor	false	0.0000	0	true	0	wh_cam_settlement_minor_empire	true	0	0		0
ovn_araby_settlement_minor_2	ovn_araby_settlement_minor	2	4	2000	0		false	false		true	ovn_araby_settlement_minor	false	0.0000	1	true	0	wh_cam_settlement_minor_empire	true	0	0		0
ovn_araby_settlement_minor_3	ovn_araby_settlement_minor	3	5	4000	0		false	false		true	ovn_araby_settlement_minor	false	0.0000	2	true	0	wh_cam_settlement_minor_empire	true	0	0		0
ovn_araby_settlement_minor_ruin	ovn_araby_settlement_minor	0	1	0	0		false	false		true	ovn_araby_settlement_minor	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
