id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
159255519	ovn_art_set_arb_champion_02	0	0		none	ovn_arb_cha_champion_02			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_arabya_hammer	cam_light_ship_05	cam_light_ship_05	0	0	0
159255520	ovn_art_set_arb_champion_03	0	0		none	ovn_arb_cha_champion_03			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_arabya_hammer	cam_light_ship_05	cam_light_ship_05	0	0	0
159255521	ovn_art_set_arb_hashashin_01	0	0		none	ovn_arb_cha_hashashin_01			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	0	0	0
159255522	ovn_art_set_arb_hashashin_02	0	0		none	ovn_arb_cha_hashashin_02			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	0	0	0
159255523	ovn_art_set_arb_hashashin_03	0	0		none	ovn_arb_cha_hashashin_03			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	0	0	0
159255524	ovn_art_set_arb_vizier_fire_01	0	0		none	ovn_arb_cha_vizier_fire_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255525	ovn_art_set_arb_vizier_life_01	0	0		none	ovn_arb_cha_vizier_life_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255526	ovn_art_set_arb_vizier_heavens_01	0	0		none	ovn_arb_cha_vizier_heavens_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255527	ovn_art_set_arb_vizier_fire_02	0	0		none	ovn_arb_cha_vizier_fire_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255528	ovn_art_set_arb_vizier_life_02	0	0		none	ovn_arb_cha_vizier_life_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255529	ovn_art_set_arb_vizier_heavens_02	0	0		none	ovn_arb_cha_vizier_heavens_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255530	ovn_art_set_arb_vizier_desert_02	0	0		none	ovn_arb_cha_vizier_desert_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255531	ovn_art_set_arb_vizier_desert_01	0	0		none	ovn_arb_cha_vizier_desert_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255532	ovn_art_set_arb_fatandira	0	0		none	ovn_arb_cha_fatandira_0			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_lord_hu1b_elf_sword_and_bow	cam_light_ship_05	cam_light_ship_05	0	0	0
159255533	ovn_art_set_arb_golden_magus	0	0		none	ovn_arb_cha_golden_magus_0			ovn_campaign_arb_ship_flaming_scimitar_army	ovn_campaign_arb_ship_flaming_scimitar_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255534	ovn_art_set_arb_vizier_fire_03	0	0		none	ovn_arb_cha_vizier_fire_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255535	ovn_art_set_arb_vizier_life_03	0	0		none	ovn_arb_cha_vizier_life_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255536	ovn_art_set_arb_vizier_heavens_03	0	0		none	ovn_arb_cha_vizier_heavens_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255537	ovn_art_set_arb_vizier_desert_03	0	0		none	ovn_arb_cha_vizier_desert_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255538	ovn_art_set_arb_magician_life_2	0	0		none	ovn_uniform_arb_magician_life_2			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255539	ovn_art_set_arb_magician_desert_2	0	0		none	ovn_uniform_arb_magicican_desert_2			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255540	ovn_art_set_arb_magician_fire_2	0	0		none	ovn_uniform_arb_magicican_fire_2			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255541	ovn_art_set_arb_magician_heavens_2	0	0		none	ovn_uniform_arb_magician_heavens_2			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255542	ovn_art_set_arb_magician_life_3	0	0		none	ovn_uniform_arb_magician_life_3			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255543	ovn_art_set_arb_magician_desert_3	0	0		none	ovn_uniform_arb_magicican_desert_3			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255544	ovn_art_set_arb_magician_fire_3	0	0		none	ovn_uniform_arb_magicican_fire_3			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255545	ovn_art_set_arb_magician_heavens_3	0	0		none	ovn_uniform_arb_magician_heavens_3			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
159255546	ovn_art_set_arb_caravan_master_01	0	0		none	ovn_arb_cha_caravan_master_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1e_sword_lord	cam_light_ship_05	cam_light_ship_05	0	0	0
159255547	ovn_art_set_arb_caravan_master_02	0	0		none	ovn_arb_cha_caravan_master_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1e_sword_lord	cam_light_ship_05	cam_light_ship_05	0	0	0
159255548	ovn_art_set_arb_caravan_master_03	0	0		none	ovn_arb_cha_caravan_master_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1e_sword_lord	cam_light_ship_05	cam_light_ship_05	0	0	0
159255549	ovn_art_set_arb_champion_wazar	0	0		none	ovn_arb_cha_champion_wazar			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_arabya_hammer	cam_light_ship_05	cam_light_ship_05	0	0	0
159255550	ovn_art_set_arb_sheikh_mehmed	0	0		none	ovn_arb_cha_sheikh_mehmed			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1e_sword_lord	cam_light_ship_05	cam_light_ship_05	0	0	0
