order	special_ability	target_self	target_friends	target_enemies	phase
1	ovn_unit_passive_incarnate_death_frost	false	false	true	ovn_unit_passive_incarnate_death_frost
1	ovn_unit_passive_incarnate_swiftwing	false	true	false	ovn_unit_passive_incarnate_swiftwing
1	ovn_unit_passive_incarnate_blessing_of_the_djinn	false	true	false	ovn_unit_passive_incarnate_blessing_of_the_djinn
1	ovn_unit_passive_unbinding_djinn	true	false	false	ovn_unit_passive_unbinding_djinn
2	ovn_unit_passive_unbinding_djinn	true	false	false	wh_main_unit_passive_unbinding_weak
3	ovn_unit_passive_unbinding_djinn	true	false	false	wh_main_unit_passive_unbinding_critical
1	ovn_unit_passive_unbinding_arb_spearmen_mirage	true	false	false	ovn_unit_passive_unbinding_arb_spearmen_mirage
2	ovn_unit_passive_unbinding_arb_spearmen_mirage	true	false	false	wh_main_unit_passive_unbinding_weak
3	ovn_unit_passive_unbinding_arb_spearmen_mirage	true	false	false	wh_main_unit_passive_unbinding_critical
1	ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	true	false	false	ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded
2	ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	true	false	false	wh_main_unit_passive_unbinding_weak
3	ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	true	false	false	wh_main_unit_passive_unbinding_critical
1	ovn_unit_passive_unbinding_ovn_arb_cha_nomad_0	true	false	false	ovn_unit_passive_unbinding_ovn_arb_cha_nomad_0_1
2	ovn_unit_passive_unbinding_ovn_arb_cha_nomad_0	true	false	false	ovn_unit_passive_unbinding_ovn_arb_cha_nomad_0_2
1	ovn_mehmed_massacre_them	false	false	true	ovn_mehmed_massacre_them
1	ovn_arb_baz_wep_10_vengeful_sword_heal	true	false	false	ovn_arb_baz_wep_10_vengeful_sword_heal
1	ovn_arb_baz_wep_10_vengeful_sword_damage_self	true	false	false	ovn_arb_baz_wep_10_vengeful_sword_damage_self
1	ovn_djinn_carriage_djinn_blessing	true	true	false	ovn_djinn_carriage_djinn_blessing
1	ovn_arb_baz_wep_08_matyr_shard_ability	true	false	false	ovn_arb_baz_wep_08_matyr_shard_ability
1	ovn_arb_baz_heal	true	true	false	ovn_arb_baz_heal
1	ovn_arb_baz_arm_09_faith_shield_ability	true	true	false	ovn_arb_baz_arm_09_faith_shield_ability
1	ovn_arb_baz_arm_08_gorgon_shield_ability	false	false	true	ovn_arb_baz_arm_08_gorgon_shield_ability
1	ovn_arb_baz_escape	true	true	false	ovn_arb_baz_escape
1	smokeleaf_smokescreen	false	false	true	smokeleaf_smokescreen
1	ovn_passive_jaffar_djinn_casting_drain	true	false	false	ovn_passive_jaffar_djinn_casting_drain
1	ovn_golden_scimitar_ability	true	false	false	ovn_golden_scimitar_ability
1	ovn_weeping_blade_ability	true	false	false	ovn_weeping_blade_ability
