key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed	faction_set
Black_Book_Of_Ibn_Naggazar	wh_main_anc_arcane_item	.	false	false	false	1	0	9999			true	false	false	arcane_item	16	30	30	50	true			200	0		false	false	false	anc_set_exclusive_sc_araby
roy_anc_mount_arb_champion_horse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_champion_1		1	0		false	false	true	anc_set_exclusive_sc_araby
roy_anc_mount_arb_champion_elephant	wh_dlc08_anc_mount_chaos_war_mammoth	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_champion_3		1	0		false	false	true	anc_set_exclusive_sc_araby
roy_anc_mount_arb_lord_horse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_sheikh_1		1	0		false	false	true	anc_set_exclusive_sc_araby
roy_anc_mount_arb_caravan_master_horse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_sheikh_1		1	0		false	false	true	anc_set_exclusive_sc_araby
ovn_araby_sword	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	anc_set_exclusive_sc_araby
ovn_araby_helm	wh_main_anc_armour	.	false	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	anc_set_exclusive_sc_araby
ovn_araby_talisman	wh_main_anc_talisman	.	false	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	anc_set_exclusive_sc_araby
ovn_araby_Mount_Elephant	wh_dlc08_anc_mount_chaos_war_mammoth	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_sheikh_3		1	0		false	false	true	anc_set_exclusive_sc_araby
ovn_araby_rattlesnake_staff	wh_main_anc_arcane_item	.	false	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			200	0		false	false	false	anc_set_exclusive_sc_araby
arb_fatandira_warhorse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_fatandira_1		1	0		false	false	true	anc_set_exclusive_sc_araby
arb_fatandira_roc	wh_dlc05_anc_mount_wef_great_eagle	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_fatandira_2		1	0		false	false	true	anc_set_exclusive_sc_araby
arb_fatandira_blades_demise	wh_main_anc_weapon	.	false	false	false	1	0	9999			true	false	false	weapon	16	30	30	50	true			200	0		false	false	false	anc_set_exclusive_sc_araby
arb_fatandira_scythan_armour	wh_main_anc_armour	.	false	false	false	1	0	9999			true	false	false	armour	16	30	30	50	true			200	0		false	false	false	anc_set_exclusive_sc_araby
arb_golden_magus_fire_scimitar	wh_main_anc_weapon	.	false	false	false	1	0	9999			true	false	false	weapon	16	30	30	50	true			200	0		false	false	false	anc_set_exclusive_sc_araby
arb_golden_magus_auric_robe	wh_main_anc_armour	.	false	false	false	1	0	9999			true	false	false	armour	16	30	30	50	true			200	0		false	false	false	anc_set_exclusive_sc_araby
arb_golden_magus_camel_mount	ovn_anc_arb_camel	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_golden_magus_1		1	0		false	false	true	anc_set_exclusive_sc_araby
arb_golden_magus_djinnskiff_mount	wh_main_anc_mount_djinnskiff	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_golden_magus_2		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_fire_carpet	wh_main_anc_mount_magic_carpet	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_fire_2		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_fire_camel	ovn_anc_arb_camel	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_fire_1		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_life_carpet	wh_main_anc_mount_magic_carpet	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_life_2		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_life_camel	ovn_anc_arb_camel	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_life_1		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_heavens_carpet	wh_main_anc_mount_magic_carpet	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_heavens_2		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_heavens_camel	ovn_anc_arb_camel	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_heavens_1		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_desert_carpet	wh_main_anc_mount_magic_carpet	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_desert_2		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_desert_camel	ovn_anc_arb_camel	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_desert_1		1	0		false	false	true	anc_set_exclusive_sc_araby
roy_anc_mount_arb_lord_pegasus	wh_main_anc_mount_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_sheikh_2		1	0		false	false	true	anc_set_exclusive_sc_araby
roy_anc_mount_arb_champion_pegasus	wh_main_anc_mount_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_champion_2		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_fire_djinn_carriage	wh_main_anc_mount_djinn_carriage	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_fire_3		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_life_djinn_carriage	wh_main_anc_mount_djinn_carriage	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_life_3		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_heavens_djinn_carriage	wh_main_anc_mount_djinn_carriage	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_heavens_3		1	0		false	false	true	anc_set_exclusive_sc_araby
wh_main_anc_mount_arb_vizier_desert_djinn_carriage	wh_main_anc_mount_djinn_carriage	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_vizier_desert_3		1	0		false	false	true	anc_set_exclusive_sc_araby
roy_anc_mount_arb_champion_horse_wazar	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_champion_1		1	0		false	false	true	anc_set_exclusive_sc_araby
roy_anc_mount_arb_champion_pegasus_wazar	wh_main_anc_mount_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_champion_2		1	0		false	false	true	anc_set_exclusive_sc_araby
roy_anc_mount_arb_champion_elephant_wazar	wh_dlc08_anc_mount_chaos_war_mammoth	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_champion_3		1	0		false	false	true	anc_set_exclusive_sc_araby
arb_sheikh_mehmed_mount_horse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_sheikh_mehmed_1		1	0		false	false	true	anc_set_exclusive_sc_araby
arb_sheikh_mehmed_mount_pegasus	wh_main_anc_mount_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_sheikh_mehmed_2		1	0		false	false	true	anc_set_exclusive_sc_araby
arb_sheikh_mehmed_mount_elephant	wh_dlc08_anc_mount_chaos_war_mammoth	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ovn_arb_cha_sheikh_mehmed_3		1	0		false	false	true	anc_set_exclusive_sc_araby
