key	generate	localised_description	localised_title	ui_image	prioritized	event_category	sound_popup_override	sound_click_override	override_icon	is_large_dilemma
rhox_araby_jaffar_dilemma_quick_way_down	false	A painstaking section of your Convoy’s route has required the cavalcade to lumber up an unexpectedly steep mountain, putting it behind schedule. Once reaching the pinnacle, the Convoy Master scouts a quicker route down the other side which would make up for the lost time. Given the sheer weight of the Convoy’s consignment, however, the shortcut would make for a perilous descent which may result in some damaged goods.	Convoy Encounter! A Quick Way Down	cst/legendary_pirate_attacks	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_rats_in_a_tunnel	false	This route is endless! Our beleaguered Convoy has been traveling for what seems like forever, with no end in sight. Surely a detour through subterranean tunnels would get our goods to their destination sooner? The pernicious Skaven, however, may have something to say about it...	Convoy Encounter! Rats in a Tunnel	cst/legendary_pirate_attacks	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_redeadify	false	Fog has descended around our Convoy. The smell is putrid and shuffling shapes can be glimpsed in the haze. This land around us teems with their shambling forms; we have stumbled, unwittingly, into the domain of the Undead. These creatures can be confronted head-on and the wretches put down for good or, alternatively, we can order some of our number to distract them while we make our escape, though they will ultimately have no hope against the necrotic masses.	Convoy Encounter! Skulking Horde	cst/legendary_pirate_attacks	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_the_ambush	false	Stealth is possibly not the strong suit of our would-be ambushers, who visibly await our Convoy from some rather questionable 'hiding' places. We could avoid them easily, of course, but it almost seems a disservice not to show them what a true ambush looks like...	Convoy Encounter! The Ambush	cst/legendary_pirate_attacks	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_the_guide	false	A guide has tracked down our Convoy, offering to lead the way to our destination in exchange for a reasonable donation to his pockets. His price is frankly extortionate, but as they say in business, time is of the essence.	Convoy Encounter! The Guide	cst/legendary_pirate_attacks	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_trading_dark_elfs	false	A cacophony of roars and feral shrieks rings out ahead of your Convoy – a Dark Elf Beastmaster approaches! By the look of his shackled beasts, he is recently returned from an expedition into Norsca and poses little threat, his retinue of hunters visibly weary and battered from their run-ins with the Northmen and critters of the tundra. With a tired Druchii sneer, he offers the Convoy one of his creatures in exchange for some supplies. Though we care little for the Dark Elf’s plight, such a beast could be useful against future threats.	Convoy Encounter! The Beastmaster	cst/legendary_pirate_attacks	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_training_camp	false	The day may have just begun, but one of the scouts has already spotted a wide, flat, stone platform in an isolated area. A series of eight steps leads to an eight-sided arena, with grooves carved in the floor to drain the blood spilled. Unmistakably, this is a Khornate combat shrine: the perfect location to tutor troops and beat the weakness out of them.	Convoy Encounter! Duelling Shrine	cst/legendary_pirate_attacks	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_way_of_lava	false	A recent eruption has created an unexpected opportunity for our Convoy; a land bridge of semi-molten rock, interspersed with fissures of lava and caustic gasses. We can traverse this rough, burning landscape and reach our destination sooner, but the heat may take the lives of some of our weaker personnel.	Convoy Encounter! The Path of Fire	cst/legendary_pirate_attacks	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_tk_crypt	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_skaven_ambush	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_def_black_ark_reinforcement_battle	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_cst_treasure_map	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_hef_tax_reinforcement_battle	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_wooden_lamp	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_brt_errant	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_hef_tribute	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_def_corsair	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_emp_mercenaries	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_chd_cannon_reinforcement_battle	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_dwf_thane_reinforcement_battle	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_vmp_shortcut	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_fimir_battle	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_teb_reinforcement	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_gnoblar_reinforcement	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_tmb_reinforcement_battle	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_dk_battle	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_brt_battle	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_arb_carpet	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
rhox_araby_jaffar_dilemma_arb_rope	false			diplomacy	false	Event	UI_CAM_EVENT_Dilemma		ovn_arb_event_caravan_neutral.png	false
