unit	military_group
wh_main_dwf_inf_dwarf_warrior_1_ovn_gru	ovn_grudge
wh_main_emp_art_mortar_ovn_gru	ovn_grudge
wh_main_emp_art_great_cannon_ovn_gru	ovn_grudge
wh3_main_ogr_inf_maneaters_1_ovn_gru	ovn_grudge
matthias	ovn_grudge
luther_flamenstrike	ovn_grudge
luther_flamenstrike_mount	ovn_grudge
wh_main_emp_art_helstorm_rocket_battery	ovn_grudge
wh2_dlc13_emp_inf_huntsmen_0	ovn_grudge
wh_main_emp_cav_reiksguard	ovn_grudge
wh_main_emp_art_helblaster_volley_gun	ovn_grudge
leitdorf_9th_crossbows	ovn_grudge
reiksguard_knights_todbringer	ovn_grudge
emperors_hellblaster_volley_gun	ovn_grudge
wh_main_dwf_inf_longbeards_1	ovn_grudge
wh_main_dwf_art_organ_gun	ovn_grudge
wh_main_dwf_inf_hammerers	ovn_grudge
wh_main_dwf_inf_ironbreakers	ovn_grudge
wh_main_dwf_veh_gyrocopter_0	ovn_grudge
wh_dlc05_wef_inf_waywatchers_0	ovn_grudge
wh_dlc05_wef_mon_treekin_0	ovn_grudge
wh2_dlc16_wef_inf_bladesingers_0	ovn_grudge
wh_main_brt_cav_grail_knights	ovn_grudge
wh_main_brt_cav_knights_of_the_realm	ovn_grudge
wh_dlc07_brt_inf_battle_pilgrims_0	ovn_grudge
wh2_dlc10_hef_inf_sisters_of_avelorn_0	ovn_grudge
wh2_main_hef_cav_dragon_princes	ovn_grudge
wh2_main_hef_inf_phoenix_guard	ovn_grudge
wh2_main_hef_inf_swordmasters_of_hoeth_0	ovn_grudge
wh3_main_ksl_cav_gryphon_legion_0	ovn_grudge
wh3_main_ksl_cav_war_bear_riders_1	ovn_grudge
wh3_main_cth_art_fire_rain_rocket_battery_0	ovn_grudge
wh3_main_cth_inf_dragon_guard_0	ovn_grudge
wh3_main_cth_inf_dragon_guard_crossbowmen_0	ovn_grudge
wh3_main_ogr_inf_maneaters_0	ovn_grudge
wh3_main_ogr_cav_mournfang_cavalry_0	ovn_grudge
wh_main_emp_inf_halberdiers	ovn_grudge
wh_main_emp_cav_outriders_0	ovn_grudge
wh3_main_ksl_inf_streltsi_0	ovn_grudge
wh3_main_ksl_inf_ice_guard_0	ovn_grudge
ceridan_eagle	ovn_grudge
wh2_pro07_emp_cha_wizard_death_0	ovn_grudge
wh2_pro07_emp_cha_wizard_death_1	ovn_grudge
wh2_pro07_emp_cha_wizard_death_2	ovn_grudge
wh2_pro07_emp_cha_wizard_death_3	ovn_grudge
wh_dlc03_emp_cha_wizard_beasts_0	ovn_grudge
wh_dlc03_emp_cha_wizard_beasts_1	ovn_grudge
wh_dlc03_emp_cha_wizard_beasts_2	ovn_grudge
wh_dlc03_emp_cha_wizard_beasts_3	ovn_grudge
wh_dlc03_emp_cha_wizard_beasts_4	ovn_grudge
wh_dlc04_emp_cha_arch_lector_0	ovn_grudge
wh_dlc04_emp_cha_arch_lector_1	ovn_grudge
wh_dlc04_emp_cha_arch_lector_2	ovn_grudge
wh_dlc05_emp_cha_wizard_life_0	ovn_grudge
wh_dlc05_emp_cha_wizard_life_1	ovn_grudge
wh_dlc05_emp_cha_wizard_life_2	ovn_grudge
wh_dlc05_emp_cha_wizard_life_3	ovn_grudge
wh_dlc05_emp_cha_wizard_shadows_0	ovn_grudge
wh_dlc05_emp_cha_wizard_shadows_1	ovn_grudge
wh_dlc05_emp_cha_wizard_shadows_2	ovn_grudge
wh_dlc05_emp_cha_wizard_shadows_3	ovn_grudge
wh_main_emp_cha_captain_0	ovn_grudge
wh_main_emp_cha_captain_1	ovn_grudge
wh_main_emp_cha_captain_2	ovn_grudge
wh_main_emp_cha_captain_3	ovn_grudge
wh_main_emp_cha_general_0	ovn_grudge
wh_main_emp_cha_general_1	ovn_grudge
wh_main_emp_cha_general_2	ovn_grudge
wh_main_emp_cha_general_3	ovn_grudge
wh_main_emp_cha_general_4	ovn_grudge
wh_main_emp_cha_warrior_priest_0	ovn_grudge
wh_main_emp_cha_warrior_priest_1	ovn_grudge
wh_main_emp_cha_warrior_priest_2	ovn_grudge
wh_main_emp_cha_witch_hunter	ovn_grudge
wh_main_emp_cha_wizard_fire_0	ovn_grudge
wh_main_emp_cha_wizard_fire_1	ovn_grudge
wh_main_emp_cha_wizard_fire_2	ovn_grudge
wh_main_emp_cha_wizard_fire_3	ovn_grudge
wh_main_emp_cha_wizard_heavens_0	ovn_grudge
wh_main_emp_cha_wizard_heavens_1	ovn_grudge
wh_main_emp_cha_wizard_heavens_2	ovn_grudge
wh_main_emp_cha_wizard_heavens_4	ovn_grudge
wh_main_emp_cha_wizard_light_0	ovn_grudge
wh_main_emp_cha_wizard_light_1	ovn_grudge
wh_main_emp_cha_wizard_light_2	ovn_grudge
wh_main_emp_cha_wizard_light_4	ovn_grudge
