bullet_point	unit_key
spellcaster	ovn_arb_cha_vizier_fire_2
very_fast	ovn_arb_cha_vizier_fire_2
spellcaster	ovn_arb_cha_vizier_fire_3
armoured	ovn_arb_cha_vizier_fire_3
magical_aura	ovn_arb_cha_vizier_fire_3
spellcaster	ovn_arb_cha_vizier_heavens_0
spellcaster	ovn_arb_cha_vizier_heavens_1
spellcaster	ovn_arb_cha_vizier_heavens_2
very_fast	ovn_arb_cha_vizier_heavens_2
spellcaster	ovn_arb_cha_vizier_heavens_3
armoured	ovn_arb_cha_vizier_heavens_3
magical_aura	ovn_arb_cha_vizier_heavens_3
spellcaster	ovn_arb_cha_vizier_life_0
spellcaster	ovn_arb_cha_vizier_life_1
spellcaster	ovn_arb_cha_vizier_life_2
very_fast	ovn_arb_cha_vizier_life_2
spellcaster	ovn_arb_cha_vizier_life_3
armoured	ovn_arb_cha_vizier_life_3
magical_aura	ovn_arb_cha_vizier_life_3
anti_large	ovn_arb_cha_champion_0
armour_piercing	ovn_arb_cha_champion_0
armoured	ovn_arb_cha_champion_0
melee_expert	ovn_arb_cha_champion_0
anti_large	ovn_arb_cha_champion_1
armour_piercing	ovn_arb_cha_champion_1
armoured	ovn_arb_cha_champion_1
melee_expert	ovn_arb_cha_champion_1
anti_large	ovn_arb_cha_champion_2
very_fast	ovn_arb_cha_champion_2
armoured	ovn_arb_cha_champion_2
melee_expert	ovn_arb_cha_champion_2
anti_infantry	ovn_arb_cha_champion_3
damage_dealer	ovn_arb_cha_champion_3
terror	ovn_arb_cha_champion_3
anti_large	ovn_arb_cha_champion_wazar_0
armour_piercing	ovn_arb_cha_champion_wazar_0
armoured	ovn_arb_cha_champion_wazar_0
melee_expert	ovn_arb_cha_champion_wazar_0
anti_large	ovn_arb_cha_champion_wazar_1
armour_piercing	ovn_arb_cha_champion_wazar_1
armoured	ovn_arb_cha_champion_wazar_1
melee_expert	ovn_arb_cha_champion_wazar_1
anti_large	ovn_arb_cha_champion_wazar_2
very_fast	ovn_arb_cha_champion_wazar_2
armoured	ovn_arb_cha_champion_wazar_2
melee_expert	ovn_arb_cha_champion_wazar_2
anti_infantry	ovn_arb_cha_champion_wazar_3
damage_dealer	ovn_arb_cha_champion_wazar_3
terror	ovn_arb_cha_champion_wazar_3
duellist	ovn_arb_cha_nomad_0
poison	ovn_arb_cha_nomad_0
stalk	ovn_arb_cha_nomad_0
vanguard_deployment	ovn_arb_cha_nomad_0
duellist	ovn_arb_cha_nomad_0_summoned
poison	ovn_arb_cha_nomad_0_summoned
stalk	ovn_arb_cha_nomad_0_summoned
vanguard_deployment	ovn_arb_cha_nomad_0_summoned
spellcaster	ovn_arb_cha_magician_desert_0
spellcaster	ovn_arb_cha_magician_desert_1
spellcaster	ovn_arb_cha_magician_desert_2
very_fast	ovn_arb_cha_magician_desert_2
spellcaster	ovn_arb_cha_magician_fire_0
spellcaster	ovn_arb_cha_magician_fire_1
spellcaster	ovn_arb_cha_magician_fire_2
very_fast	ovn_arb_cha_magician_fire_2
spellcaster	ovn_arb_cha_magician_heavens_0
spellcaster	ovn_arb_cha_magician_heavens_1
spellcaster	ovn_arb_cha_magician_heavens_2
very_fast	ovn_arb_cha_magician_heavens_2
spellcaster	ovn_arb_cha_magician_life_0
spellcaster	ovn_arb_cha_magician_life_1
spellcaster	ovn_arb_cha_magician_life_2
very_fast	ovn_arb_cha_magician_life_2
expendable	ovn_arb_inf_sharkas_slaves
meat_shield	ovn_arb_inf_sharkas_slaves
poor_morale	ovn_arb_inf_sharkas_slaves
shielded	ovn_arb_inf_arabyan_warriors
ovn_arb_people_cities	ovn_arb_inf_arabyan_warriors
shielded	ovn_arb_inf_arabyan_warriors_ror
frenzy	ovn_arb_inf_arabyan_warriors_ror
unbreakable	ovn_arb_inf_arabyan_warriors_ror
ovn_arb_people_cities	ovn_arb_inf_arabyan_warriors_ror
anti_large	ovn_arb_inf_arabyan_spearmen
charge_reflector_vs_large	ovn_arb_inf_arabyan_spearmen
ovn_arb_people_cities	ovn_arb_inf_arabyan_spearmen
shielded	ovn_arb_inf_arabyan_spearmen
anti_large	ovn_arb_inf_arabyan_spearmen_summoned_0
charge_reflector_vs_large	ovn_arb_inf_arabyan_spearmen_summoned_0
ovn_arb_people_cities	ovn_arb_inf_arabyan_spearmen_summoned_0
shielded	ovn_arb_inf_arabyan_spearmen_summoned_0
anti_large	ovn_arb_inf_arabyan_spearmen_summoned_1
charge_reflector_vs_large	ovn_arb_inf_arabyan_spearmen_summoned_1
ovn_arb_people_cities	ovn_arb_inf_arabyan_spearmen_summoned_1
shielded	ovn_arb_inf_arabyan_spearmen_summoned_1
ovn_arb_people_cities	ovn_arb_inf_arabyan_bowmen
weak_anti_armour	ovn_arb_inf_arabyan_bowmen
ovn_arb_people_cities	ovn_arb_inf_naffatun_ror
ranged_attack	ovn_arb_inf_naffatun_ror
anti_infantry	ovn_arb_inf_naffatun_ror
anti_large	ovn_arb_inf_arabyan_guard
ovn_arb_people_cities	ovn_arb_inf_arabyan_guard
charge_reflector_vs_large	ovn_arb_inf_arabyan_guard
armoured	ovn_arb_inf_arabyan_guard
armoured_and_shielded	ovn_arb_inf_arabyan_guard_ror
ovn_arb_people_cities	ovn_arb_inf_arabyan_guard_ror
damage_dealer	ovn_arb_inf_dervishers
unbreakable	ovn_arb_inf_dervishers
anti_infantry	ovn_arb_inf_dervishers
defender	ovn_arb_inf_pit_fighters
shielded	ovn_arb_inf_pit_fighters
ovn_arb_people_nomads	ovn_arb_inf_southland_warriors
armoured	ovn_arb_inf_southland_warriors
forest_strider	ovn_arb_inf_southland_warriors
lion_cloak	ovn_arb_inf_southland_warriors
precursor_missile	ovn_arb_inf_corsairs
anti_infantry	ovn_arb_inf_corsairs
ovn_arb_people_cities	ovn_arb_inf_corsairs
vanguard_deployment	ovn_arb_inf_corsairs
anti_large	ovn_arb_inf_alrahem_nomads
fire_whilst_moving	ovn_arb_inf_alrahem_nomads
vanguard_deployment	ovn_arb_inf_alrahem_nomads
ovn_arb_people_nomads	ovn_arb_inf_alrahem_nomads
armour_piercing_ranged	ovn_arb_inf_jezzails
vanguard_deployment	ovn_arb_inf_jezzails
ovn_arb_people_nomads	ovn_arb_inf_jezzails
armour_piercing_ranged	ovn_arb_inf_jezzails_ror
vanguard_deployment	ovn_arb_inf_jezzails_ror
stalk	ovn_arb_inf_jezzails_ror
ovn_arb_people_nomads	ovn_arb_inf_jezzails_ror
shielded	ovn_arb_cav_bedouin_scouts
ovn_arb_people_nomads	ovn_arb_cav_bedouin_scouts
vanguard_deployment	ovn_arb_cav_bedouin_scouts
very_fast	ovn_arb_cav_bedouin_scouts
vanguard_deployment	ovn_arb_cav_lancer_camels
shielded	ovn_arb_cav_lancer_camels
ovn_arb_people_nomads	ovn_arb_cav_lancer_camels
vanguard_deployment	ovn_arb_cav_lancer_camels_ror
spellcaster	ovn_arb_cav_lancer_camels_ror
ovn_arb_people_nomads	ovn_arb_cav_lancer_camels_ror
ovn_arb_people_nomads	ovn_arb_cav_archer_camels
vanguard_deployment	ovn_arb_cav_archer_camels
armour_piercing_ranged	ovn_arb_cav_jezzail_camels
vanguard_deployment	ovn_arb_cav_jezzail_camels
ovn_arb_people_nomads	ovn_arb_cav_jezzail_camels
armoured_and_shielded	ovn_arb_cav_arabyan_knights
anti_infantry	ovn_arb_cav_arabyan_knights
ovn_arb_people_cities	ovn_arb_cav_arabyan_knights
very_fast	ovn_arb_cav_arabyan_knights_ror
shielded	ovn_arb_cav_arabyan_knights_ror
ovn_arb_people_nomads	ovn_arb_cav_arabyan_knights_ror
vanguard_deployment	ovn_arb_cav_arabyan_knights_ror
armour_piercing	ovn_arb_cav_sipahis
armoured_and_shielded	ovn_arb_cav_sipahis
ovn_arb_people_cities	ovn_arb_cav_sipahis
armoured	ovn_arb_cav_sipahis_ror
anti_large	ovn_arb_cav_sipahis_ror
ovn_arb_people_cities	ovn_arb_cav_sipahis_ror
very_fast	ovn_arb_cav_flying_carpets
fire_whilst_moving	ovn_arb_cav_flying_carpets
very_fast	ovn_arb_cav_flying_carpets_ror
fire_whilst_moving	ovn_arb_cav_flying_carpets_ror
armoured	ovn_arb_cav_waghzen
anti_infantry	ovn_arb_cav_waghzen
armour_piercing	ovn_arb_cav_waghzen
aquatic	ovn_arb_cav_waghzen
rampage	ovn_arb_mon_elephant
anti_infantry	ovn_arb_mon_elephant
armour_piercing	ovn_arb_mon_elephant
anti_infantry	ovn_arb_mon_war_elephant
armour_piercing	ovn_arb_mon_war_elephant
terror	ovn_arb_mon_war_elephant
armour_piercing	ovn_arb_mon_war_elephant_ror_2
armoured	ovn_arb_mon_war_elephant_ror_2
fire_whilst_moving	ovn_arb_mon_war_elephant_ror_2
terror	ovn_arb_mon_war_elephant_ror_2
anti_infantry	ovn_arb_mon_war_elephant_ror_1
armour_piercing	ovn_arb_mon_war_elephant_ror_1
armoured	ovn_arb_mon_war_elephant_ror_1
terror	ovn_arb_mon_war_elephant_ror_1
armour_piercing	ovn_arb_mon_enchanted_rope
very_fast	ovn_arb_mon_enchanted_rope
ovn_rope	ovn_arb_mon_enchanted_rope
djinn	ovn_arb_mon_enchanted_rope
armour_piercing	ovn_arb_mon_enchanted_rope_summoned
very_fast	ovn_arb_mon_enchanted_rope_summoned
ovn_rope	ovn_arb_mon_enchanted_rope_summoned
djinn	ovn_arb_mon_enchanted_rope_summoned
armour_piercing	ovn_arb_mon_genie
terror	ovn_arb_mon_genie
djinn	ovn_arb_mon_genie
armour_piercing	ovn_arb_mon_genie_summoned
terror	ovn_arb_mon_genie_summoned
djinn	ovn_arb_mon_genie_summoned
armour_piercing	ovn_arb_mon_desert_spirit
terror	ovn_arb_mon_desert_spirit
djinn	ovn_arb_mon_desert_spirit
spellcaster	ovn_arb_mon_desert_spirit
armour_piercing	ovn_arb_mon_desert_spirit_summoned
terror	ovn_arb_mon_desert_spirit_summoned
djinn	ovn_arb_mon_desert_spirit_summoned
spellcaster	ovn_arb_mon_desert_spirit_summoned
armour_piercing	ovn_arb_mon_desert_spirit_ror
terror	ovn_arb_mon_desert_spirit_ror
djinn	ovn_arb_mon_desert_spirit_ror
spellcaster	ovn_arb_mon_desert_spirit_ror
anti_infantry	ovn_arb_mon_fire_efreet
terror	ovn_arb_mon_fire_efreet
djinn	ovn_arb_mon_fire_efreet
spellcaster	ovn_arb_mon_fire_efreet
anti_infantry	ovn_arb_mon_fire_efreet_summoned
terror	ovn_arb_mon_fire_efreet_summoned
djinn	ovn_arb_mon_fire_efreet_summoned
spellcaster	ovn_arb_mon_fire_efreet_summoned
anti_infantry	ovn_arb_mon_fire_efreet_ror
terror	ovn_arb_mon_fire_efreet_ror
djinn	ovn_arb_mon_fire_efreet_ror
spellcaster	ovn_arb_mon_fire_efreet_ror
anti_large	ovn_arb_mon_sea_nymph
terror	ovn_arb_mon_sea_nymph
djinn	ovn_arb_mon_sea_nymph
spellcaster	ovn_arb_mon_sea_nymph
anti_large	ovn_arb_mon_sea_nymph_summoned
terror	ovn_arb_mon_sea_nymph_summoned
djinn	ovn_arb_mon_sea_nymph_summoned
spellcaster	ovn_arb_mon_sea_nymph_summoned
anti_large	ovn_arb_mon_sea_nymph_ror
terror	ovn_arb_mon_sea_nymph_ror
djinn	ovn_arb_mon_sea_nymph_ror
spellcaster	ovn_arb_mon_sea_nymph_ror
terror	ovn_arb_mon_tempest_djinn
djinn	ovn_arb_mon_tempest_djinn
spellcaster	ovn_arb_mon_tempest_djinn
ranged_attack	ovn_arb_mon_tempest_djinn
terror	ovn_arb_mon_tempest_djinn_summoned
djinn	ovn_arb_mon_tempest_djinn_summoned
spellcaster	ovn_arb_mon_tempest_djinn_summoned
ranged_attack	ovn_arb_mon_tempest_djinn_summoned
terror	ovn_arb_mon_tempest_djinn_ror
djinn	ovn_arb_mon_tempest_djinn_ror
spellcaster	ovn_arb_mon_tempest_djinn_ror
ranged_attack	ovn_arb_mon_tempest_djinn_ror
vanguard_deployment	ovn_arb_mon_book_djinn
very_fast	ovn_arb_mon_book_djinn
djinn	ovn_arb_mon_book_djinn
armour_piercing_melee	ovn_arb_mon_giant_vulture_feral
terror	ovn_arb_mon_giant_vulture_feral
very_fast	ovn_arb_mon_giant_vulture_feral
rampage	ovn_arb_mon_giant_vulture_feral
anti_infantry	ovn_arb_djinn_carriage
armour_piercing	ovn_arb_djinn_carriage
magical_aura	ovn_arb_djinn_carriage
djinn_carriage	ovn_arb_djinn_carriage
anti_large	ovn_arb_art_quadballista
armour_piercing_ranged	ovn_arb_art_quadballista
anti_large	ovn_arb_art_quadballista_ror
armour_piercing_ranged	ovn_arb_art_quadballista_ror
guided_projectile	ovn_arb_art_quadballista_ror
anti_large	ovn_arb_art_grand_bombard
armour_piercing_ranged	ovn_arb_art_grand_bombard
good_range	ovn_arb_art_grand_bombard
ovn_bombard_siege_bonus	ovn_arb_art_grand_bombard
anti_large	ovn_arb_art_grand_bombard_ror
armour_piercing_ranged	ovn_arb_art_grand_bombard_ror
good_range	ovn_arb_art_grand_bombard_ror
ovn_bombard_siege_bonus	ovn_arb_art_grand_bombard_ror
anti_infantry	ovn_arb_art_naphtha_thrower
armour_piercing	ovn_arb_veh_naphtha_thrower_ror
armoured	ovn_arb_veh_naphtha_thrower_ror
terror	ovn_arb_veh_naphtha_thrower_ror
djinn	ovn_arb_veh_naphtha_thrower_ror
barrier	ovn_arb_tze_inf_blue_horrors_0
flaming_attacks	ovn_arb_tze_inf_blue_horrors_0
ranged_attack	ovn_arb_tze_inf_blue_horrors_0
weak_anti_armour	ovn_arb_tze_inf_blue_horrors_0
barrier	ovn_arb_tze_inf_pink_horrors_0
decent_melee	ovn_arb_tze_inf_pink_horrors_0
flaming_attacks	ovn_arb_tze_inf_pink_horrors_0
armour_piercing	ovn_arb_tze_mon_flamers_0
barrier	ovn_arb_tze_mon_flamers_0
flaming_attacks	ovn_arb_tze_mon_flamers_0
warpflame	ovn_arb_tze_mon_flamers_0
anti_large	ovn_arb_tze_mon_screamers_0
barrier	ovn_arb_tze_mon_screamers_0
can_fly	ovn_arb_tze_mon_screamers_0
barrier	ovn_arb_tze_mon_lord_of_change_0
spellcaster	ovn_arb_tze_mon_lord_of_change_0
terror	ovn_arb_tze_mon_lord_of_change_0
armour_piercing	ovn_arb_tmb_mon_heirotitan_0
armoured	ovn_arb_tmb_mon_heirotitan_0
spellcaster	ovn_arb_tmb_mon_heirotitan_0
terror	ovn_arb_tmb_mon_heirotitan_0
anti_large	ovn_arb_tmb_mon_necrosphinx_0
armour_piercing	ovn_arb_tmb_mon_necrosphinx_0
armoured	ovn_arb_tmb_mon_necrosphinx_0
terror	ovn_arb_tmb_mon_necrosphinx_0
anti_infantry	ovn_arb_tmb_veh_khemrian_warsphinx_0
armour_piercing	ovn_arb_tmb_veh_khemrian_warsphinx_0
armoured	ovn_arb_tmb_veh_khemrian_warsphinx_0
terror	ovn_arb_tmb_veh_khemrian_warsphinx_0
anti_infantry	ovn_arb_tmb_mon_ushabti_0
armour_piercing	ovn_arb_tmb_mon_ushabti_0
armoured	ovn_arb_tmb_mon_ushabti_0
armour_piercing	ovn_arb_tmb_mon_ushabti_1
armour_piercing_ranged	ovn_arb_tmb_mon_ushabti_1
armoured	ovn_arb_tmb_mon_ushabti_1
