key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
gaston_mount	10	wh2_main_plate_110	2100	cavalry	60	com	wh_main_unit_long_text_vmp_wight_king	hu1_wight_king_hr1_skeletal_steed_sword_shield	wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_high_kb_resist	70	40	80	4664	black_grail_knights_horse	1	wh2_dlc11_vmp_sword_hero_lord_blood_dragon		1	none	gaston	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh_main_vmp_cha_wight_king_1	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
ludwig_uberdorf	10	wh2_main_chainmail_30	2100	inf_ranged	30	com	wh2_dlc13_unit_long_text_emp_steam_tank_ror	hu1_empire_sword_and_pistol	wh_main_infantry_standard_hero_blood	36	34	76	3680		0	wh_main_dwf_master_engineer_hammer	ludwig_uberdorf	1	none	ludwig_uberdorf_unit_description_short_texts	wh_main_infantry	trained			true	40.0000	1500.0000	ludwig_uberdorf_unit_attributes_group	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	100	200	0	25	0	0	15	0	ranged_highvalue	true	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
ludwig_uberdorf_mount_land_units	10	wh2_main_plate_105	2100	cavalry	70	cav_mis	wh_main_unit_long_text_emp_outriders	hu1_empire_hr1_warhorse_sword_and_grenade_launcher_tank	wh_main_cavalry_rider_standard_blood	50	40	65	4160	wh_main_emp_mnt_warhorse_barded_hero	1	wh_main_emp_sword_hero	wh_main_emp_grenade_launcher_ludwig_uberdorf	1	none	ludwig_uberdorf_mount_unit_description_short_texts	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	ludwig_uberdorf_mount_unit_attributes_group	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_ranged	1.0000	large	0	50	0	0	0	0	15	0	ranged_direct_flanker_harasser	true	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
ludwig_uberdorf_mechanical_steed	10	wh2_main_plate_105	2100	cavalry	30	cav_mis	wh_main_unit_long_text_emp_pistoliers	hu1_empire_hr1_warhorse_sword_and_pistol	emp_generals_alt_0	32	38	65	4268	ludwig_uberdorf_mechanical_steed_horse	1	wh_main_emp_sword_caster	ludwig_uberdorf	1	none	ludwig_uberdorf_mechanical_steed	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	ludwig_uberdorf_mount_unit_attributes_group	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_ranged	1.0000	large	0	50	0	0	0	0	15	0	ranged_direct_flanker_harasser	true	false	false	false	low	low	domination_characters			skirmish	1.0000	1.0000	false	false
ludwig_uberdorf_gyrobomber_land_units	20	wh2_main_plate_100	2100	inf_ranged	30	inf_mis	wh_main_unit_long_text_dwf_gyrobombers	wm_gyrobomber02	wh_main_dwf_flying_gyrobomber	50	6	76	3117		0	wh_main_dwf_gyrobomber_ludwig_uberdorf	wh_main_dwf_clatter_gun_ludwig_uberdorf	1	none	ludwig_uberdorf_gyrobomber_unit_description_short_texts	wh_main_war_machines	trained			true	40.0000	1500.0000	ludwig_uberdorf_gyrobomber_unit_attributes_group	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_flying_short	1.0000	large	0	396	0	35	0	0	0	0	gyrocopter	true	false	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
ludwig_uberdorf_steam_tank_land_units	10	wh2_main_heavy_metal_160	2100	war_machine	80	com	wh2_dlc13_unit_long_text_emp_steam_tank_ror	hu1_dlc25_wm_steamtank01_gunner	wh_main_emp_veh_steam_tank	36	20	100	9052	chd_hidden_mount_train	1	wh_main_steamtank	imperial_steam_tank_ludwig_uberdorf_cannon	1	wh_missile_block_70_metal	ludwig_uberdorf_steam_tank_unit_description_short_texts	wh_main_monster	trained	wh3_dlc25_emp_veh_steam_tank	imperial_steam_tank_ludwig_uberdorf	true	40.0000	1500.0000	ludwig_uberdorf_steam_tank_main_unit_attributes_group	60	80	0	vo_sel_steam_tank	vo_sel_generic	vo_sel_generic_short	1.0000	large	100	40	0	0	1	0	15	0	ranged_direct_highvalue	false	false	false	false	high	high	domination_characters			artillery	1.0000	1.0000	false	false
matthias	15	wh2_main_chainmail_40	2100	inf_ranged	30	com	wh2_dlc13_unit_long_text_emp_cha_hunter_hertwig_van_hal	matthias	emp_generals_alt_0	40	38	70	3980		0	wh_main_emp_sword_witchhunter	matthias	1	none	matthias	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	50	0	25	0	0	15	0	ranged_highvalue	true	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
matthias_war_wagon	10	wh2_main_bone_80	2100	war_machine	50	com	wh2_dlc13_unit_long_text_emp_war_wagon	hu1_empire_alt_sword_and_pistol	wh_main_infantry_standard_hero_blood	30	20	80	6600	wh2_dlc13_emp_warhorse_war_wagon	3	matthias_war_wagon	matthias_war_wagon	1	none	matthias	wh2_dlc09_tmb_chariot	trained	wh2_dlc13_emp_war_wagon	matthias_war_wagon	true	60.0000	300.0000	wh2_dlc13_emp_veh_war_wagon_0	60	80	0	vo_sel_default	vo_sel_ranged	vo_sel_generic_short	1.0000	large	213	213	0	0	1	0	0	0	melee_flanker_shock_highvalue	false	false	false	false	medium	medium	domination_artillery			melee	1.0000	1.0000	false	false
luther_flamenstrike	10	wh2_main_leather_20	2100	inf_ranged	25	com	wh_main_unit_long_text_emp_bright_wizard	luther_flamenstrike	wh_main_infantry_standard_wizard_blood_dismembers_fire	35	30	55	3412		0	wh_main_emp_sword_caster		1	none	luther_flamenstrike	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_emp_cha_wizard_fire_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	40	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
luther_flamenstrike_mount	10	wh2_main_leather_50	2100	cavalry	45	com	wh_main_unit_long_text_emp_bright_wizard	luther_flamenstrike_mount	wh_main_infantry_standard_wizard_rider_blood_dismembers_fire	35	30	55	3832	luther_flamenstrike_horse	1	wh_main_emp_sword_caster		1	none	luther_flamenstrike	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh_main_emp_cha_wizard_fire_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	40	0	0	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
ilmarin	10	wh2_main_plate_80	2100	inf_melee	35	com	wh2_main_unit_long_text_hef_cha_prince_0	hu1d_dlc14_malus_lord_sword	wh2_main_hef_infantry_hero_prince_blood	50	55	70	4160		0	wh2_pro08_neu_felix_sword		1	none	ilmarin	wh_main_hero	trained			true	40.0000	1500.0000	ceridan	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
allor	10	wh2_main_leather_20	2100	inf_ranged	15	com	wh_dlc03_unit_long_text_amber_wizard	alor	wh_main_infantry_standard_wizard_blood_dismembers	30	25	55	3412		0	wh_main_emp_sword_caster		1	none	allor	wh_main_infantry	trained			true	40.0000	1500.0000	wh_dlc03_emp_cha_wizard_beasts_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
allor_griffon	10	wh2_main_plate_50	2100	war_beast	60	com	wh_dlc03_unit_long_text_amber_wizard	alor	wh_main_infantry_standard_wizard_rider_blood_dismembers	40	30	55	5720	wh_dlc03_emp_mnt_amber_wizard_griffon	1	wh_main_emp_imperial_griffon		1	none	allor	wh_main_monster	trained			true	40.0000	1500.0000	wh_dlc03_emp_cha_wizard_beasts_3	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	15	0	flying_melee_shock_mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
ovn_grudge_grn_mon_giant_boss	10	wh2_main_body_50	2100	inf_melee	40	com	wh_main_unit_long_text_grn_giant	hu4_giant_club_boss	wh_dlc08_grn_mon_giant_boss	75	76	100	16490		0	wh_main_club_giant_boss		1	none	wh_main_unit_short_text_grn_giant	wh_main_monster	trained			true	40.0000	1500.0000	wh_dlc08_grn_mon_giant_boss	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	75	0	melee_gatecrusher	false	false	false	false	medium	medium	domination_characters			melee	1.0000	1.0000	false	false
