level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
wh_main_emp_cha_grudge_blacksmith	wh_main_emp_cha_grudge_blacksmith	0	2	3000	0		false	false		true	wh_main_emp_cha_grudge_blacksmith	false	0.0000	1	true	2		true	0	0		0
wh_main_emp_cha_grudge_blacksmith_2	wh_main_emp_cha_grudge_blacksmith	1	3	6000	0		false	false		true	wh_main_emp_cha_grudge_blacksmith	false	0.0000	2	true	4		true	0	0		0
wh_main_emp_cha_grudge_income	wh_main_emp_cha_grudge_income	0	1	2000	0		false	false		true	wh_main_emp_cha_grudge_income	false	0.0000	1	true	2		true	0	0		0
wh_main_emp_cha_grudge_income_2	wh_main_emp_cha_grudge_income	1	2	4000	0		false	false		true	wh_main_emp_cha_grudge_income	false	0.0000	2	true	3		true	0	0		0
wh_main_emp_cha_grudge_main_1	wh_main_emp_cha_grudge_main	0	1	1000	0		false	false		true	wh_main_emp_cha_grudge_main	false	0.0000	0	true	0	wh_cam_settlement_minor_empire	true	0	0		0
wh_main_emp_cha_grudge_main_2	wh_main_emp_cha_grudge_main	1	1	2000	0		false	false		true	wh_main_emp_cha_grudge_main	false	0.0000	1	true	1	wh_cam_settlement_minor_empire	true	0	0		0
wh_main_emp_cha_grudge_main_3	wh_main_emp_cha_grudge_main	2	1	4000	0		false	false		true	wh_main_emp_cha_grudge_main	false	0.0000	2	true	2	wh_cam_settlement_minor_empire	true	0	0		0
wh_main_emp_cha_grudge_main_4	wh_main_emp_cha_grudge_main	3	1	6000	0		false	false		true	wh_main_emp_cha_grudge_main	false	0.0000	4	true	3	wh_cam_settlement_minor_empire	true	0	0		0
wh_main_emp_cha_grudge_main_5	wh_main_emp_cha_grudge_main	4	1	8000	0		false	false		true	wh_main_emp_cha_grudge_main	false	0.0000	5	true	4	wh_cam_settlement_minor_empire	true	0	0		0
dread_king_burial_3	wh2_dlc09_tmb_arkhan_burial_mound	2	3	5000	0		false	false		true	wh2_dlc09_tmb_arkhan_burial_mound	false	0.0000	0	true	4		true	0	0		0
dread_king_burial_4	wh2_dlc09_tmb_arkhan_burial_mound	3	4	8000	0		false	false		true	wh2_dlc09_tmb_arkhan_burial_mound	false	0.0000	0	true	5		true	0	0		0
wh_main_emp_cha_grudge_recruit_race_other_1	wh_main_emp_cha_grudge_recruit_race_other	0	1	500	0		false	false		true	wh_main_emp_cha_grudge_recruit_race_other	false	0.0000	1	true	1		true	0	0		0
wh_main_emp_cha_grudge_recruit_race_other_2	wh_main_emp_cha_grudge_recruit_race_other	1	2	1000	0		false	false		true	wh_main_emp_cha_grudge_recruit_race_other	false	0.0000	2	true	2		true	0	0		0
wh_main_emp_cha_grudge_recruit_race_other_3	wh_main_emp_cha_grudge_recruit_race_other	2	3	1500	0		false	false		true	wh_main_emp_cha_grudge_recruit_race_other	false	0.0000	3	true	3		true	0	0		0
wh_main_emp_cha_grudge_storehouse	wh_main_emp_cha_grudge_storehouse	0	2	1650	0		false	false		true	wh_main_emp_cha_grudge_storehouse	false	0.0000	1	true	2		true	0	0		0
wh_main_emp_cha_grudge_replen_1	wh_main_emp_cha_grudge_replen	0	1	600	0		false	false		true	wh_main_emp_cha_grudge_replen	false	0.0000	1	true	1		true	0	0		0
wh_main_emp_cha_grudge_replen_2	wh_main_emp_cha_grudge_replen	1	3	1200	0		false	false		true	wh_main_emp_cha_grudge_replen	false	0.0000	2	true	3		true	0	0		0
