id	priority	unit	unit_group
92112023	375	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_major_2
92112024	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_2
92112025	550	ovn_arb_cav_arabyan_knights	ovn_arb_settlement_major_3
92112028	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_major_3
92112029	600	ovn_arb_inf_alrahem_nomads	ovn_arb_settlement_major_3
92112030	600	ovn_arb_inf_alrahem_nomads	ovn_arb_settlement_major_3
92112031	550	ovn_arb_cav_arabyan_knights	ovn_arb_settlement_major_3
92112032	550	ovn_arb_cav_bedouin_scouts	ovn_arb_settlement_major_3
92112033	550	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_major_3
92112034	550	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_major_3
92112035	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_3
92112036	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_3
92112037	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_3
92112038	550	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_major_4
92112058	550	ovn_arb_cav_arabyan_knights	ovn_arb_settlement_major_4
92112059	900	ovn_arb_mon_elephant	ovn_arb_settlement_major_4
92112060	550	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_major_4
92112061	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_4
92112062	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_major_4
92112063	550	ovn_arb_cav_bedouin_scouts	ovn_arb_settlement_major_4
92112064	550	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_major_4
92112065	850	ovn_arb_inf_dervishers	ovn_arb_settlement_major_4
92112066	600	ovn_arb_inf_alrahem_nomads	ovn_arb_settlement_major_4
92112067	600	ovn_arb_inf_alrahem_nomads	ovn_arb_settlement_major_4
92112068	550	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_major_5
92112069	550	ovn_arb_cav_arabyan_knights	ovn_arb_settlement_major_5
92112070	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_5
92112071	550	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_major_5
92112072	600	ovn_arb_inf_alrahem_nomads	ovn_arb_settlement_major_5
92112073	900	ovn_arb_cav_sipahis	ovn_arb_settlement_major_5
92112074	900	ovn_arb_mon_elephant	ovn_arb_settlement_major_5
92112075	550	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_major_5
92112076	850	ovn_arb_inf_dervishers	ovn_arb_settlement_major_5
92112077	600	ovn_arb_inf_alrahem_nomads	ovn_arb_settlement_major_5
92112079	1400	ovn_arb_mon_genie	ovn_arb_settlement_major_5
92112080	600	ovn_arb_inf_jezzails	ovn_arb_settlement_major_5
92112081	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_minor_1
92112082	325	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_minor_1
92112083	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_minor_1
92112084	325	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_minor_1
92112086	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_minor_1
92112087	325	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_minor_1
92112088	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_minor_1
92112089	375	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_minor_2
92112090	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_minor_2
92112092	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_minor_2
92112093	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_minor_2
92112094	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_minor_2
92112095	375	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_minor_2
92112096	475	ovn_arb_cav_bedouin_scouts	ovn_arb_settlement_minor_2
92112097	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_minor_2
92112098	500	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_minor_3
92112099	500	ovn_arb_inf_alrahem_nomads	ovn_arb_settlement_minor_3
92112100	475	ovn_arb_cav_bedouin_scouts	ovn_arb_settlement_minor_3
92112101	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_minor_3
92112102	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_minor_3
92112103	375	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_minor_3
92112104	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_minor_3
92112105	375	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_minor_3
92112106	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_minor_3
92112107	550	ovn_arb_inf_arabyan_guard	ovn_arb_settlement_special
92112108	900	ovn_arb_cav_flying_carpets	ovn_arb_settlement_special
92112109	900	ovn_arb_mon_enchanted_rope	ovn_arb_settlement_special
92112110	1150	ovn_arb_mon_war_elephant	ovn_arb_settlement_special
92112120	800	ovn_arb_mon_giant_vulture_feral	ovn_arb_mon_giant_vulture_feral
92111974	800	ovn_arb_cha_magician_desert_0	ovn_arb_cha_magician_desert_0
