faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set	supports_upgrades
ovn_arb_sultanate_of_all_araby	true	ovn_arb_cha_vizier_life_2	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_life_vizier_02.png	ovn_arb_cha_vizier_life_02	wh_dlc05_emp_cha_wizard_life_0	false		false
ovn_arb_sultanate_of_all_araby	true	ovn_arb_cha_vizier_life_3	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_life_vizier_02.png	ovn_arb_cha_vizier_life_02	wh_dlc05_emp_cha_wizard_life_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_champion_0	true	true	ui/portraits/portholes/no_culture/ovn_arb_cha_champion_03.png	ovn_arb_cha_champion_03	wh_main_emp_cha_captain_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_champion_1	true	true	ui/portraits/portholes/no_culture/ovn_arb_cha_champion_02.png	ovn_arb_cha_champion_02	wh_main_emp_cha_captain_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_champion_2	true	true	ui/portraits/portholes/no_culture/ovn_arb_cha_champion_01.png	ovn_arb_cha_champion_01	wh_main_emp_cha_captain_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_champion_wazar_0	true	true	ui/portraits/portholes/no_culture/ovn_arb_cha_champion_wazar.png	ovn_arb_cha_champion_wazar	wh_main_emp_cha_captain_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_champion_wazar_1	true	true	ui/portraits/portholes/no_culture/ovn_arb_cha_champion_wazar.png	ovn_arb_cha_champion_wazar	wh_main_emp_cha_captain_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_champion_wazar_2	true	true	ui/portraits/portholes/no_culture/ovn_arb_cha_champion_wazar.png	ovn_arb_cha_champion_wazar	wh_main_emp_cha_captain_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_nomad_0	true	true	ui/portraits/portholes/no_culture/ovn_arb_cha_hashashin_03.png	ovn_arb_cha_hashashin_03	wh_main_emp_cha_witch_hunter	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_desert_0	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_desert_01.png	ovn_uniform_arb_magicican_desert	wh_dlc03_emp_cha_wizard_beasts_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_desert_1	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_desert_01.png	ovn_uniform_arb_magicican_desert	wh_dlc03_emp_cha_wizard_beasts_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_desert_2	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_desert_01.png	ovn_uniform_arb_magicican_desert	wh_dlc03_emp_cha_wizard_beasts_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_fire_0	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_fire_02.png	ovn_uniform_arb_magicican_fire_2	wh_main_emp_cha_wizard_fire_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_fire_1	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_fire_02.png	ovn_uniform_arb_magicican_fire_2	wh_main_emp_cha_wizard_fire_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_fire_2	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_fire_02.png	ovn_uniform_arb_magicican_fire_2	wh_main_emp_cha_wizard_fire_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_heavens_0	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_tempest_03.png	ovn_uniform_arb_magician_heavens_3	wh_main_emp_cha_wizard_heavens_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_heavens_1	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_tempest_03.png	ovn_uniform_arb_magician_heavens_3	wh_main_emp_cha_wizard_heavens_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_heavens_2	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_tempest_03.png	ovn_uniform_arb_magician_heavens_3	wh_main_emp_cha_wizard_heavens_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_life_0	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_life_02.png	ovn_uniform_arb_magician_life_2	wh_dlc05_emp_cha_wizard_life_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_life_1	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_life_02.png	ovn_uniform_arb_magician_life_2	wh_dlc05_emp_cha_wizard_life_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cha_magician_life_2	true	true	ui/portraits/portholes/no_culture/ovn_arb_magician_life_02.png	ovn_uniform_arb_magician_life_2	wh_dlc05_emp_cha_wizard_life_0	false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_sharkas_slaves	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_arabyan_warriors	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_arabyan_warriors_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_arabyan_spearmen	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_arabyan_bowmen	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_naffatun_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_arabyan_guard	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_arabyan_guard_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_dervishers	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_pit_fighters	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_southland_warriors	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_corsairs	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_alrahem_nomads	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_jezzails	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_inf_jezzails_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_bedouin_scouts	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_lancer_camels	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_lancer_camels_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_archer_camels	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_jezzail_camels	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_arabyan_knights	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_arabyan_knights_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_sipahis	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_sipahis_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_flying_carpets	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_flying_carpets_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_cav_waghzen	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_elephant	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_war_elephant	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_war_elephant_ror_2	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_war_elephant_ror_1	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_enchanted_rope	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_genie	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_desert_spirit_ror	true	true				true		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_fire_efreet_ror	true	true				true		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_sea_nymph_ror	true	true				true		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_tempest_djinn_ror	true	true				true		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_book_djinn	true	true				true		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_giant_vulture_feral	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_djinn_carriage	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_art_quadballista	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_art_quadballista_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_art_grand_bombard	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_art_grand_bombard_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_art_naphtha_thrower	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_veh_naphtha_thrower_ror	true	true				false		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_desert_spirit	true	true				true		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_fire_efreet	true	true				true		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_sea_nymph	true	true				true		false
ovn_arb_sultanate_of_all_araby	false	ovn_arb_mon_tempest_djinn	true	true				true		false
