bonus_value_id	effect	unit_set
armour_mod	elo_fimir_r7_giants_armour	fimir_r7_giants
unit_damage_resistance_all_mod	elo_fimir_r7_giants_ward	fimir_r7_giants
melee_damage_ap_mod_mult	elo_fimir_r7_giants_wps	fimir_r7_giants
melee_damage_mod_mult	elo_fimir_r7_giants_wps	fimir_r7_giants
upkeep_mod	fimir_slaves_upkeep	fimir_slaves
cost_mod	fimir_slaves_cost	fimir_slaves
unit_xp_mod	fimir_warrior_elite_xp	fimir_warrior_caste
melee_defence_mod	fimir_warrior_elite_md	fimir_warrior_caste
upkeep_mod	fimir_warrior_elite_up	fimir_warrior_caste
cost_mod	fimir_warrior_elite_cost	fimir_warrior_caste
melee_damage_mod_mult	fimir_warrior_elite_wps	fimir_warrior_caste
melee_damage_ap_mod_mult	fimir_warrior_elite_wps	fimir_warrior_caste
armour_mod	fimir_warrior_elite_armour	fimir_warrior_caste
melee_attack_mod	dlc08_nor_fimirs_ma	dlc08_nor_fimirs
upkeep_mod	dlc08_nor_fimirs_up	dlc08_nor_fimirs
melee_defence_mod	elo_fimir_shearl_md	elo_fimir_shearl
melee_attack_mod	elo_fimir_shearl_ma	elo_fimir_shearl
melee_damage_mod_mult	elo_fimir_useful_shearls_wps	elo_fimir_useful_shearls
melee_damage_ap_mod_mult	elo_fimir_useful_shearls_wps	elo_fimir_useful_shearls
charge_bonus	elo_fimir_useful_shearls_charge	elo_fimir_useful_shearls
ammo_mod	elo_fimir_useful_shearls_ammo	elo_fimir_useful_shearls
missile_damage_ap_mod_mult	elo_fimir_useful_shearls_mdmg	elo_fimir_useful_shearls
missile_damage_mod_mult	elo_fimir_useful_shearls_mdmg	elo_fimir_useful_shearls
missile_damage_ap_mod_mult	elo_fimir_apprentices_mdmg	elo_fimir_apprentices
missile_damage_mod_mult	elo_fimir_apprentices_mdmg	elo_fimir_apprentices
reload	elo_fimir_apprentices_reload	elo_fimir_apprentices
range_mod	elo_fimir_apprentices_range	elo_fimir_apprentices
replenishment_percentage_bonus	elo_low_level_swamp_dwellers_rep	elo_low_level_swamp_dwellers
mod_land_movement_battle	elo_low_level_swamp_dwellers_speed	elo_low_level_swamp_dwellers
damage_vs_infantry	elo_low_level_swamp_dwellers_vsinf	elo_low_level_swamp_dwellers
charge_bonus	elo_fimir_trolls_charge	elo_fimir_trolls
melee_attack_mod	elo_fimir_trolls_ma	elo_fimir_trolls
armour_mod	elo_fimir_trolls_armour	elo_fimir_trolls
mod_land_movement_battle	elo_swamp_riders_speed	elo_swamp_riders
damage_vs_infantry	elo_swamp_riders_vsinf	elo_swamp_riders
charge_add	elo_swamp_riders_charge	elo_swamp_riders
unit_xp_mod	elo_fen_big_dwellers_xp	elo_fen_big_dwellers
upkeep_mod	elo_fen_big_dwellers_up	elo_fen_big_dwellers
unit_damage_resistance_all_mod	elo_fen_big_dwellers_ward	elo_fen_big_dwellers
melee_attack_mod	elo_fen_monster_rulers_matt	elo_fen_monster_rulers
morale	elo_fen_monster_rulers_morale	elo_fen_monster_rulers
unit_damage_resistance_missile_mod	elo_fen_monster_rulers_resmis	elo_fen_monster_rulers
cost_mod	elo_fen_monster_rulers_cost	elo_fen_monster_rulers
unit_damage_resistance_all_mod	elo_fen_lord_heroes_ward	characters
melee_damage_mod_mult	elo_champions_chaos_r7_wps	elo_champions_chaos_r7
melee_damage_ap_mod_mult	elo_champions_chaos_r7_wps	elo_champions_chaos_r7
melee_defence_mod	elo_champions_chaos_r7_md	elo_champions_chaos_r7
unit_damage_resistance_magic_mod	elo_champions_chaos_r7_magicres	elo_champions_chaos_r7
unit_damage_resistance_magic_mod	fim_skattach_fimir_magic_res	dlc08_nor_fimirs
melee_attack_mod	fim_skattach_daemon_damage	fim_skattach_daemons
melee_attack_mod	fim_skattach_fianna_damage	fim_skattach_fianna
melee_defence_mod	fim_skattach_fianna_defence	fim_skattach_fianna
upkeep_mod	fim_skattach_fianna_upkeep	fim_skattach_fianna
range_mod	fim_skattach_apprentices_range	fim_skattach_apprentices
missile_damage_mod_mult	fim_skattach_apprentices_damage	fim_skattach_apprentices
upkeep_mod	ovn_fim_skroll_innate_bog_upkeep_reduction	ovn_fim_bog_octopus_0
unit_damage_resistance_missile_mod	ovn_fim_skroll_innate_mis_resistance_monsters	fimir_bog_monsters
unit_damage_resistance_missile_mod	ovn_fim_skroll_innate_mis_resistance_monsters	fimir_giants_fen
melee_attack_mod	ovn_fim_skroll_monster_ma	fimir_bog_monsters
melee_attack_mod	ovn_fim_skroll_monster_ma	fimir_giants_fen
charge_bonus	ovn_fim_skroll_bog_cotopus_charge	ovn_fim_bog_octopus_0
mod_land_movement_battle	ovn_fim_skroll_bog_cotopus_speed	ovn_fim_bog_octopus_0
cost_mod	fim_effect_recruitment_cost_fimm_warriors	fimir_warrior_caste
upkeep_mod	fim_effect_upkeep_fimm_warriors	fimir_warrior_caste
unit_xp_mod	fim_effect_force_recruit_rank_fimm_warriors	fimir_warrior_caste
replenishment_percentage_bonus	elo_fimir_shearl_replenish	elo_fimir_shearl
melee_damage_ap_mod_mult	ovn_fim_swamp_daemons_ws	fim_swamp_daemons_unit_set
melee_damage_mod_mult	ovn_fim_swamp_daemons_ws	fim_swamp_daemons_unit_set
unit_xp_mod	wh_dlc08_effect_tech_unit_xp_levels_marauders	elo_fimir_shearl
unit_xp_mod	wh_dlc08_effect_unit_xp_levels_mammoths	fim_cav_marsh_reavers
cost_mod	wh_dlc08_effect_recruitment_cost_reduction_mammoths	fim_cav_marsh_reavers
melee_damage_ap_mod_mult	wh_dlc08_effect_force_stat_weapon_strength_marauder_berserkers	elo_fimir_shearl
melee_damage_mod_mult	wh_dlc08_effect_force_stat_weapon_strength_marauder_berserkers	elo_fimir_shearl
morale	wh_dlc08_effect_force_stat_leadership_marauder_berserkers	elo_fimir_shearl
melee_defence_mod	fimir_monsters_fen_mdef	fimir_monsters_fen
melee_attack_mod	fimir_monsters_fen_mattk	fimir_monsters_fen
