faction	stance
ovn_fim_mist_dragons	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_fim_mist_dragons	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_fim_mist_dragons	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
ovn_fim_mist_dragons	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP_RAIDING
ovn_fim_marsh_hornets	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_fim_marsh_hornets	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_fim_marsh_hornets	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_fim_marsh_hornets	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_fim_marsh_hornets	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_fim_marsh_hornets	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_fim_marsh_hornets	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_fim_marsh_hornets	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
ovn_fim_marsh_hornets	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP_RAIDING
mixer_fim_fimir_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
mixer_fim_fimir_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
mixer_fim_fimir_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
mixer_fim_fimir_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
mixer_fim_fimir_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
mixer_fim_fimir_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
mixer_fim_fimir_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
mixer_fim_fimir_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
mixer_fim_fimir_dummy	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP_RAIDING
ovn_fim_fimir_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_fim_fimir_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_fim_fimir_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_fim_fimir_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_fim_fimir_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_fim_fimir_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_fim_fimir_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_fim_fimir_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
ovn_fim_fimir_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP_RAIDING
ovn_fim_thunderous_sight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_fim_thunderous_sight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_fim_thunderous_sight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_fim_thunderous_sight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_fim_thunderous_sight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_fim_thunderous_sight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_fim_thunderous_sight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_fim_thunderous_sight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
ovn_fim_thunderous_sight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP_RAIDING
ovn_fim_fen_serpents	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_fim_fen_serpents	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_fim_fen_serpents	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_fim_fen_serpents	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_fim_fen_serpents	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_fim_fen_serpents	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_fim_fen_serpents	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_fim_fen_serpents	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
ovn_fim_fen_serpents	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP_RAIDING
ovn_fim_hell_gate	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_fim_hell_gate	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_fim_hell_gate	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_fim_hell_gate	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_fim_hell_gate	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_fim_hell_gate	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_fim_hell_gate	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_fim_hell_gate	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
ovn_fim_hell_gate	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP_RAIDING
