key	owner_bundle	faction_swapping_id	hidden_settlement_override	terrain_patch_area	unnamed colour group_1
cr_oldworld_region_frozen_landing		emp	false		A8E053
cr_oldworld_region_ganet		emp	false		55FB41
cr_oldworld_region_garban_hold		emp	false		80BDAA
cr_oldworld_region_gerslev		emp	false		709A97
cr_oldworld_region_ghuzhur_mines		emp	false		DF67A6
cr_oldworld_region_giant_stomping_grounds		emp	false		716213
cr_oldworld_region_giants_causeway		emp	false		0D6570
cr_oldworld_region_gien		emp	false		5A770D
cr_oldworld_region_glade_of_eternal_midnight		emp	false		3CD3E6
cr_oldworld_region_glade_of_eternal_moonlight		emp	false		D302A6
cr_oldworld_region_glowpit		emp	false		F2BEEA
cr_oldworld_region_gnashraks_lair		emp	false		8AB31B
cr_oldworld_region_gnaw_pit		emp	false		E17A13
cr_oldworld_region_goranitch		emp	false		ABCC44
cr_oldworld_region_gorssel		emp	false		82841C
cr_oldworld_region_graeling_moot		emp	false		20CE66
cr_oldworld_region_grasgar_castle		emp	false		F66F75
cr_oldworld_region_grave_of_hela_halfdead		emp	false		04E9ED
cr_oldworld_region_great_ogham		emp	false		1AF00E
cr_oldworld_region_grenzstadt		emp	false		F224BF
cr_oldworld_region_grim_duraz		emp	false		A51303
cr_oldworld_region_grimhold		emp	false		3C117A
cr_oldworld_region_grimmaz_drakk		emp	false		DCB5B2
cr_oldworld_region_grimminghagen		emp	false		21852A
cr_oldworld_region_grom_peak		emp	false		E27CE1
cr_oldworld_region_gronti_mingol		emp	false		50AF4F
cr_oldworld_region_grossfurre		emp	false		B1230A
cr_oldworld_region_groz_drung		emp	false		7CA724
cr_oldworld_region_grunburg		emp	false		7CF2B2
cr_oldworld_region_grunere		emp	false		1CA925
cr_oldworld_region_grung_diratduraz		emp	false		11229B
cr_oldworld_region_grung_drekaz		emp	false		BE748D
cr_oldworld_region_grung_stekbrud		emp	false		8B0A8F
cr_oldworld_region_grung_zint		emp	false		2B28B6
cr_oldworld_region_gryphon_wood		emp	false		C9F8DA
cr_oldworld_region_guaniar		emp	false		2DC45E
cr_oldworld_region_hall_of_snaegr		emp	false		4511F2
cr_oldworld_region_halls_of_anaereth		emp	false		2E68B2
cr_oldworld_region_halls_of_equos		emp	false		B82202
cr_oldworld_region_halstedt		emp	false		AB6EC6
cr_oldworld_region_hanging_rock		emp	false		E02B07
cr_oldworld_region_hautmont		emp	false		1A0DF2
cr_oldworld_region_hazelhof		emp	false		BC9A41
cr_oldworld_region_heideck		emp	false		562569
cr_oldworld_region_heldegrad		emp	false		2F469D
cr_oldworld_region_hell_pit		emp	true		65B1B8
cr_oldworld_region_helmgart		emp	false		15C418
cr_oldworld_region_helspire		emp	false		86B04F
cr_oldworld_region_hendaye		emp	false		D9AC8E
cr_oldworld_region_hergig		emp	false		B8C25F
cr_oldworld_region_iaryn		emp	false		2AE765
cr_oldworld_region_icedrake_fjord		emp	false		A397C4
cr_oldworld_region_icicle_pass		emp	false		5BC4D4
cr_oldworld_region_inkodevna		emp	false		F5A751
cr_oldworld_region_irjisara		emp	false		D6102F
cr_oldworld_region_iron_rock		emp	false		97E078
cr_oldworld_region_isle_of_wights		emp	false		A0705B
cr_oldworld_region_jaraiz		emp	false		D79592
cr_oldworld_region_javea		emp	false		8D8601
cr_oldworld_region_jorundr		emp	false		D5FEF9
cr_oldworld_region_kacirk		emp	false		E57EFC
cr_oldworld_region_kalinora		emp	false		6158C9
cr_oldworld_region_kalknir		emp	false		B58A27
cr_oldworld_region_kammendum		emp	false		FFD62A
cr_oldworld_region_kappelburg		emp	false		B634C6
cr_oldworld_region_karag_dromar		emp	false		D1133A
cr_oldworld_region_karag_haraz		emp	false		673615
cr_oldworld_region_karag_lhune		emp	false		86E4DF
cr_oldworld_region_karag_mhonar		emp	false		EF44A6
cr_oldworld_region_karag_nar		emp	false		26B6ED
cr_oldworld_region_karag_rhyn		emp	false		45C266
cr_oldworld_region_karag_yar		emp	false		3FD2A3
cr_oldworld_region_karak_ziflin		emp	false		855CFF
cr_oldworld_region_karagril		emp	false		493261
cr_oldworld_region_karak_angazhar		emp	false		14C791
cr_oldworld_region_karak_azgal		emp	false		909C90
cr_oldworld_region_karak_azgaraz		emp	false		178E2B
cr_oldworld_region_karak_azul		emp	false		85E094
cr_oldworld_region_karak_bhufdar		emp	false		BA1A86
cr_oldworld_region_karak_eksfilaz		emp	false		44EA2A
cr_oldworld_region_karak_gantuk		emp	false		82C93A
cr_oldworld_region_karak_grom		emp	false		6BE247
cr_oldworld_region_karak_hirn		emp	false		68690F
cr_oldworld_region_karak_izor		emp	false		018AB0
cr_oldworld_region_karak_kadrin		emp	false		F77BBA
cr_oldworld_region_karak_kaferkammaz		emp	false		91310F
cr_oldworld_region_karak_norn		emp	false		A573A1
cr_oldworld_region_karak_raziak		emp	false		1426C9
cr_oldworld_region_karak_ungor		emp	false		F8AAC8
cr_oldworld_region_karak_varn		emp	false		989D5E
cr_oldworld_region_karak_vlag		emp	false		417EA6
cr_oldworld_region_karag_ziflin		emp	false		0D341D
cr_oldworld_region_karaz_a_karak		emp	false		032C1C
cr_oldworld_region_karaz_ghumzul		emp	false		3D1D0C
cr_oldworld_region_kasos		emp	false		991B34
cr_oldworld_region_kazad_dumund		emp	false		55E8D7
cr_oldworld_region_kazad_elgazund		emp	false		11E8F2
cr_oldworld_region_kazad_frukund		emp	false		EB2F7C
cr_oldworld_region_kazad_grontunt		emp	false		EBE896
cr_oldworld_region_kazad_sedazund		emp	false		0DB74D
cr_oldworld_region_kemperbad		emp	false		AF299A
cr_oldworld_region_khazid_bordkarag		emp	false		F0CDC2
cr_oldworld_region_khazid_grimaz		emp	false		513F78
cr_oldworld_region_khazid_irkulaz		emp	false		D1B9D3
cr_oldworld_region_khazid_nekewukaz		emp	false		1676A5
cr_oldworld_region_khazid_skovekarag		emp	false		839F4A
cr_oldworld_region_kiel		emp	false		5ACC42
cr_oldworld_region_kings_glade		emp	false		854461
cr_oldworld_region_kings_way		emp	false		06143A
cr_oldworld_region_kirkjugarthur_langskipa		emp	false		DD4819
cr_oldworld_region_kislev		emp	false		A7B224
cr_oldworld_region_klam		emp	false		D89A8A
cr_oldworld_region_klessen		emp	false		C6B37C
cr_oldworld_region_konquata		emp	false		9B5F3A
cr_oldworld_region_kradtommen		emp	false		23F864
cr_oldworld_region_kraka_dorden		emp	false		24927F
cr_oldworld_region_kraka_drak		emp	false		B6829C
cr_oldworld_region_kraka_ornsmotek		emp	false		C58679
cr_oldworld_region_kraka_ravnvake		emp	false		B4DC8E
cr_oldworld_region_krasicyno		emp	false		383476
cr_oldworld_region_kraz_und		emp	false		558589
cr_oldworld_region_kreutzhofen		emp	false		E7FAB4
cr_oldworld_region_kroppenleben		emp	false		F81908
cr_oldworld_region_krudenwald		emp	false		78FC62
cr_oldworld_region_krugenheim		emp	false		26127E
cr_oldworld_region_kurak_peak		emp	false		21A096
cr_oldworld_region_kvinn_wyr		emp	false		B1B2AA
cr_oldworld_region_kyrnoka		emp	false		CAD495
cr_oldworld_region_kzarla		emp	false		1F5C92
cr_oldworld_region_laguiller		emp	false		9B53F7
cr_oldworld_region_lair_of_the_troll_king		emp	false		CBCA21
cr_oldworld_region_lakoras		emp	false		CF6527
cr_oldworld_region_landrel_barrow		emp	false		CF5C7D
cr_oldworld_region_larret		emp	false		102D6E
cr_oldworld_region_leblya		emp	false		D06BD9
cr_oldworld_region_lieske		emp	false		A3B940
cr_oldworld_region_lochrafurt		emp	false		79E723
cr_oldworld_region_lonely_ogben		emp	false		05C64D
cr_oldworld_region_lost_archway_of_valaya		emp	false		FB3F5E
cr_oldworld_region_lubrecht		emp	false		56C1D3
cr_oldworld_region_luccini		emp	false		A3AAA8
cr_oldworld_region_magritta		emp	false		A3BE15
cr_oldworld_region_mammoth_boneyard		emp	false		78084D
cr_oldworld_region_manticore_lair		emp	false		366801
cr_oldworld_region_marienburg		emp	false		A8723D
cr_oldworld_region_martel		emp	false		A747F9
cr_oldworld_region_matorca		emp	false		6D4B0C
cr_oldworld_region_meissen		emp	false		77509B
cr_oldworld_region_mentreda		emp	false		F61F3E
cr_oldworld_region_merton		emp	false		3D07F6
cr_oldworld_region_middenheim		emp	false		543F91
cr_oldworld_region_mighdal_vongalbarak		emp	false		F433AE
cr_oldworld_region_milkavala		emp	false		25E94B
cr_oldworld_region_mintopua		emp	false		61B925
cr_oldworld_region_miragliano		emp	false		3B6037
cr_oldworld_region_moasach		emp	false		6520D1
cr_oldworld_region_monolith_of_bjorkil		emp	false		A38195
cr_oldworld_region_monolith_of_hrothrax		emp	false		8BE8FD
cr_oldworld_region_monolith_of_katam		emp	false		0215F7
cr_oldworld_region_monte_castello		emp	false		40A8EF
cr_oldworld_region_montenas		emp	false		0E7670
cr_oldworld_region_montfort		emp	false		8F7208
cr_oldworld_region_montlac		emp	false		43DA32
cr_oldworld_region_moonstone_mountain		emp	false		249C60
cr_oldworld_region_moraveny		emp	false		8107A6
cr_oldworld_region_mordheim		emp	false		E98994
cr_oldworld_region_moslac		emp	false		EBBF25
cr_oldworld_region_mount_gunbad		emp	false		CC1A36
cr_oldworld_region_mount_silverspear		emp	false		CD375F
cr_oldworld_region_mount_squighorn		emp	false		9C4C71
cr_oldworld_region_muros		emp	false		7A9734
cr_oldworld_region_myrmidens		emp	false		9E9148
cr_oldworld_region_nachtdorf		emp	false		E39A65
cr_oldworld_region_nagenhof		emp	false		6AC6FC
cr_oldworld_region_naglfari_plain		emp	false		EC3970
cr_oldworld_region_naglheim		emp	false		087764
cr_oldworld_region_nagronath		emp	false		DADF21
cr_oldworld_region_naqqara		emp	false		CE5839
cr_oldworld_region_neuland		emp	false		FC32E7
cr_oldworld_region_niedling		emp	false		180410
cr_oldworld_region_norden		emp	false		7D46F8
cr_oldworld_region_novchozy		emp	false		79879B
cr_oldworld_region_nuja		emp	false		903CA9
cr_oldworld_region_nuln		emp	false		0D3C20
cr_oldworld_region_oakenhammer		emp	false		AF9C37
cr_oldworld_region_oeragor		emp	false		9D3F63
cr_oldworld_region_oldenlitz		emp	false		BA010F
cr_oldworld_region_ormfell		emp	false		0DD60D
cr_oldworld_region_ormskaro		emp	false		BC76D5
cr_oldworld_region_orquemont		emp	false		70278C
cr_oldworld_region_pack_ice_bay		emp	false		91935D
cr_oldworld_region_pavezzano		emp	false		026A13
cr_oldworld_region_pavona		emp	false		F31A1E
cr_oldworld_region_peak_pass		emp	false		3EE667
cr_oldworld_region_perrache		emp	false		BC4284
cr_oldworld_region_pfeildorf		emp	false		88FCB6
cr_oldworld_region_pfungzig		emp	false		63E570
cr_oldworld_region_pillar_of_bones		emp	false		2716F9
cr_oldworld_region_pillar_of_og_agog		emp	false		3E144F
cr_oldworld_region_pillars_of_grungni		emp	false		6198B1
cr_oldworld_region_pina_wood		emp	false		85D401
cr_oldworld_region_plesk		emp	false		01D7DA
cr_oldworld_region_portomaggiore		emp	false		8B2B80
cr_oldworld_region_praag		emp	false		337DED
cr_oldworld_region_pradeshynya		emp	false		E8E34C
cr_oldworld_region_ptorsk		emp	false		3221CF
cr_oldworld_region_pugno		emp	false		183ACE
cr_oldworld_region_putrid_stump		emp	false		45EDC7
cr_oldworld_region_ravola		emp	false		678135
cr_oldworld_region_remas		emp	false		50BBCF
cr_oldworld_region_resvynhaf		emp	false		D70D5A
cr_oldworld_region_rib_peaks		emp	false		DD08A1
cr_oldworld_region_rifraffa		emp	false		7C2BE4
cr_oldworld_region_roezfels		emp	false		8097BB
cr_oldworld_region_salfen		emp	false		402D90
cr_oldworld_region_salignac_la_rouge		emp	false		C3C020
cr_oldworld_region_salkalten		emp	false		1FFC61
cr_oldworld_region_salzenmund		emp	false		8CEBC8
cr_oldworld_region_san_luis		emp	false		B40F43
cr_oldworld_region_sanyza		emp	false		05ED15
cr_oldworld_region_sarl_encampment		emp	false		D93831
cr_oldworld_region_sartosa		emp	false		B88227
cr_oldworld_region_scabby_eye_camp		emp	false		72889D
cr_oldworld_region_scheinfeld		emp	false		62C328
cr_oldworld_region_schilderheim		emp	false		709DBB
cr_oldworld_region_schlaghugel		emp	false		6A8D29
cr_oldworld_region_schoppendorf		emp	false		B1A397
cr_oldworld_region_schramleben		emp	false		56825D
cr_oldworld_region_se_athil		emp	false		8FF0FF
cr_oldworld_region_seep_gore		emp	false		437A06
cr_oldworld_region_sepukzy		emp	false		B0F956
cr_oldworld_region_serpent_jetty		emp	false		F81B28
cr_oldworld_region_serpents_fang		emp	false		C856FB
cr_oldworld_region_settras_revenge		emp	false		79D760
cr_oldworld_region_siernos		emp	false		7C91C1
cr_oldworld_region_sigmarsheim		emp	false		9405B4
cr_oldworld_region_silent_isle		emp	false		D41182
cr_oldworld_region_silver_pinnacle		emp	false		6CE1FA
cr_oldworld_region_sjoktraken		emp	false		C36F19
cr_oldworld_region_skavenblight		emp	true		36BC29
cr_oldworld_region_skjold		emp	false		998BF2
cr_oldworld_region_skraevold		emp	false		980EAC
cr_oldworld_region_skull_chasm		emp	false		EA02FD
cr_oldworld_region_skull_crag		emp	false		F75DE7
cr_oldworld_region_skullreach_cavern		emp	false		9CF5E3
cr_oldworld_region_solsona		emp	false		06E4F7
cr_oldworld_region_somjek		emp	false		B78FE4
cr_oldworld_region_soqotra		emp	false		54345D
cr_oldworld_region_sortsvinaer		emp	false		06AF97
cr_oldworld_region_soude		emp	false		594C67
cr_oldworld_region_spineport		emp	false		FD44BE
cr_oldworld_region_spite_peak		emp	false		1F1B41
cr_oldworld_region_st_jacques		emp	false		E6CA1C
cr_oldworld_region_steingart		emp	false		A02057
cr_oldworld_region_stinking_geysers		emp	false		0423FF
cr_oldworld_region_stonemine_tower		emp	false		71AA5A
cr_oldworld_region_stormhenge		emp	false		F9EDA1
cr_oldworld_region_stormwrath_peak		emp	false		FCDA20
cr_oldworld_region_streissen		emp	false		64D1DB
cr_oldworld_region_strovengaard		emp	false		77B96E
cr_oldworld_region_macadone		emp	false		375FF7
cr_oldworld_region_summersfall_fort		emp	false		0A4869
cr_oldworld_region_sump_pit		emp	false		CBE517
cr_oldworld_region_sussurrio_wood		emp	false		0B5D57
cr_oldworld_region_svedora		emp	false		0B258B
cr_oldworld_region_swartzhafen		emp	false		6C62AF
cr_oldworld_region_tahme		emp	false		F04F52
cr_oldworld_region_tal_amere		emp	false		1B750B
cr_oldworld_region_tal_esth		emp	false		29DED7
cr_oldworld_region_talabheim		emp	false		91A732
cr_oldworld_region_taldursfjord		emp	false		BF82B6
cr_oldworld_region_tancred_castle		emp	false		2A282C
cr_oldworld_region_temple_of_heimkel		emp	false		09F0D3
cr_oldworld_region_terrene		emp	false		9D5317
cr_oldworld_region_tharravil		emp	false		CA470C
cr_oldworld_region_the_beast_stone		emp	false		768B3E
cr_oldworld_region_the_black_pit		emp	false		49EE4C
cr_oldworld_region_the_golden_monolith		emp	false		A3DFE5
cr_oldworld_region_the_high_place		emp	false		745991
cr_oldworld_region_the_humble_chapel		emp	false		7A5C3B
cr_oldworld_region_the_monolith_of_flesh		emp	false		39B201
cr_oldworld_region_the_oak_of_ages		emp	false		3C4E68
cr_oldworld_region_the_tower_of_khrakk		emp	false		E661D5
cr_oldworld_region_the_trail_of_fangs		emp	false		1E0256
cr_oldworld_region_thunder_mountain		emp	false		517FB0
cr_oldworld_region_tobaro		emp	false		55038A
cr_oldworld_region_tor_lithanel		emp	false		FB3E31
cr_oldworld_region_torpin		emp	false		8B04B5
cr_oldworld_region_torrosa		emp	false		4C7BD2
cr_oldworld_region_tower_of_llenog		emp	false		31CC89
cr_oldworld_region_traktatsey		emp	false		D6E757
cr_oldworld_region_trantio		emp	false		4B70F1
cr_oldworld_region_trogland		emp	false		4F845B
cr_oldworld_region_troll_fjord		emp	false		617640
cr_oldworld_region_troll_zags		emp	false		0C823A
cr_oldworld_region_turris_vigilans		emp	false		3DFDD0
cr_oldworld_region_tyr_vanna		emp	false		B9A20F
cr_oldworld_region_ubersreik		emp	false		945A8D
cr_oldworld_region_uesin		emp	false		AFD0D4
cr_oldworld_region_ulfennik		emp	false		F99CB6
cr_oldworld_region_ungalya		emp	false		B4536D
cr_oldworld_region_urbimo		emp	false		48025A
cr_oldworld_region_ursfjord		emp	false		A2F74D
cr_oldworld_region_uvetsyn		emp	false		1A912C
cr_oldworld_region_uzkul_mines		emp	false		81E769
cr_oldworld_region_valayas_sorrow		emp	false		C2BD73
cr_oldworld_region_vale_of_bones		emp	false		08B520
cr_oldworld_region_ulfraya		emp	false		704774
cr_oldworld_region_valley_of_windmills		emp	false		A6D5AD
cr_oldworld_region_varg_camp		emp	false		F715E3
cr_oldworld_region_vauls_anvil		emp	false		3705A4
cr_oldworld_region_vedenza		emp	false		5074AA
cr_oldworld_region_verdanos		emp	false		D42191
cr_oldworld_region_verezzo		emp	false		946349
cr_oldworld_region_vidarheim		emp	false		DE6672
cr_oldworld_region_viefin		emp	false		A9A575
cr_oldworld_region_vinnskor		emp	false		C5FDA8
cr_oldworld_region_vitevo		emp	false		A59217
cr_oldworld_region_vitzy		emp	false		05ACC5
cr_oldworld_region_vizeaya		emp	false		84177B
cr_oldworld_region_volgen		emp	false		74D684
cr_oldworld_region_volksgrad		emp	false		1764A2
cr_oldworld_region_waldenhof		emp	false		2A8290
cr_oldworld_region_waterfall_palace		emp	false		901075
cr_oldworld_region_winsen		emp	false		FD1656
cr_oldworld_region_winter_pyre		emp	false		131348
cr_oldworld_region_wissenburg		emp	false		565D2E
cr_oldworld_region_wolfenburg		emp	false		EBD1C8
cr_oldworld_region_worden		emp	false		59019C
cr_oldworld_region_worlds_edge_archway		emp	false		94563D
cr_oldworld_region_wrath_of_galrauch		emp	false		78665C
cr_oldworld_region_wurtbad		emp	false		9A68B5
cr_oldworld_region_wurzen		emp	false		57CF78
cr_oldworld_region_yetchitch		emp	false		2F43B2
cr_oldworld_region_yremy		emp	false		F4EF79
cr_oldworld_region_yvegka		emp	false		BDF720
cr_oldworld_region_zaragoz		emp	false		AB3CA1
cr_oldworld_region_zarakzil		emp	false		6AED63
cr_oldworld_region_zavastra		emp	false		189B0D
cr_oldworld_region_zenres		emp	false		AF2D42
cr_oldworld_region_zhedevka		emp	false		96E6F9
cr_oldworld_region_zhidyrna		emp	false		1818F6
cr_oldworld_region_zhufbar		emp	false		29ABD8
cr_oldworld_region_zoishenk		emp	false		EDAA5C
cr_oldworld_region_zutzen		emp	false		99207C
cr_oldworld_region_zvenilev		emp	false		FC184D
cr_oldworld_region_zvorak		emp	false		A07CC6
cr_oldworld_region_albion_channel		emp	false		000000
cr_oldworld_region_bay_of_quietude		emp	false		000000
cr_oldworld_region_bay_of_remas		emp	false		000000
cr_oldworld_region_black_gulf_central		emp	false		000000
cr_oldworld_region_black_gulf_north		emp	false		000000
cr_oldworld_region_black_gulf_south		emp	false		000000
cr_oldworld_region_black_water		emp	false		000000
cr_oldworld_region_cappo_cinno		emp	false		000000
cr_oldworld_region_claw_coast_east		emp	false		000000
cr_oldworld_region_claw_coast_west		emp	false		000000
cr_oldworld_region_coast_of_bordeleaux		emp	false		000000
cr_oldworld_region_coast_of_couronne		emp	false		000000
cr_oldworld_region_coast_of_estalia_north		emp	false		000000
cr_oldworld_region_coast_of_estalia_west		emp	false		000000
cr_oldworld_region_coast_of_lyonesse		emp	false		000000
cr_oldworld_region_coast_of_nordland		emp	false		000000
cr_oldworld_region_coast_of_norsca		emp	false		000000
cr_oldworld_region_dragons_maw		emp	false		000000
