unit	military_group
ovn_arb_inf_jezzails	ovn_araby_fatandira
ovn_arb_inf_jezzails_ror	ovn_araby_fatandira
ovn_arb_cav_bedouin_scouts	ovn_araby_fatandira
ovn_arb_cav_lancer_camels	ovn_araby_fatandira
ovn_arb_cav_lancer_camels_ror	ovn_araby_fatandira
ovn_arb_cav_archer_camels	ovn_araby_fatandira
ovn_arb_cav_jezzail_camels	ovn_araby_fatandira
ovn_arb_cav_arabyan_knights	ovn_araby_fatandira
ovn_arb_cav_arabyan_knights_ror	ovn_araby_fatandira
ovn_arb_cav_sipahis	ovn_araby_fatandira
ovn_arb_cav_sipahis_ror	ovn_araby_fatandira
ovn_arb_cav_flying_carpets	ovn_araby_fatandira
ovn_arb_cav_flying_carpets_ror	ovn_araby_fatandira
ovn_arb_cav_waghzen	ovn_araby_fatandira
ovn_arb_mon_elephant	ovn_araby_fatandira
ovn_arb_mon_war_elephant	ovn_araby_fatandira
ovn_arb_mon_war_elephant_ror_2	ovn_araby_fatandira
ovn_arb_mon_war_elephant_ror_1	ovn_araby_fatandira
ovn_arb_mon_enchanted_rope	ovn_araby_fatandira
ovn_arb_mon_enchanted_rope_summoned	ovn_araby_fatandira
ovn_arb_mon_genie	ovn_araby_fatandira
ovn_arb_mon_genie_summoned	ovn_araby_fatandira
ovn_arb_mon_desert_spirit	ovn_araby_fatandira
ovn_arb_mon_desert_spirit_summoned	ovn_araby_fatandira
ovn_arb_mon_desert_spirit_ror	ovn_araby_fatandira
ovn_arb_mon_fire_efreet	ovn_araby_fatandira
ovn_arb_mon_fire_efreet_summoned	ovn_araby_fatandira
ovn_arb_mon_fire_efreet_ror	ovn_araby_fatandira
ovn_arb_mon_sea_nymph	ovn_araby_fatandira
ovn_arb_mon_sea_nymph_summoned	ovn_araby_fatandira
ovn_arb_mon_sea_nymph_ror	ovn_araby_fatandira
ovn_arb_mon_tempest_djinn	ovn_araby_fatandira
ovn_arb_mon_tempest_djinn_summoned	ovn_araby_fatandira
ovn_arb_mon_tempest_djinn_ror	ovn_araby_fatandira
ovn_arb_mon_book_djinn	ovn_araby_fatandira
ovn_arb_mon_giant_vulture_feral	ovn_araby_fatandira
ovn_arb_djinn_carriage	ovn_araby_fatandira
ovn_arb_art_quadballista	ovn_araby_fatandira
ovn_arb_art_quadballista_ror	ovn_araby_fatandira
ovn_arb_art_grand_bombard	ovn_araby_fatandira
ovn_arb_art_grand_bombard_ror	ovn_araby_fatandira
ovn_arb_art_naphtha_thrower	ovn_araby_fatandira
ovn_arb_veh_naphtha_thrower_ror	ovn_araby_fatandira
