level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value	resource_transaction_on_complete	split_chain_sort_order
ovn_arb_resource_marble_1	ovn_arb_resource_marble	0	1	500	0		false	false			true	ovn_arb_resource_marble	false	0.0000	0	true	1	wh_cam_resource_cth_quarry	true	0	0		0		-1
ovn_arb_resource_marble_2	ovn_arb_resource_marble	1	2	1000	0		false	false			true	ovn_arb_resource_marble	false	0.0000	0	true	2	wh_cam_resource_cth_quarry	true	0	0		0		-1
ovn_arb_resource_marble_3	ovn_arb_resource_marble	2	3	2000	0		false	false			true	ovn_arb_resource_marble	false	0.0000	0	true	3	wh_cam_resource_cth_quarry	true	0	0		0		-1
ovn_arb_resource_medicine_1	ovn_arb_resource_medicine	0	1	500	0		false	false			true	ovn_arb_resource_medicine	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_medicine_2	ovn_arb_resource_medicine	1	2	1000	0		false	false			true	ovn_arb_resource_medicine	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_medicine_3	ovn_arb_resource_medicine	2	3	2000	0		false	false			true	ovn_arb_resource_medicine	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_obsidian_1	ovn_arb_resource_obsidian	0	1	500	0		false	false			true	ovn_arb_resource_obsidian	false	0.0000	0	true	1	wh_cam_resource_cth_quarry	true	0	0		0		-1
ovn_arb_resource_obsidian_2	ovn_arb_resource_obsidian	1	2	1000	0		false	false			true	ovn_arb_resource_obsidian	false	0.0000	0	true	2	wh_cam_resource_cth_quarry	true	0	0		0		-1
ovn_arb_resource_obsidian_3	ovn_arb_resource_obsidian	2	3	2000	0		false	false			true	ovn_arb_resource_obsidian	false	0.0000	0	true	3	wh_cam_resource_cth_quarry	true	0	0		0		-1
ovn_arb_resource_pasture_1	ovn_arb_resource_pasture	0	1	500	0		false	false			true	ovn_arb_resource_pasture	false	0.0000	0	true	1	wh_cam_resource_farming	true	0	0		0		-1
ovn_arb_resource_pasture_2	ovn_arb_resource_pasture	1	2	1000	0		false	false			true	ovn_arb_resource_pasture	false	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0		-1
ovn_arb_resource_pasture_3	ovn_arb_resource_pasture	2	3	2000	0		false	false			true	ovn_arb_resource_pasture	false	0.0000	0	true	3	wh_cam_resource_farming	true	0	0		0		-1
ovn_arb_resource_pottery_1	ovn_arb_resource_pottery	0	1	500	0		false	false			true	ovn_arb_resource_pottery	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_pottery_2	ovn_arb_resource_pottery	1	2	1000	0		false	false			true	ovn_arb_resource_pottery	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_pottery_3	ovn_arb_resource_pottery	2	3	2000	0		false	false			true	ovn_arb_resource_pottery	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_salt_1	ovn_arb_resource_salt	0	1	500	0		false	false			true	ovn_arb_resource_salt	false	0.0000	0	true	1	wh_cam_resource_quarry	true	0	0		0		-1
ovn_arb_resource_salt_2	ovn_arb_resource_salt	1	2	1000	0		false	false			true	ovn_arb_resource_salt	false	0.0000	0	true	2	wh_cam_resource_quarry	true	0	0		0		-1
ovn_arb_resource_salt_3	ovn_arb_resource_salt	2	3	2000	0		false	false			true	ovn_arb_resource_salt	false	0.0000	0	true	3	wh_cam_resource_quarry	true	0	0		0		-1
ovn_arb_resource_spices_1	ovn_arb_resource_spices	0	1	500	0		false	false			true	ovn_arb_resource_spices	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_spices_2	ovn_arb_resource_spices	1	2	1000	0		false	false			true	ovn_arb_resource_spices	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_spices_3	ovn_arb_resource_spices	2	3	2000	0		false	false			true	ovn_arb_resource_spices	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_wine_1	ovn_arb_resource_wine	0	1	500	0		false	false			true	ovn_arb_resource_wine	false	0.0000	0	true	1	wh_cam_resource_vineyard	true	0	0		0		-1
ovn_arb_resource_wine_2	ovn_arb_resource_wine	1	2	1000	0		false	false			true	ovn_arb_resource_wine	false	0.0000	0	true	2	wh_cam_resource_vineyard	true	0	0		0		-1
ovn_arb_resource_wine_3	ovn_arb_resource_wine	2	3	2000	0		false	false			true	ovn_arb_resource_wine	false	0.0000	0	true	3	wh_cam_resource_vineyard	true	0	0		0		-1
ovn_arb_resource_wood_1	ovn_arb_resource_wood	0	1	500	0		false	false			true	ovn_arb_resource_wood	false	0.0000	0	true	1	wh_cam_resource_lumber_mill	true	0	0		0		-1
ovn_arb_resource_wood_2	ovn_arb_resource_wood	1	2	1000	0		false	false			true	ovn_arb_resource_wood	false	0.0000	0	true	2	wh_cam_resource_lumber_mill	true	0	0		0		-1
ovn_arb_resource_wood_3	ovn_arb_resource_wood	2	3	2000	0		false	false			true	ovn_arb_resource_wood	false	0.0000	0	true	3	wh_cam_resource_lumber_mill	true	0	0		0		-1
