battle_personality	land_unit	attach	riders_attachment_point	engine_articulation_index	jettison_rider
ovn_arb_djinn_carriage_rider_dummy	ovn_arb_cha_vizier_heavens_3	autonomous_rider	ap_crewposition_3	-1	true
ovn_arb_cha_magician_life_rider	ovn_arb_cha_magician_life_2	autonomous_rider	ap_riderposition_0	-1	true
ovn_arb_cha_magician_desert_rider	ovn_arb_cha_magician_desert_2	autonomous_rider	ap_riderposition_0	-1	true
ovn_arb_cha_magician_fire_rider	ovn_arb_cha_magician_fire_2	autonomous_rider	ap_riderposition_0	-1	true
ovn_arb_cha_magician_heavens_rider	ovn_arb_cha_magician_heavens_2	autonomous_rider	ap_riderposition_0	-1	true
wh_main_arb_sheikh_rider	ovn_arb_cha_sheikh_1	officer		-1	true
wh_main_arb_sheikh_rider	ovn_arb_cha_sheikh_2	officer		-1	true
wh_main_arb_elephant_rider_sheikh	ovn_arb_cha_sheikh_3	autonomous_rider	ap_crewposition_0	-1	true
wh_main_arb_elephant_rider1	ovn_arb_cha_sheikh_3	autonomous_rider	ap_crewposition_1	-1	true
wh_main_arb_elephant_rider2	ovn_arb_cha_sheikh_3	autonomous_rider	ap_crewposition_2	-1	true
wh_main_arb_elephant_rider3	ovn_arb_cha_sheikh_3	autonomous_rider	ap_crewposition_3	-1	true
wh_main_arb_sheikh_mehmed_rider	ovn_arb_cha_sheikh_mehmed_1	officer		-1	true
wh_main_arb_sheikh_mehmed_rider	ovn_arb_cha_sheikh_mehmed_2	officer		-1	true
wh_main_arb_elephant_rider_sheikh_mehmed	ovn_arb_cha_sheikh_mehmed_3	autonomous_rider	ap_crewposition_0	-1	true
wh_main_arb_elephant_rider1	ovn_arb_cha_sheikh_mehmed_3	autonomous_rider	ap_crewposition_1	-1	true
wh_main_arb_elephant_rider2	ovn_arb_cha_sheikh_mehmed_3	autonomous_rider	ap_crewposition_2	-1	true
wh_main_arb_elephant_rider3	ovn_arb_cha_sheikh_mehmed_3	autonomous_rider	ap_crewposition_3	-1	true
wh_main_arb_elephant_rider_sheikh	ovn_arb_cha_champion_3	autonomous_rider	ap_crewposition_0	-1	true
wh_main_arb_elephant_rider1	ovn_arb_cha_champion_3	autonomous_rider	ap_crewposition_1	-1	true
wh_main_arb_elephant_rider2	ovn_arb_cha_champion_3	autonomous_rider	ap_crewposition_2	-1	true
wh_main_arb_elephant_rider3	ovn_arb_cha_champion_3	autonomous_rider	ap_crewposition_3	-1	true
ovn_arb_cha_fatandira_2	ovn_arb_cha_fatandira_2	autonomous_rider		-1	true
arb_fatandira_horse	ovn_arb_cha_fatandira_1	autonomous_rider		-1	true
ovn_arb_air_skiff_rider_0	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_0	-1	true
ovn_arb_air_skiff_rider_1	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_1	-1	true
ovn_arb_air_skiff_rider_2	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_2	-1	true
ovn_arb_air_skiff_rider_3	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_3	-1	true
ovn_arb_air_skiff_rider_4	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_4	-1	true
ovn_air_skiff_rider_5	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_5	-1	true
ovn_air_skiff_rider_6	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_6	-1	true
ovn_air_skiff_rider_7	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_7	-1	true
ovn_air_skiff_rider_8	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_8	-1	true
ovn_arb_flying_carpet_rider_0	ovn_arb_cav_flying_carpets	autonomous_rider	ap_riderposition_0	-1	true
ovn_arb_flying_carpet_rider_ror	ovn_arb_cav_flying_carpets_ror	autonomous_rider	ap_riderposition_0	-1	true
ovn_vizier_life_rider	ovn_arb_cha_vizier_life_2	autonomous_rider	ap_riderposition_0	-1	true
ovn_vizier_desert_rider	ovn_arb_cha_vizier_desert_2	autonomous_rider	ap_riderposition_0	-1	true
ovn_vizier_fire_rider	ovn_arb_cha_vizier_fire_2	autonomous_rider	ap_riderposition_0	-1	true
ovn_vizier_heavens_rider	ovn_arb_cha_vizier_heavens_2	autonomous_rider	ap_riderposition_0	-1	true
wh_main_arb_elephant_rider_mahout	ovn_arb_mon_elephant	autonomous_rider	ap_mahoutposition_0	-1	true
wh_main_arb_elephant_rider0	ovn_arb_mon_war_elephant	autonomous_rider	ap_crewposition_0	-1	true
wh_main_arb_elephant_rider1	ovn_arb_mon_war_elephant	autonomous_rider	ap_crewposition_1	-1	true
wh_main_arb_elephant_rider2	ovn_arb_mon_war_elephant	autonomous_rider	ap_crewposition_2	-1	true
wh_main_arb_elephant_rider3	ovn_arb_mon_war_elephant	autonomous_rider	ap_crewposition_3	-1	true
wh_main_arb_elephant_rider4	ovn_arb_mon_war_elephant	autonomous_rider	ap_crewposition_4	-1	true
wh_main_arb_elephant_rider5	ovn_arb_mon_war_elephant	autonomous_rider	ap_crewposition_5	-1	true
ovn_arb_ravager_kasabar_crew_jezzails_1	ovn_arb_mon_war_elephant_ror_1	autonomous_rider	ap_crewposition_0	-1	true
ovn_arb_ravager_kasabar_crew_jezzails_2	ovn_arb_mon_war_elephant_ror_1	autonomous_rider	ap_crewposition_1	-1	true
ovn_arb_ravager_kasabar_crew_jezzails_3	ovn_arb_mon_war_elephant_ror_1	autonomous_rider	ap_crewposition_2	-1	true
ovn_arb_ravager_kasabar_crew_jezzails_4	ovn_arb_mon_war_elephant_ror_1	autonomous_rider	ap_crewposition_3	-1	true
ovn_arb_ravager_kasabar_crew_jezzails_5	ovn_arb_mon_war_elephant_ror_1	autonomous_rider	ap_crewposition_4	-1	true
ovn_arb_ravager_kasabar_crew_jezzails_6	ovn_arb_mon_war_elephant_ror_1	autonomous_rider	ap_crewposition_5	-1	true
ovn_arb_cav_waghzen_rider	ovn_arb_cav_waghzen	autonomous_rider	ap_rider_0	-1	true
ovn_arb_cav_lancer_camel_rider	ovn_arb_cav_lancer_camels	autonomous_rider	ap_riderposition_0	-1	true
ovn_arb_cav_archer_camel_rider	ovn_arb_cav_archer_camels	autonomous_rider	ap_riderposition_0	-1	true
ovn_arb_cav_jezzail_camel_rider	ovn_arb_cav_jezzail_camels	autonomous_rider	ap_riderposition_0	-1	true
ovn_arb_veh_naphtha_thrower_ror	ovn_arb_veh_naphtha_thrower_ror	autonomous_rider	ap_crewposition_0	-1	true
ovn_arb_djinn_carriage_rider_0	ovn_arb_djinn_carriage	autonomous_rider	ap_crewposition_0	-1	true
ovn_arb_djinn_carriage_rider_1	ovn_arb_djinn_carriage	autonomous_rider	ap_crewposition_1	-1	true
ovn_arb_djinn_carriage_rider_2	ovn_arb_djinn_carriage	autonomous_rider	ap_crewposition_2	-1	true
ovn_arb_djinn_carriage_rider_3	ovn_arb_djinn_carriage	autonomous_rider	ap_crewposition_3	-1	true
ovn_arb_desert_dogs_almuktar	ovn_arb_cav_arabyan_knights_ror	officer		-1	true
ovn_arb_desert_dogs_shufti	ovn_arb_cav_arabyan_knights_ror	additional_officer		-1	true
ovn_arb_warriors_ror_mullah_officer	ovn_arb_inf_arabyan_warriors_ror	officer		-1	true
ovn_arb_copher_sipahi_riders	ovn_arb_cav_sipahis_ror	autonomous_rider	ap_riderposition_0	-1	true
ovn_arb_cha_champion_pegasus_rider_2h	ovn_arb_cha_champion_2	autonomous_rider	ap_riderposition_0	-1	true
ovn_vizier_life_camel	ovn_arb_cha_vizier_life_1	autonomous_rider	ap_riderposition_0	-1	true
ovn_vizier_desert_camel	ovn_arb_cha_vizier_desert_1	autonomous_rider	ap_riderposition_0	-1	true
ovn_vizier_fire_camel	ovn_arb_cha_vizier_fire_1	autonomous_rider	ap_riderposition_0	-1	true
ovn_vizier_heavens_camel	ovn_arb_cha_vizier_heavens_1	autonomous_rider	ap_riderposition_0	-1	true
ovn_skiff_bomb_bay_front_right	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_9	-1	false
ovn_skiff_bomb_bay_back_right	ovn_arb_cha_golden_magus_2	autonomous_rider	ap_crewposition_10	-1	false
