agent	faction	subtype	mod_disabled
wizard	ovn_fim_fimir_rebel	elo_boglar_shaman	false
dignitary	ovn_fim_fimir_rebel	wh_dlc08_nor_cha_fimir_balefiend_death	false
dignitary	ovn_fim_fimir_rebel	wh_dlc08_nor_cha_fimir_balefiend_beast	false
general	ovn_fim_fimir_rebel	fim_dirach_lord_beasts	false
general	ovn_fim_fimir_rebel	fim_dirach_lord_death	false
general	ovn_fim_fimir_rebel	fim_dirach_lord_fire	false
general	ovn_fim_fimir_rebel	fim_dirach_lord_shadow	false
champion	ovn_fim_fimir_rebel	fim_finmor	false
colonel	ovn_fim_thunderous_sight	aky_chief_fimir_great_weapons	false
colonel	ovn_fim_thunderous_sight	fim_dirach_lord_beasts	false
colonel	ovn_fim_thunderous_sight	fim_dirach_lord_death	false
colonel	ovn_fim_thunderous_sight	fim_dirach_lord_fire	false
colonel	ovn_fim_thunderous_sight	fim_dirach_lord_shadow	false
dignitary	ovn_fim_thunderous_sight	wh_dlc08_nor_fimir_balefiend_fire	false
dignitary	ovn_fim_thunderous_sight	wh_dlc08_nor_fimir_balefiend_shadow	false
general	ovn_fim_thunderous_sight	aky_chief_fimir_great_weapons	false
wizard	ovn_fim_thunderous_sight	elo_boglar_shaman	false
dignitary	ovn_fim_thunderous_sight	wh_dlc08_nor_cha_fimir_balefiend_death	false
dignitary	ovn_fim_thunderous_sight	wh_dlc08_nor_cha_fimir_balefiend_beast	false
general	ovn_fim_thunderous_sight	fim_dirach_lord_beasts	false
general	ovn_fim_thunderous_sight	fim_dirach_lord_death	false
general	ovn_fim_thunderous_sight	fim_dirach_lord_fire	false
general	ovn_fim_thunderous_sight	fim_dirach_lord_shadow	false
champion	ovn_fim_thunderous_sight	fim_finmor	false
colonel	ovn_fim_fen_serpents	aky_chief_fimir_great_weapons	false
colonel	ovn_fim_fen_serpents	fim_dirach_lord_beasts	false
colonel	ovn_fim_fen_serpents	fim_dirach_lord_death	false
colonel	ovn_fim_fen_serpents	fim_dirach_lord_fire	false
colonel	ovn_fim_fen_serpents	fim_dirach_lord_shadow	false
dignitary	ovn_fim_fen_serpents	wh_dlc08_nor_fimir_balefiend_fire	false
dignitary	ovn_fim_fen_serpents	wh_dlc08_nor_fimir_balefiend_shadow	false
general	ovn_fim_fen_serpents	aky_chief_fimir_great_weapons	false
wizard	ovn_fim_fen_serpents	elo_boglar_shaman	false
dignitary	ovn_fim_fen_serpents	wh_dlc08_nor_cha_fimir_balefiend_death	false
dignitary	ovn_fim_fen_serpents	wh_dlc08_nor_cha_fimir_balefiend_beast	false
general	ovn_fim_fen_serpents	fim_dirach_lord_beasts	false
general	ovn_fim_fen_serpents	fim_dirach_lord_death	false
general	ovn_fim_fen_serpents	fim_dirach_lord_fire	false
general	ovn_fim_fen_serpents	fim_dirach_lord_shadow	false
champion	ovn_fim_fen_serpents	fim_finmor	false
colonel	ovn_fim_hell_gate	aky_chief_fimir_great_weapons	false
colonel	ovn_fim_hell_gate	fim_dirach_lord_beasts	false
colonel	ovn_fim_hell_gate	fim_dirach_lord_death	false
colonel	ovn_fim_hell_gate	fim_dirach_lord_fire	false
colonel	ovn_fim_hell_gate	fim_dirach_lord_shadow	false
dignitary	ovn_fim_hell_gate	wh_dlc08_nor_fimir_balefiend_fire	false
dignitary	ovn_fim_hell_gate	wh_dlc08_nor_fimir_balefiend_shadow	false
general	ovn_fim_hell_gate	aky_chief_fimir_great_weapons	false
wizard	ovn_fim_hell_gate	elo_boglar_shaman	false
dignitary	ovn_fim_hell_gate	wh_dlc08_nor_cha_fimir_balefiend_death	false
dignitary	ovn_fim_hell_gate	wh_dlc08_nor_cha_fimir_balefiend_beast	false
general	ovn_fim_hell_gate	fim_dirach_lord_beasts	false
general	ovn_fim_hell_gate	fim_dirach_lord_death	false
general	ovn_fim_hell_gate	fim_dirach_lord_fire	false
general	ovn_fim_hell_gate	fim_dirach_lord_shadow	false
champion	ovn_fim_hell_gate	fim_finmor	false
