key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
wh3_main_tech_kho_4_1			-1	wh3_main_tech_kho_4_1	kho_mil	0	500	0	0		wh3_main_tech_kho_4_1	3	0	0
wh3_main_tech_kho_4_2			-1	wh3_main_tech_kho_4_2	kho_mil	0	500	0	0		wh3_main_tech_kho_4_2	3	0	0
wh3_main_tech_kho_4_3			-1	wh3_main_tech_kho_4_3	kho_mil	0	500	0	0		wh3_main_tech_kho_4_3	3	0	0
wh3_main_tech_kho_4_4			-1	wh3_main_tech_kho_4_4	kho_mil	0	500	0	0		wh3_main_tech_kho_4_4	3	0	0
wh3_main_tech_kho_4_5			-1	wh3_main_tech_kho_4_5	kho_mil	0	500	0	0		wh3_main_tech_kho_4_5	3	0	0
wh3_main_tech_kho_4_6			-1	wh3_main_tech_kho_4_6	kho_mil	0	500	0	0		wh3_main_tech_kho_4_6	3	0	0
wh3_main_tech_kho_4_7			-1	wh3_main_tech_kho_4_7	kho_mil	0	500	0	0		wh3_main_tech_kho_4_7	3	0	0
wh3_main_tech_kho_4_8			-1	wh3_main_tech_kho_4_8	kho_mil	0	500	0	0		wh3_main_tech_kho_4_8	3	0	0
wh3_main_tech_kho_5_1			-1	wh3_main_tech_kho_5_1	kho_mil	0	500	0	0		wh3_main_tech_kho_5_1	3	0	0
wh3_main_tech_kho_5_2			-1	wh3_main_tech_kho_5_2	kho_mil	0	500	0	0		wh3_main_tech_kho_5_2	3	0	0
wh3_main_tech_kho_5_3			-1	wh3_main_tech_kho_5_3	kho_mil	0	500	0	0		wh3_main_tech_kho_5_3	3	0	0
wh3_main_tech_kho_5_4			-1	wh3_main_tech_kho_5_4	kho_mil	0	500	0	0		wh3_main_tech_kho_5_4	3	0	0
wh3_main_tech_kho_5_5			-1	wh3_main_tech_kho_5_5	kho_mil	0	500	0	0		wh3_main_tech_kho_5_5	3	0	0
wh3_main_tech_kho_5_6			-1	wh3_main_tech_kho_5_6	kho_mil	0	500	0	0		wh3_main_tech_kho_5_6	3	0	0
wh3_main_tech_kho_5_7			-1	wh3_main_tech_kho_5_7	kho_mil	0	500	0	0		wh3_main_tech_kho_5_7	3	0	0
wh3_main_tech_kho_5_8			-1	wh3_main_tech_kho_5_8	kho_mil	0	500	0	0		wh3_main_tech_kho_5_8	3	0	0
wh3_main_tech_kho_6_1			-1	wh3_main_tech_kho_6_1	kho_mil	0	500	0	0		wh3_main_tech_kho_6_1	3	0	0
wh3_main_tech_kho_6_2			-1	wh3_main_tech_kho_6_2	kho_mil	0	500	0	0		wh3_main_tech_kho_6_2	3	0	0
wh3_main_tech_kho_6_3			-1	wh3_main_tech_kho_6_3	kho_mil	0	500	0	0		wh3_main_tech_kho_6_3	3	0	0
wh3_main_tech_kho_6_4			-1	wh3_main_tech_kho_6_4	kho_mil	0	500	0	0		wh3_main_tech_kho_6_4	3	0	0
wh3_main_tech_kho_6_5			-1	wh3_main_tech_kho_6_5	kho_mil	0	500	0	0		wh3_main_tech_kho_6_5	3	0	0
wh3_main_tech_kho_6_6			-1	wh3_main_tech_kho_6_6	kho_mil	0	500	0	0		wh3_main_tech_kho_6_6	3	0	0
wh3_main_tech_kho_6_7			-1	wh3_main_tech_kho_6_7	kho_mil	0	500	0	0		wh3_main_tech_kho_6_7	3	0	0
wh3_main_tech_kho_6_8			-1	wh3_main_tech_kho_6_8	kho_mil	0	500	0	0		wh3_main_tech_kho_6_8	3	0	0
wh3_main_tech_kho_7_1			-1	wh3_main_tech_kho_7_1	kho_mil	0	500	0	0		wh3_main_tech_kho_7_1	3	0	0
wh3_main_tech_kho_7_2			-1	wh3_main_tech_kho_7_2	kho_mil	0	500	0	0		wh3_main_tech_kho_7_2	3	0	0
wh3_main_tech_kho_7_3			-1	wh3_main_tech_kho_7_3	kho_mil	0	500	0	0		wh3_main_tech_kho_7_3	3	0	0
wh3_main_tech_kho_7_4			-1	wh3_main_tech_kho_7_4	kho_mil	0	500	0	0		wh3_main_tech_kho_7_4	3	0	0
wh3_main_tech_kho_7_5			-1	wh3_main_tech_kho_7_5	kho_mil	0	500	0	0		wh3_main_tech_kho_7_5	3	0	0
wh3_main_tech_kho_7_6			-1	wh3_main_tech_kho_7_6	kho_mil	0	500	0	0		wh3_main_tech_kho_7_6	3	0	0
wh3_main_tech_kho_7_7			-1	wh3_main_tech_kho_7_7	kho_mil	0	500	0	0		wh3_main_tech_kho_7_7	3	0	0
wh3_main_tech_kho_7_8			-1	wh3_main_tech_kho_7_8	kho_mil	0	500	0	0		wh3_main_tech_kho_7_8	3	0	0
wh3_main_tech_kho_8_1			-1	wh3_main_tech_kho_8_1	kho_mil	0	500	0	0		wh3_main_tech_kho_8_1	3	0	0
wh3_main_tech_kho_8_2			-1	wh3_main_tech_kho_8_2	kho_mil	0	500	0	0		wh3_main_tech_kho_8_2	3	0	0
wh3_main_tech_kho_8_3			-1	wh3_main_tech_kho_8_3	kho_mil	0	500	0	0		wh3_main_tech_kho_8_3	3	0	0
wh3_main_tech_kho_8_4			-1	wh3_main_tech_kho_8_4	kho_mil	0	500	0	0		wh3_main_tech_kho_8_4	3	0	0
wh3_main_tech_kho_8_5			-1	wh3_main_tech_kho_8_5	kho_mil	0	500	0	0		wh3_main_tech_kho_8_5	3	0	0
wh3_main_tech_kho_8_6			-1	wh3_main_tech_kho_8_6	kho_mil	0	500	0	0		wh3_main_tech_kho_8_6	3	0	0
wh3_main_tech_kho_8_7			-1	wh3_main_tech_kho_8_7	kho_mil	0	500	0	0		wh3_main_tech_kho_8_7	3	0	0
wh3_main_tech_kho_8_8			-1	wh3_main_tech_kho_8_8	kho_mil	0	500	0	0		wh3_main_tech_kho_8_8	3	0	0
