id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount
warpstone_solid	-1.0	positive		true	false	false	0.0	0.0	0.0	0.0	0	0	false	0.0	0.0	false	0		wh_main_spell_metal_glittering_robe		false	true	false	0.0			false	0.0	0.0
contact_anchored	10.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	0	false	0.0	0.0	false	0				false	false	true	0.0			false	0.0	0.0
elo_troll_me_boss_now	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1	false	0.0	0.0	false	0		wh_main_generic_buff_morale		false	true	true	0.0			false	0.0	0.0
elo_violent_command	-1.0	positive		true	false	false	0.0	0.0	0.0	1.0	6	18	false	0.0	0.0	false	0		wh_main_generic_buff_morale		false	true	true	0.0			false	0.0	0.0
elo_so_hungry	30.0	positive		false	false	false	-0.25	0.0	0.0	0.0	0	0	false	0.0	0.0	false	0		wh_main_generic_buff_morale	wh_ability_positive	false	true	true	0.0			false	0.0	0.0
troll_mocking_laughter	15.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	-1	false	0.0	0.0	false	0		wh_main_generic_debuff_morale_passive	wh_ability_negative	false	true	true	0.0			false	0.0	0.0
elo_sea_hag_ocean_breeze	36.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1	false	0.0	0.0	true	0		wh2_dlc11_spell_deep_spiteful_shot	wh2_dlc11_spell_deep_spiteful_shot	false	true	false	0.0			false	0.0	0.0
elo_sea_hag_ocean_breeze_upgraded	72.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1	false	0.0	0.0	true	0		wh2_dlc11_spell_deep_spiteful_shot	wh2_dlc11_spell_deep_spiteful_shot	false	true	false	0.0			false	0.0	0.0
elo_reservoir_hammer	40.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack		false	true	true	0.0			false	0.0	0.0
elo_trash_armour	15.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence		false	true	true	0.0			false	0.0	0.0
burn_troll_burn	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0	false	0.0	0.0	false	0		burn_troll_burn		true	true	false	0.0			false	0.0	0.0
burning_aura_of_ouch	15.0	negative		false	false	false	0.0	0.0	0.0	1.0	2	-1	false	0.0	0.0	false	0		wh_main_spell_fire_passive		false	true	true	0.0			false	0.0	0.0
elo_special_treat	1.1	positive		true	false	false	-1.0	0.0	0.0	1.0	0	-1	false	0.0	0.0	false	0		wh2_main_unit_passive_rebirth		false	true	true	0.0			false	2500.0	0.0
elo_those_are_tasty	30.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	-1	false	0.0	0.0	false	0	elo_contact_very_tasty	wh_main_generic_debuff_attack		false	true	true	0.0			false	0.0	0.0
elo_contact_very_tasty	30.0	positive		false	false	false	-0.1	0.0	0.0	0.0	0	-1	false	0.0	0.0	false	0		wh_main_generic_buff_morale		false	true	true	0.0			false	0.0	0.0
