unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed
elo_river_trolls		-1	monstrous_infantry	2	false	elo_river_trolls	16	0	850	wh_main_shp_transport	1	1	16	850	210	heavy		0	110787104	false	wh_main_vo_culture_Troll	monstrous_infantry	3	false	grn_troll		false		1100.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
elo_mountain_trolls		-1	monstrous_infantry	2	false	elo_mountain_trolls	16	0	1300	wh_main_shp_transport	1	1	16	1400	300	very_heavy		0	110787105	false	wh_main_vo_culture_Troll	monstrous_infantry	4	false	grn_troll		false		1000.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
elo_shipwreckers		1	monstrous_infantry	1	false	elo_shipwreckers	16	1	1900	wh_main_shp_transport	1	1	16	1900	335	very_heavy		0	110787106	false	wh_main_vo_culture_Troll	monstrous_infantry	4	true	grn_troll		false		2000.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	false	1	false	false		0.0	true
elo_cha_troll_lord		-1	lord	1	false	elo_cha_troll_lord	1	0	1200	wh_main_shp_transport	1	1	1	1200	325	heavy		0	110787107	false	wh_dlc08_vo_culture_Norsca	lord_infantry_hammer_great	0	false	grn_troll		true		1200.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Throgg	0	false	false	0	false	false		0.0	true
elo_kin		1	monstrous_infantry	1	false	elo_kin	16	1	1550	wh_main_shp_transport	1	1	16	1550	305	very_heavy		0	110787108	false	wh_main_vo_culture_Troll	monstrous_infantry	3	true	grn_troll		false		1550.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	false	1	false	false		0.0	true
elo_forest_trolls		-1	monstrous_infantry	1	false	elo_forest_trolls	20	0	900	wh_main_shp_transport	1	1	20	900	230	heavy		0	110787109	false	wh_main_vo_culture_Troll	monstrous_infantry	2	false	grn_troll		false		900.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
elo_bile_trolls		-1	monstrous_infantry	2	false	elo_bile_trolls	12	0	1650	wh_main_shp_transport	1	1	12	1850	315	very_heavy		0	110787110	false	wh_main_vo_culture_Troll	monstrous_infantry	5	false	chaos_spawn		false		1850.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
elo_snow_troll		-1	monstrous_infantry	2	false	elo_snow_troll	4	0	2000	wh_main_shp_transport	1	1	4	2000	320	very_heavy		0	110787111	false	wh_main_vo_culture_Troll	monstrous_infantry	5	true	grn_troll		false		2000.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
ovn_trl_inf_stone_throw_troll		-1	missile_infantry	1	false	ovn_trl_inf_stone_throw_troll	16	0	1000	wh_main_shp_transport	1	1	16	1000	205	very_heavy		0	65234141111	false	wh_main_vo_culture_Troll	monstrous_bone_thrower	5	true	grn_troll		false		300.0	800.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
ovn_troll_mon_wyvern		-1	monster	2	false	wh2_dlc15_grn_mon_wyvern_waaagh_0	1	0	1500	wh_main_shp_transport	1	1	1	1500	375	heavy		0	159151413	false	wh_main_vo_culture_Wyvern	dragon	5	true	grn_feral_hydrah_waaagh		true		1500.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	0	true	false		0.0	true
elo_lava_trolls		-1	monstrous_infantry	1	false	elo_lava_trolls	16	0	1150	wh_main_shp_transport	1	1	16	1250	285	heavy		0	110787114	false	wh_main_vo_culture_Troll	monstrous_infantry	3	false	grn_troll		false		1150.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
elo_warpstone_trolls		1	monstrous_infantry	1	false	elo_warpstone_trolls	16	1	2200	wh_main_shp_transport	1	1	16	2200	475	very_heavy		0	110787105	false	wh_main_vo_culture_Troll	monstrous_infantry	5	true	grn_troll		false		2300.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
elo_sea_troll		-1	monstrous_infantry	2	false	elo_sea_troll	12	0	1400	wh_main_shp_transport	1	1	12	1500	300	very_heavy		0	110787115	false	wh_main_vo_culture_Troll	monstrous_infantry	5	true	grn_troll		false		1500.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
elo_troll_champ		-1	hero	1	false	elo_troll_champ	1	0	950	wh_main_shp_transport	1	1	1	950	200	very_heavy		0	110787116	false	wh_main_vo_culture_Troll	chs_exalted_hero	0	true	grn_troll		true		900.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	false	0	false	false		0.0	true
elo_troll_giant		-1	monster	2	false	elo_troll_giant	1	0	1625	wh_main_shp_transport	1	1	1	1625	375	super_heavy		0	110787117	false	wh_main_vo_culture_Troll	monster_generic	4	true	grn_giant		true		1600.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	false	0	false	false		0.0	true
elo_carrion_boss		-1	hero	1	false	elo_carrion_boss	1	0	200	wh_main_shp_transport	1	1	1	400	125	light		0	6741	false	wh_main_vo_culture_Goblin	grn_goblin_bigboss	0	true	grn_goblin_15_degrees		true		200.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Goblin_BigBoss	0	true	false	2	false	false		0.0	true
elo_carrion_boss_squig		-1	hero	1	false	elo_carrion_boss_squig	1	0	550	wh_main_shp_transport	1	1	1	750	200	light		0	6741	false	wh_main_vo_culture_Goblin	grn_goblin_bigboss_cavalry	0	true	grn_goblin_15_degrees	wh_dlc06_grn_mnt_squig	true		200.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Goblin_BigBoss	0	true	false	2	false	false		0.0	true
elo_chief_ugma		-1	lord	1	false	elo_chief_ugma	1	0	1600	wh_main_shp_transport	1	1	1	1600	450	heavy		0	110787112	false	wh_dlc08_vo_culture_Norsca	wh2_main_lord_monstrous_infantry	0	true	grn_troll		true		1600.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Throgg	0	false	false	0	false	false		0.0	true
elo_sea_hag		-1	hero	2	false	elo_sea_hag	1	0	750	wh_main_shp_transport	1	1	1	1000	175	very_heavy		0	1281929773	true	wh_main_vo_culture_Troll	wizard_death	3	true	grn_river_troll_hag		true		700.0	0.0	true	vo_culture_None	true	wh2_dlc15_vo_actor_Troll_River_Troll_Hag	0	false	false	6	false	false		0.0	true
elo_sea_troll_summoned		-1	monstrous_infantry	2	false	elo_sea_troll_summoned	12	0	1500	wh_main_shp_transport	1	1	12	1500	300	very_heavy		0	110787115	false	wh_main_vo_culture_Troll	monstrous_infantry	5	true	grn_troll		false		1500.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
