key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_override	ai_usage_template_group
order_protect	-1.0	-1.0	1	0.0	true	1	0	false	-1.0		false	false	false	0.0	false	false	0.0	false	7878226				0.0	0.0	wh_abilities_generic_buff					0.0		augment_melee			vo_battle_special_ability_generic_response	81.0	81.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
order_squish	-1.0	-1.0	1	0.0	true	1	0	false	-1.0		false	false	false	0.0	false	false	0.0	false	7878227				0.0	0.0	wh_abilities_generic_buff					0.0		augment_melee			vo_battle_special_ability_generic_response	81.0	81.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
order_aim_higher	-1.0	-1.0	1	0.0	true	1	0	false	-1.0		false	false	false	0.0	false	false	0.0	false	7878228				0.0	0.0	wh_abilities_generic_buff					0.0		augment_melee			vo_battle_special_ability_generic_response	81.0	81.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
order_catch	-1.0	-1.0	1	0.0	true	1	0	false	-1.0		false	false	false	0.0	false	false	0.0	false	7878229				0.0	0.0	wh_abilities_generic_buff					0.0		augment_melee			vo_battle_special_ability_generic_response	81.0	81.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
difficult_to_spot	-1.0	-1.0	-1	0.0	true	1	-1	true	-1.0		false	false	false	100.0	false	false	0.0	true	7878230				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	246.0	14.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
stunted_regeneration	-1.0	-1.0	-1	0.0	true	1	0	false	-1.0		false	false	false	0.0	false	false	0.0	true	7878231				0.0	0.0	wh_abilities_generic_regeneration_no_ring					0.0					vo_battle_special_ability_generic_response	40.0	39.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
sickness_host	15.0	-1.0	-1	30.0	false	-1	-1	true	-1.0		false	false	false	0.0	false	false	0.0	true	7878232				0.0	0.0	wh_abilities_generic_debuff					0.0					vo_battle_special_ability_generic_response	350.0	14.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
temper_tantrum	40.0	90.0	-1	0.0	true	1	0	false	-1.0		false	false	false	0.0	false	false	0.0	false	7878233				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	350.0	14.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
troll_mocking_laughter	-1.0	15.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0	false	false	0.0	true	7878234				0.0	0.0	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0		hex_morale_area			vo_battle_special_ability_generic_response	122.0	122.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
warpstone_solid	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0	false	false	0.0	true	7878237				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	246.0	14.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
elo_so_hungry	30.0	45.0	-1	0.0	false	1	0	false	0.0		true	false	false	40.0	false	false	0.0	true	7878049				0.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff_no_ring				100.0	gobbos_get_eaten	augment_melee_morale		vampires_medium	vo_battle_special_ability_generic_response	122.0	122.0				false	false	true	false				false	false	false	false	true			false	false	true	-1.0	false	default	1	false	0.0		true			
thiz_iz_troll	100.0	0.0	1	0.0	false	0	0	false	1e15		false	false	false	0.0	false	false	0.0	true	7878050				1.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff_no_ring				0.0		augment_melee_morale				0.0	0.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
elo_troll_me_boss_now	-1.0	-1.0	-1	-1.0	true	-1	0	true	-1.0		false	false	false	0.0	false	false	0.0	true	7878241				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	50.0	50.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
elo_lesser_vomit	-1.0	60.0	3	0.0	false	0	0	false	0.0	elo_lesser_vomit	false	true	false	60.0	false	false	1.2	false	7878242			cast_forward_short	0.0	5.0	wh_spell_generic_missile					0.0		projectile_explosive	wh_group_character		vo_battle_special_ability_spell_cast_negative	41.0	41.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
elo_violent_command	30.0	120.0	-1	0.0	true	1	0	false	0.0		true	false	false	100.0	false	false	0.0	false	7878243				0.0	0.0	wh_abilities_generic_buff_no_ring					0.0		augment_morale	wh_group_character		vo_battle_special_ability_spell_cast_positive	80.0	80.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
elo_greater_swamp_breath	-1.0	60.0	3	0.0	false	0	0	false	0.0	elo_greater_swamp_breath	false	true	false	60.0	false	false	1.2	false	7878244			cast_forward_short	0.0	5.0	wh_spell_generic_missile	wh_spell_generic_missile				0.0		projectile_explosive	wh_group_character		vo_battle_special_ability_spell_cast_negative	53.0	108.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
elo_special_treat	-1.0	120.0	1	0.0	false	1	0	false	-1.0		true	false	false	40.0	false	false	0.0	false	7878247				0.0	0.0	wh_abilities_generic_regeneration_no_ring					1.0	elo_special_treat_explosion	healing_single_use		ruin_short	vo_battle_special_ability_generic_response	0.0	259.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
elo_those_are_tasty	30.0	90.0	-1	0.0	false	0	1	false	0.0		false	true	false	75.0	false	false	0.0	false	7878248				0.0	0.0	wh_abilities_generic_debuff_no_ring					0.0					vo_battle_special_ability_generic_response	0.0	0.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	0.0		true			
