effect	icon	priority	icon_negative	category	is_positive_value_good
enable_elo_troll_me_boss_now	general_ability.png	140	general_ability.png	battle	true
enable_elo_lesser_vomit	general_ability.png	100	general_ability.png	battle	true
enable_elo_violent_command	general_ability.png	100	general_ability.png	battle	true
enable_elo_greater_swamp_breath	general_ability.png	100	general_ability.png	battle	true
elo_troll_champ_cap	agent.png	100	agent.png	campaign	true
elo_troll_champ_availability	agent.png	200	agent.png	campaign	true
enable_wh_main_hero_passive_swarm_of_flies	general_ability.png	100	general_ability.png	battle	true
raw_might_charge7	charge.png	140	charge.png	battle	true
raw_might_speed7	battle_movement.png	140	battle_movement.png	battle	true
raw_might_missle_res7	resistance_missile.png	140	resistance_missile.png	battle	true
scourge_north_speed7	battle_movement.png	140	battle_movement.png	battle	true
scourge_north_ma7	melee.png	140	melee.png	battle	true
scourge_north_mdef7	defence.png	140	defence.png	battle	true
