key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
ovn_spell_desert_burning_hands_upgraded	true	ovn_spell_desert_burning_hands		wh_type_breath	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_common	true	false	spell		false
ovn_spell_desert_curse_of_the_djinn	true	ovn_spell_desert_curse_of_the_djinn	ovn_spell_desert_curse_of_the_djinn_upgraded	wh_type_hex	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
ovn_spell_desert_curse_of_the_djinn_upgraded	true	ovn_spell_desert_curse_of_the_djinn		wh_type_hex	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
ovn_spell_bound_desert_curse_of_the_djinn	false	ovn_spell_desert_curse_of_the_djinn		wh_type_hex		wh_main_anc_group_uncommon	true	false	spell		false
ovn_lore_passive_blessing_of_the_elements	true	ovn_lore_passive_blessing_of_the_elements		wh_type_area_of_augments		wh_main_anc_group_common	true	false	passive		false
wh2_dlc12_army_abilities_great_invocation_of_djinn	false	wh2_dlc12_army_abilities_great_invocation_of_sotek		wh_type_wind		wh_main_anc_group_rare	true	false	bound		false
arb_jaffar_serpent_djinn	true	arb_jaffar_serpent_staff		wh_type_vortex		wh_main_anc_group_unique	true	false	active		false
ovn_arb_baz_ei_12_twilight_mirror_shard_ability	false	wh_dlc05_lord_abilities_spirit_essence_of_chaos		wh_type_augment		wh_main_anc_group_unique	true	false	bound		false
ovn_arb_baz_wep_10_vengeful_sword_heal	false	wh2_dlc09_weapon_abilities_blessed_blade_of_ptra		wh_type_regeneration		wh_main_anc_group_unique	true	false	passive		false
ovn_arb_baz_wep_10_vengeful_sword_damage_self	false	wh2_dlc13_unit_abilities_bathed_in_blood		wh_type_direct_damage		wh_main_anc_group_unique	true	false	passive		false
ovn_arb_baz_wep_08_matyr_shard_ability	false	wh2_dlc14_lord_abilities_the_blood_price		wh_type_augment		wh_main_anc_group_crafted	true	false	passive		false
ovn_arb_baz_heal	false	wh2_dlc09_character_abilities_restore		wh_type_regeneration		wh_main_anc_group_rare	true	false	active		false
ovn_arb_baz_arm_09_faith_shield_ability	false	wh_main_spell_bound_shield_of_faith		wh_type_area_of_ward_save		wh_main_anc_group_unique	true	false	passive		false
ovn_arb_baz_arm_08_gorgon_shield_ability	false	wh2_main_item_abilities_the_guiding_eye		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	active		false
ovn_arb_baz_escape	false	wh2_dlc09_army_abilities_sand_veil		wh_type_hiding		wh_main_anc_group_rare	true	false	active		false
smokeleaf_smokescreen	false	wh_pro01_lord_abilities_flash_bomb		wh_type_area_of_hexes		wh_main_anc_group_rare	true	false	active		false
arb_fatandira_blades_demise_skill	true	arb_fatandira_blades_demise		wh_type_augment		wh_main_anc_group_unique	true	false	active		false
arb_golden_magus_burning_scimitar_ability	true	arb_golden_magus_burning_scimitar		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	active		false
arb_golden_magus_flaming_scimitar_bolts_of_burning	true	wh_main_spell_fire_piercing_bolts_of_burning		wh_type_bombardment		wh_main_anc_group_rare	true	false	army		false
arb_golden_magus_flaming_scimitar_hurricane_blades	true	wh2_main_spell_dark_magic_bladewind		wh_type_vortex		wh_main_anc_group_uncommon	true	false	army		false
arb_golden_magus_flaming_scimitar_royal_djinn	false	arb_jaffar_black_book		wh_type_summon_unit		wh_main_anc_group_common	false	false	army		false
ovn_arb_unit_passive_djinn_strong_binding	false	ovn-arb_djinn_unstable_1		wh_type_augment		wh_main_anc_group_common	false	false	passive		false
ovn_arb_unit_passive_djinn_instability	false	djinn		wh_type_direct_damage		wh_main_anc_group_common	false	false	passive		false
ovn_arb_unit_passive_djinn_instability_ii	false	ovn-arb_djinn_unstable_2		wh_type_direct_damage		wh_main_anc_group_common	false	false	passive		false
ovn_arb_passive_djinn_carriage_power_of_djinn	false	wh3_main_unit_passive_nexus_of_the_elemental_winds		wh_type_augment_of_the_winds		wh_main_anc_group_rare	false	false	passive		false
ovn_djinn_carriage_summon_desert_spirit	false	ovn_summon_desert_spirit		wh_type_summon_unit		wh_main_anc_group_uncommon	false	false	active		false
ovn_djinn_carriage_summon_fire_efreet	false	ovn_summon_fire_efreet		wh_type_summon_unit		wh_main_anc_group_uncommon	false	false	active		false
ovn_djinn_carriage_summon_sea_nymph	false	ovn_summon_sea_nymph		wh_type_summon_unit		wh_main_anc_group_uncommon	false	false	active		false
ovn_djinn_carriage_summon_tempest_djinn	false	ovn_summon_tempest_djinn		wh_type_summon_unit		wh_main_anc_group_uncommon	false	false	active		false
ovn_arb_dervish_dance	false	ovn_dervish_dance		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
arb_guard_ror_jaffar_elite	false	wh_dlc06_unit_passive_opportunist_murderer		wh_type_augment		wh_main_anc_group_uncommon	false	false	passive		false
wh_main_spell_fire_flaming_sword_of_rhuin_bound_camel_ror	false	wh_main_spell_fire_flaming_sword_of_rhuin		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	bound		false
ovn_arb_grand_bombard_ror_sphere	false	wh_main_spell_fire_fireball		wh_type_magic_missile		wh_main_anc_group_common	false	false	active		false
arb_jaffar_to_djinn_transformation	false	arb_jaffar_djinn_form		wh_type_transform		wh_main_anc_group_unique	false	false	active		false
arb_djinn_to_jaffar_transformation	false	arb_jaffar_human_form		wh_type_transform		wh_main_anc_group_unique	false	false	active		false
ovn_unit_abilities_air_skiff_broadside_right	false	ovn_unit_abilities_air_skiff_broadside_right		wh_type_magic_missiles		wh_main_anc_group_common	false	false	unit		false
ovn_unit_abilities_air_skiff_broadside_left	false	ovn_unit_abilities_air_skiff_broadside_left		wh_type_magic_missiles		wh_main_anc_group_common	false	false	unit		false
ovn_arb_loyal_guards	false	wh_dlc03_lord_passive_crush_the_weak		wh_type_augment		wh_main_anc_group_uncommon	false	false	passive		false
ovn_arb_pitfighters_enrage	false	ovn_arb_pitfighters_enrage		wh_type_augment		wh_main_anc_group_uncommon	false	false	passive		false
ovn_arb_al_muktar	false	ovn_arb_al_muktar		wh_type_area_of_hexes		wh_main_anc_group_uncommon	false	false	passive		false
ovn_arb_passive_impetuous_charge	false	wh2_dlc12_unit_abilities_demagoguery		wh_type_augment		wh_main_anc_group_uncommon	false	false	passive		false
ovn_arb_rope	false	wh2_dlc14_unit_passive_barbed_net		wh_type_augment		wh_main_anc_group_uncommon	false	false	passive		false
ovn_unit_passive_carrion_hunger	false	wh3_dlc26_unit_passive_carrion_frenzy		wh_type_regeneration		wh_main_anc_group_uncommon	false	false	passive		false
ovn_unit_abilities_doomed_vulture	false	wh2_dlc09_unit_abilities_death_from_above		wh_type_area_of_hexes		wh_main_anc_group_common	false	false	active		false
ovn_spell_bound_hashut_flames_of_azgorh	false	wh3_dlc23_spell_hashut_flames_of_azgorh		wh_type_bombardment		wh_main_anc_group_rare	true	false	spell		false
ovn_spell_bound_tempest_blizzard	false	wh3_main_spell_tempest_blizzard		wh_type_vortex		wh_main_anc_group_rare	true	false	spell		false
ovn_arb_passive_camel	false	ovn_sturdy_beasts		wh_type_augment		wh_main_anc_group_uncommon	false	false	passive		false
ovn_unit_passive_incarnate_curse_of_the_djinn	false	ovn_unit_passive_incarnate_curse_of_the_djinn		wh_type_area_of_hexes		wh_main_anc_group_common	true	false	passive		false
ovn_unit_passive_incarnate_regrowth	false	ovn_unit_passive_incarnate_regrowth		wh_type_area_of_regeneration		wh_main_anc_group_common	true	false	passive		false
ovn_unit_passive_incarnate_curse_of_the_midnight_wind	false	ovn_unit_passive_incarnate_curse_of_the_midnight_wind		wh_type_area_of_hexes		wh_main_anc_group_common	true	false	passive		false
ovn_unit_passive_incarnate_quicksand	false	ovn_unit_passive_incarnate_quicksand		wh_type_area_of_hexes		wh_main_anc_group_common	true	false	passive		false
ovn_unit_passive_incarnate_cascading_fire_cloak	false	ovn_unit_passive_incarnate_cascading_fire_cloak		wh_type_area_of_augments		wh_main_anc_group_common	true	false	passive		false
ovn_unit_passive_incarnate_curse_of_hashut	false	ovn_unit_passive_incarnate_curse_of_hashut		wh_type_area_of_direct_damage		wh_main_anc_group_common	true	false	passive		false
ovn_unit_passive_incarnate_death_frost	false	ovn_unit_passive_incarnate_death_frost		wh_type_area_of_direct_damage		wh_main_anc_group_common	true	false	passive		false
ovn_unit_passive_incarnate_swiftwing	false	ovn_unit_passive_incarnate_swiftwing		wh_type_area_of_augments		wh_main_anc_group_common	true	false	passive		false
ovn_unit_passive_incarnate_blessing_of_the_djinn	false	ovn_unit_passive_incarnate_blessing_of_the_djinn		wh_type_area_of_augments		wh_main_anc_group_common	true	false	passive		false
ovn_arb_efreet_asscannon	false	wh_main_spell_fire_fireball		wh_type_magic_missile		wh_main_anc_group_common	true	false	bound		false
ovn_radiant_pegasus_ability	false	wh_main_spell_light_banishment		wh_type_explosion		wh_main_anc_group_rare	false	false	mount		false
ovn_mehmed_massacre_them	true	wh3_main_lord_abilities_gorger_onslaught		wh_type_hex		wh_main_anc_group_uncommon	true	false	active		false
ovn_djinn_carriage_djinn_blessing	false	djinn_blessing		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	passive		false
ovn_passive_jaffar_djinn_casting_drain	false	arb_golden_magus_wrath_djinn		wh_type_hex_of_the_winds		wh_main_anc_group_unique	false	false	passive		false
ovn_golden_scimitar_ability	false	wh2_dlc09_weapon_abilities_blessed_blade_of_ptra		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
ovn_weeping_blade_ability	false	wh2_dlc09_weapon_abilities_blade_of_setep		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
ovn_spell_bound_wind_blast	false	wh_main_spell_heavens_wind_blast		wh_type_breath		wh_main_anc_group_common	true	false	active		false
ovn_spell_bound_tidecall	false	wh2_dlc11_spell_deep_tidecall		wh_type_breath		wh_main_anc_group_common	true	false	active		false
