id	treasury_cost	expenditure_type	income_type	expenditure_type_when_regular	income_type_when_regular
ovn_fim_skattach_initiative_slaves_kho_upkeep_t2	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_kho_upkeep_t3	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_kho_upkeep_t4	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_kho_upkeep_t5	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t1	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t1_sacrifice_requirements	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t2	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t2_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t3	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t3_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t3_sacrifice_requirement_high	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t4	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t4_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t5	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t5_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_t5_sacrifice_requirement_low	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_upkeep_t1	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_upkeep_t2	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_upkeep_t3	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_upkeep_t4	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_nur_upkeep_t5	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t1	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t1_sacrifice_requirements	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t2	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t2_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t3	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t3_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t3_sacrifice_requirement_high	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t4	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t4_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t5	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t5_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_t5_sacrifice_requirement_low	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_upkeep_t1	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_upkeep_t2	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_upkeep_t3	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_upkeep_t4	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_sla_upkeep_t5	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t1	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t1_sacrifice_requirements	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t2	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t2_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t3	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t3_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t3_sacrifice_requirement_high	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t4	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t4_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t5	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t5_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_t5_sacrifice_requirement_low	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_upkeep_t1	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_upkeep_t2	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_upkeep_t3	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_upkeep_t4	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_tze_upkeep_t5	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t1	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t2	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t2_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t3	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t3_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t3_sacrifice_requirement_high	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t4	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t4_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t5	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_t5_sacrifice_requirement	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_upkeep_t1	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_upkeep_t2	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_upkeep_t3	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_upkeep_t4	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
ovn_fim_skattach_initiative_slaves_und_upkeep_t5	0	RITUAL	RITUAL	ARMY_UPKEEP	BACKGROUND_INCOME
