unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed
fim_cha_dirach_shadow		-1	lord	1	false	fim_cha_dirach_shadow	1	0	600	wh_main_shp_transport	1	1	1	1000	188	heavy		0	493208727	false	wh_dlc08_vo_culture_Norsca	lord_wizard_shadows	0	true	nor_fimir		true		600.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	0	false	false		0.0000	true
fim_cha_dirach_beast		-1	lord	1	false	fim_cha_dirach_beast	1	0	600	wh_main_shp_transport	1	1	1	1000	188	heavy		0	1566874537	false	wh_dlc08_vo_culture_Norsca	lord_wizard_beasts	0	true	nor_fimir		true		600.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	0	false	false		0.0000	true
fim_cha_dirach_death		-1	lord	1	false	fim_cha_dirach_death	1	0	600	wh_main_shp_transport	1	1	1	1000	188	heavy		0	493208727	false	wh_dlc08_vo_culture_Norsca	lord_wizard_death	0	true	nor_fimir		true		600.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	0	false	false		0.0000	true
fim_cav_nuckelavee		-1	melee_cavalry	2	false	fim_cav_nuckelavee	60	0	1000	wh_main_shp_transport	1	1	60	1000	275	very_heavy		0	12037	false	wh_main_vo_culture_Wraith	cavalry	4	false	emp_reiksguard		false		1000.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true
fim_mon_daemonomaniac		-1	monster	2	false	fim_mon_daemonomaniac	1	0	2000	wh_main_shp_transport	1	1	1	2000	500	very_heavy		0	1831899144	false	wh_main_vo_culture_Var_Creature	wh2_dlc17_bst_ghorgon	5	true	nor_fimir		true		2000.0000	0.0000	true	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	false	true	2	false	false		0.0000	true
fim_inf_swamp_daemons		-1	melee_infantry	1	false	fim_inf_swamp_daemons	80	0	800	wh_main_shp_transport	1	1	80	800	187	heavy		0	10526	false	wh2_dlc11_vo_culture_Mourngul	infantry_sword	3	false	vamp_crypt_horror		false		800.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true
fim_veh_eye_oculus		-1	warmachine	2	false	fim_veh_eye_oculus	2	0	1700	wh_main_shp_transport	1	1	2	1700	375	heavy		0	1511823803	false	wh_dlc08_vo_culture_Norsca	magic_chariot	4	true	emp_luminark		true		800.0000	1100.0000	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	false	true	3	false	false		0.0000	true
fim_inf_moor_hounds_ror		1	war_beast	1	false	fim_inf_moor_hounds_ror	48	1	850	wh_main_shp_transport	1	1	40	850	175	medium		0	281363422	false	wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	3	false	vamp_dire_wolf		false		900.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	true	wh_main_vo_actor_default	0	false	false	1	false	false		0.0000	true
fim_mon_daemonomaniac_ror		1	monster	2	false	fim_mon_daemonomaniac_ror	1	1	2550	wh_main_shp_transport	1	1	1	2550	575	very_heavy		0	941131848	false	wh_main_vo_culture_Var_Creature	wh2_dlc17_bst_ghorgon	5	true	bst_ghorgon		true		2550.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	false	true	1	false	false		0.0000	true
fim_cav_marsh_hornets_ror		1	monstrous_cavalry	2	false	fim_cav_marsh_hornets_ror	12	1	1550	wh_main_shp_transport	1	1	12	1550	325	very_heavy		0	10745273411	false	wh2_dlc12_vo_culture_Salamander	ovn_fim_cavalry_bog_beast	3	false	liz_salamander_hunting_pack		false		1550.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	false	1	false	false		0.0000	true
fim_inf_swamp_daemons_summon		-1	melee_infantry	1	false	fim_inf_swamp_daemons_summon	80	0	800	wh_main_shp_transport	1	1	80	800	187	heavy		0	10526	false	wh2_dlc11_vo_culture_Mourngul	infantry_sword	3	false	vamp_crypt_horror		false		800.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true
fim_cha_boglar_shaman		-1	hero	1	false	fim_cha_boglar_shaman	1	0	200	wh_main_shp_transport	1	1	1	800	200	light		0	454545454	false	wh_main_vo_culture_Goblin	wizard_lil_waaagh	0	true	grn_goblin_15_degrees		true		250.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Goblin_GreatShaman	0	true	false	2	false	false		0.0000	true
fim_cha_boglar_shaman_hound		-1	hero	1	false	fim_cha_boglar_shaman_hound	1	0	350	wh_main_shp_transport	1	1	1	800	225	light		0	454545454	false	wh_main_vo_culture_Goblin	wizard_lil_waaagh	0	true	grn_goblin_15_degrees	fim_moorhound	true		250.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Goblin_GreatShaman	0	true	false	2	false	false		0.0000	true
ovn_fim_mon_bog_octopus_0		-1	monster	2	false	ovn_fim_mon_bog_octopus_0	1	0	1800	wh_main_shp_transport	1	1	16	1800	450	medium		0	86774612	true	wh2_dlc11_vo_culture_Mourngul	ovn_bog_octopus	3	false	fim_bog_octopus		true		1800.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	false	false		0.0000	true
ovn_fim_mon_bog_octopus_summon		-1	monster	2	false	ovn_fim_mon_bog_octopus_summon	1	0	1800	wh_main_shp_transport	1	1	16	1800	450	medium		0	993553928	false	wh2_dlc11_vo_culture_Mourngul	ovn_bog_octopus	3	false	fim_bog_octopus		true		1800.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	false	false		0.0000	true
fim_cha_daemon_octopus_kroll		-1	lord	1	false	fim_cha_daemon_octopus_kroll	1	0	2200	wh_main_shp_transport	1	1	1	2200	500	heavy		0	993503427	false	wh2_dlc11_vo_culture_Mourngul	lord_wizard_deep	0	true	fim_bog_octopus		true		2200.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	true	true	0	false	false		0.0000	true
