level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
ovn_fimir_dirach_3	ovn_fimir_dirach	2	4	4000	0		false	false		true	ovn_fimir_dirach	true	0.0000	0	true	5		true	0	0		0
ovn_fimir_daemons_1	ovn_fimir_daemons	0	3	3000	0		false	false		true	ovn_fimir_daemons	true	0.0000	0	true	4		true	0	0		0
ovn_fimir_daemons_2	ovn_fimir_daemons	1	4	4000	0		false	false		true	ovn_fimir_daemons	true	0.0000	0	true	5		true	0	0		0
ovn_fimir_growth_1	ovn_fimir_growth	0	1	500	0		false	false		true	ovn_fimir_growth	false	0.0000	0	true	1		true	0	0		0
ovn_fimir_growth_2	ovn_fimir_growth	1	2	1000	0		false	false		true	ovn_fimir_growth	false	0.0000	0	true	2		true	0	0		0
ovn_fimir_growth_3	ovn_fimir_growth	2	3	1500	0		false	false		true	ovn_fimir_growth	false	0.0000	0	true	3		true	0	0		0
ovn_fimir_income_1	ovn_fimir_income	0	1	500	0		false	false		true	ovn_fimir_income	false	0.0000	0	true	1		true	0	0		0
ovn_fimir_income_2	ovn_fimir_income	1	2	1000	0		false	false		true	ovn_fimir_income	false	0.0000	0	true	2		true	0	0		0
ovn_fimir_income_3	ovn_fimir_income	2	3	1500	0		false	false		true	ovn_fimir_income	false	0.0000	0	true	3		true	0	0		0
ovn_fimir_order_1	ovn_fimir_order	0	1	1000	0		false	false		true	ovn_fimir_order	false	0.0000	0	true	1		true	0	0		0
ovn_fimir_order_2	ovn_fimir_order	1	2	1500	0		false	false		true	ovn_fimir_order	false	0.0000	0	true	2		true	0	0		0
ovn_fimir_order_3	ovn_fimir_order	2	3	2000	0		false	false		true	ovn_fimir_order	false	0.0000	0	true	3		true	0	0		0
ovn_fimir_port_1	ovn_fimir_port	1	1	1000	0		false	false		true	ovn_fimir_port	false	0.0000	0	true	1	Wh_Cam_Settlement_Port_Nordic	true	0	0		0
ovn_fimir_port_2	ovn_fimir_port	2	3	2000	0		false	false		true	ovn_fimir_port	false	0.0000	0	true	3	Wh_Cam_Settlement_Port_Nordic	true	0	0		0
ovn_fimir_port_3	ovn_fimir_port	3	5	4000	0		false	false		true	ovn_fimir_port	false	0.0000	0	true	5	Wh_Cam_Settlement_Port_Nordic	true	0	0		0
ovn_fimir_port_ruin	ovn_fimir_port	0	1	0	0		false	false		true	ovn_fimir_port	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
ovn_fimir_walls_major_1	ovn_fimir_walls_major	0	2	1000	0		false	false		true	ovn_fimir_walls_major	false	0.0000	0	true	2		true	0	0		0
ovn_fimir_walls_major_2	ovn_fimir_walls_major	1	3	2000	0		false	false		true	ovn_fimir_walls_major	false	0.0000	0	true	3		true	0	0		0
ovn_fimir_walls_major_3	ovn_fimir_walls_major	2	4	3000	0		false	false		true	ovn_fimir_walls_major	false	0.0000	0	true	4		true	0	0		0
ovn_fimir_walls_minor_1	ovn_fimir_walls_minor	0	3	2000	0		false	false		true	ovn_fimir_walls_minor	false	0.0000	0	true	2		true	0	0		0
ovn_fimir_walls_minor_2	ovn_fimir_walls_minor	1	4	3000	0		false	false		true	ovn_fimir_walls_minor	false	0.0000	0	true	3		true	0	0		0
ovn_fimir_allied_outpost_1	ovn_fimir_allied_outpost	0	3	3000	0		false	false		true	ovn_fimir_allied_outpost	false	0.0000	0	true	1		true	0	0		0
ovn_fimir_allied_outpost_2	ovn_fimir_allied_outpost	1	4	4000	0		false	false		true	ovn_fimir_allied_outpost	false	0.0000	0	true	2		true	0	0		0
ovn_fimir_allied_outpost_3	ovn_fimir_allied_outpost	2	5	5000	0		false	false		true	ovn_fimir_allied_outpost	false	0.0000	0	true	3		true	0	0		0
ovn_fimir_foreign_slot_discovery	ovn_fimir_foreign_slot_discovery	0	4	2000	0		false	false		true	ovn_fimir_foreign_slot_discovery	false	0.0000	0	true	3		true	0	0		0
ovn_fimir_agrul_migdhal_landmark	ovn_fimir_agrul_migdhal_landmark	0	4	6000	0		false	false		false	ovn_fimir_agrul_migdhal_landmark	false	0.0000	0	true	3		true	0	0		0
ovn_fimir_temple_kroll_1	ovn_fimir_kroll_temple	0	5	6500	0		false	false		false	ovn_fimir_temple_kroll	false	0.0000	0	true	3		true	0	0		0
