building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
ovn_fimir_income_3	wh_main_effect_public_order_base		province_to_province_own	-6.0	-10.0	0.0
ovn_fimir_mil_2	ovn_fim_effect_agent_enable_recruitment_finmor		province_to_province_own_unseen	1.0	1.0	0.0
ovn_fimir_mil_3	ovn_fim_effect_agent_enable_recruitment_finmor		province_to_province_own_unseen	1.0	1.0	0.0
ovn_fimir_mil_3	ovn_fim_effect_agent_xp_increase_finmor		faction_to_province_own	1.0	1.0	0.0
ovn_fimir_mil_4	ovn_fim_effect_agent_cap_increase_champion_finmor		faction_to_faction_own_unseen	2.0	1.0	0.0
ovn_fimir_mil_4	ovn_fim_effect_agent_enable_recruitment_finmor		province_to_province_own_unseen	1.0	1.0	0.0
ovn_fimir_mil_4	ovn_fim_effect_agent_xp_increase_finmor		faction_to_province_own	2.0	1.0	0.0
ovn_fimir_mil_3	ovn_fim_effect_agent_cap_increase_champion_finmor		faction_to_faction_own_unseen	1.0	1.0	0.0
ovn_fimir_marsh_2	ovn_fim_effect_agent_enable_recruitment_elo_boglar_shaman		province_to_province_own_unseen	1.0	1.0	0.0
ovn_fimir_marsh_3	ovn_fim_effect_agent_enable_recruitment_elo_boglar_shaman		province_to_province_own_unseen	1.0	1.0	0.0
ovn_fimir_marsh_3	ovn_fim_effect_agent_xp_increase_elo_boglar_shaman		faction_to_province_own	1.0	1.0	0.0
ovn_fimir_marsh_3	ovn_fim_effect_agent_cap_increase_elo_boglar_shaman		faction_to_faction_own_unseen	1.0	1.0	0.0
ovn_fimir_marsh_4	ovn_fim_effect_agent_enable_recruitment_elo_boglar_shaman		province_to_province_own_unseen	1.0	1.0	0.0
ovn_fimir_marsh_4	ovn_fim_effect_agent_xp_increase_elo_boglar_shaman		faction_to_province_own	2.0	1.0	0.0
ovn_fimir_marsh_4	ovn_fim_effect_agent_cap_increase_elo_boglar_shaman		faction_to_faction_own_unseen	2.0	1.0	0.0
ovn_fimir_agent_1	wh3_main_effect_corruption_chaos_characters		region_to_region_own	1.0	1.0	0.0
ovn_fimir_agent_2	wh3_main_effect_corruption_chaos_characters		region_to_region_own	3.0	1.0	0.0
ovn_fimir_slaves_1	wh2_main_effect_economy_gdp_slaves_def		building_to_building_own	10.0	5.0	0.0
ovn_fimir_slaves_1	wh2_main_effect_slave_income_modifier		province_to_province_own	10.0	10.0	0.0
ovn_fimir_slaves_2	wh2_main_effect_economy_gdp_slaves_def		building_to_building_own	15.0	8.0	0.0
ovn_fimir_slaves_2	wh2_main_effect_slave_decline_modifier		province_to_province_own	-50.0	-25.0	0.0
ovn_fimir_slaves_2	wh2_main_effect_slave_income_modifier		province_to_province_own	25.0	25.0	0.0
ovn_fimir_slaves_2	wh2_main_effect_slave_public_order_modifier		province_to_province_own	-30.0	-15.0	0.0
